bus,nodes,kV_LN,x,y,native_service,AIDC_candidate,MESS_original_interface_candidate,MESS_phase_adapted_candidate,exclusion
m1069730,[2],7.199557856794634,1673318.84897587,12292718.8791603,False,False,False,False,
l3159037,[2],7.199557856794634,1673436.40417598,12292721.1688243,False,False,False,False,
m1142833,[3],7.199557856794634,1685320.06345105,12275079.0660238,False,False,False,False,
p901913,[3],7.199557856794634,1669590.4076284,12282026.7749583,False,False,False,False,
n1140823,"[1, 2, 3]",7.199557856794634,1665856.55136892,12278251.6146348,False,True,True,True,
m1027066,[3],7.199557856794634,1667350.17005831,12293455.0819129,False,False,False,False,
l2841645,[3],7.199557856794634,1667343.78849031,12293415.3916729,False,False,False,False,
m1125959,[3],7.199557856794634,1683119.770073,12277736.1780903,False,False,False,False,
m1125974,[3],7.199557856794634,1683152.14895303,12277930.7339945,False,False,False,False,
m1069191,[1],7.199557856794634,1674393.72948887,12268162.9208654,False,False,False,False,
m1108258,[2],7.199557856794634,1680136.07983022,12259380.8388092,False,False,False,False,
p829976,[1],7.199557856794634,1686407.46134006,12275334.6687121,False,False,False,False,
l2955078,[1],7.199557856794634,1686308.01865197,12275184.8779919,False,False,False,False,
n1147867,[3],7.199557856794634,1674320.00968081,12278156.6611627,False,False,False,False,
d5837361-8_int,[3],7.199557856794634,1674300.88136079,12278160.9625387,False,False,False,False,source/regulator/internal
m1026792,[1],7.199557856794634,1665892.08826496,12280726.3318211,False,False,False,False,
l2821010,[1],7.199557856794634,1666356.05037739,12280400.2861248,False,False,False,False,
m1125976,"[1, 2, 3]",7.199557856794634,1682030.50031199,12277936.3782825,False,True,True,True,
n1142112,[2],7.199557856794634,1679861.66830997,12259796.0912896,False,False,False,False,
p827496,[2],7.199557856794634,1679886.26069399,12259763.6509696,False,False,False,False,
221-240988,[3],7.199557856794634,1662994.84819826,12276470.9523611,False,False,False,False,
l3141411,[3],7.199557856794634,1662922.46778219,12276584.6491292,False,False,False,False,
p829956,[3],7.199557856794634,1684914.77653867,12276415.0501531,False,False,False,False,
d5535139-1_int,"[1, 2, 3]",7.199557856794634,1681616.7715436,12279601.578988,False,False,False,False,source/regulator/internal
e183473,"[1, 2, 3]",7.199557856794634,1681616.7715436,12279600.578988,False,True,True,True,
m1125997,"[1, 2, 3]",7.199557856794634,1681619.3315436,12279589.921196,False,True,True,True,
m1047518,[2],7.199557856794634,1669463.61185228,12282417.8159827,False,False,False,False,
l2973160,[2],7.199557856794634,1669182.90887602,12282460.4594387,False,False,False,False,
n1134471,[1],7.199557856794634,1664921.91380005,12293740.0324412,False,False,False,False,
m1009838,[2],7.199557856794634,1660376.93894782,12284035.9694562,False,False,False,False,
l2801896,[2],7.199557856794634,1660233.57075569,12284095.1116002,False,False,False,False,
p827520,[3],7.199557856794634,1675750.39841814,12268345.6229456,False,False,False,False,
m1009784,"[1, 2, 3]",7.199557856794634,1662898.36691817,12281451.6719818,False,True,True,True,
m1009770,"[1, 2, 3]",7.199557856794634,1662884.66170216,12281252.6432456,False,True,True,True,
n1136669,"[1, 2, 3]",7.199557856794634,1669509.10202833,12282927.0962391,False,True,True,True,
l3103822,"[1, 2, 3]",7.199557856794634,1669343.59905217,12283037.0984152,False,True,True,True,
m3768670,"[1, 2, 3]",7.199557856794634,1667896.67885882,12283876.716976,False,True,True,True,
p1123251,[1],7.199557856794634,1667901.83981883,12283890.442672,False,False,False,False,
n1136994,[3],7.199557856794634,1668842.3018997,12283581.8500318,False,False,False,False,
l2729428,[1],7.199557856794634,1667050.19130604,12275943.0598806,False,False,False,False,
m1026926,"[1, 2, 3]",7.199557856794634,1663676.38163889,12286297.4202103,False,True,True,True,
n1138000,[1],7.199557856794634,1663657.64243888,12286300.8526583,False,False,False,False,
221-242079,"[1, 2, 3]",7.199557856794634,1692572.33046581,12274487.2308873,False,True,True,True,
l3011293,"[1, 2, 3]",7.199557856794634,1692623.11267385,12274654.8883594,False,True,True,True,
m1026777,[1],7.199557856794634,1666242.64852128,12280091.5828925,False,False,False,False,
l3233353,[1],7.199557856794634,1666085.32935314,12279964.6068924,False,False,False,False,
l3029506,[2],7.199557856794634,1669560.90414037,12282691.2895189,False,False,False,False,
l3010559,[1],7.199557856794634,1675048.33992148,12274323.4195591,False,False,False,False,
m1069213,[3],7.199557856794634,1674917.86184136,12270440.2313315,False,False,False,False,
l3178977,[3],7.199557856794634,1674887.80129733,12270309.3682274,False,False,False,False,
m1108534,"[1, 2, 3]",7.199557856794634,1679221.61915737,12283309.4414555,False,True,True,True,
p901934,[1],7.199557856794634,1679236.38114138,12283294.6753755,False,False,False,False,
p829796,[3],7.199557856794634,1680526.10914259,12283212.2802394,False,False,False,False,
n1142107,[3],7.199557856794634,1680612.60027867,12283230.1469914,False,False,False,False,
l2691965,[2],7.199557856794634,1675528.82120193,12285635.8998257,False,False,False,False,
l2785538,[1],7.199557856794634,1673033.03009561,12284691.9315688,False,False,False,False,
n1139259,[3],7.199557856794634,1674203.4539047,12277721.8420903,False,False,False,False,
l2710543,[3],7.199557856794634,1674320.31278481,12277718.8028583,False,False,False,False,
q1301,"[1, 2, 3]",7.199557856794634,1685969.20162766,12275679.2786324,False,True,True,True,
l3160872,"[1, 2, 3]",7.199557856794634,1685969.20162766,12275677.2786324,False,True,True,True,
p827509,[2],7.199557856794634,1670285.08513305,12288487.4449163,False,False,False,False,
m1047793,[2],7.199557856794634,1670700.55060544,12290040.6604058,False,False,False,False,
p827555,[2],7.199557856794634,1670680.59898942,12290042.0817178,False,False,False,False,
l2879069,[1],7.199557856794634,1670824.51194955,12287767.7408517,False,False,False,False,
l2955006,[3],7.199557856794634,1681124.10056714,12283565.0810077,False,False,False,False,
l2692600,[3],7.199557856794634,1681230.03951124,12283434.9510876,False,False,False,False,
l3029505,[3],7.199557856794634,1671386.72891007,12282614.3297748,False,False,False,False,
l2673318,[3],7.199557856794634,1671664.49915033,12282532.3606228,False,False,False,False,
m1026682,[1],7.199557856794634,1664726.57146387,12277607.4285222,False,False,False,False,
m1047424,[2],7.199557856794634,1672366.06203099,12273673.9782785,False,False,False,False,
l2691949,[2],7.199557856794634,1672360.33991898,12273461.0518143,False,False,False,False,
m1026699,[2],7.199557856794634,1668039.49818696,12278121.9147947,False,False,False,False,
l3085403,[1],7.199557856794634,1664964.36884009,12279299.7810358,False,False,False,False,
m4113345,[3],7.199557856794634,1669846.14958064,12281959.0516942,False,False,False,False,
l3235255,"[1, 2, 3]",7.199557856794634,1670855.26062158,12263685.7511972,False,True,True,True,
m1047316,"[1, 2, 3]",7.199557856794634,1670735.69018947,12263567.7290531,False,True,True,True,
m1026886,"[1, 2, 3]",7.199557856794634,1664788.85114393,12285130.1216492,False,True,True,True,
l3120484,"[1, 2, 3]",7.199557856794634,1664783.47309592,12285132.6980332,False,True,True,True,
l2879078,"[1, 2, 3]",7.199557856794634,1664462.25248763,12277691.2285863,False,True,True,True,
m1026681,"[1, 2, 3]",7.199557856794634,1664316.53728749,12277560.8692901,False,True,True,True,
l3232902,"[1, 2, 3]",7.199557856794634,1681467.98843946,12280220.6642366,False,True,True,True,
l3123509,"[1, 2, 3]",7.199557856794634,1692774.79574599,12274449.1421832,False,True,True,True,
m1209772,"[1, 2, 3]",7.199557856794634,1693072.88214627,12274424.7464072,False,True,True,True,
r20703,"[1, 2, 3]",7.199557856794634,1681611.9710316,12279621.1654841,False,True,True,True,
l2859403,"[1, 2, 3]",7.199557856794634,1681580.12463157,12279757.8080442,False,True,True,True,
m1026927,"[1, 2, 3]",7.199557856794634,1663711.82842293,12286326.9687543,False,True,True,True,
m1125914,"[1, 2, 3]",7.199557856794634,1682961.18933685,12272876.4215418,False,True,True,True,
l2917328,"[1, 2, 3]",7.199557856794634,1682841.20930474,12272808.6491257,False,True,True,True,
l2841635,"[1, 2, 3]",7.199557856794634,1668890.13089175,12281613.3902539,False,True,True,True,
l2766499,[3],7.199557856794634,1669554.78471637,12284084.9412322,False,False,False,False,
m1047444,[2],7.199557856794634,1671224.6419979199,12275678.6712724,False,False,False,False,
m1108459,[2],7.199557856794634,1680568.65429463,12280108.0037565,False,False,False,False,
l2802480,[2],7.199557856794634,1680498.74376656,12279933.5387324,False,False,False,False,
l2691954,"[1, 2, 3]",7.199557856794634,1668463.13108335,12261521.4288912,False,True,True,True,
l3122849,"[1, 2, 3]",7.199557856794634,1668291.75853919,12261398.9298191,False,True,True,True,
l2764411,[3],7.199557856794634,1686056.12284374,12286737.0889467,False,False,False,False,
m1026907,"[1, 2, 3]",7.199557856794634,1663440.45203867,12285655.2984817,False,True,True,True,
l2729206,[3],7.199557856794634,1669887.39630068,12283914.4124641,False,False,False,False,
l2804957,[3],7.199557856794634,1685878.25813957,12287096.291763,False,False,False,False,
l3048937,[3],7.199557856794634,1685785.59023548,12287268.6309632,False,False,False,False,
l2822872,"[1, 2, 3]",7.199557856794634,1670240.48378901,12281029.3088454,False,True,True,True,
l3235946,[1],7.199557856794634,1681668.25826365,12281849.4099661,False,False,False,False,
m1126005,[1],7.199557856794634,1682240.26056818,12281807.6717261,False,False,False,False,
m1009698,[1],7.199557856794634,1662870.90323814,12279846.4127163,False,False,False,False,
l3156034,[1],7.199557856794634,1662937.80320621,12279694.8893881,False,False,False,False,
l3254205,[3],7.199557856794634,1668451.49844334,12264857.1580463,False,False,False,False,
l3197647,[1],7.199557856794634,1667269.68775424,12280185.7294526,False,False,False,False,
m1026778,[1],7.199557856794634,1667267.88141824,12280190.7306686,False,False,False,False,
m1026844,"[1, 2, 3]",7.199557856794634,1663141.5996864,12283974.9390561,False,True,True,True,
n1147861,[3],7.199557856794634,1663117.23258237,12283980.0918241,False,False,False,False,
l2973833,"[1, 2, 3]",7.199557856794634,1688662.14140616,12275322.6305681,False,True,True,True,
m1166373,"[1, 2, 3]",7.199557856794634,1688526.65801404,12275332.3380881,False,True,True,True,
l2991902,[2],7.199557856794634,1662976.92819824,12257352.6101993,False,False,False,False,
m1008758,[2],7.199557856794634,1662687.43110997,12257295.4996713,False,False,False,False,
m1026734,[1],7.199557856794634,1663358.0773826,12278597.8413231,False,False,False,False,
l3065696,[1],7.199557856794634,1663146.2732224,12278537.9455151,False,False,False,False,
l2748780,[1],7.199557856794634,1682470.3206004,12282099.6591824,False,False,False,False,
m1125987,"[1, 2, 3]",7.199557856794634,1681852.81992782,12278475.170219,False,True,True,True,
p901945,"[1, 2, 3]",7.199557856794634,1681837.67701581,12278479.696299,False,True,True,True,
p901910,[2],7.199557856794634,1673842.28500836,12275197.7230479,False,False,False,False,
l3027122,[1],7.199557856794634,1680843.69250288,12282101.5146704,False,False,False,False,
m1108506,[1],7.199557856794634,1680867.0397029,12282097.9757264,False,False,False,False,
l2841637,[3],7.199557856794634,1668397.68929129,12263650.3986212,False,False,False,False,
n1139539,[1],7.199557856794634,1672692.64430329,12265373.4137908,False,False,False,False,
l2710520,[1],7.199557856794634,1673005.32065558,12265145.0904626,False,False,False,False,
m1089119,"[1, 2, 3]",7.199557856794634,1676733.56129905,12268828.221858,False,True,True,True,
p827521,[2],7.199557856794634,1676746.63982707,12268810.101154,False,False,False,False,
l3046854,[2],7.199557856794634,1669822.98260462,12275992.4002967,False,False,False,False,
m1047478,[3],7.199557856794634,1672251.75086288,12279829.0907323,False,False,False,False,
l2766716,[3],7.199557856794634,1672238.20129487,12279690.2691001,False,False,False,False,
n1137003,[1],7.199557856794634,1670320.09774108,12285421.6093935,False,False,False,False,
l2973171,[2],7.199557856794634,1675053.05851349,12286954.2015229,False,False,False,False,
l3085392,[3],7.199557856794634,1677610.78113987,12276913.4391455,False,False,False,False,
p875742,[2],7.199557856794634,1663170.63213442,12285670.9411057,False,False,False,False,
m1010008,[1],7.199557856794634,1661973.45734931,12294184.3091776,False,False,False,False,
l3784018,"[1, 2, 3]",7.199557856794634,1670271.79361304,12287908.2623238,False,True,True,True,
m1026703,[3],7.199557856794634,1665191.8852563,12278180.5408427,False,False,False,False,
l2973166,[3],7.199557856794634,1665185.7617363,12277941.0190505,False,False,False,False,
l3068944,[2],7.199557856794634,1683008.9323129,12272726.0532856,False,False,False,False,
m1047550,"[1, 2, 3]",7.199557856794634,1671591.56987026,12282867.5608791,False,True,True,True,
l2936270,[1],7.199557856794634,1692720.81865794,12275752.3992725,False,False,False,False,
l3086078,[1],7.199557856794634,1692795.46006601,12275568.1284243,False,False,False,False,
m1047593,"[1, 2, 3]",7.199557856794634,1669809.80986861,12283544.1094877,False,True,True,True,
m1047615,"[1, 2, 3]",7.199557856794634,1670051.03559683,12283898.061232,False,True,True,True,
m1009855,[2],7.199557856794634,1660029.2663715,12284465.2671206,False,False,False,False,
l2748139,[2],7.199557856794634,1660219.52147567,12284565.3405927,False,False,False,False,
n1140832,[3],7.199557856794634,1663650.09351087,12276942.5371296,False,False,False,False,
l2841631,[3],7.199557856794634,1663588.59616681,12277002.2404256,False,False,False,False,
m1047819,[2],7.199557856794634,1668722.33005959,12292261.4010158,False,False,False,False,
l2916610,[2],7.199557856794634,1665617.5702487,12278727.8114992,False,False,False,False,
l2879076,[3],7.199557856794634,1675732.62997012,12268835.82813,False,False,False,False,
m1089122,[3],7.199557856794634,1675732.28590612,12268915.3683541,False,False,False,False,
l2691939,[2],7.199557856794634,1661559.19200492,12283932.6683361,False,False,False,False,
m1069489,[3],7.199557856794634,1673665.1821602,12281393.4964937,False,False,False,False,
l2933120,[3],7.199557856794634,1673662.01595219,12281635.7380299,False,False,False,False,
m1069225,[3],7.199557856794634,1674353.48628884,12271400.7515244,False,False,False,False,
m1089120,"[1, 2, 3]",7.199557856794634,1676908.10005122,12268903.4817621,False,True,True,True,
l3645810,[3],7.199557856794634,1668929.15757979,12284243.5014884,False,False,False,False,
m3763623,[3],7.199557856794634,1668901.71437976,12284252.4225764,False,False,False,False,
l3649304,[1],7.199557856794634,1668012.62023493,12285305.7786094,False,False,False,False,
m1027042,[3],7.199557856794634,1664941.36160807,12293054.1244726,False,False,False,False,
l3178969,[2],7.199557856794634,1660445.51008388,12283864.351152,False,False,False,False,
l2729401,[2],7.199557856794634,1660205.48038766,12283938.9311201,False,False,False,False,
l3235249,[1],7.199557856794634,1666884.67194588,12286248.5180662,False,False,False,False,
l2954348,[1],7.199557856794634,1666582.1004256,12286302.2289143,False,False,False,False,
l3066812,[1],7.199557856794634,1670691.31002943,12288187.478452,False,False,False,False,
l2841622,[1],7.199557856794634,1670903.38862162,12288268.8987401,False,False,False,False,
m1209787,"[1, 2, 3]",7.199557856794634,1692000.00048127,12275591.1110803,False,True,True,True,
l2823611,"[1, 2, 3]",7.199557856794634,1691626.08892892,12275427.8895762,False,True,True,True,
196-35541,[3],7.199557856794634,1681420.47893542,12271812.9115248,False,False,False,False,
m1108317,[3],7.199557856794634,1681178.02031119,12271853.4905968,False,False,False,False,
m1047340,[1],7.199557856794634,1672026.49543867,12264418.2224939,False,False,False,False,
l2991923,[1],7.199557856794634,1672146.04948678,12264242.4385577,False,False,False,False,
m1026661,[1],7.199557856794634,1664355.56397553,12276838.5437855,False,False,False,False,
p827530,[1],7.199557856794634,1664339.11443951,12276835.9796895,False,False,False,False,
p827503,[3],7.199557856794634,1672842.88967943,12279803.2408762,False,False,False,False,
n1147865,[1],7.199557856794634,1664848.61587999,12293248.9384248,False,False,False,False,
l2895489,[1],7.199557856794634,1664596.78151175,12293551.935929,False,False,False,False,
l2730163,"[1, 2, 3]",7.199557856794634,1683710.26991355,12273327.1208062,False,True,True,True,
m1089103,[2],7.199557856794634,1677900.67144414,12267225.7396805,False,False,False,False,
l3048196,[2],7.199557856794634,1678047.70146028,12267075.6991044,False,False,False,False,
l2673306,[3],7.199557856794634,1677113.94862741,12280080.3393725,False,False,False,False,
l2726973,"[1, 2, 3]",7.199557856794634,1670468.38113322,12280560.0506049,False,True,True,True,
m1047485,"[1, 2, 3]",7.199557856794634,1670700.99706944,12280408.4043968,False,True,True,True,
l2991640,[3],7.199557856794634,1678042.12680427,12275646.7511444,False,False,False,False,
m1089160,[3],7.199557856794634,1677709.31041996,12275595.6289683,False,False,False,False,
l3160101,[1],7.199557856794634,1675089.04187352,12274965.3119117,False,False,False,False,
m1125905,[2],7.199557856794634,1683331.3407612,12272443.9699574,False,False,False,False,
m1026950,"[1, 2, 3]",7.199557856794634,1664282.24147946,12288006.4803079,False,True,True,True,
m1026954,"[1, 2, 3]",7.199557856794634,1664388.45895156,12288335.5406602,False,True,True,True,
m1047558,"[1, 2, 3]",7.199557856794634,1671749.56897441,12282953.5604952,False,True,True,True,
n1136659,[1],7.199557856794634,1671721.97422239,12282999.2882392,False,False,False,False,
l2766741,"[1, 2, 3]",7.199557856794634,1673829.86184035,12274652.9919114,False,True,True,True,
m1069564,"[1, 2, 3]",7.199557856794634,1675615.88987401,12286409.8308344,False,True,True,True,
n1136361,[1],7.199557856794634,1675551.59086595,12286381.2079864,False,False,False,False,
m1047566,"[1, 2, 3]",7.199557856794634,1672170.9982228,12283080.0408793,False,True,True,True,
n1137995,[1],7.199557856794634,1672175.10651081,12283060.4701913,False,False,False,False,
n1145955,[1],7.199557856794634,1667127.23297011,12260386.1651461,False,False,False,False,
m1069461,"[1, 2, 3]",7.199557856794634,1673864.75156838,12278380.5812909,False,True,True,True,
p827574,[1],7.199557856794634,1673847.36814437,12278357.9959469,False,False,False,False,
m1069156,"[1, 2, 3]",7.199557856794634,1673984.05985649,12266990.3097923,False,True,True,True,
l3195356,"[1, 2, 3]",7.199557856794634,1675648.94869004,12268281.8850895,False,True,True,True,
n1137996,[3],7.199557856794634,1671766.37486243,12282942.8289752,False,False,False,False,
l3178979,[3],7.199557856794634,1671786.51899045,12282929.9593431,False,False,False,False,
l3254231,[1],7.199557856794634,1672724.87163132,12284974.571953,False,False,False,False,
l3728042,[1],7.199557856794634,1669862.72609265,12279663.1453881,False,False,False,False,
l3728043,[1],7.199557856794634,1670076.61102085,12279626.9572281,False,False,False,False,
m1047723,[1],7.199557856794634,1672168.8601108,12286075.2572661,False,False,False,False,
m1047729,[1],7.199557856794634,1672025.86055867,12286342.6031863,False,False,False,False,
l2895461,[1],7.199557856794634,1665725.5981528,12280658.928045,False,False,False,False,
l3029518,[2],7.199557856794634,1673877.43278439,12277292.2085539,False,False,False,False,
l2897807,[2],7.199557856794634,1673609.14068814,12277432.820138,False,False,False,False,
l2785520,[2],7.199557856794634,1670862.35079759,12266836.3411522,False,False,False,False,
n1139542,[3],7.199557856794634,1675749.21467414,12268650.0376658,False,False,False,False,
221-308718,"[1, 2, 3]",7.199557856794634,1679631.67381375,12279343.4280118,False,True,True,True,
m1209750,[2],7.199557856794634,1691988.22038526,12273067.540902,False,False,False,False,
l3254869,[2],7.199557856794634,1682307.68072825,12277646.4388262,False,False,False,False,
l2798067,[2],7.199557856794634,1682276.29308022,12277412.606378,False,False,False,False,
m1047403,[1],7.199557856794634,1670290.45089305,12272151.8882931,False,False,False,False,
m1047404,[1],7.199557856794634,1670070.76193285,12272200.4914292,False,False,False,False,
l3102793,[2],7.199557856794634,1675086.02312152,12288002.4948999,False,False,False,False,
m1089141,"[1, 2, 3]",7.199557856794634,1678190.18901241,12269607.2319067,False,True,True,True,
n1139547,"[1, 2, 3]",7.199557856794634,1679706.02440582,12270138.2864992,False,True,True,True,
l2688693,"[1, 2, 3]",7.199557856794634,1679428.32789356,12270111.8058592,False,True,True,True,
l3048222,[3],7.199557856794634,1662044.74822937,12283349.4798555,False,False,False,False,
l3104117,[3],7.199557856794634,1674260.46203275,12281870.4715982,False,False,False,False,
221-311583,[1],7.199557856794634,1674435.49230491,12272591.9502455,False,False,False,False,
n1139250,[1],7.199557856794634,1674436.68014491,12272578.8512375,False,False,False,False,
l2690187,[2],7.199557856794634,1680652.7902307,12279603.171756,False,False,False,False,
m1108412,[2],7.199557856794634,1680883.55477492,12279692.8782521,False,False,False,False,
m1026690,"[1, 2, 3]",7.199557856794634,1664697.56768784,12277902.3691945,False,True,True,True,
p873801,[3],7.199557856794634,1674346.56814483,12272927.0644858,False,False,False,False,
m1089138,[1],7.199557856794634,1678341.29454855,12269427.8025306,False,False,False,False,
l2841628,[1],7.199557856794634,1678277.88437249,12269110.7598423,False,False,False,False,
m1069364,[3],7.199557856794634,1675566.65595397,12273512.0511104,False,False,False,False,
l2689678,[2],7.199557856794634,1668863.56013972,12266355.1103037,False,False,False,False,
m1026463,[2],7.199557856794634,1668440.29178733,12267538.4283208,False,False,False,False,
l2692655,"[1, 2, 3]",7.199557856794634,1684774.16905054,12274502.0543113,False,True,True,True,
m1142821,"[1, 2, 3]",7.199557856794634,1684664.30613844,12274365.0635912,False,True,True,True,
p827508,[1],7.199557856794634,1674770.74990523,12267756.560801,False,False,False,False,
n1144667,[1],7.199557856794634,1664877.95552801,12293336.0644408,False,False,False,False,
m1089162,[3],7.199557856794634,1678413.56846862,12275685.1101844,False,False,False,False,
l3029520,[2],7.199557856794634,1669060.51220391,12275937.8415766,False,False,False,False,
m1009655,[3],7.199557856794634,1663018.59271028,12276433.6582811,False,False,False,False,
p827528,[3],7.199557856794634,1663006.10810227,12276453.2699291,False,False,False,False,
l2991906,[1],7.199557856794634,1677904.07931614,12270845.2683879,False,False,False,False,
m1027056,[1],7.199557856794634,1664886.04103202,12293232.1939767,False,False,False,False,
l3066814,"[1, 2, 3]",7.199557856794634,1674640.4069931,12283872.67832,False,True,True,True,
m1108398,"[1, 2, 3]",7.199557856794634,1679256.8365654,12279558.762924,False,True,True,True,
m1108483,[1],7.199557856794634,1681398.7496554,12280575.652269,False,False,False,False,
m1108486,[1],7.199557856794634,1681323.53480733,12280596.193709,False,False,False,False,
m1026341,"[1, 2, 3]",7.199557856794634,1667373.95143434,12260653.7486344,False,True,True,True,
p827531,[1],7.199557856794634,1667369.74893833,12260684.0918024,False,False,False,False,
l2748133,[3],7.199557856794634,1674496.10900897,12271739.5603567,False,False,False,False,
l3085399,[3],7.199557856794634,1674636.0488491,12271981.9616369,False,False,False,False,
l2767342,[1],7.199557856794634,1682333.23157627,12282016.3915983,False,False,False,False,
m1125944,"[1, 2, 3]",7.199557856794634,1683929.87695376,12277025.2681376,False,True,True,True,
m1125947,"[1, 2, 3]",7.199557856794634,1683409.18114527,12277242.5814178,False,True,True,True,
l2710511,[1],7.199557856794634,1670579.80871732,12284555.3750247,False,False,False,False,
l2766719,[1],7.199557856794634,1670529.50574128,12284340.4415205,False,False,False,False,
p827549,[1],7.199557856794634,1672592.0383512,12283777.2292319,False,False,False,False,
n1140518,[1],7.199557856794634,1672529.88974314,12283814.355376,False,False,False,False,
l2766728,[3],7.199557856794634,1670738.43041347,12263680.5820452,False,False,False,False,
m1069462,[2],7.199557856794634,1673723.70580825,12278537.6424111,False,False,False,False,
l3216342,[2],7.199557856794634,1673637.14094417,12278490.587563,False,False,False,False,
m1027041,[3],7.199557856794634,1665116.51885623,12293013.7010485,False,False,False,False,
l2916607,[3],7.199557856794634,1665193.33933631,12293229.6913207,False,False,False,False,
l2710513,[2],7.199557856794634,1671641.81140631,12292806.5089843,False,False,False,False,
m1009839,[2],7.199557856794634,1659985.68902746,12284079.5508962,False,False,False,False,
l2973165,[1],7.199557856794634,1666694.1506017,12284031.2017122,False,False,False,False,
m1108501,[1],7.199557856794634,1681120.79099914,12282046.4480463,False,False,False,False,
m1108499,[1],7.199557856794634,1681302.14139931,12281996.0754383,False,False,False,False,
m1069227,[3],7.199557856794634,1674334.66926482,12271454.3599725,False,False,False,False,
l2785546,[1],7.199557856794634,1665553.13607264,12282373.6938706,False,False,False,False,
m1026810,[1],7.199557856794634,1665484.08160858,12281989.1491023,False,False,False,False,
m1108368,[3],7.199557856794634,1679175.62926933,12276675.5598493,False,False,False,False,
l3085393,[3],7.199557856794634,1679174.40046933,12276906.3694495,False,False,False,False,
l3178974,[2],7.199557856794634,1671539.46875022,12293668.1517371,False,False,False,False,
m1026774,"[1, 2, 3]",7.199557856794634,1667857.88973879,12280049.7791165,False,True,True,True,
m1026769,"[1, 2, 3]",7.199557856794634,1667706.53434665,12279688.8887481,False,True,True,True,
l3189189,[2],7.199557856794634,1665803.95872888,12277929.4068905,False,False,False,False,
l2821770,[1],7.199557856794634,1674617.44891308,12272258.4948852,False,False,False,False,
m1069555,[2],7.199557856794634,1674396.74824088,12286059.0780661,False,False,False,False,
l3252336,[2],7.199557856794634,1680441.82575051,12279705.8707641,False,False,False,False,
p829977,"[1, 2, 3]",7.199557856794634,1691218.52873654,12274540.5608073,False,True,True,True,
l2820556,[1],7.199557856794634,1670877.7271816,12273126.470054,False,False,False,False,
m1047410,[1],7.199557856794634,1670956.00174167,12273023.2303739,False,False,False,False,
m1027001,[2],7.199557856794634,1668207.92980311,12291284.5418789,False,False,False,False,
m1047344,[1],7.199557856794634,1669417.88001224,12264597.4798381,False,False,False,False,
l3029499,[1],7.199557856794634,1669233.74842807,12264762.0694062,False,False,False,False,
221-282818,[2],7.199557856794634,1680744.73314279,12279313.7770678,False,False,False,False,
m1026830,"[1, 2, 3]",7.199557856794634,1668562.63930744,12283624.8621278,False,True,True,True,
p827511,[3],7.199557856794634,1668562.35668344,12283633.9060958,False,False,False,False,
p895105,[1],7.199557856794634,1678212.29922043,12269602.3371867,False,False,False,False,
n1142110,[1],7.199557856794634,1678243.96539646,12269595.3248347,False,False,False,False,
n1142111,[1],7.199557856794634,1678467.07451667,12269930.766755,False,False,False,False,
l2991912,[1],7.199557856794634,1678450.26862865,12270101.4716512,False,False,False,False,
l3010569,[1],7.199557856794634,1669775.76801257,12264099.6601896,False,False,False,False,
m1047335,[1],7.199557856794634,1669670.73838048,12264237.2202537,False,False,False,False,
l3216368,"[1, 2, 3]",7.199557856794634,1665611.3811927,12278364.4389549,False,True,True,True,
l2879081,[1],7.199557856794634,1664801.13914394,12277776.1591463,False,False,False,False,
l3104144,[1],7.199557856794634,1675583.08910598,12286288.2205943,False,False,False,False,
l2916619,[2],7.199557856794634,1674347.48974483,12287817.3802757,False,False,False,False,
m1126031,[3],7.199557856794634,1681878.17007185,12283848.51192,False,False,False,False,
l3179608,[3],7.199557856794634,1681987.45135195,12283849.920944,False,False,False,False,
l2990098,[1],7.199557856794634,1680674.69154272,12280145.9654846,False,False,False,False,
m1108462,[1],7.199557856794634,1680549.79631061,12280114.5286845,False,False,False,False,
l2673326,[2],7.199557856794634,1659845.83110733,12284240.2001124,False,False,False,False,
m1142815,"[1, 2, 3]",7.199557856794634,1684789.18089056,12273453.5889023,False,True,True,True,
n1141477,[1],7.199557856794634,1684716.83733849,12273420.9028223,False,False,False,False,
n1139252,[2],7.199557856794634,1673820.15432034,12275195.8634639,False,False,False,False,
l3122812,[2],7.199557856794634,1673799.75214432,12275194.1472399,False,False,False,False,
m1166386,[3],7.199557856794634,1689001.53187048,12276021.3713047,False,False,False,False,
m1089163,[3],7.199557856794634,1677620.32072388,12275855.8314646,False,False,False,False,
n1142100,"[1, 2, 3]",7.199557856794634,1681157.75330317,12281069.3472454,False,True,True,True,
m1069456,[3],7.199557856794634,1674393.30350487,12278144.0127147,False,False,False,False,
l2897806,[3],7.199557856794634,1674353.65012884,12278347.1005869,False,False,False,False,
l2822865,[3],7.199557856794634,1679501.83061363,12272883.7083258,False,False,False,False,
l3195321,[1],7.199557856794634,1682823.03125673,12282062.2340303,False,False,False,False,
l3197646,"[1, 2, 3]",7.199557856794634,1665980.95917704,12284206.5719523,False,True,True,True,
m1026829,"[1, 2, 3]",7.199557856794634,1663147.9648704,12283526.0666077,False,True,True,True,
n1147859,[2],7.199557856794634,1663113.77555837,12283526.5089757,False,False,False,False,
l3139121,"[1, 2, 3]",7.199557856794634,1669073.71770792,12261975.1591956,False,True,True,True,
l2763153,"[1, 2, 3]",7.199557856794634,1668869.35597973,12261838.0414995,False,True,True,True,
