Fresh_critical_asset,Fresh_rho_day,Fresh_rho_slot,P_kW,Planning_affine_rho_day,Planning_affine_rho_slot,Planning_critical_asset,Planning_polygon_rho_day,Planning_polygon_rho_slot,Q_kvar,day,electrical_PCC,scenario,service_node,slot
line.sw2::A,0.6369922679904078,0.6369922679904078,0.0,0.6369327559171365,0.6368565655439916,line.l10::A,0.6369327559171365,0.5589858780739583,50.0,2025-04-10,91,Q_ONLY,STA10,72
line.sw2::A,0.6369260319815151,0.619937235547177,50.0,0.6369327559171365,0.619811340702983,line.l10::A,0.6369327559171365,0.5488494093574513,50.0,2025-04-10,91,COMBINED_PQ,STA10,72
line.sw2::A,0.6369260319815151,0.6199884912175593,50.0,0.6369327559171365,0.6201091668099228,line.l10::A,0.6369327559171365,0.5488494093574513,0.0,2025-04-10,87,P_ONLY,STA11,72
line.sw2::A,0.6369989823123519,0.6369989823123519,0.0,0.6369327559171365,0.6368653126663159,line.l10::A,0.6369327559171365,0.5589858780739583,50.0,2025-04-10,87,Q_ONLY,STA11,72
line.sw2::A,0.6369260319815151,0.619950639452729,50.0,0.6369327559171365,0.6198281211236366,line.l10::A,0.6369327559171365,0.5488494093574513,50.0,2025-04-10,87,COMBINED_PQ,STA11,72
line.sw2::A,0.6369260319815151,0.6200071322871238,50.0,0.6369327559171365,0.620126955382999,line.l10::A,0.6369327559171365,0.5488494093574513,0.0,2025-04-10,83,P_ONLY,STA12,72
line.sw2::A,0.6370825641963912,0.6370825641963912,0.0,0.6369468211383593,0.6369468211383593,line.l10::A,0.6369327559171365,0.5589858780739583,50.0,2025-04-10,83,Q_ONLY,STA12,72
line.sw2::A,0.6369260319815151,0.6200554721068579,50.0,0.6369327559171365,0.6199274181687563,line.l10::A,0.6369327559171365,0.5488494093574513,50.0,2025-04-10,83,COMBINED_PQ,STA12,72
line.sw2::A,0.5129461783082715,0.5129461783082715,50.0,0.5129981473107317,0.5129981473107317,line.l10::A,0.5126024388948275,0.44811092073993347,0.0,2025-04-20,149,P_ONLY,IDC01,73
line.sw2::A,0.5129775926154312,0.5129775926154312,0.0,0.5130132332037498,0.5130132332037498,line.l10::A,0.5126024388948275,0.44811092073993347,50.0,2025-04-20,149,Q_ONLY,IDC01,73
line.sw2::A,0.5129776310315821,0.5129776310315821,50.0,0.5130095802132669,0.5130095802132669,line.l10::A,0.5126024388948275,0.44811092073993347,50.0,2025-04-20,149,COMBINED_PQ,IDC01,73
line.sw2::A,0.5129451114277499,0.5129451114277499,50.0,0.5129758277303955,0.5129758277303955,line.sw2::A,0.5126024388948275,0.44638748642469883,0.0,2025-04-20,300_open,P_ONLY,IDC02,73
line.sw2::A,0.5129207339744947,0.5129207339744947,0.0,0.5129676088707427,0.5129676088707427,line.l10::A,0.5126024388948275,0.44811092073993347,50.0,2025-04-20,300_open,Q_ONLY,IDC02,73
line.sw2::A,0.5128842073418222,0.5128842073418222,50.0,0.5129416362999236,0.5129416362999236,line.sw2::A,0.5126024388948275,0.44638748642469883,50.0,2025-04-20,300_open,COMBINED_PQ,IDC02,73
line.sw2::A,0.5129155640546821,0.5129155640546821,50.0,0.5129810754462057,0.5129810754462057,line.sw2::A,0.5126024388948275,0.44638748642469883,0.0,2025-04-20,35,P_ONLY,IDC03,73
line.sw2::A,0.5129206819835387,0.5129206819835387,0.0,0.5129746432321893,0.5129746432321893,line.l10::A,0.5126024388948275,0.44811092073993347,50.0,2025-04-20,35,Q_ONLY,IDC03,73
line.sw2::A,0.5128842489113422,0.5128842489113422,50.0,0.5129539183771805,0.5129539183771805,line.sw2::A,0.5126024388948275,0.44638748642469883,50.0,2025-04-20,35,COMBINED_PQ,IDC03,73
line.sw2::A,0.5129179543662603,0.5129179543662603,50.0,0.512981378790118,0.512981378790118,line.sw2::A,0.5126024388948275,0.44638748642469883,0.0,2025-04-20,50,P_ONLY,IDC04,73
line.sw2::A,0.5129207136912085,0.5129207136912085,0.0,0.5129755106768493,0.5129755106768493,line.l10::A,0.5126024388948275,0.44811092073993347,50.0,2025-04-20,50,Q_ONLY,IDC04,73
line.sw2::A,0.5128842705557742,0.5128842705557742,50.0,0.5129550891657527,0.5129550891657527,line.sw2::A,0.5126024388948275,0.44638748642469883,50.0,2025-04-20,50,COMBINED_PQ,IDC04,73
line.sw2::A,0.5125986399815474,0.4963679086853844,50.0,0.5126024388948275,0.496416870938883,line.l10::A,0.5126024388948275,0.4379744520234266,0.0,2025-04-20,61s,P_ONLY,IDC05,73
line.sw2::A,0.515861490128656,0.515861490128656,0.0,0.515662350649815,0.515662350649815,line.sw2::A,0.5126024388948275,0.4528649575516485,50.0,2025-04-20,61s,Q_ONLY,IDC05,73
line.sw2::A,0.5125986399815474,0.49939186845360883,50.0,0.5126024388948275,0.49907742128748345,line.l10::A,0.5126024388948275,0.4379744520234266,50.0,2025-04-20,61s,COMBINED_PQ,IDC05,73
line.sw2::A,0.5128911875859762,0.5128911875859762,50.0,0.5129862370139212,0.5129862370139212,line.sw2::A,0.5126024388948275,0.44638748642469883,0.0,2025-04-20,48,P_ONLY,IDC06,73
line.sw2::A,0.5129206480993285,0.5129206480993285,0.0,0.5129836269847301,0.5129836269847301,line.l10::A,0.5126024388948275,0.44811092073993347,50.0,2025-04-20,48,Q_ONLY,IDC06,73
line.sw2::A,0.5128842814018313,0.5128842814018313,50.0,0.5129680636974367,0.5129680636974367,line.sw2::A,0.5126024388948275,0.44638748642469883,50.0,2025-04-20,48,COMBINED_PQ,IDC06,73
line.sw2::A,0.5129155576171491,0.5129155576171491,50.0,0.5129802627409782,0.5129802627409782,line.sw2::A,0.5126024388948275,0.44638748642469883,0.0,2025-04-20,250,P_ONLY,IDC07,73
line.sw2::A,0.5129206805374161,0.5129206805374161,0.0,0.5129738971929956,0.5129738971929956,line.l10::A,0.5126024388948275,0.44811092073993347,50.0,2025-04-20,250,Q_ONLY,IDC07,73
line.sw2::A,0.5128838733854926,0.5128838733854926,50.0,0.5129523596327592,0.5129523596327592,line.sw2::A,0.5126024388948275,0.44638748642469883,50.0,2025-04-20,250,COMBINED_PQ,IDC07,73
line.sw2::A,0.5129184328314544,0.5129184328314544,50.0,0.5129799767938239,0.5129799767938239,line.sw2::A,0.5126024388948275,0.44638748642469883,0.0,2025-04-20,21,P_ONLY,IDC08,73
line.sw2::A,0.5129206700956801,0.5129206700956801,0.0,0.5129731437286563,0.5129731437286563,line.l10::A,0.5126024388948275,0.44811092073993347,50.0,2025-04-20,21,Q_ONLY,IDC08,73
line.sw2::A,0.5128841183031245,0.5128841183031245,50.0,0.5129513202212657,0.5129513202212657,line.sw2::A,0.5126024388948275,0.44638748642469883,50.0,2025-04-20,21,COMBINED_PQ,IDC08,73
line.sw2::A,0.5125986399815474,0.49644841512454374,50.0,0.5126024388948275,0.4964970437028251,line.l10::A,0.5126024388948275,0.4379744520234266,0.0,2025-04-20,152,P_ONLY,IDC09,73
line.sw2::A,0.5155400576115645,0.5155400576115645,0.0,0.5153240033900338,0.5153240033900338,line.sw2::A,0.5126024388948275,0.4528649575516485,50.0,2025-04-20,152,Q_ONLY,IDC09,73
line.sw2::A,0.5125986399815474,0.49912821501542504,50.0,0.5126024388948275,0.49881924679164436,line.l10::A,0.5126024388948275,0.4379744520234266,50.0,2025-04-20,152,COMBINED_PQ,IDC09,73
line.sw2::A,0.5125986399815474,0.4963823710561229,50.0,0.5126024388948275,0.4964250753402413,line.l10::A,0.5126024388948275,0.4379744520234266,0.0,2025-04-20,81,P_ONLY,IDC10,73
line.sw2::A,0.5160087564936543,0.5160087564936543,0.0,0.5158129797899782,0.5158129797899782,line.sw2::A,0.5126024388948275,0.4528649575516485,50.0,2025-04-20,81,Q_ONLY,IDC10,73
line.sw2::A,0.5125986399815474,0.4995552182196993,50.0,0.5126024388948275,0.4992362548290049,line.l10::A,0.5126024388948275,0.4379744520234266,50.0,2025-04-20,81,COMBINED_PQ,IDC10,73
line.sw2::A,0.5125986399815474,0.4963426048668319,50.0,0.5126024388948275,0.4964237530046103,line.l10::A,0.5126024388948275,0.4379744520234266,0.0,2025-04-20,79,P_ONLY,IDC11,73
line.sw2::A,0.5159828258970597,0.5159828258970597,0.0,0.5157982234213478,0.5157982234213478,line.sw2::A,0.5126024388948275,0.4528649575516485,50.0,2025-04-20,79,Q_ONLY,IDC11,73
line.sw2::A,0.5125986399815474,0.49952049505655644,50.0,0.5126024388948275,0.49922017612474356,line.l10::A,0.5126024388948275,0.4379744520234266,50.0,2025-04-20,79,COMBINED_PQ,IDC11,73
line.sw2::A,0.5125986399815474,0.49632159918691676,50.0,0.5126024388948275,0.4964032429283296,line.l10::A,0.5126024388948275,0.4379744520234266,0.0,2025-04-20,108,P_ONLY,IDC12,73
line.sw2::A,0.515931198580286,0.515931198580286,0.0,0.515746299904374,0.515746299904374,line.sw2::A,0.5126024388948275,0.4528649575516485,50.0,2025-04-20,108,Q_ONLY,IDC12,73
line.sw2::A,0.5125986399815474,0.4994463539395069,50.0,0.5126024388948275,0.4991477425314891,line.l10::A,0.5126024388948275,0.4379744520234266,50.0,2025-04-20,108,COMBINED_PQ,IDC12,73
line.sw2::A,0.5128831868493141,0.5128831868493141,50.0,0.5129860764737706,0.5129860764737706,line.sw2::A,0.5126024388948275,0.44638748642469883,0.0,2025-04-20,28,P_ONLY,STA01,73
line.sw2::A,0.5129206157254679,0.5129206157254679,0.0,0.512984434546044,0.512984434546044,line.l10::A,0.5126024388948275,0.44811092073993347,50.0,2025-04-20,28,Q_ONLY,STA01,73
line.sw2::A,0.512883970145856,0.512883970145856,50.0,0.5129687107186001,0.5129687107186001,line.sw2::A,0.5126024388948275,0.44638748642469883,50.0,2025-04-20,28,COMBINED_PQ,STA01,73
line.sw2::A,0.5125986399815474,0.49639542732349695,50.0,0.5126024388948275,0.49644327157862955,line.l10::A,0.5126024388948275,0.4379744520234266,0.0,2025-04-20,54,P_ONLY,STA02,73
line.sw2::A,0.5156742655252199,0.5156742655252199,0.0,0.5154650328155416,0.5154650328155416,line.sw2::A,0.5126024388948275,0.4528649575516485,50.0,2025-04-20,54,Q_ONLY,STA02,73
line.sw2::A,0.5125986399815474,0.49921905270092753,50.0,0.5126024388948275,0.49890650409295656,line.l10::A,0.5126024388948275,0.4379744520234266,50.0,2025-04-20,54,COMBINED_PQ,STA02,73
line.sw2::A,0.5125986399815474,0.49634221304958537,50.0,0.5126024388948275,0.4963981754728688,line.l10::A,0.5126024388948275,0.4379744520234266,0.0,2025-04-20,95,P_ONLY,STA03,73
line.sw2::A,0.5159554847555718,0.5159554847555718,0.0,0.5157632256904989,0.5157632256904989,line.sw2::A,0.5126024388948275,0.4528649575516485,50.0,2025-04-20,95,Q_ONLY,STA03,73
line.sw2::A,0.5125986399815474,0.49947167482101507,50.0,0.5126024388948275,0.49915960086215316,line.l10::A,0.5126024388948275,0.4379744520234266,50.0,2025-04-20,95,COMBINED_PQ,STA03,73
line.sw2::A,0.5125986399815474,0.4963407743006703,50.0,0.5126024388948275,0.4964207989415145,line.l10::A,0.5126024388948275,0.4379744520234266,0.0,2025-04-20,64,P_ONLY,STA04,73
line.sw2::A,0.5158593233719,0.5158593233719,0.0,0.5156650254129527,0.5156650254129527,line.sw2::A,0.5126024388948275,0.4528649575516485,50.0,2025-04-20,64,Q_ONLY,STA04,73
line.sw2::A,0.5125986399815474,0.49939260594969603,50.0,0.5126024388948275,0.4990840240532526,line.l10::A,0.5126024388948275,0.4379744520234266,50.0,2025-04-20,64,COMBINED_PQ,STA04,73
line.sw2::A,0.5125986399815474,0.49634462647012184,50.0,0.5126024388948275,0.4964192768970962,line.l10::A,0.5126024388948275,0.4379744520234266,0.0,2025-04-20,62,P_ONLY,STA05,73
line.sw2::A,0.515860332324768,0.515860332324768,0.0,0.5156679231332536,0.5156679231332536,line.sw2::A,0.5126024388948275,0.4528649575516485,50.0,2025-04-20,62,Q_ONLY,STA05,73
line.sw2::A,0.5125986399815474,0.4993895762261103,50.0,0.5126024388948275,0.49908539972913524,line.l10::A,0.5126024388948275,0.4379744520234266,50.0,2025-04-20,62,COMBINED_PQ,STA05,73
line.sw2::A,0.5125986399815474,0.4963386617868156,50.0,0.5126024388948275,0.4964146562716589,line.l10::A,0.5126024388948275,0.4379744520234266,0.0,2025-04-20,98,P_ONLY,STA06,73
line.sw2::A,0.5159083440103294,0.5159083440103294,0.0,0.5157203234301774,0.5157203234301774,line.sw2::A,0.5126024388948275,0.4528649575516485,50.0,2025-04-20,98,Q_ONLY,STA06,73
line.sw2::A,0.5125986399815474,0.49943388151745427,50.0,0.5126024388948275,0.49913317940062174,line.l10::A,0.5126024388948275,0.4379744520234266,50.0,2025-04-20,98,COMBINED_PQ,STA06,73
line.sw2::A,0.5125986399815474,0.49633904985279903,50.0,0.5126024388948275,0.49641893778006285,line.l10::A,0.5126024388948275,0.4379744520234266,0.0,2025-04-20,100,P_ONLY,STA07,73
line.sw2::A,0.5159064646522883,0.5159064646522883,0.0,0.5157196689079621,0.5157196689079621,line.sw2::A,0.5126024388948275,0.4528649575516485,50.0,2025-04-20,100,Q_ONLY,STA07,73
line.sw2::A,0.5125986399815474,0.499436529639307,50.0,0.5126024388948275,0.49913680638681035,line.l10::A,0.5126024388948275,0.4379744520234266,50.0,2025-04-20,100,COMBINED_PQ,STA07,73
line.sw2::A,0.5125986399815474,0.4963369447526178,50.0,0.5126024388948275,0.4964187692067714,line.l10::A,0.5126024388948275,0.4379744520234266,0.0,2025-04-20,67,P_ONLY,STA08,73
line.sw2::A,0.5159027769725695,0.5159027769725695,0.0,0.5157161870472889,0.5157161870472889,line.sw2::A,0.5126024388948275,0.4528649575516485,50.0,2025-04-20,67,Q_ONLY,STA08,73
line.sw2::A,0.5125986399815474,0.4994308160117863,50.0,0.5126024388948275,0.4991331559528458,line.l10::A,0.5126024388948275,0.4379744520234266,50.0,2025-04-20,67,COMBINED_PQ,STA08,73
line.sw2::A,0.5125986399815474,0.49635030402247093,50.0,0.5126024388948275,0.4964287410169823,line.l10::A,0.5126024388948275,0.4379744520234266,0.0,2025-04-20,80,P_ONLY,STA09,73
line.sw2::A,0.5160003857372301,0.5160003857372301,0.0,0.515815101590267,0.515815101590267,line.sw2::A,0.5126024388948275,0.4528649575516485,50.0,2025-04-20,80,Q_ONLY,STA09,73
line.sw2::A,0.5125986399815474,0.4995443131945542,50.0,0.5126024388948275,0.49924204230603475,line.l10::A,0.5126024388948275,0.4379744520234266,50.0,2025-04-20,80,COMBINED_PQ,STA09,73
line.sw2::A,0.5125986399815474,0.49632328076501103,50.0,0.5126024388948275,0.49640378902962823,line.l10::A,0.5126024388948275,0.4379744520234266,0.0,2025-04-20,91,P_ONLY,STA10,73
line.sw2::A,0.5159561548173572,0.5159561548173572,0.0,0.5157717150672289,0.5157717150672289,line.sw2::A,0.5126024388948275,0.4528649575516485,50.0,2025-04-20,91,Q_ONLY,STA10,73
line.sw2::A,0.5125986399815474,0.4994739848782013,50.0,0.5126024388948275,0.4991737037956425,line.l10::A,0.5126024388948275,0.4379744520234266,50.0,2025-04-20,91,COMBINED_PQ,STA10,73
line.sw2::A,0.5125986399815474,0.4963274815205335,50.0,0.5126024388948275,0.49641052557084864,line.l10::A,0.5126024388948275,0.4379744520234266,0.0,2025-04-20,87,P_ONLY,STA11,73
line.sw2::A,0.51596123628353,0.51596123628353,0.0,0.515777753529624,0.515777753529624,line.sw2::A,0.5126024388948275,0.4528649575516485,50.0,2025-04-20,87,Q_ONLY,STA11,73
line.sw2::A,0.5125986399815474,0.49948512757810226,50.0,0.5126024388948275,0.49918647879925804,line.l10::A,0.5126024388948275,0.4379744520234266,50.0,2025-04-20,87,COMBINED_PQ,STA11,73
line.sw2::A,0.5125986399815474,0.49635296887989566,50.0,0.5126024388948275,0.4964355833673447,line.l10::A,0.5126024388948275,0.4379744520234266,0.0,2025-04-20,83,P_ONLY,STA12,73
line.sw2::A,0.5160318123334454,0.5160318123334454,0.0,0.515848305571103,0.515848305571103,line.sw2::A,0.5126024388948275,0.4528649575516485,50.0,2025-04-20,83,Q_ONLY,STA12,73
line.sw2::A,0.5125986399815474,0.49958350379107413,50.0,0.5126024388948275,0.4992820886372331,line.l10::A,0.5126024388948275,0.4379744520234266,50.0,2025-04-20,83,COMBINED_PQ,STA12,73
