job_identifier,field,field_value_origin,available_at,used_at,permitted_or_forbidden,reason
7709691,qos,Kestrel submission record,2025-03-31T02:57:22+00:00,2025-03-31T18:00:00+10:00,PERMITTED,Returned by submit_time<=tau predicate; submission-side field.
7709691,gpus_requested,Kestrel submission record,2025-03-31T02:57:22+00:00,2025-03-31T18:00:00+10:00,PERMITTED,Returned by submit_time<=tau predicate; submission-side field.
7709691,start_time,event comparison,2025-03-31T18:00:00+10:00,2025-03-31T18:00:00+10:00,BOOLEAN_ONLY,Numeric value discarded at state-reconstruction boundary.
7709691,end_time,event comparison,2025-03-31T18:00:00+10:00,2025-03-31T18:00:00+10:00,BOOLEAN_ONLY,Numeric value discarded at state-reconstruction boundary.
7709690,id,Kestrel submission record,2025-03-31T02:57:22+00:00,2025-03-31T18:00:00+10:00,PERMITTED,Returned by submit_time<=tau predicate; submission-side field.
7709690,job_id,Kestrel submission record,2025-03-31T02:57:22+00:00,2025-03-31T18:00:00+10:00,PERMITTED,Returned by submit_time<=tau predicate; submission-side field.
7709690,partition,Kestrel submission record,2025-03-31T02:57:22+00:00,2025-03-31T18:00:00+10:00,PERMITTED,Returned by submit_time<=tau predicate; submission-side field.
7709690,submit_time,Kestrel submission record,2025-03-31T02:57:22+00:00,2025-03-31T18:00:00+10:00,PERMITTED,Returned by submit_time<=tau predicate; submission-side field.
7709690,nodes_req,Kestrel submission record,2025-03-31T02:57:22+00:00,2025-03-31T18:00:00+10:00,PERMITTED,Returned by submit_time<=tau predicate; submission-side field.
7709690,processors_req,Kestrel submission record,2025-03-31T02:57:22+00:00,2025-03-31T18:00:00+10:00,PERMITTED,Returned by submit_time<=tau predicate; submission-side field.
7709690,memory_req,Kestrel submission record,2025-03-31T02:57:22+00:00,2025-03-31T18:00:00+10:00,PERMITTED,Returned by submit_time<=tau predicate; submission-side field.
7709690,wallclock_req,Kestrel submission record,2025-03-31T02:57:22+00:00,2025-03-31T18:00:00+10:00,PERMITTED,Returned by submit_time<=tau predicate; submission-side field.
7709690,qos,Kestrel submission record,2025-03-31T02:57:22+00:00,2025-03-31T18:00:00+10:00,PERMITTED,Returned by submit_time<=tau predicate; submission-side field.
7709690,gpus_requested,Kestrel submission record,2025-03-31T02:57:22+00:00,2025-03-31T18:00:00+10:00,PERMITTED,Returned by submit_time<=tau predicate; submission-side field.
7709690,start_time,event comparison,2025-03-31T18:00:00+10:00,2025-03-31T18:00:00+10:00,BOOLEAN_ONLY,Numeric value discarded at state-reconstruction boundary.
7709690,end_time,event comparison,2025-03-31T18:00:00+10:00,2025-03-31T18:00:00+10:00,BOOLEAN_ONLY,Numeric value discarded at state-reconstruction boundary.
7709696,id,Kestrel submission record,2025-03-31T02:57:22+00:00,2025-03-31T18:00:00+10:00,PERMITTED,Returned by submit_time<=tau predicate; submission-side field.
7709696,job_id,Kestrel submission record,2025-03-31T02:57:22+00:00,2025-03-31T18:00:00+10:00,PERMITTED,Returned by submit_time<=tau predicate; submission-side field.
7709696,partition,Kestrel submission record,2025-03-31T02:57:22+00:00,2025-03-31T18:00:00+10:00,PERMITTED,Returned by submit_time<=tau predicate; submission-side field.
7709696,submit_time,Kestrel submission record,2025-03-31T02:57:22+00:00,2025-03-31T18:00:00+10:00,PERMITTED,Returned by submit_time<=tau predicate; submission-side field.
7709696,nodes_req,Kestrel submission record,2025-03-31T02:57:22+00:00,2025-03-31T18:00:00+10:00,PERMITTED,Returned by submit_time<=tau predicate; submission-side field.
7709696,processors_req,Kestrel submission record,2025-03-31T02:57:22+00:00,2025-03-31T18:00:00+10:00,PERMITTED,Returned by submit_time<=tau predicate; submission-side field.
7709696,memory_req,Kestrel submission record,2025-03-31T02:57:22+00:00,2025-03-31T18:00:00+10:00,PERMITTED,Returned by submit_time<=tau predicate; submission-side field.
7709696,wallclock_req,Kestrel submission record,2025-03-31T02:57:22+00:00,2025-03-31T18:00:00+10:00,PERMITTED,Returned by submit_time<=tau predicate; submission-side field.
7709696,qos,Kestrel submission record,2025-03-31T02:57:22+00:00,2025-03-31T18:00:00+10:00,PERMITTED,Returned by submit_time<=tau predicate; submission-side field.
7709696,gpus_requested,Kestrel submission record,2025-03-31T02:57:22+00:00,2025-03-31T18:00:00+10:00,PERMITTED,Returned by submit_time<=tau predicate; submission-side field.
7709696,start_time,event comparison,2025-03-31T18:00:00+10:00,2025-03-31T18:00:00+10:00,BOOLEAN_ONLY,Numeric value discarded at state-reconstruction boundary.
7709696,end_time,event comparison,2025-03-31T18:00:00+10:00,2025-03-31T18:00:00+10:00,BOOLEAN_ONLY,Numeric value discarded at state-reconstruction boundary.
7709688,id,Kestrel submission record,2025-03-31T02:57:22+00:00,2025-03-31T18:00:00+10:00,PERMITTED,Returned by submit_time<=tau predicate; submission-side field.
7709688,job_id,Kestrel submission record,2025-03-31T02:57:22+00:00,2025-03-31T18:00:00+10:00,PERMITTED,Returned by submit_time<=tau predicate; submission-side field.
7709688,partition,Kestrel submission record,2025-03-31T02:57:22+00:00,2025-03-31T18:00:00+10:00,PERMITTED,Returned by submit_time<=tau predicate; submission-side field.
7709688,submit_time,Kestrel submission record,2025-03-31T02:57:22+00:00,2025-03-31T18:00:00+10:00,PERMITTED,Returned by submit_time<=tau predicate; submission-side field.
7709688,nodes_req,Kestrel submission record,2025-03-31T02:57:22+00:00,2025-03-31T18:00:00+10:00,PERMITTED,Returned by submit_time<=tau predicate; submission-side field.
7709688,processors_req,Kestrel submission record,2025-03-31T02:57:22+00:00,2025-03-31T18:00:00+10:00,PERMITTED,Returned by submit_time<=tau predicate; submission-side field.
7709688,memory_req,Kestrel submission record,2025-03-31T02:57:22+00:00,2025-03-31T18:00:00+10:00,PERMITTED,Returned by submit_time<=tau predicate; submission-side field.
7709688,wallclock_req,Kestrel submission record,2025-03-31T02:57:22+00:00,2025-03-31T18:00:00+10:00,PERMITTED,Returned by submit_time<=tau predicate; submission-side field.
7709688,qos,Kestrel submission record,2025-03-31T02:57:22+00:00,2025-03-31T18:00:00+10:00,PERMITTED,Returned by submit_time<=tau predicate; submission-side field.
7709688,gpus_requested,Kestrel submission record,2025-03-31T02:57:22+00:00,2025-03-31T18:00:00+10:00,PERMITTED,Returned by submit_time<=tau predicate; submission-side field.
7709688,start_time,event comparison,2025-03-31T18:00:00+10:00,2025-03-31T18:00:00+10:00,BOOLEAN_ONLY,Numeric value discarded at state-reconstruction boundary.
7709688,end_time,event comparison,2025-03-31T18:00:00+10:00,2025-03-31T18:00:00+10:00,BOOLEAN_ONLY,Numeric value discarded at state-reconstruction boundary.
7709695,id,Kestrel submission record,2025-03-31T02:57:22+00:00,2025-03-31T18:00:00+10:00,PERMITTED,Returned by submit_time<=tau predicate; submission-side field.
7709695,job_id,Kestrel submission record,2025-03-31T02:57:22+00:00,2025-03-31T18:00:00+10:00,PERMITTED,Returned by submit_time<=tau predicate; submission-side field.
7709695,partition,Kestrel submission record,2025-03-31T02:57:22+00:00,2025-03-31T18:00:00+10:00,PERMITTED,Returned by submit_time<=tau predicate; submission-side field.
7709695,submit_time,Kestrel submission record,2025-03-31T02:57:22+00:00,2025-03-31T18:00:00+10:00,PERMITTED,Returned by submit_time<=tau predicate; submission-side field.
7709695,nodes_req,Kestrel submission record,2025-03-31T02:57:22+00:00,2025-03-31T18:00:00+10:00,PERMITTED,Returned by submit_time<=tau predicate; submission-side field.
7709695,processors_req,Kestrel submission record,2025-03-31T02:57:22+00:00,2025-03-31T18:00:00+10:00,PERMITTED,Returned by submit_time<=tau predicate; submission-side field.
7709695,memory_req,Kestrel submission record,2025-03-31T02:57:22+00:00,2025-03-31T18:00:00+10:00,PERMITTED,Returned by submit_time<=tau predicate; submission-side field.
7709695,wallclock_req,Kestrel submission record,2025-03-31T02:57:22+00:00,2025-03-31T18:00:00+10:00,PERMITTED,Returned by submit_time<=tau predicate; submission-side field.
7709695,qos,Kestrel submission record,2025-03-31T02:57:22+00:00,2025-03-31T18:00:00+10:00,PERMITTED,Returned by submit_time<=tau predicate; submission-side field.
7709695,gpus_requested,Kestrel submission record,2025-03-31T02:57:22+00:00,2025-03-31T18:00:00+10:00,PERMITTED,Returned by submit_time<=tau predicate; submission-side field.
7709695,start_time,event comparison,2025-03-31T18:00:00+10:00,2025-03-31T18:00:00+10:00,BOOLEAN_ONLY,Numeric value discarded at state-reconstruction boundary.
7709695,end_time,event comparison,2025-03-31T18:00:00+10:00,2025-03-31T18:00:00+10:00,BOOLEAN_ONLY,Numeric value discarded at state-reconstruction boundary.
7709697,id,Kestrel submission record,2025-03-31T02:57:22+00:00,2025-03-31T18:00:00+10:00,PERMITTED,Returned by submit_time<=tau predicate; submission-side field.
7709697,job_id,Kestrel submission record,2025-03-31T02:57:22+00:00,2025-03-31T18:00:00+10:00,PERMITTED,Returned by submit_time<=tau predicate; submission-side field.
7709697,partition,Kestrel submission record,2025-03-31T02:57:22+00:00,2025-03-31T18:00:00+10:00,PERMITTED,Returned by submit_time<=tau predicate; submission-side field.
7709697,submit_time,Kestrel submission record,2025-03-31T02:57:22+00:00,2025-03-31T18:00:00+10:00,PERMITTED,Returned by submit_time<=tau predicate; submission-side field.
7709697,nodes_req,Kestrel submission record,2025-03-31T02:57:22+00:00,2025-03-31T18:00:00+10:00,PERMITTED,Returned by submit_time<=tau predicate; submission-side field.
7709697,processors_req,Kestrel submission record,2025-03-31T02:57:22+00:00,2025-03-31T18:00:00+10:00,PERMITTED,Returned by submit_time<=tau predicate; submission-side field.
7709697,memory_req,Kestrel submission record,2025-03-31T02:57:22+00:00,2025-03-31T18:00:00+10:00,PERMITTED,Returned by submit_time<=tau predicate; submission-side field.
7709697,wallclock_req,Kestrel submission record,2025-03-31T02:57:22+00:00,2025-03-31T18:00:00+10:00,PERMITTED,Returned by submit_time<=tau predicate; submission-side field.
7709697,qos,Kestrel submission record,2025-03-31T02:57:22+00:00,2025-03-31T18:00:00+10:00,PERMITTED,Returned by submit_time<=tau predicate; submission-side field.
7709697,gpus_requested,Kestrel submission record,2025-03-31T02:57:22+00:00,2025-03-31T18:00:00+10:00,PERMITTED,Returned by submit_time<=tau predicate; submission-side field.
7709697,start_time,event comparison,2025-03-31T18:00:00+10:00,2025-03-31T18:00:00+10:00,BOOLEAN_ONLY,Numeric value discarded at state-reconstruction boundary.
7709697,end_time,event comparison,2025-03-31T18:00:00+10:00,2025-03-31T18:00:00+10:00,BOOLEAN_ONLY,Numeric value discarded at state-reconstruction boundary.
7709694,id,Kestrel submission record,2025-03-31T02:57:22+00:00,2025-03-31T18:00:00+10:00,PERMITTED,Returned by submit_time<=tau predicate; submission-side field.
7709694,job_id,Kestrel submission record,2025-03-31T02:57:22+00:00,2025-03-31T18:00:00+10:00,PERMITTED,Returned by submit_time<=tau predicate; submission-side field.
7709694,partition,Kestrel submission record,2025-03-31T02:57:22+00:00,2025-03-31T18:00:00+10:00,PERMITTED,Returned by submit_time<=tau predicate; submission-side field.
7709694,submit_time,Kestrel submission record,2025-03-31T02:57:22+00:00,2025-03-31T18:00:00+10:00,PERMITTED,Returned by submit_time<=tau predicate; submission-side field.
7709694,nodes_req,Kestrel submission record,2025-03-31T02:57:22+00:00,2025-03-31T18:00:00+10:00,PERMITTED,Returned by submit_time<=tau predicate; submission-side field.
7709694,processors_req,Kestrel submission record,2025-03-31T02:57:22+00:00,2025-03-31T18:00:00+10:00,PERMITTED,Returned by submit_time<=tau predicate; submission-side field.
7709694,memory_req,Kestrel submission record,2025-03-31T02:57:22+00:00,2025-03-31T18:00:00+10:00,PERMITTED,Returned by submit_time<=tau predicate; submission-side field.
7709694,wallclock_req,Kestrel submission record,2025-03-31T02:57:22+00:00,2025-03-31T18:00:00+10:00,PERMITTED,Returned by submit_time<=tau predicate; submission-side field.
7709694,qos,Kestrel submission record,2025-03-31T02:57:22+00:00,2025-03-31T18:00:00+10:00,PERMITTED,Returned by submit_time<=tau predicate; submission-side field.
7709694,gpus_requested,Kestrel submission record,2025-03-31T02:57:22+00:00,2025-03-31T18:00:00+10:00,PERMITTED,Returned by submit_time<=tau predicate; submission-side field.
7709694,start_time,event comparison,2025-03-31T18:00:00+10:00,2025-03-31T18:00:00+10:00,BOOLEAN_ONLY,Numeric value discarded at state-reconstruction boundary.
7709694,end_time,event comparison,2025-03-31T18:00:00+10:00,2025-03-31T18:00:00+10:00,BOOLEAN_ONLY,Numeric value discarded at state-reconstruction boundary.
7709686,id,Kestrel submission record,2025-03-31T02:57:22+00:00,2025-03-31T18:00:00+10:00,PERMITTED,Returned by submit_time<=tau predicate; submission-side field.
7709686,job_id,Kestrel submission record,2025-03-31T02:57:22+00:00,2025-03-31T18:00:00+10:00,PERMITTED,Returned by submit_time<=tau predicate; submission-side field.
7709686,partition,Kestrel submission record,2025-03-31T02:57:22+00:00,2025-03-31T18:00:00+10:00,PERMITTED,Returned by submit_time<=tau predicate; submission-side field.
7709686,submit_time,Kestrel submission record,2025-03-31T02:57:22+00:00,2025-03-31T18:00:00+10:00,PERMITTED,Returned by submit_time<=tau predicate; submission-side field.
7709686,nodes_req,Kestrel submission record,2025-03-31T02:57:22+00:00,2025-03-31T18:00:00+10:00,PERMITTED,Returned by submit_time<=tau predicate; submission-side field.
7709686,processors_req,Kestrel submission record,2025-03-31T02:57:22+00:00,2025-03-31T18:00:00+10:00,PERMITTED,Returned by submit_time<=tau predicate; submission-side field.
7709686,memory_req,Kestrel submission record,2025-03-31T02:57:22+00:00,2025-03-31T18:00:00+10:00,PERMITTED,Returned by submit_time<=tau predicate; submission-side field.
7709686,wallclock_req,Kestrel submission record,2025-03-31T02:57:22+00:00,2025-03-31T18:00:00+10:00,PERMITTED,Returned by submit_time<=tau predicate; submission-side field.
7709686,qos,Kestrel submission record,2025-03-31T02:57:22+00:00,2025-03-31T18:00:00+10:00,PERMITTED,Returned by submit_time<=tau predicate; submission-side field.
7709686,gpus_requested,Kestrel submission record,2025-03-31T02:57:22+00:00,2025-03-31T18:00:00+10:00,PERMITTED,Returned by submit_time<=tau predicate; submission-side field.
7709686,start_time,event comparison,2025-03-31T18:00:00+10:00,2025-03-31T18:00:00+10:00,BOOLEAN_ONLY,Numeric value discarded at state-reconstruction boundary.
7709686,end_time,event comparison,2025-03-31T18:00:00+10:00,2025-03-31T18:00:00+10:00,BOOLEAN_ONLY,Numeric value discarded at state-reconstruction boundary.
7709692,id,Kestrel submission record,2025-03-31T02:57:22+00:00,2025-03-31T18:00:00+10:00,PERMITTED,Returned by submit_time<=tau predicate; submission-side field.
7709692,job_id,Kestrel submission record,2025-03-31T02:57:22+00:00,2025-03-31T18:00:00+10:00,PERMITTED,Returned by submit_time<=tau predicate; submission-side field.
7709692,partition,Kestrel submission record,2025-03-31T02:57:22+00:00,2025-03-31T18:00:00+10:00,PERMITTED,Returned by submit_time<=tau predicate; submission-side field.
7709692,submit_time,Kestrel submission record,2025-03-31T02:57:22+00:00,2025-03-31T18:00:00+10:00,PERMITTED,Returned by submit_time<=tau predicate; submission-side field.
7709692,nodes_req,Kestrel submission record,2025-03-31T02:57:22+00:00,2025-03-31T18:00:00+10:00,PERMITTED,Returned by submit_time<=tau predicate; submission-side field.
7709692,processors_req,Kestrel submission record,2025-03-31T02:57:22+00:00,2025-03-31T18:00:00+10:00,PERMITTED,Returned by submit_time<=tau predicate; submission-side field.
7709692,memory_req,Kestrel submission record,2025-03-31T02:57:22+00:00,2025-03-31T18:00:00+10:00,PERMITTED,Returned by submit_time<=tau predicate; submission-side field.
7709692,wallclock_req,Kestrel submission record,2025-03-31T02:57:22+00:00,2025-03-31T18:00:00+10:00,PERMITTED,Returned by submit_time<=tau predicate; submission-side field.
7709692,qos,Kestrel submission record,2025-03-31T02:57:22+00:00,2025-03-31T18:00:00+10:00,PERMITTED,Returned by submit_time<=tau predicate; submission-side field.
7709692,gpus_requested,Kestrel submission record,2025-03-31T02:57:22+00:00,2025-03-31T18:00:00+10:00,PERMITTED,Returned by submit_time<=tau predicate; submission-side field.
7709692,start_time,event comparison,2025-03-31T18:00:00+10:00,2025-03-31T18:00:00+10:00,BOOLEAN_ONLY,Numeric value discarded at state-reconstruction boundary.
7709692,end_time,event comparison,2025-03-31T18:00:00+10:00,2025-03-31T18:00:00+10:00,BOOLEAN_ONLY,Numeric value discarded at state-reconstruction boundary.
7709685,id,Kestrel submission record,2025-03-31T02:57:20+00:00,2025-03-31T18:00:00+10:00,PERMITTED,Returned by submit_time<=tau predicate; submission-side field.
7709685,job_id,Kestrel submission record,2025-03-31T02:57:20+00:00,2025-03-31T18:00:00+10:00,PERMITTED,Returned by submit_time<=tau predicate; submission-side field.
7709685,partition,Kestrel submission record,2025-03-31T02:57:20+00:00,2025-03-31T18:00:00+10:00,PERMITTED,Returned by submit_time<=tau predicate; submission-side field.
7709685,submit_time,Kestrel submission record,2025-03-31T02:57:20+00:00,2025-03-31T18:00:00+10:00,PERMITTED,Returned by submit_time<=tau predicate; submission-side field.
7709685,nodes_req,Kestrel submission record,2025-03-31T02:57:20+00:00,2025-03-31T18:00:00+10:00,PERMITTED,Returned by submit_time<=tau predicate; submission-side field.
7709685,processors_req,Kestrel submission record,2025-03-31T02:57:20+00:00,2025-03-31T18:00:00+10:00,PERMITTED,Returned by submit_time<=tau predicate; submission-side field.
7709685,memory_req,Kestrel submission record,2025-03-31T02:57:20+00:00,2025-03-31T18:00:00+10:00,PERMITTED,Returned by submit_time<=tau predicate; submission-side field.
7709685,wallclock_req,Kestrel submission record,2025-03-31T02:57:20+00:00,2025-03-31T18:00:00+10:00,PERMITTED,Returned by submit_time<=tau predicate; submission-side field.
7709685,qos,Kestrel submission record,2025-03-31T02:57:20+00:00,2025-03-31T18:00:00+10:00,PERMITTED,Returned by submit_time<=tau predicate; submission-side field.
7709685,gpus_requested,Kestrel submission record,2025-03-31T02:57:20+00:00,2025-03-31T18:00:00+10:00,PERMITTED,Returned by submit_time<=tau predicate; submission-side field.
7709685,start_time,event comparison,2025-03-31T18:00:00+10:00,2025-03-31T18:00:00+10:00,BOOLEAN_ONLY,Numeric value discarded at state-reconstruction boundary.
7709685,end_time,event comparison,2025-03-31T18:00:00+10:00,2025-03-31T18:00:00+10:00,BOOLEAN_ONLY,Numeric value discarded at state-reconstruction boundary.
7709682,id,Kestrel submission record,2025-03-31T02:57:20+00:00,2025-03-31T18:00:00+10:00,PERMITTED,Returned by submit_time<=tau predicate; submission-side field.
7709682,job_id,Kestrel submission record,2025-03-31T02:57:20+00:00,2025-03-31T18:00:00+10:00,PERMITTED,Returned by submit_time<=tau predicate; submission-side field.
7709682,partition,Kestrel submission record,2025-03-31T02:57:20+00:00,2025-03-31T18:00:00+10:00,PERMITTED,Returned by submit_time<=tau predicate; submission-side field.
7709682,submit_time,Kestrel submission record,2025-03-31T02:57:20+00:00,2025-03-31T18:00:00+10:00,PERMITTED,Returned by submit_time<=tau predicate; submission-side field.
7709682,nodes_req,Kestrel submission record,2025-03-31T02:57:20+00:00,2025-03-31T18:00:00+10:00,PERMITTED,Returned by submit_time<=tau predicate; submission-side field.
7709682,processors_req,Kestrel submission record,2025-03-31T02:57:20+00:00,2025-03-31T18:00:00+10:00,PERMITTED,Returned by submit_time<=tau predicate; submission-side field.
7709682,memory_req,Kestrel submission record,2025-03-31T02:57:20+00:00,2025-03-31T18:00:00+10:00,PERMITTED,Returned by submit_time<=tau predicate; submission-side field.
7709682,wallclock_req,Kestrel submission record,2025-03-31T02:57:20+00:00,2025-03-31T18:00:00+10:00,PERMITTED,Returned by submit_time<=tau predicate; submission-side field.
7709682,qos,Kestrel submission record,2025-03-31T02:57:20+00:00,2025-03-31T18:00:00+10:00,PERMITTED,Returned by submit_time<=tau predicate; submission-side field.
7709682,gpus_requested,Kestrel submission record,2025-03-31T02:57:20+00:00,2025-03-31T18:00:00+10:00,PERMITTED,Returned by submit_time<=tau predicate; submission-side field.
7709682,start_time,event comparison,2025-03-31T18:00:00+10:00,2025-03-31T18:00:00+10:00,BOOLEAN_ONLY,Numeric value discarded at state-reconstruction boundary.
7709682,end_time,event comparison,2025-03-31T18:00:00+10:00,2025-03-31T18:00:00+10:00,BOOLEAN_ONLY,Numeric value discarded at state-reconstruction boundary.
7709683,id,Kestrel submission record,2025-03-31T02:57:20+00:00,2025-03-31T18:00:00+10:00,PERMITTED,Returned by submit_time<=tau predicate; submission-side field.
7709683,job_id,Kestrel submission record,2025-03-31T02:57:20+00:00,2025-03-31T18:00:00+10:00,PERMITTED,Returned by submit_time<=tau predicate; submission-side field.
7709683,partition,Kestrel submission record,2025-03-31T02:57:20+00:00,2025-03-31T18:00:00+10:00,PERMITTED,Returned by submit_time<=tau predicate; submission-side field.
7709683,submit_time,Kestrel submission record,2025-03-31T02:57:20+00:00,2025-03-31T18:00:00+10:00,PERMITTED,Returned by submit_time<=tau predicate; submission-side field.
7709683,nodes_req,Kestrel submission record,2025-03-31T02:57:20+00:00,2025-03-31T18:00:00+10:00,PERMITTED,Returned by submit_time<=tau predicate; submission-side field.
7709683,processors_req,Kestrel submission record,2025-03-31T02:57:20+00:00,2025-03-31T18:00:00+10:00,PERMITTED,Returned by submit_time<=tau predicate; submission-side field.
7709683,memory_req,Kestrel submission record,2025-03-31T02:57:20+00:00,2025-03-31T18:00:00+10:00,PERMITTED,Returned by submit_time<=tau predicate; submission-side field.
7709683,wallclock_req,Kestrel submission record,2025-03-31T02:57:20+00:00,2025-03-31T18:00:00+10:00,PERMITTED,Returned by submit_time<=tau predicate; submission-side field.
7709683,qos,Kestrel submission record,2025-03-31T02:57:20+00:00,2025-03-31T18:00:00+10:00,PERMITTED,Returned by submit_time<=tau predicate; submission-side field.
7709683,gpus_requested,Kestrel submission record,2025-03-31T02:57:20+00:00,2025-03-31T18:00:00+10:00,PERMITTED,Returned by submit_time<=tau predicate; submission-side field.
7709683,start_time,event comparison,2025-03-31T18:00:00+10:00,2025-03-31T18:00:00+10:00,BOOLEAN_ONLY,Numeric value discarded at state-reconstruction boundary.
7709683,end_time,event comparison,2025-03-31T18:00:00+10:00,2025-03-31T18:00:00+10:00,BOOLEAN_ONLY,Numeric value discarded at state-reconstruction boundary.
7709681,id,Kestrel submission record,2025-03-31T02:57:20+00:00,2025-03-31T18:00:00+10:00,PERMITTED,Returned by submit_time<=tau predicate; submission-side field.
7709681,job_id,Kestrel submission record,2025-03-31T02:57:20+00:00,2025-03-31T18:00:00+10:00,PERMITTED,Returned by submit_time<=tau predicate; submission-side field.
7709681,partition,Kestrel submission record,2025-03-31T02:57:20+00:00,2025-03-31T18:00:00+10:00,PERMITTED,Returned by submit_time<=tau predicate; submission-side field.
7709681,submit_time,Kestrel submission record,2025-03-31T02:57:20+00:00,2025-03-31T18:00:00+10:00,PERMITTED,Returned by submit_time<=tau predicate; submission-side field.
7709681,nodes_req,Kestrel submission record,2025-03-31T02:57:20+00:00,2025-03-31T18:00:00+10:00,PERMITTED,Returned by submit_time<=tau predicate; submission-side field.
7709681,processors_req,Kestrel submission record,2025-03-31T02:57:20+00:00,2025-03-31T18:00:00+10:00,PERMITTED,Returned by submit_time<=tau predicate; submission-side field.
7709681,memory_req,Kestrel submission record,2025-03-31T02:57:20+00:00,2025-03-31T18:00:00+10:00,PERMITTED,Returned by submit_time<=tau predicate; submission-side field.
7709681,wallclock_req,Kestrel submission record,2025-03-31T02:57:20+00:00,2025-03-31T18:00:00+10:00,PERMITTED,Returned by submit_time<=tau predicate; submission-side field.
7709681,qos,Kestrel submission record,2025-03-31T02:57:20+00:00,2025-03-31T18:00:00+10:00,PERMITTED,Returned by submit_time<=tau predicate; submission-side field.
7709681,gpus_requested,Kestrel submission record,2025-03-31T02:57:20+00:00,2025-03-31T18:00:00+10:00,PERMITTED,Returned by submit_time<=tau predicate; submission-side field.
7709681,start_time,event comparison,2025-03-31T18:00:00+10:00,2025-03-31T18:00:00+10:00,BOOLEAN_ONLY,Numeric value discarded at state-reconstruction boundary.
7709681,end_time,event comparison,2025-03-31T18:00:00+10:00,2025-03-31T18:00:00+10:00,BOOLEAN_ONLY,Numeric value discarded at state-reconstruction boundary.
7709680,id,Kestrel submission record,2025-03-31T02:57:20+00:00,2025-03-31T18:00:00+10:00,PERMITTED,Returned by submit_time<=tau predicate; submission-side field.
7709680,job_id,Kestrel submission record,2025-03-31T02:57:20+00:00,2025-03-31T18:00:00+10:00,PERMITTED,Returned by submit_time<=tau predicate; submission-side field.
7709680,partition,Kestrel submission record,2025-03-31T02:57:20+00:00,2025-03-31T18:00:00+10:00,PERMITTED,Returned by submit_time<=tau predicate; submission-side field.
7709680,submit_time,Kestrel submission record,2025-03-31T02:57:20+00:00,2025-03-31T18:00:00+10:00,PERMITTED,Returned by submit_time<=tau predicate; submission-side field.
7709680,nodes_req,Kestrel submission record,2025-03-31T02:57:20+00:00,2025-03-31T18:00:00+10:00,PERMITTED,Returned by submit_time<=tau predicate; submission-side field.
7709680,processors_req,Kestrel submission record,2025-03-31T02:57:20+00:00,2025-03-31T18:00:00+10:00,PERMITTED,Returned by submit_time<=tau predicate; submission-side field.
7709680,memory_req,Kestrel submission record,2025-03-31T02:57:20+00:00,2025-03-31T18:00:00+10:00,PERMITTED,Returned by submit_time<=tau predicate; submission-side field.
7709680,wallclock_req,Kestrel submission record,2025-03-31T02:57:20+00:00,2025-03-31T18:00:00+10:00,PERMITTED,Returned by submit_time<=tau predicate; submission-side field.
7709680,qos,Kestrel submission record,2025-03-31T02:57:20+00:00,2025-03-31T18:00:00+10:00,PERMITTED,Returned by submit_time<=tau predicate; submission-side field.
7709680,gpus_requested,Kestrel submission record,2025-03-31T02:57:20+00:00,2025-03-31T18:00:00+10:00,PERMITTED,Returned by submit_time<=tau predicate; submission-side field.
7709680,start_time,event comparison,2025-03-31T18:00:00+10:00,2025-03-31T18:00:00+10:00,BOOLEAN_ONLY,Numeric value discarded at state-reconstruction boundary.
7709680,end_time,event comparison,2025-03-31T18:00:00+10:00,2025-03-31T18:00:00+10:00,BOOLEAN_ONLY,Numeric value discarded at state-reconstruction boundary.
7709679,id,Kestrel submission record,2025-03-31T02:57:20+00:00,2025-03-31T18:00:00+10:00,PERMITTED,Returned by submit_time<=tau predicate; submission-side field.
7709679,job_id,Kestrel submission record,2025-03-31T02:57:20+00:00,2025-03-31T18:00:00+10:00,PERMITTED,Returned by submit_time<=tau predicate; submission-side field.
7709679,partition,Kestrel submission record,2025-03-31T02:57:20+00:00,2025-03-31T18:00:00+10:00,PERMITTED,Returned by submit_time<=tau predicate; submission-side field.
7709679,submit_time,Kestrel submission record,2025-03-31T02:57:20+00:00,2025-03-31T18:00:00+10:00,PERMITTED,Returned by submit_time<=tau predicate; submission-side field.
7709679,nodes_req,Kestrel submission record,2025-03-31T02:57:20+00:00,2025-03-31T18:00:00+10:00,PERMITTED,Returned by submit_time<=tau predicate; submission-side field.
7709679,processors_req,Kestrel submission record,2025-03-31T02:57:20+00:00,2025-03-31T18:00:00+10:00,PERMITTED,Returned by submit_time<=tau predicate; submission-side field.
7709679,memory_req,Kestrel submission record,2025-03-31T02:57:20+00:00,2025-03-31T18:00:00+10:00,PERMITTED,Returned by submit_time<=tau predicate; submission-side field.
7709679,wallclock_req,Kestrel submission record,2025-03-31T02:57:20+00:00,2025-03-31T18:00:00+10:00,PERMITTED,Returned by submit_time<=tau predicate; submission-side field.
7709679,qos,Kestrel submission record,2025-03-31T02:57:20+00:00,2025-03-31T18:00:00+10:00,PERMITTED,Returned by submit_time<=tau predicate; submission-side field.
7709679,gpus_requested,Kestrel submission record,2025-03-31T02:57:20+00:00,2025-03-31T18:00:00+10:00,PERMITTED,Returned by submit_time<=tau predicate; submission-side field.
7709679,start_time,event comparison,2025-03-31T18:00:00+10:00,2025-03-31T18:00:00+10:00,BOOLEAN_ONLY,Numeric value discarded at state-reconstruction boundary.
