node_id,first_seen_timestamp_UTC,last_seen_timestamp_UTC,first_seen_month,last_seen_month,job_count,GPU_hour_contribution_exact_uniform,ambiguous_job_count,ambiguous_GPU_hour_contribution,first_seen_semantics
x3113c0s17b0n0,2024-08-18T14:00:00+00:00,2025-03-31T14:00:00+00:00,2024-08,2025-04,1838,10473.898055555559,0,0.0,OBSERVED_USE_LOWER_BOUND_NOT_INSTALLATION_DATE
x3113c0s21b0n0,2024-08-19T10:05:30+00:00,2025-03-31T14:00:00+00:00,2024-08,2025-04,1491,10025.861666666675,0,0.0,OBSERVED_USE_LOWER_BOUND_NOT_INSTALLATION_DATE
x3113c0s25b0n0,2024-08-19T10:05:30+00:00,2025-03-31T14:00:00+00:00,2024-08,2025-04,1793,10253.141388888882,2,,OBSERVED_USE_LOWER_BOUND_NOT_INSTALLATION_DATE
x3113c0s29b0n0,2024-08-19T10:05:21+00:00,2025-03-31T14:00:00+00:00,2024-08,2025-04,1887,8799.438333333375,0,0.0,OBSERVED_USE_LOWER_BOUND_NOT_INSTALLATION_DATE
x3113c0s33b0n0,2024-08-19T10:05:18+00:00,2025-03-31T14:00:00+00:00,2024-08,2025-04,1967,9311.067222222264,0,0.0,OBSERVED_USE_LOWER_BOUND_NOT_INSTALLATION_DATE
x3113c0s37b0n0,2024-08-19T10:05:18+00:00,2025-03-31T14:00:00+00:00,2024-08,2025-04,1412,10780.209166666673,0,0.0,OBSERVED_USE_LOWER_BOUND_NOT_INSTALLATION_DATE
x3113c0s41b0n0,2024-08-19T10:05:13+00:00,2025-03-31T14:00:00+00:00,2024-08,2025-04,1199,11017.018333333335,0,0.0,OBSERVED_USE_LOWER_BOUND_NOT_INSTALLATION_DATE
x3113c0s5b0n0,2024-08-19T21:41:27+00:00,2025-03-31T14:00:00+00:00,2024-08,2025-04,1658,11052.914999999995,0,0.0,OBSERVED_USE_LOWER_BOUND_NOT_INSTALLATION_DATE
x3113c0s9b0n0,2024-08-19T10:05:13+00:00,2025-03-31T14:00:00+00:00,2024-08,2025-04,1830,10292.786666666645,0,0.0,OBSERVED_USE_LOWER_BOUND_NOT_INSTALLATION_DATE
x3114c0s13b0n0,2024-12-13T05:31:39+00:00,2025-03-31T14:00:00+00:00,2024-12,2025-04,1162,3877.156388888894,0,0.0,OBSERVED_USE_LOWER_BOUND_NOT_INSTALLATION_DATE
x3114c0s17b0n0,2024-12-13T05:31:39+00:00,2025-03-31T14:00:00+00:00,2024-12,2025-04,844,4848.850555555547,0,0.0,OBSERVED_USE_LOWER_BOUND_NOT_INSTALLATION_DATE
x3114c0s21b0n0,2024-12-13T05:31:39+00:00,2025-03-31T14:00:00+00:00,2024-12,2025-04,1111,4990.981111111105,1,,OBSERVED_USE_LOWER_BOUND_NOT_INSTALLATION_DATE
x3114c0s25b0n0,2024-12-13T05:31:39+00:00,2025-03-31T14:00:00+00:00,2024-12,2025-04,1893,5232.96666666666,0,0.0,OBSERVED_USE_LOWER_BOUND_NOT_INSTALLATION_DATE
x3114c0s29b0n0,2024-12-13T05:31:39+00:00,2025-03-30T00:26:01+00:00,2024-12,2025-03,949,4955.083055555556,0,0.0,OBSERVED_USE_LOWER_BOUND_NOT_INSTALLATION_DATE
x3114c0s33b0n0,2024-12-13T05:31:39+00:00,2025-03-31T14:00:00+00:00,2024-12,2025-04,828,4848.314999999999,0,0.0,OBSERVED_USE_LOWER_BOUND_NOT_INSTALLATION_DATE
x3114c0s37b0n0,2024-12-13T05:31:39+00:00,2025-03-31T14:00:00+00:00,2024-12,2025-04,911,5204.960277777774,0,0.0,OBSERVED_USE_LOWER_BOUND_NOT_INSTALLATION_DATE
x3114c0s41b0n0,2024-12-13T05:31:39+00:00,2025-03-31T14:00:00+00:00,2024-12,2025-04,767,4810.659999999993,2,,OBSERVED_USE_LOWER_BOUND_NOT_INSTALLATION_DATE
x3114c0s5b0n0,2024-12-13T05:31:39+00:00,2025-03-31T14:00:00+00:00,2024-12,2025-04,1027,5893.567222222224,0,0.0,OBSERVED_USE_LOWER_BOUND_NOT_INSTALLATION_DATE
x3114c0s9b0n0,2024-12-13T05:31:39+00:00,2025-03-31T14:00:00+00:00,2024-12,2025-04,1143,6079.578333333337,0,0.0,OBSERVED_USE_LOWER_BOUND_NOT_INSTALLATION_DATE
x3115c0s13b0n0,2024-12-13T05:31:39+00:00,2025-03-31T14:00:00+00:00,2024-12,2025-04,686,4264.002222222218,0,0.0,OBSERVED_USE_LOWER_BOUND_NOT_INSTALLATION_DATE
x3115c0s17b0n0,2024-12-13T05:31:39+00:00,2025-03-19T21:04:32+00:00,2024-12,2025-03,682,3534.3247222222226,6,,OBSERVED_USE_LOWER_BOUND_NOT_INSTALLATION_DATE
x3115c0s21b0n0,2024-12-13T05:31:39+00:00,2025-03-31T14:00:00+00:00,2024-12,2025-04,778,3364.6233333333294,0,0.0,OBSERVED_USE_LOWER_BOUND_NOT_INSTALLATION_DATE
x3115c0s25b0n0,2024-12-13T05:31:39+00:00,2025-03-31T14:00:00+00:00,2024-12,2025-04,556,3507.7719444444388,0,0.0,OBSERVED_USE_LOWER_BOUND_NOT_INSTALLATION_DATE
x3115c0s29b0n0,2024-12-13T05:36:47+00:00,2025-03-31T14:00:00+00:00,2024-12,2025-04,875,4712.089444444451,0,0.0,OBSERVED_USE_LOWER_BOUND_NOT_INSTALLATION_DATE
x3115c0s33b0n0,2024-12-13T05:36:47+00:00,2025-03-31T14:00:00+00:00,2024-12,2025-04,1312,4815.639444444456,0,0.0,OBSERVED_USE_LOWER_BOUND_NOT_INSTALLATION_DATE
x3115c0s37b0n0,2025-01-01T11:05:33+00:00,2025-03-31T14:00:00+00:00,2025-01,2025-04,1150,4182.470277777776,9,,OBSERVED_USE_LOWER_BOUND_NOT_INSTALLATION_DATE
x3115c0s41b0n0,2025-01-01T11:05:33+00:00,2025-03-31T14:00:00+00:00,2025-01,2025-04,885,3735.89416666667,5,,OBSERVED_USE_LOWER_BOUND_NOT_INSTALLATION_DATE
x3115c0s5b0n0,2024-12-13T05:31:39+00:00,2025-03-25T20:44:53+00:00,2024-12,2025-03,298,2877.327777777777,0,0.0,OBSERVED_USE_LOWER_BOUND_NOT_INSTALLATION_DATE
x3115c0s9b0n0,2024-12-13T05:31:39+00:00,2025-03-31T14:00:00+00:00,2024-12,2025-04,534,3447.1841666666655,1,,OBSERVED_USE_LOWER_BOUND_NOT_INSTALLATION_DATE
