slot,role,location,PCC_bus,scheduled_P_kw,scheduled_Q_kvar,physical_P_kw,physical_Q_kvar,P_residual_kw,Q_residual_kvar
23,MESS,AIDC03,pcc8500_mess_aidc03_lv,0.0,0.0,0.0,0.0,0.0,0.0
23,AIDC,AIDC04,pcc8500_aidc_aidc04_lv,62.115347901157605,20.416327542765767,62.115350264777746,20.416323736740857,2.3636201404997337e-06,-3.8060249103466504e-06
23,MESS,AIDC04,pcc8500_mess_aidc04_lv,0.0,0.0,0.0,0.0,0.0,0.0
23,AIDC,AIDC05,pcc8500_aidc_aidc05_lv,140.34151310132194,46.128024653155705,140.3414962548624,46.128008507579274,-1.684645954469488e-05,-1.6145576431370046e-05
23,MESS,AIDC05,pcc8500_mess_aidc05_lv,0.0,0.0,0.0,0.0,0.0,0.0
23,AIDC,AIDC06,pcc8500_aidc_aidc06_lv,114.26611726349999,37.557456505016546,114.2661280215161,37.55745576083076,1.0758016102840884e-05,-7.44185783219109e-07
23,MESS,AIDC06,pcc8500_mess_aidc06_lv,0.0,0.0,0.0,0.0,0.0,0.0
23,AIDC,AIDC07,pcc8500_aidc_aidc07_lv,62.115347901157605,20.416327542765767,62.11534888733849,20.4163272518062,9.861808862865473e-07,-2.909595657740738e-07
23,MESS,AIDC07,pcc8500_mess_aidc07_lv,0.0,0.0,0.0,0.0,0.0,0.0
23,AIDC,AIDC08,pcc8500_aidc_aidc08_lv,114.26611726349999,37.557456505016546,114.2661237602735,37.55745310740503,6.496773508501974e-06,-3.397611514799337e-06
23,MESS,AIDC08,pcc8500_mess_aidc08_lv,0.0,0.0,0.0,0.0,0.0,0.0
23,AIDC,AIDC09,pcc8500_aidc_aidc09_lv,62.115347901157605,20.416327542765767,62.11535015196938,20.416325495224527,2.2508117751840473e-06,-2.0475412405573934e-06
23,MESS,AIDC09,pcc8500_mess_aidc09_lv,0.0,0.0,0.0,0.0,0.0,0.0
23,AIDC,AIDC10,pcc8500_aidc_aidc10_lv,114.26611726349999,37.557456505016546,114.26613381119108,37.557458502791775,1.6547691089385808e-05,1.9977752288014017e-06
23,MESS,AIDC10,pcc8500_mess_aidc10_lv,0.0,0.0,0.0,0.0,0.0,0.0
23,AIDC,AIDC11,pcc8500_aidc_aidc11_lv,62.115347901157605,20.416327542765767,62.11534812080598,20.416328027950268,2.196483777083813e-07,4.851845005759969e-07
23,MESS,AIDC11,pcc8500_mess_aidc11_lv,0.0,0.0,0.0,0.0,0.0,0.0
23,AIDC,AIDC12,pcc8500_aidc_aidc12_lv,114.26611726349999,37.557456505016546,114.26612065914831,37.55745073661865,3.3956483207475685e-06,-5.768397898009425e-06
23,MESS,AIDC12,pcc8500_mess_aidc12_lv,0.0,0.0,0.0,0.0,0.0,0.0
23,MESS,STA01,pcc8500_mess_sta01_lv,0.0,0.0,0.0,0.0,0.0,0.0
23,MESS,STA02,pcc8500_mess_sta02_lv,0.0,0.0,0.0,0.0,0.0,0.0
23,MESS,STA03,pcc8500_mess_sta03_lv,0.0,0.0,0.0,0.0,0.0,0.0
23,MESS,STA04,pcc8500_mess_sta04_lv,0.0,0.0,0.0,0.0,0.0,0.0
23,MESS,STA05,pcc8500_mess_sta05_lv,0.0,0.0,0.0,0.0,0.0,0.0
23,MESS,STA06,pcc8500_mess_sta06_lv,0.0,0.0,0.0,0.0,0.0,0.0
23,MESS,STA07,pcc8500_mess_sta07_lv,0.0,0.0,0.0,0.0,0.0,0.0
23,MESS,STA08,pcc8500_mess_sta08_lv,0.0,0.0,0.0,0.0,0.0,0.0
23,MESS,STA09,pcc8500_mess_sta09_lv,0.0,0.0,0.0,0.0,0.0,0.0
23,MESS,STA10,pcc8500_mess_sta10_lv,0.0,0.0,0.0,0.0,0.0,0.0
23,MESS,STA11,pcc8500_mess_sta11_lv,0.0,0.0,0.0,0.0,0.0,0.0
23,MESS,STA12,pcc8500_mess_sta12_lv,0.0,0.0,0.0,0.0,0.0,0.0
24,AIDC,AIDC01,pcc8500_aidc_aidc01_lv,114.26611727542625,37.55745650893652,114.26647504671567,37.55829775601039,0.0003577712894156093,0.000841247073871898
24,MESS,AIDC01,pcc8500_mess_aidc01_lv,0.0,0.0,0.0,0.0,0.0,0.0
24,AIDC,AIDC02,pcc8500_aidc_aidc02_lv,62.11534790128469,20.416327542807537,62.11541160268472,20.416499884748482,6.370140003042479e-05,0.00017234194094584154
24,MESS,AIDC02,pcc8500_mess_aidc02_lv,0.0,0.0,0.0,0.0,0.0,0.0
24,AIDC,AIDC03,pcc8500_aidc_aidc03_lv,114.26611727542625,37.55745650893652,114.26621117024618,37.55771104482129,9.38948199262768e-05,0.0002545358847712009
24,MESS,AIDC03,pcc8500_mess_aidc03_lv,0.0,0.0,0.0,0.0,0.0,0.0
24,AIDC,AIDC04,pcc8500_aidc_aidc04_lv,62.11534790128469,20.416327542807537,62.11552387956063,20.41674863642912,0.00017597827593363036,0.00042109362158271324
24,MESS,AIDC04,pcc8500_mess_aidc04_lv,0.0,0.0,0.0,0.0,0.0,0.0
24,AIDC,AIDC05,pcc8500_aidc_aidc05_lv,140.34151318722087,46.12802468138932,140.34190598184472,46.12899759098989,0.0003927946238491131,0.0009729096005699489
24,MESS,AIDC05,pcc8500_mess_aidc05_lv,0.0,0.0,0.0,0.0,0.0,0.0
24,AIDC,AIDC06,pcc8500_aidc_aidc06_lv,114.26611727542625,37.55745650893652,114.26647867459717,37.55826027048211,0.00036139917091304596,0.0008037615455904756
24,MESS,AIDC06,pcc8500_mess_aidc06_lv,0.0,0.0,0.0,0.0,0.0,0.0
24,AIDC,AIDC07,pcc8500_aidc_aidc07_lv,62.11534790128469,20.416327542807537,62.11544822704687,20.416605094999277,0.00010032576217611222,0.0002775521917399715
24,MESS,AIDC07,pcc8500_mess_aidc07_lv,0.0,0.0,0.0,0.0,0.0,0.0
24,AIDC,AIDC08,pcc8500_aidc_aidc08_lv,114.26611727542625,37.55745650893652,114.26644620264713,37.558246756288504,0.00032892722087751736,0.0007902473519862951
24,MESS,AIDC08,pcc8500_mess_aidc08_lv,0.0,0.0,0.0,0.0,0.0,0.0
24,AIDC,AIDC09,pcc8500_aidc_aidc09_lv,62.11534790128469,20.416327542807537,62.115492967557785,20.416724345128312,0.00014506627309174291,0.00039680232077543565
24,MESS,AIDC09,pcc8500_mess_aidc09_lv,0.0,0.0,0.0,0.0,0.0,0.0
24,AIDC,AIDC10,pcc8500_aidc_aidc10_lv,114.26611727542625,37.55745650893652,114.26652966479307,37.55828460019971,0.0004123893668150913,0.000828091263194608
24,MESS,AIDC10,pcc8500_mess_aidc10_lv,0.0,0.0,0.0,0.0,0.0,0.0
24,AIDC,AIDC11,pcc8500_aidc_aidc11_lv,62.11534790128469,20.416327542807537,62.11541716802557,20.41651688348837,6.926674087992524e-05,0.0001893406808335385
24,MESS,AIDC11,pcc8500_mess_aidc11_lv,0.0,0.0,0.0,0.0,0.0,0.0
24,AIDC,AIDC12,pcc8500_aidc_aidc12_lv,114.26611727542625,37.55745650893652,114.26649299274389,37.558305818562275,0.00037571731763819116,0.000849309625756689
24,MESS,AIDC12,pcc8500_mess_aidc12_lv,0.0,0.0,0.0,0.0,0.0,0.0
24,MESS,STA01,pcc8500_mess_sta01_lv,0.0,0.0,0.0,0.0,0.0,0.0
24,MESS,STA02,pcc8500_mess_sta02_lv,0.0,0.0,0.0,0.0,0.0,0.0
24,MESS,STA03,pcc8500_mess_sta03_lv,0.0,0.0,0.0,0.0,0.0,0.0
24,MESS,STA04,pcc8500_mess_sta04_lv,0.0,0.0,0.0,0.0,0.0,0.0
24,MESS,STA05,pcc8500_mess_sta05_lv,0.0,0.0,0.0,0.0,0.0,0.0
24,MESS,STA06,pcc8500_mess_sta06_lv,0.0,0.0,0.0,0.0,0.0,0.0
24,MESS,STA07,pcc8500_mess_sta07_lv,0.0,0.0,0.0,0.0,0.0,0.0
24,MESS,STA08,pcc8500_mess_sta08_lv,0.0,0.0,0.0,0.0,0.0,0.0
24,MESS,STA09,pcc8500_mess_sta09_lv,0.0,0.0,0.0,0.0,0.0,0.0
24,MESS,STA10,pcc8500_mess_sta10_lv,0.0,0.0,0.0,0.0,0.0,0.0
24,MESS,STA11,pcc8500_mess_sta11_lv,0.0,0.0,0.0,0.0,0.0,0.0
24,MESS,STA12,pcc8500_mess_sta12_lv,0.0,0.0,0.0,0.0,0.0,0.0
25,AIDC,AIDC01,pcc8500_aidc_aidc01_lv,114.2661173020366,37.55745651768292,114.26613937982381,37.55750846525451,2.2077787207308575e-05,5.194757158477614e-05
25,MESS,AIDC01,pcc8500_mess_aidc01_lv,0.0,0.0,0.0,0.0,0.0,0.0
25,AIDC,AIDC02,pcc8500_aidc_aidc02_lv,62.115347901573664,20.41632754290252,62.11535179467083,20.416338236657623,3.893097165530435e-06,1.0693755104540514e-05
25,MESS,AIDC02,pcc8500_mess_aidc02_lv,0.0,0.0,0.0,0.0,0.0,0.0
25,AIDC,AIDC03,pcc8500_aidc_aidc03_lv,114.2661173020366,37.55745651768292,114.26612309223864,37.55747201855422,5.790202038724601e-06,1.5500871299423125e-05
25,MESS,AIDC03,pcc8500_mess_aidc03_lv,0.0,0.0,0.0,0.0,0.0,0.0
25,AIDC,AIDC04,pcc8500_aidc_aidc04_lv,62.115347901573664,20.41632754290252,62.11535824187622,20.416351891651058,1.0340302559086467e-05,2.4348748539182452e-05
25,MESS,AIDC04,pcc8500_mess_aidc04_lv,0.0,0.0,0.0,0.0,0.0,0.0
25,AIDC,AIDC05,pcc8500_aidc_aidc05_lv,140.34151337708118,46.12802474379339,140.3415245560009,46.12807832352392,1.1178919720578051e-05,5.35797305332153e-05
25,MESS,AIDC05,pcc8500_mess_aidc05_lv,0.0,0.0,0.0,0.0,0.0,0.0
25,AIDC,AIDC06,pcc8500_aidc_aidc06_lv,114.2661173020366,37.55745651768292,114.26614473877386,37.557508953840454,2.743673725547069e-05,5.2436157531587924e-05
25,MESS,AIDC06,pcc8500_mess_aidc06_lv,0.0,0.0,0.0,0.0,0.0,0.0
25,AIDC,AIDC07,pcc8500_aidc_aidc07_lv,62.115347901573664,20.41632754290252,62.1153542703391,20.416345121548304,6.368765433251156e-06,1.757864578522117e-05
25,MESS,AIDC07,pcc8500_mess_aidc07_lv,0.0,0.0,0.0,0.0,0.0,0.0
25,AIDC,AIDC08,pcc8500_aidc_aidc08_lv,114.2661173020366,37.55745651768292,114.26613922979467,37.55750578576579,2.192775806975078e-05,4.926808286853657e-05
25,MESS,AIDC08,pcc8500_mess_aidc08_lv,0.0,0.0,0.0,0.0,0.0,0.0
25,AIDC,AIDC09,pcc8500_aidc_aidc09_lv,62.115347901573664,20.41632754290252,62.11535736128282,20.416352368347,9.459709154668872e-06,2.482544448056956e-05
25,MESS,AIDC09,pcc8500_mess_aidc09_lv,0.0,0.0,0.0,0.0,0.0,0.0
25,AIDC,AIDC10,pcc8500_aidc_aidc10_lv,114.2661173020366,37.55745651768292,114.2661521472144,37.557512567881396,3.4845177793840776e-05,5.605019847365611e-05
25,MESS,AIDC10,pcc8500_mess_aidc10_lv,0.0,0.0,0.0,0.0,0.0,0.0
25,AIDC,AIDC11,pcc8500_aidc_aidc11_lv,62.115347901573664,20.41632754290252,62.115352020613415,20.416339206210026,4.119039751060427e-06,1.1663307507348009e-05
25,MESS,AIDC11,pcc8500_mess_aidc11_lv,0.0,0.0,0.0,0.0,0.0,0.0
25,AIDC,AIDC12,pcc8500_aidc_aidc12_lv,114.2661173020366,37.55745651768292,114.26614128478509,37.55750934715847,2.3982748487583194e-05,5.282947554974271e-05
25,MESS,AIDC12,pcc8500_mess_aidc12_lv,0.0,0.0,0.0,0.0,0.0,0.0
25,MESS,STA01,pcc8500_mess_sta01_lv,0.0,0.0,0.0,0.0,0.0,0.0
25,MESS,STA02,pcc8500_mess_sta02_lv,0.0,0.0,0.0,0.0,0.0,0.0
25,MESS,STA03,pcc8500_mess_sta03_lv,0.0,0.0,0.0,0.0,0.0,0.0
25,MESS,STA04,pcc8500_mess_sta04_lv,0.0,0.0,0.0,0.0,0.0,0.0
25,MESS,STA05,pcc8500_mess_sta05_lv,0.0,0.0,0.0,0.0,0.0,0.0
25,MESS,STA06,pcc8500_mess_sta06_lv,0.0,0.0,0.0,0.0,0.0,0.0
25,MESS,STA07,pcc8500_mess_sta07_lv,0.0,0.0,0.0,0.0,0.0,0.0
25,MESS,STA08,pcc8500_mess_sta08_lv,0.0,0.0,0.0,0.0,0.0,0.0
25,MESS,STA09,pcc8500_mess_sta09_lv,0.0,0.0,0.0,0.0,0.0,0.0
25,MESS,STA10,pcc8500_mess_sta10_lv,0.0,0.0,0.0,0.0,0.0,0.0
25,MESS,STA11,pcc8500_mess_sta11_lv,0.0,0.0,0.0,0.0,0.0,0.0
25,MESS,STA12,pcc8500_mess_sta12_lv,0.0,0.0,0.0,0.0,0.0,0.0
26,AIDC,AIDC01,pcc8500_aidc_aidc01_lv,114.26611732939888,37.55745652667647,114.26622209869907,37.55749637393381,0.00010476930019365227,3.984725734085259e-05
26,MESS,AIDC01,pcc8500_mess_aidc01_lv,0.0,0.0,0.0,0.0,0.0,0.0
26,AIDC,AIDC02,pcc8500_aidc_aidc02_lv,62.1153479018786,20.416327543002748,62.11536018139287,20.41636216742226,1.2279514272961478e-05,3.4624419512852e-05
26,MESS,AIDC02,pcc8500_mess_aidc02_lv,0.0,0.0,0.0,0.0,0.0,0.0
26,AIDC,AIDC03,pcc8500_aidc_aidc03_lv,114.26611732939888,37.55745652667647,114.2661281077373,37.55751527906948,1.0778338420891487e-05,5.875239300934254e-05
26,MESS,AIDC03,pcc8500_mess_aidc03_lv,0.0,0.0,0.0,0.0,0.0,0.0
26,AIDC,AIDC04,pcc8500_aidc_aidc04_lv,62.1153479018786,20.416327543002748,62.115433402415846,20.416381959172007,8.550053724576401e-05,5.441616925949688e-05
26,MESS,AIDC04,pcc8500_mess_aidc04_lv,0.0,0.0,0.0,0.0,0.0,0.0
26,AIDC,AIDC05,pcc8500_aidc_aidc05_lv,140.34151356979453,46.128024807135205,140.3416583832068,46.12809620840888,0.00014481341227678968,7.140127367222249e-05
26,MESS,AIDC05,pcc8500_mess_aidc05_lv,0.0,0.0,0.0,0.0,0.0,0.0
26,AIDC,AIDC06,pcc8500_aidc_aidc06_lv,114.26611732939888,37.55745652667647,114.26621791246829,37.557502643358866,0.00010058306941118644,4.6116682398178455e-05
26,MESS,AIDC06,pcc8500_mess_aidc06_lv,0.0,0.0,0.0,0.0,0.0,0.0
26,AIDC,AIDC07,pcc8500_aidc_aidc07_lv,62.1153479018786,20.416327543002748,62.11537332691425,20.416354318605247,2.54250356519492e-05,2.6775602499640172e-05
26,MESS,AIDC07,pcc8500_mess_aidc07_lv,0.0,0.0,0.0,0.0,0.0,0.0
26,AIDC,AIDC08,pcc8500_aidc_aidc08_lv,114.26611732939888,37.55745652667647,114.2662382928538,37.55752084194568,0.00012096345491841021,6.431526921346631e-05
26,MESS,AIDC08,pcc8500_mess_aidc08_lv,0.0,0.0,0.0,0.0,0.0,0.0
26,AIDC,AIDC09,pcc8500_aidc_aidc09_lv,62.1153479018786,20.416327543002748,62.11539526053911,20.416350446014988,4.7358660509644324e-05,2.290301224050495e-05
26,MESS,AIDC09,pcc8500_mess_aidc09_lv,0.0,0.0,0.0,0.0,0.0,0.0
26,AIDC,AIDC10,pcc8500_aidc_aidc10_lv,114.26611732939888,37.55745652667647,114.26620640672364,37.557494849823826,8.907732475904595e-05,3.832314735774389e-05
26,MESS,AIDC10,pcc8500_mess_aidc10_lv,0.0,0.0,0.0,0.0,0.0,0.0
26,AIDC,AIDC11,pcc8500_aidc_aidc11_lv,62.1153479018786,20.416327543002748,62.11536547776923,20.416368212209907,1.7575890630894264e-05,4.0669207159282905e-05
26,MESS,AIDC11,pcc8500_mess_aidc11_lv,0.0,0.0,0.0,0.0,0.0,0.0
26,AIDC,AIDC12,pcc8500_aidc_aidc12_lv,114.26611732939888,37.55745652667647,114.26621675616676,37.55749305902661,9.942676787488836e-05,3.6532350144113934e-05
26,MESS,AIDC12,pcc8500_mess_aidc12_lv,0.0,0.0,0.0,0.0,0.0,0.0
26,MESS,STA01,pcc8500_mess_sta01_lv,0.0,0.0,0.0,0.0,0.0,0.0
26,MESS,STA02,pcc8500_mess_sta02_lv,0.0,0.0,0.0,0.0,0.0,0.0
26,MESS,STA03,pcc8500_mess_sta03_lv,0.0,0.0,0.0,0.0,0.0,0.0
26,MESS,STA04,pcc8500_mess_sta04_lv,0.0,0.0,0.0,0.0,0.0,0.0
26,MESS,STA05,pcc8500_mess_sta05_lv,0.0,0.0,0.0,0.0,0.0,0.0
26,MESS,STA06,pcc8500_mess_sta06_lv,0.0,0.0,0.0,0.0,0.0,0.0
26,MESS,STA07,pcc8500_mess_sta07_lv,0.0,0.0,0.0,0.0,0.0,0.0
26,MESS,STA08,pcc8500_mess_sta08_lv,0.0,0.0,0.0,0.0,0.0,0.0
26,MESS,STA09,pcc8500_mess_sta09_lv,0.0,0.0,0.0,0.0,0.0,0.0
26,MESS,STA10,pcc8500_mess_sta10_lv,0.0,0.0,0.0,0.0,0.0,0.0
26,MESS,STA11,pcc8500_mess_sta11_lv,0.0,0.0,0.0,0.0,0.0,0.0
26,MESS,STA12,pcc8500_mess_sta12_lv,0.0,0.0,0.0,0.0,0.0,0.0
27,AIDC,AIDC01,pcc8500_aidc_aidc01_lv,114.26611735753436,37.557456535924146,114.26610979196337,37.557429753653594,-7.565570982137615e-06,-2.6782270552416776e-05
27,MESS,AIDC01,pcc8500_mess_aidc01_lv,0.0,0.0,0.0,0.0,0.0,0.0
27,AIDC,AIDC02,pcc8500_aidc_aidc02_lv,62.115347902200384,20.416327543108512,62.11534632857059,20.416324092110493,-1.5736297953594658e-06,-3.4509980189056932e-06
27,MESS,AIDC02,pcc8500_mess_aidc02_lv,0.0,0.0,0.0,0.0,0.0,0.0
27,AIDC,AIDC03,pcc8500_aidc_aidc03_lv,114.26611735753436,37.557456535924146,114.26611461255183,37.557452128803206,-2.744982523950057e-06,-4.40712094018636e-06
27,MESS,AIDC03,pcc8500_mess_aidc03_lv,0.0,0.0,0.0,0.0,0.0,0.0
27,AIDC,AIDC04,pcc8500_aidc_aidc04_lv,62.115347902200384,20.416327543108512,62.11534678788751,20.41631796315925,-1.1143128730850549e-06,-9.579949260540843e-06
27,MESS,AIDC04,pcc8500_mess_aidc04_lv,0.0,0.0,0.0,0.0,0.0,0.0
27,AIDC,AIDC05,pcc8500_aidc_aidc05_lv,140.34151376540376,46.12802487142885,140.34151988601926,46.128001948746686,6.120615495319726e-06,-2.2922682163084573e-05
27,MESS,AIDC05,pcc8500_mess_aidc05_lv,0.0,0.0,0.0,0.0,0.0,0.0
27,AIDC,AIDC06,pcc8500_aidc_aidc06_lv,114.26611735753436,37.557456535924146,114.26610460836714,37.55742888074597,-1.2749167211723034e-05,-2.7655178179486484e-05
27,MESS,AIDC06,pcc8500_mess_aidc06_lv,0.0,0.0,0.0,0.0,0.0,0.0
27,AIDC,AIDC07,pcc8500_aidc_aidc07_lv,62.115347902200384,20.416327543108512,62.115345645651715,20.41631955891948,-2.256548668810865e-06,-7.9841890325838e-06
27,MESS,AIDC07,pcc8500_mess_aidc07_lv,0.0,0.0,0.0,0.0,0.0,0.0
27,AIDC,AIDC08,pcc8500_aidc_aidc08_lv,114.26611735753436,37.557456535924146,114.26611043468728,37.557432749723056,-6.922847077817096e-06,-2.3786201090558734e-05
27,MESS,AIDC08,pcc8500_mess_aidc08_lv,0.0,0.0,0.0,0.0,0.0,0.0
27,AIDC,AIDC09,pcc8500_aidc_aidc09_lv,62.115347902200384,20.416327543108512,62.11534470083929,20.416315028172793,-3.201361096216715e-06,-1.2514935718854758e-05
27,MESS,AIDC09,pcc8500_mess_aidc09_lv,0.0,0.0,0.0,0.0,0.0,0.0
27,AIDC,AIDC10,pcc8500_aidc_aidc10_lv,114.26611735753436,37.557456535924146,114.26609787024985,37.55742545453657,-1.948728450429371e-05,-3.108138757568213e-05
27,MESS,AIDC10,pcc8500_mess_aidc10_lv,0.0,0.0,0.0,0.0,0.0,0.0
27,AIDC,AIDC11,pcc8500_aidc_aidc11_lv,62.115347902200384,20.416327543108512,62.11534658861204,20.4163240141931,-1.3135883421000472e-06,-3.5289154105555554e-06
27,MESS,AIDC11,pcc8500_mess_aidc11_lv,0.0,0.0,0.0,0.0,0.0,0.0
27,AIDC,AIDC12,pcc8500_aidc_aidc12_lv,114.26611735753436,37.557456535924146,114.26610801894026,37.55742887925256,-9.338594097130226e-06,-2.765667158399765e-05
27,MESS,AIDC12,pcc8500_mess_aidc12_lv,0.0,0.0,0.0,0.0,0.0,0.0
27,MESS,STA01,pcc8500_mess_sta01_lv,0.0,0.0,0.0,0.0,0.0,0.0
27,MESS,STA02,pcc8500_mess_sta02_lv,0.0,0.0,0.0,0.0,0.0,0.0
27,MESS,STA03,pcc8500_mess_sta03_lv,0.0,0.0,0.0,0.0,0.0,0.0
27,MESS,STA04,pcc8500_mess_sta04_lv,0.0,0.0,0.0,0.0,0.0,0.0
27,MESS,STA05,pcc8500_mess_sta05_lv,0.0,0.0,0.0,0.0,0.0,0.0
27,MESS,STA06,pcc8500_mess_sta06_lv,0.0,0.0,0.0,0.0,0.0,0.0
27,MESS,STA07,pcc8500_mess_sta07_lv,0.0,0.0,0.0,0.0,0.0,0.0
27,MESS,STA08,pcc8500_mess_sta08_lv,0.0,0.0,0.0,0.0,0.0,0.0
27,MESS,STA09,pcc8500_mess_sta09_lv,0.0,0.0,0.0,0.0,0.0,0.0
27,MESS,STA10,pcc8500_mess_sta10_lv,0.0,0.0,0.0,0.0,0.0,0.0
27,MESS,STA11,pcc8500_mess_sta11_lv,0.0,0.0,0.0,0.0,0.0,0.0
27,MESS,STA12,pcc8500_mess_sta12_lv,0.0,0.0,0.0,0.0,0.0,0.0
28,AIDC,AIDC01,pcc8500_aidc_aidc01_lv,114.26611738646488,37.557456545433155,114.26623588763455,37.557671154634484,0.00011850116966627411,0.00021460920132909678
28,MESS,AIDC01,pcc8500_mess_aidc01_lv,0.0,0.0,0.0,0.0,0.0,0.0
28,AIDC,AIDC02,pcc8500_aidc_aidc02_lv,62.11534790253994,20.416327543220117,62.11536734308923,20.416375681656305,1.9440549294813536e-05,4.8138436188338574e-05
28,MESS,AIDC02,pcc8500_mess_aidc02_lv,0.0,0.0,0.0,0.0,0.0,0.0
28,AIDC,AIDC03,pcc8500_aidc_aidc03_lv,114.26611738646488,37.557456545433155,114.26614443400607,37.557527232438304,2.7047541180991175e-05,7.068700514878401e-05
28,MESS,AIDC03,pcc8500_mess_aidc03_lv,0.0,0.0,0.0,0.0,0.0,0.0
28,AIDC,AIDC04,pcc8500_aidc_aidc04_lv,62.11534790253994,20.416327543220117,62.11540799486289,20.416426518250276,6.009232295411948e-05,9.897503015920961e-05
28,MESS,AIDC04,pcc8500_mess_aidc04_lv,0.0,0.0,0.0,0.0,0.0,0.0
28,AIDC,AIDC05,pcc8500_aidc_aidc05_lv,140.34151396395237,46.12802493668862,140.34153518505832,46.12821969599919,2.12211059533729e-05,0.00019475931057399976
28,MESS,AIDC05,pcc8500_mess_aidc05_lv,0.0,0.0,0.0,0.0,0.0,0.0
28,AIDC,AIDC06,pcc8500_aidc_aidc06_lv,114.26611738646488,37.557456545433155,114.26627989035416,37.5576875543629,0.00016250388927119275,0.00023100892974525777
28,MESS,AIDC06,pcc8500_mess_aidc06_lv,0.0,0.0,0.0,0.0,0.0,0.0
28,AIDC,AIDC07,pcc8500_aidc_aidc07_lv,62.11534790253994,20.416327543220117,62.11538077495803,20.416404367504256,3.2872418088913946e-05,7.68242841395761e-05
28,MESS,AIDC07,pcc8500_mess_aidc07_lv,0.0,0.0,0.0,0.0,0.0,0.0
28,AIDC,AIDC08,pcc8500_aidc_aidc08_lv,114.26611738646488,37.557456545433155,114.26624482022802,37.55766695466685,0.00012743376314006127,0.00021040923369497477
28,MESS,AIDC08,pcc8500_mess_aidc08_lv,0.0,0.0,0.0,0.0,0.0,0.0
28,AIDC,AIDC09,pcc8500_aidc_aidc09_lv,62.11534790253994,20.416327543220117,62.11540136760955,20.41643210157765,5.346506961245723e-05,0.0001045583575347564
28,MESS,AIDC09,pcc8500_mess_aidc09_lv,0.0,0.0,0.0,0.0,0.0,0.0
28,AIDC,AIDC10,pcc8500_aidc_aidc10_lv,114.26611738646488,37.557456545433155,114.2663282623295,37.55771088463905,0.000210875864610216,0.00025433920589534864
28,MESS,AIDC10,pcc8500_mess_aidc10_lv,0.0,0.0,0.0,0.0,0.0,0.0
28,AIDC,AIDC11,pcc8500_aidc_aidc11_lv,62.11534790253994,20.416327543220117,62.11536871419109,20.416380215842317,2.0811651154417632e-05,5.267262219987856e-05
28,MESS,AIDC11,pcc8500_mess_aidc11_lv,0.0,0.0,0.0,0.0,0.0,0.0
28,AIDC,AIDC12,pcc8500_aidc_aidc12_lv,114.26611738646488,37.557456545433155,114.26624644657954,37.557675933187255,0.00012906011465929623,0.00021938775410035305
28,MESS,AIDC12,pcc8500_mess_aidc12_lv,0.0,0.0,0.0,0.0,0.0,0.0
28,MESS,STA01,pcc8500_mess_sta01_lv,0.0,0.0,0.0,0.0,0.0,0.0
28,MESS,STA02,pcc8500_mess_sta02_lv,0.0,0.0,0.0,0.0,0.0,0.0
28,MESS,STA03,pcc8500_mess_sta03_lv,0.0,0.0,0.0,0.0,0.0,0.0
28,MESS,STA04,pcc8500_mess_sta04_lv,0.0,0.0,0.0,0.0,0.0,0.0
28,MESS,STA05,pcc8500_mess_sta05_lv,0.0,0.0,0.0,0.0,0.0,0.0
28,MESS,STA06,pcc8500_mess_sta06_lv,0.0,0.0,0.0,0.0,0.0,0.0
28,MESS,STA07,pcc8500_mess_sta07_lv,0.0,0.0,0.0,0.0,0.0,0.0
28,MESS,STA08,pcc8500_mess_sta08_lv,0.0,0.0,0.0,0.0,0.0,0.0
28,MESS,STA09,pcc8500_mess_sta09_lv,0.0,0.0,0.0,0.0,0.0,0.0
28,MESS,STA10,pcc8500_mess_sta10_lv,0.0,0.0,0.0,0.0,0.0,0.0
28,MESS,STA11,pcc8500_mess_sta11_lv,0.0,0.0,0.0,0.0,0.0,0.0
28,MESS,STA12,pcc8500_mess_sta12_lv,0.0,0.0,0.0,0.0,0.0,0.0
29,AIDC,AIDC01,pcc8500_aidc_aidc01_lv,114.2661173742581,37.557456541420976,114.26611406947852,37.55743181976571,-3.3047795824359127e-06,-2.4721655265125264e-05
29,MESS,AIDC01,pcc8500_mess_aidc01_lv,0.0,0.0,0.0,0.0,0.0,0.0
29,AIDC,AIDC02,pcc8500_aidc_aidc02_lv,62.1153479023433,20.416327543155486,62.11534654177467,20.416324213485275,-1.360568631980641e-06,-3.3296702106611065e-06
29,MESS,AIDC02,pcc8500_mess_aidc02_lv,0.0,0.0,0.0,0.0,0.0,0.0
29,AIDC,AIDC03,pcc8500_aidc_aidc03_lv,114.2661173742581,37.557456541420976,114.26611490661188,37.55745183071189,-2.4676462260231347e-06,-4.7107090850317945e-06
29,MESS,AIDC03,pcc8500_mess_aidc03_lv,0.0,0.0,0.0,0.0,0.0,0.0
29,AIDC,AIDC04,pcc8500_aidc_aidc04_lv,62.1153479023433,20.416327543155486,62.11534745646581,20.41631377191088,-4.458774895965689e-07,-1.3771244606886057e-05
29,MESS,AIDC04,pcc8500_mess_aidc04_lv,0.0,0.0,0.0,0.0,0.0,0.0
29,AIDC,AIDC05,pcc8500_aidc_aidc05_lv,140.34151393577923,46.128024927428555,140.34148265655546,46.127983173028866,-3.127922377643699e-05,-4.175439968889805e-05
29,MESS,AIDC05,pcc8500_mess_aidc05_lv,0.0,0.0,0.0,0.0,0.0,0.0
