day,policy,mess_id,previous_origin,previous_destination,previous_departure_slot,previous_planned_connection_ready_slot,previous_actual_arrival_slot,previous_actual_connection_ready_slot,next_planned_departure_slot,collision_magnitude_slots,planned_safe_eta_seconds,planned_q50_eta_seconds,planned_q90_eta_seconds,actual_eta_seconds,actual_eta_late_vs_safe,actual_eta_late_vs_q50,actual_eta_late_vs_q90,eta_delay_vs_safe_seconds,ready_delay_slots,planned_arrival_slot_safe,physical_arrival_slot_boundary_crossing,connection_ready_slot_boundary_crossing,classification,frozen_command_source,actual_moves_source,actual_final_actuator
2025-05-12,B2,MESS01,STA01,STA02,23,25,23.578785616577047,25,,0,571.5268630981446,473.9854736328125,498.6993713378906,520.907054919342,False,True,True,-50.6198081788026,0,23.635029847886827,False,False,WITHIN_SAFE_ETA,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_may\loop_wall_v4\2025-05-12\B2\dayahead\FROZEN_MESS_COMMANDS.json,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1\common_inputs\2025-05-12\B2\ACTUAL_MESS_AUDIT.json,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1\replays\2025-05-12\B2\ETA95_QSAFE_ACTUAL\ACTUATOR.json
2025-05-12,B2,MESS02,STA12,IDC05,42,46,44.69426488097714,46,,0,2665.6287536621094,2476.792236328125,2607.5799560546875,2424.838392879426,False,False,False,-240.79036078268336,0,44.961809726291236,False,False,WITHIN_SAFE_ETA,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_may\loop_wall_v4\2025-05-12\B2\dayahead\FROZEN_MESS_COMMANDS.json,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1\common_inputs\2025-05-12\B2\ACTUAL_MESS_AUDIT.json,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1\replays\2025-05-12\B2\ETA95_QSAFE_ACTUAL\ACTUATOR.json
2025-05-12,B3,MESS01,STA01,STA02,23,25,23.578785616577047,25,,0,571.5268630981446,473.9854736328125,498.6993713378906,520.907054919342,False,True,True,-50.6198081788026,0,23.635029847886827,False,False,WITHIN_SAFE_ETA,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_may\loop_wall_v4\2025-05-12\B3\dayahead\FROZEN_MESS_COMMANDS.json,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1\common_inputs\2025-05-12\B3\ACTUAL_MESS_AUDIT.json,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1\replays\2025-05-12\B3\ETA95_QSAFE_ACTUAL\ACTUATOR.json
2025-05-13,B2,MESS01,STA01,STA02,23,25,23.579136277804725,25,,0,620.2133865356446,522.6719970703125,549.9244384765625,521.2226500242522,False,False,False,-98.99073651139247,0,23.689125985039606,False,False,WITHIN_SAFE_ETA,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_may\loop_wall_v4\2025-05-13\B2\dayahead\FROZEN_MESS_COMMANDS.json,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1\common_inputs\2025-05-13\B2\ACTUAL_MESS_AUDIT.json,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1\replays\2025-05-13\B2\ETA95_QSAFE_ACTUAL\ACTUATOR.json
2025-05-13,B3,MESS01,STA01,STA02,23,25,23.579136277804725,25,,0,620.2133865356446,522.6719970703125,549.9244384765625,521.2226500242522,False,False,False,-98.99073651139247,0,23.689125985039606,False,False,WITHIN_SAFE_ETA,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_may\loop_wall_v4\2025-05-13\B3\dayahead\FROZEN_MESS_COMMANDS.json,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1\common_inputs\2025-05-13\B3\ACTUAL_MESS_AUDIT.json,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1\replays\2025-05-13\B3\ETA95_QSAFE_ACTUAL\ACTUATOR.json
2025-05-14,B2,MESS01,STA01,STA02,23,25,23.58900961165649,25,,0,627.4594192504884,529.9180297851562,557.5482177734375,530.1086504908421,False,True,False,-97.35076875964626,0,23.697177132500542,False,False,WITHIN_SAFE_ETA,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_may\loop_wall_v4\2025-05-14\B2\dayahead\FROZEN_MESS_COMMANDS.json,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1\common_inputs\2025-05-14\B2\ACTUAL_MESS_AUDIT.json,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1\replays\2025-05-14\B2\ETA95_QSAFE_ACTUAL\ACTUATOR.json
2025-05-14,B2,MESS02,STA12,IDC05,41,45,44.052963888261594,45,,0,2917.121795654297,2728.2852783203125,2872.3531494140625,2747.667499435436,False,True,False,-169.4542962188607,0,44.241246439615885,False,False,WITHIN_SAFE_ETA,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_may\loop_wall_v4\2025-05-14\B2\dayahead\FROZEN_MESS_COMMANDS.json,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1\common_inputs\2025-05-14\B2\ACTUAL_MESS_AUDIT.json,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1\replays\2025-05-14\B2\ETA95_QSAFE_ACTUAL\ACTUATOR.json
2025-05-14,B3,MESS01,STA01,STA02,23,25,23.58900961165649,25,,0,627.4594192504884,529.9180297851562,557.5482177734375,530.1086504908421,False,True,False,-97.35076875964626,0,23.697177132500542,False,False,WITHIN_SAFE_ETA,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_may\loop_wall_v4\2025-05-14\B3\dayahead\FROZEN_MESS_COMMANDS.json,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1\common_inputs\2025-05-14\B3\ACTUAL_MESS_AUDIT.json,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1\replays\2025-05-14\B3\ETA95_QSAFE_ACTUAL\ACTUATOR.json
2025-05-15,B2,MESS01,STA01,STA02,23,25,23.583721852184695,25,,0,625.9477615356446,528.4063720703125,555.9578247070312,525.3496669662254,False,False,False,-100.59809456941923,0,23.695497512817383,False,False,WITHIN_SAFE_ETA,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_may\loop_wall_v4\2025-05-15\B2\dayahead\FROZEN_MESS_COMMANDS.json,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1\common_inputs\2025-05-15\B2\ACTUAL_MESS_AUDIT.json,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1\replays\2025-05-15\B2\ETA95_QSAFE_ACTUAL\ACTUATOR.json
2025-05-15,B3,MESS01,STA01,IDC05,21,23,21.984782569266102,23,,0,993.9365921020509,896.3952026367188,943.1337280273438,886.3043123394921,False,False,False,-107.63227976255882,0,22.104373991224502,False,False,WITHIN_SAFE_ETA,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_may\loop_wall_v4\2025-05-15\B3\dayahead\FROZEN_MESS_COMMANDS.json,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1\common_inputs\2025-05-15\B3\ACTUAL_MESS_AUDIT.json,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1\replays\2025-05-15\B3\ETA95_QSAFE_ACTUAL\ACTUATOR.json
2025-05-16,B2,MESS01,STA01,STA02,23,25,23.573567790501986,25,,0,615.9121780395509,518.3707885742188,545.3989868164062,516.2110114517867,False,False,False,-99.70116658776419,0,23.68434686448839,False,False,WITHIN_SAFE_ETA,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_may\loop_wall_v4\2025-05-16\B2\dayahead\FROZEN_MESS_COMMANDS.json,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1\common_inputs\2025-05-16\B2\ACTUAL_MESS_AUDIT.json,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1\replays\2025-05-16\B2\ETA95_QSAFE_ACTUAL\ACTUATOR.json
2025-05-16,B2,MESS02,STA12,STA05,42,46,44.18390504877802,45,,0,2294.8739013671875,2106.037384033203,2217.2473754882812,1965.5145439002208,False,False,False,-329.3593574669667,-1,44.54985989040799,False,False,WITHIN_SAFE_ETA,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_may\loop_wall_v4\2025-05-16\B2\dayahead\FROZEN_MESS_COMMANDS.json,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1\common_inputs\2025-05-16\B2\ACTUAL_MESS_AUDIT.json,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1\replays\2025-05-16\B2\ETA95_QSAFE_ACTUAL\ACTUATOR.json
2025-05-16,B3,MESS01,STA01,STA02,23,25,23.573567790501986,25,,0,615.9121780395509,518.3707885742188,545.3989868164062,516.2110114517867,False,False,False,-99.70116658776419,0,23.68434686448839,False,False,WITHIN_SAFE_ETA,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_may\loop_wall_v4\2025-05-16\B3\dayahead\FROZEN_MESS_COMMANDS.json,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1\common_inputs\2025-05-16\B3\ACTUAL_MESS_AUDIT.json,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1\replays\2025-05-16\B3\ETA95_QSAFE_ACTUAL\ACTUATOR.json
2025-05-17,B2,MESS01,STA01,STA05,47,50,48.613826790877546,50,,0,1653.6709289550784,1464.8344116210938,1542.1854248046875,1452.4441117897925,False,False,False,-201.22681716528587,0,48.83741214328342,False,False,WITHIN_SAFE_ETA,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_may\loop_wall_v4\2025-05-17\B2\dayahead\FROZEN_MESS_COMMANDS.json,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1\common_inputs\2025-05-17\B2\ACTUAL_MESS_AUDIT.json,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1\replays\2025-05-17\B2\ETA95_QSAFE_ACTUAL\ACTUATOR.json
2025-05-17,B3,MESS01,STA01,IDC12,53,55,53.77721949357735,55,,0,946.8902153015138,758.5797424316406,798.8697509765625,699.4975442196164,False,False,False,-247.39267108189733,0,54.052100239223904,False,False,WITHIN_SAFE_ETA,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_may\loop_wall_v4\2025-05-17\B3\dayahead\FROZEN_MESS_COMMANDS.json,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1\common_inputs\2025-05-17\B3\ACTUAL_MESS_AUDIT.json,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1\replays\2025-05-17\B3\ETA95_QSAFE_ACTUAL\ACTUATOR.json
2025-05-18,B2,MESS01,STA01,IDC12,41,43,41.76184585319026,43,,0,923.2790985107424,734.4425811767578,773.2250671386719,685.661267871231,False,False,False,-237.61783063951145,0,42.025865665011935,False,False,WITHIN_SAFE_ETA,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_may\loop_wall_v4\2025-05-18\B2\dayahead\FROZEN_MESS_COMMANDS.json,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1\common_inputs\2025-05-18\B2\ACTUAL_MESS_AUDIT.json,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1\replays\2025-05-18\B2\ETA95_QSAFE_ACTUAL\ACTUATOR.json
2025-05-18,B2,MESS02,STA12,STA11,46,48,46.87831181144799,48,,0,983.8642272949221,795.0277099609375,837.0093612670898,790.4806303031921,False,False,False,-193.38359699172997,0,47.093182474772135,False,False,WITHIN_SAFE_ETA,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_may\loop_wall_v4\2025-05-18\B2\dayahead\FROZEN_MESS_COMMANDS.json,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1\common_inputs\2025-05-18\B2\ACTUAL_MESS_AUDIT.json,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1\replays\2025-05-18\B2\ETA95_QSAFE_ACTUAL\ACTUATOR.json
2025-05-18,B3,MESS01,STA01,IDC12,46,48,46.7799155978881,48,,0,930.8596343994143,742.0231170654297,781.2058868408203,701.9240380992893,False,False,False,-228.93559630012498,0,47.034288482666014,False,False,WITHIN_SAFE_ETA,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_may\loop_wall_v4\2025-05-18\B3\dayahead\FROZEN_MESS_COMMANDS.json,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1\common_inputs\2025-05-18\B3\ACTUAL_MESS_AUDIT.json,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1\replays\2025-05-18\B3\ETA95_QSAFE_ACTUAL\ACTUATOR.json
2025-05-18,B3,MESS02,STA12,STA11,46,48,46.87831181144799,48,,0,983.8642272949221,795.0277099609375,837.0093612670898,790.4806303031921,False,False,False,-193.38359699172997,0,47.093182474772135,False,False,WITHIN_SAFE_ETA,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_may\loop_wall_v4\2025-05-18\B3\dayahead\FROZEN_MESS_COMMANDS.json,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1\common_inputs\2025-05-18\B3\ACTUAL_MESS_AUDIT.json,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1\replays\2025-05-18\B3\ETA95_QSAFE_ACTUAL\ACTUATOR.json
2025-05-19,B2,MESS01,STA01,STA02,23,25,23.556836509898343,25,,0,578.9559402465821,481.41455078125,506.51580810546875,501.1528589085072,False,True,False,-77.80308133807495,0,23.643284378051757,False,False,WITHIN_SAFE_ETA,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_may\loop_wall_v4\2025-05-19\B2\dayahead\FROZEN_MESS_COMMANDS.json,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1\common_inputs\2025-05-19\B2\ACTUAL_MESS_AUDIT.json,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1\replays\2025-05-19\B2\ETA95_QSAFE_ACTUAL\ACTUATOR.json
2025-05-19,B2,MESS02,STA12,STA06,40,44,43.210527112132716,44,,0,2731.3656311035156,2542.5291137695312,2676.7881469726562,2889.4744009194437,True,True,True,158.1087698159281,0,43.03485070122613,False,False,ETA_DELAY_WITHOUT_CONNECTION_READY_SLOT_CROSSING,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_may\loop_wall_v4\2025-05-19\B2\dayahead\FROZEN_MESS_COMMANDS.json,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1\common_inputs\2025-05-19\B2\ACTUAL_MESS_AUDIT.json,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1\replays\2025-05-19\B2\ETA95_QSAFE_ACTUAL\ACTUATOR.json
2025-05-19,B3,MESS01,STA01,STA02,23,25,23.556836509898343,25,,0,578.9559402465821,481.41455078125,506.51580810546875,501.1528589085072,False,True,False,-77.80308133807495,0,23.643284378051757,False,False,WITHIN_SAFE_ETA,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_may\loop_wall_v4\2025-05-19\B3\dayahead\FROZEN_MESS_COMMANDS.json,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1\common_inputs\2025-05-19\B3\ACTUAL_MESS_AUDIT.json,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1\replays\2025-05-19\B3\ETA95_QSAFE_ACTUAL\ACTUATOR.json
2025-05-20,B2,MESS01,STA01,STA02,22,24,22.57834271431586,24,,0,610.0689163208009,512.5275268554688,539.2510375976562,520.5084428842721,False,True,False,-89.56047343652881,0,22.677854351467555,False,False,WITHIN_SAFE_ETA,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_may\loop_wall_v4\2025-05-20\B2\dayahead\FROZEN_MESS_COMMANDS.json,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1\common_inputs\2025-05-20\B2\ACTUAL_MESS_AUDIT.json,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1\replays\2025-05-20\B2\ETA95_QSAFE_ACTUAL\ACTUATOR.json
2025-05-20,B2,MESS02,STA12,IDC05,21,25,24.000478096225137,25,,0,2687.373176574707,2589.831787109375,2724.8671875,2700.4302866026237,True,True,False,13.057110027916679,0,23.985970196194117,True,False,ETA_DELAY_WITHOUT_CONNECTION_READY_SLOT_CROSSING,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_may\loop_wall_v4\2025-05-20\B2\dayahead\FROZEN_MESS_COMMANDS.json,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1\common_inputs\2025-05-20\B2\ACTUAL_MESS_AUDIT.json,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1\replays\2025-05-20\B2\ETA95_QSAFE_ACTUAL\ACTUATOR.json
2025-05-20,B3,MESS01,STA01,STA02,23,25,23.611334594641505,25,,0,610.6275100708009,513.0861206054688,539.8387451171875,550.2011351773563,False,True,True,-60.42637489344463,0,23.67847501118978,False,False,WITHIN_SAFE_ETA,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_may\loop_wall_v4\2025-05-20\B3\dayahead\FROZEN_MESS_COMMANDS.json,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1\common_inputs\2025-05-20\B3\ACTUAL_MESS_AUDIT.json,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1\replays\2025-05-20\B3\ETA95_QSAFE_ACTUAL\ACTUATOR.json
2025-05-21,B2,MESS01,STA01,STA02,23,25,23.610055456799728,25,,0,632.0716629028321,534.5302734375,562.4010009765625,549.0499111197563,False,True,False,-83.02175178307584,0,23.702301847669812,False,False,WITHIN_SAFE_ETA,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_may\loop_wall_v4\2025-05-21\B2\dayahead\FROZEN_MESS_COMMANDS.json,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1\common_inputs\2025-05-21\B2\ACTUAL_MESS_AUDIT.json,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1\replays\2025-05-21\B2\ETA95_QSAFE_ACTUAL\ACTUATOR.json
2025-05-21,B3,MESS01,STA01,STA02,23,25,23.610055456799728,25,,0,632.0716629028321,534.5302734375,562.4010009765625,549.0499111197563,False,True,False,-83.02175178307584,0,23.702301847669812,False,False,WITHIN_SAFE_ETA,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_may\loop_wall_v4\2025-05-21\B3\dayahead\FROZEN_MESS_COMMANDS.json,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1\common_inputs\2025-05-21\B3\ACTUAL_MESS_AUDIT.json,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1\replays\2025-05-21\B3\ETA95_QSAFE_ACTUAL\ACTUATOR.json
2025-05-22,B2,MESS01,STA01,STA02,23,25,23.59710659995787,25,,0,622.4308547973634,524.8894653320312,552.2575073242188,537.3959399620815,False,True,False,-85.03491483528194,0,23.691589838663738,False,False,WITHIN_SAFE_ETA,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_may\loop_wall_v4\2025-05-22\B2\dayahead\FROZEN_MESS_COMMANDS.json,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1\common_inputs\2025-05-22\B2\ACTUAL_MESS_AUDIT.json,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1\replays\2025-05-22\B2\ETA95_QSAFE_ACTUAL\ACTUATOR.json
2025-05-22,B2,MESS02,STA12,STA05,46,50,48.393779361277794,50,,0,2298.3871154785156,2109.5505981445312,2220.9461059570312,2154.4014251500166,False,True,False,-143.985690328499,0,48.553763461642795,False,False,WITHIN_SAFE_ETA,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_may\loop_wall_v4\2025-05-22\B2\dayahead\FROZEN_MESS_COMMANDS.json,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1\common_inputs\2025-05-22\B2\ACTUAL_MESS_AUDIT.json,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1\replays\2025-05-22\B2\ETA95_QSAFE_ACTUAL\ACTUATOR.json
2025-05-22,B3,MESS01,STA01,STA02,23,25,23.59710659995787,25,,0,622.4308547973634,524.8894653320312,552.2575073242188,537.3959399620815,False,True,False,-85.03491483528194,0,23.691589838663738,False,False,WITHIN_SAFE_ETA,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_may\loop_wall_v4\2025-05-22\B3\dayahead\FROZEN_MESS_COMMANDS.json,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1\common_inputs\2025-05-22\B3\ACTUAL_MESS_AUDIT.json,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1\replays\2025-05-22\B3\ETA95_QSAFE_ACTUAL\ACTUATOR.json
2025-05-22,B3,MESS02,STA12,IDC05,9,13,11.545746355329143,13,,0,2244.676399230957,2147.135009765625,2259.0878524780273,2291.171719796228,True,True,True,46.49532056527096,0,11.494084888034397,False,False,ETA_DELAY_WITHOUT_CONNECTION_READY_SLOT_CROSSING,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_may\loop_wall_v4\2025-05-22\B3\dayahead\FROZEN_MESS_COMMANDS.json,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1\common_inputs\2025-05-22\B3\ACTUAL_MESS_AUDIT.json,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1\replays\2025-05-22\B3\ETA95_QSAFE_ACTUAL\ACTUATOR.json
2025-05-23,B2,MESS01,STA01,STA02,23,25,23.595709675121274,25,,0,612.8041458129884,515.2627563476562,542.12890625,536.1387076091451,False,True,False,-76.66543820384334,0,23.680893495347764,False,False,WITHIN_SAFE_ETA,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_may\loop_wall_v4\2025-05-23\B2\dayahead\FROZEN_MESS_COMMANDS.json,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1\common_inputs\2025-05-23\B2\ACTUAL_MESS_AUDIT.json,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1\replays\2025-05-23\B2\ETA95_QSAFE_ACTUAL\ACTUATOR.json
