day,policy,Actual_disposition,resolved_namespace,authoritative_replay,final_DA_trajectory_SHA,moves,eta_late_safe,eta_late_q50,eta_late_q90,ready_slot_late,collisions,binding_status
2025-05-16,B1,REUSED,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1\replays\2025-05-16\B1,919ef1319c0868b07b0fbd5dfce7617121b9346a41935b2fb70cb10c20714fbd,0,0,0,0,0,0,PASS
2025-05-16,B2,REUSED,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1\replays\2025-05-16\B2,f794cf75db9c40038454ba31ea070c0933b3777cacd4a1f36193e820077f5db2,2,0,0,0,0,0,PASS
2025-05-16,B3,REUSED,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1\replays\2025-05-16\B3,36ac0bcedcaa570b7fbbb7613ff20b43aabe9f92d9e659472e5ecf7681de8a68,1,0,0,0,0,0,PASS
2025-05-17,B0,REUSED,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1\replays\2025-05-17\B0,919ef1319c0868b07b0fbd5dfce7617121b9346a41935b2fb70cb10c20714fbd,0,0,0,0,0,0,PASS
2025-05-17,B1,REUSED,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1\replays\2025-05-17\B1,919ef1319c0868b07b0fbd5dfce7617121b9346a41935b2fb70cb10c20714fbd,0,0,0,0,0,0,PASS
2025-05-17,B2,REUSED,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1\replays\2025-05-17\B2,ff1e91086b39bfa84c311cdae1c85fcf0ebefd455a31f339cbe41d7a02cedf6a,1,0,0,0,0,0,PASS
2025-05-17,B3,REUSED,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1\replays\2025-05-17\B3,19abcfededd8fc4a059d6b844909e4e2a73e4c3e39079a198ebc83ded3751b13,1,0,0,0,0,0,PASS
2025-05-18,B0,REUSED,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1\replays\2025-05-18\B0,919ef1319c0868b07b0fbd5dfce7617121b9346a41935b2fb70cb10c20714fbd,0,0,0,0,0,0,PASS
2025-05-18,B1,REUSED,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1\replays\2025-05-18\B1,919ef1319c0868b07b0fbd5dfce7617121b9346a41935b2fb70cb10c20714fbd,0,0,0,0,0,0,PASS
2025-05-18,B2,REUSED,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1\replays\2025-05-18\B2,6078932f6d6a3d958f547cb834d59af84afdec1bd2c50ac8759a251f29136d73,2,0,0,0,0,0,PASS
2025-05-18,B3,REUSED,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1\replays\2025-05-18\B3,45c4617da8a134f0f53cf22b6d46aca76ce502e2f961ae9e588eb186aafd6dbc,2,0,0,0,0,0,PASS
2025-05-19,B0,REUSED,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1\replays\2025-05-19\B0,919ef1319c0868b07b0fbd5dfce7617121b9346a41935b2fb70cb10c20714fbd,0,0,0,0,0,0,PASS
2025-05-19,B1,REUSED,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1\replays\2025-05-19\B1,919ef1319c0868b07b0fbd5dfce7617121b9346a41935b2fb70cb10c20714fbd,0,0,0,0,0,0,PASS
2025-05-19,B2,REUSED,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1\replays\2025-05-19\B2,450ea41f3a1f803615a737509476cf476ea32b681a94afa57769eb97c86b85aa,2,1,2,1,0,0,PASS
2025-05-19,B3,REUSED,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1\replays\2025-05-19\B3,d5d7a7b2e90d6933adf8edd865fa6d9c34dac6ab56510887d509645af4bfb1bc,1,0,1,0,0,0,PASS
2025-05-20,B0,REUSED,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1\replays\2025-05-20\B0,919ef1319c0868b07b0fbd5dfce7617121b9346a41935b2fb70cb10c20714fbd,0,0,0,0,0,0,PASS
2025-05-20,B1,REUSED,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1\replays\2025-05-20\B1,919ef1319c0868b07b0fbd5dfce7617121b9346a41935b2fb70cb10c20714fbd,0,0,0,0,0,0,PASS
2025-05-20,B2,REUSED,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1\replays\2025-05-20\B2,4ce637d00c9509089d9f8db7bd0180821aa176a5490a2649ed8a70e71a465819,2,1,2,0,0,0,PASS
2025-05-20,B3,REUSED,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1\replays\2025-05-20\B3,f5032c6c49d6d9bb76d1f63df7cc47c0b6075d5b545772e0ccb586722324a8eb,1,0,1,1,0,0,PASS
2025-05-21,B0,REUSED,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1\replays\2025-05-21\B0,919ef1319c0868b07b0fbd5dfce7617121b9346a41935b2fb70cb10c20714fbd,0,0,0,0,0,0,PASS
2025-05-21,B1,REUSED,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1\replays\2025-05-21\B1,919ef1319c0868b07b0fbd5dfce7617121b9346a41935b2fb70cb10c20714fbd,0,0,0,0,0,0,PASS
2025-05-21,B2,REUSED,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1\replays\2025-05-21\B2,f6d9fdf8fe68b8d0e954ede356683c7272418519c5eee12e0ed2e2496ef7f025,1,0,1,0,0,0,PASS
2025-05-21,B3,REUSED,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1\replays\2025-05-21\B3,90ef978a9178101bb19e917fa811ba12a3edf5fa64bdd24f3892b8d859c3e257,1,0,1,0,0,0,PASS
2025-05-22,B0,REUSED,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1\replays\2025-05-22\B0,919ef1319c0868b07b0fbd5dfce7617121b9346a41935b2fb70cb10c20714fbd,0,0,0,0,0,0,PASS
2025-05-22,B1,REUSED,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1\replays\2025-05-22\B1,919ef1319c0868b07b0fbd5dfce7617121b9346a41935b2fb70cb10c20714fbd,0,0,0,0,0,0,PASS
2025-05-22,B2,REUSED,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1\replays\2025-05-22\B2,487dc5a18b05486d63ec81ee46acbea73cc77c847d26707b7d24529c0a87e30f,2,0,2,0,0,0,PASS
2025-05-22,B3,REUSED,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1\replays\2025-05-22\B3,30e45d1ab45973e27435f58c342fcc44a6cba7f8e0ae7857a63894a27c80a90f,2,1,2,1,0,0,PASS
2025-05-23,B0,REUSED,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1\replays\2025-05-23\B0,919ef1319c0868b07b0fbd5dfce7617121b9346a41935b2fb70cb10c20714fbd,0,0,0,0,0,0,PASS
2025-05-23,B1,REUSED,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1\replays\2025-05-23\B1,919ef1319c0868b07b0fbd5dfce7617121b9346a41935b2fb70cb10c20714fbd,0,0,0,0,0,0,PASS
2025-05-23,B2,REUSED,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1\replays\2025-05-23\B2,f70ee4b8c0d560d62efef816b8c36afb5209631b013e5b41c185ab23aea9d197,2,0,2,0,0,0,PASS
2025-05-23,B3,REUSED,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1\replays\2025-05-23\B3,7a2d5f5bcf150611055ea2661ef2f7a1252daaa0e6d63119df71b150ef9ef693,2,0,2,0,0,0,PASS
2025-05-24,B0,REUSED,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1\replays\2025-05-24\B0,919ef1319c0868b07b0fbd5dfce7617121b9346a41935b2fb70cb10c20714fbd,0,0,0,0,0,0,PASS
2025-05-24,B1,REUSED,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1\replays\2025-05-24\B1,919ef1319c0868b07b0fbd5dfce7617121b9346a41935b2fb70cb10c20714fbd,0,0,0,0,0,0,PASS
2025-05-24,B2,REUSED,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1\replays\2025-05-24\B2,075fe1564139c85963510704a136870d7965a964ef8dad8ea59b8a0e93e961ea,3,0,0,0,0,0,PASS
2025-05-24,B3,REUSED,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1\replays\2025-05-24\B3,172a0e2779b08834131b9f88210e44090c7b004e2dd87a298c10fdfb41897a64,2,0,1,0,0,0,PASS
2025-05-25,B0,REUSED,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1\replays\2025-05-25\B0,919ef1319c0868b07b0fbd5dfce7617121b9346a41935b2fb70cb10c20714fbd,0,0,0,0,0,0,PASS
2025-05-25,B1,REUSED,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1\replays\2025-05-25\B1,919ef1319c0868b07b0fbd5dfce7617121b9346a41935b2fb70cb10c20714fbd,0,0,0,0,0,0,PASS
2025-05-25,B2,REUSED,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1\replays\2025-05-25\B2,27e0d04246ddeb03ebc97f04b211679cdceb2c4c1841851bdfa7ccf2fbdd4965,2,0,0,0,0,0,PASS
2025-05-25,B3,REUSED,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1\replays\2025-05-25\B3,b5df32df966581a41062fa47fc84928085a160d820d69af9b34444e2d6cc9bc2,2,0,0,0,0,0,PASS
2025-05-26,B0,REUSED,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1\replays\2025-05-26\B0,919ef1319c0868b07b0fbd5dfce7617121b9346a41935b2fb70cb10c20714fbd,0,0,0,0,0,0,PASS
2025-05-26,B1,REUSED,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1\replays\2025-05-26\B1,919ef1319c0868b07b0fbd5dfce7617121b9346a41935b2fb70cb10c20714fbd,0,0,0,0,0,0,PASS
2025-05-26,B2,REUSED,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1\replays\2025-05-26\B2,5f4ecf0b88347c4f0e7ffaf03db95adad16778e3d26bc0e125d33269ba151db8,2,0,1,1,0,0,PASS
2025-05-26,B3,REUSED,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1\replays\2025-05-26\B3,df1c14e3e8386c632414fe7f8ef8f6333b0745963cd1bb1dabf56e93ba5dfc35,2,0,1,1,0,0,PASS
2025-05-27,B0,REUSED,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1\replays\2025-05-27\B0,919ef1319c0868b07b0fbd5dfce7617121b9346a41935b2fb70cb10c20714fbd,0,0,0,0,0,0,PASS
2025-05-27,B1,REUSED,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1\replays\2025-05-27\B1,919ef1319c0868b07b0fbd5dfce7617121b9346a41935b2fb70cb10c20714fbd,0,0,0,0,0,0,PASS
2025-05-27,B2,REUSED,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1\replays\2025-05-27\B2,2e8660b2348a4a2e4665e05d4c70d93fb952e5bd13dff53efc3081e3dcce539e,2,0,0,0,0,0,PASS
2025-05-27,B3,REUSED,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1\replays\2025-05-27\B3,062e377304733d5403bb20accfec136fca3c658d40090639ad723e8b8fb101c9,2,0,0,0,0,0,PASS
2025-05-28,B0,REUSED,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1\replays\2025-05-28\B0,919ef1319c0868b07b0fbd5dfce7617121b9346a41935b2fb70cb10c20714fbd,0,0,0,0,0,0,PASS
2025-05-28,B1,REUSED,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1\replays\2025-05-28\B1,919ef1319c0868b07b0fbd5dfce7617121b9346a41935b2fb70cb10c20714fbd,0,0,0,0,0,0,PASS
2025-05-28,B2,REUSED,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1\replays\2025-05-28\B2,c21dfa76afb29f51cb56897de77f68d8bdbe291e7dd241d06b8ba2da6d9fe44b,1,0,1,0,0,0,PASS
2025-05-28,B3,REUSED,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1\replays\2025-05-28\B3,8f6bb52dddbc8d63d79fa9b5281281378a3d4347271116b4bb5810ca554792c8,2,0,1,0,0,0,PASS
2025-05-29,B0,REUSED,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1\replays\2025-05-29\B0,919ef1319c0868b07b0fbd5dfce7617121b9346a41935b2fb70cb10c20714fbd,0,0,0,0,0,0,PASS
2025-05-29,B1,REUSED,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1\replays\2025-05-29\B1,919ef1319c0868b07b0fbd5dfce7617121b9346a41935b2fb70cb10c20714fbd,0,0,0,0,0,0,PASS
2025-05-29,B2,REUSED,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1\replays\2025-05-29\B2,bd3218d25d93867cfc482101b0918b287236ba24274a18eaab098439f2755872,2,0,0,0,0,0,PASS
2025-05-29,B3,REUSED,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1\replays\2025-05-29\B3,b7c4152ebad60358a9d6d923f7baacfb1281ec0b2056ce0b782a175341ef9027,2,0,2,0,0,0,PASS
2025-05-30,B0,REUSED,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1\replays\2025-05-30\B0,919ef1319c0868b07b0fbd5dfce7617121b9346a41935b2fb70cb10c20714fbd,0,0,0,0,0,0,PASS
2025-05-30,B1,REUSED,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1\replays\2025-05-30\B1,919ef1319c0868b07b0fbd5dfce7617121b9346a41935b2fb70cb10c20714fbd,0,0,0,0,0,0,PASS
2025-05-30,B2,REUSED,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1\replays\2025-05-30\B2,911b07c2ee3516c454fb56fa5d55960e38f224c68b5f5e914ed3d502f0bf1476,1,0,0,0,0,0,PASS
2025-05-30,B3,REUSED,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1\replays\2025-05-30\B3,d41eef005112bca448af1fa2eb960c897179e5473edf3565cdb980c914238b10,1,0,1,0,0,0,PASS
2025-05-31,B0,REUSED,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1\replays\2025-05-31\B0,919ef1319c0868b07b0fbd5dfce7617121b9346a41935b2fb70cb10c20714fbd,0,0,0,0,0,0,PASS
2025-05-31,B1,REUSED,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1\replays\2025-05-31\B1,919ef1319c0868b07b0fbd5dfce7617121b9346a41935b2fb70cb10c20714fbd,0,0,0,0,0,0,PASS
