element_id,from_bus,to_bus,x_from,y_from,x_to,y_to,B0_daily_max_loading,B0_daily_max_slot,B0_daily_max_timestamp,B0_daily_max_phase,B0_daily_max_terminal,B3_daily_max_loading,B3_daily_max_slot,B3_daily_max_timestamp,B3_daily_max_phase,B3_daily_max_terminal,B0_minus_B3_daily_max,relative_reduction_pct_if_defined
Line.ln6505940-2,m1047786,l3048207,,,,,0.023478153303242308,73,2025-05-01T18:15,2,t2,0.023580494454989512,73,2025-05-01T18:15,2,t2,-0.00010234115174720393,-0.4358994952685258
Line.ln6139649-1,l3160868,l3082988,,,,,0.0046229528803331844,73,2025-05-01T18:15,2,t2,0.004567551360943861,73,2025-05-01T18:15,2,t2,5.540151938932328e-05,1.198401126366886
Line.ln5982822-1,m1125957,l2936211,,,,,0.0022055401760702987,73,2025-05-01T18:15,3,t2,0.002224752665880676,73,2025-05-01T18:15,3,t2,-1.9212489810377376e-05,-0.871101330133512
Line.ln81354564-11,n1140525,l3645809,,,,,0.026879493902643162,73,2025-05-01T18:15,3,t2,0.02674536359120851,74,2025-05-01T18:30,3,t2,0.00013413031143465204,0.4990060896253054
Line.ln5807087-1,p829962,m1142835,,,,,0.006636542087847178,73,2025-05-01T18:15,3,t2,0.006658434518444176,73,2025-05-01T18:15,3,t2,-2.189243059699808e-05,-0.3298770701249293
Line.ln5517002-3,l3125349,n1138604,,,,,0.05420835709118545,73,2025-05-01T18:15,3,t2,0.09029020918504964,84,2025-05-01T21:00,3,t2,-0.03608185209386419,-66.56141973306784
Line.a8735_48332_sw,d5710794-3_int,e192860,,,,,0.7804818727821747,73,2025-05-01T18:15,1,t2,0.8008280546752299,74,2025-05-01T18:30,1,t1,-0.02034618189305515,-2.6068743685906948
Line.ln5710794-3,hvmv_sub_48332,d5710794-3_int,,,,,0.7804818724540147,73,2025-05-01T18:15,1,t2,0.8008280546765183,74,2025-05-01T18:30,1,t2,-0.020346182222503617,-2.6068744118976825
Line.ln6388581-1,l3254216,m1047401,,,,,0.003432745854929047,73,2025-05-01T18:15,1,t2,0.003413699356194266,73,2025-05-01T18:15,1,t2,1.9046498734780898e-05,0.5548473303793292
Line.ln5499793-1,l3157167,l2785511,,,,,0.0016024766710044077,73,2025-05-01T18:15,1,t2,0.0015929804035316195,73,2025-05-01T18:15,1,t2,9.496267472788172e-06,0.5925994209223687
Line.ln5653472-1,l2897784,m1026496,,,,,0.007046265488398151,73,2025-05-01T18:15,2,t2,0.007084465199785334,73,2025-05-01T18:15,2,t2,-3.8199711387182714e-05,-0.5421270522673248
Line.ln6288693-1,p859135,m1047702,,,,,0.004172757829541098,73,2025-05-01T18:15,1,t2,0.004159606933811937,73,2025-05-01T18:15,1,t2,1.315089572916095e-05,0.31516077055943664
Line.ln6199518-1,m1027002,l2673313,,,,,0.029173518191880674,73,2025-05-01T18:15,1,t2,0.029130292065268203,73,2025-05-01T18:15,1,t2,4.322612661247088e-05,0.14816905636187963
Line.ln5738651-1,m1047725,m1047728,,,,,0.0017629171379728063,73,2025-05-01T18:15,2,t2,0.0017703052597080316,73,2025-05-01T18:15,2,t2,-7.388121735225298e-06,-0.41908502538701076
Line.ln5804836-1,m1047300,m1047299,,,,,0.05408598443874484,73,2025-05-01T18:15,2,t2,0.054389131190431574,73,2025-05-01T18:15,2,t2,-0.0003031467516867309,-0.5604904021485643
Line.ln5926320-1,m1069590,l3122835,,,,,0.0010547388200445702,73,2025-05-01T18:15,2,t2,0.0010490448510033007,73,2025-05-01T18:15,2,t2,5.6939690412695105e-06,0.5398463518228048
Line.ln6121686-1,l3234185,l3065750,,,,,0.0017834749565091587,73,2025-05-01T18:15,2,t2,0.0017912330105846303,73,2025-05-01T18:15,2,t2,-7.758054075471602e-06,-0.4349965244623698
Line.ln5532790-1,l2991943,m1047319,,,,,0.005508106142060904,73,2025-05-01T18:15,3,t2,0.005460720116011655,73,2025-05-01T18:15,3,t2,4.738602604924952e-05,0.8602961676319411
Line.ln6258470-1,m1026826,l2952013,,,,,0.0006449042670366446,73,2025-05-01T18:15,1,t2,0.0006435217459706313,73,2025-05-01T18:15,1,t2,1.3825210660133296e-06,0.21437616971679493
Line.ln6411407-1,m1026701,m1026697,,,,,0.015284113669799659,73,2025-05-01T18:15,1,t2,0.03194614633476499,64,2025-05-01T16:00,1,t2,-0.01666203266496533,-109.015367360741
Line.ln5636753-1,m1069730,l3159037,,,,,0.008042264637482286,73,2025-05-01T18:15,2,t2,0.008077485001257554,73,2025-05-01T18:15,2,t2,-3.522036377526759e-05,-0.43794087067363263
Line.ln6321412-1,m1142835,m1142833,,,,,0.004786627406484333,73,2025-05-01T18:15,3,t2,0.004802378950061658,73,2025-05-01T18:15,3,t2,-1.5751543577325125e-05,-0.329073943712161
Line.ln5833652-1,m1009726,m1009724,,,,,0.01970454135751644,73,2025-05-01T18:15,1,t2,0.01978450237784817,73,2025-05-01T18:15,1,t2,-7.996102033172928e-05,-0.40579995687759346
Line.ln5803262-1,p901913,l3157708,,,,,0.0018356489986322579,73,2025-05-01T18:15,3,t2,0.0018235973482647965,74,2025-05-01T18:30,3,t2,1.2051650367461393e-05,0.6565334863277826
Line.ln6438273-3,n1140823,l2851933,,,,,0.0074836697461241625,73,2025-05-01T18:15,1,t2,0.007442770863632355,73,2025-05-01T18:15,1,t2,4.089888249180721e-05,0.5465083826419384
Line.ln6229827-1,m1027066,l2841645,,,,,0.0037053032673574006,73,2025-05-01T18:15,3,t2,0.0036886856948775745,74,2025-05-01T18:30,3,t2,1.661757247982615e-05,0.44848076610143983
Line.ln5651995-1,m1125959,m1125974,,,,,0.0036829449927066786,73,2025-05-01T18:15,3,t2,0.0037164176152544403,73,2025-05-01T18:15,3,t2,-3.347262254776171e-05,-0.9088548054355253
Line.ln5804793-1,m1069192,m1069191,,,,,0.018102365486807992,73,2025-05-01T18:15,1,t2,0.01810881587238948,73,2025-05-01T18:15,1,t2,-6.450385581488471e-06,-0.03563283254991817
Line.ln5894220-2,m1108259,m1108258,,,,,0.002767961882570657,73,2025-05-01T18:15,2,t2,0.0027825290688639095,73,2025-05-01T18:15,2,t2,-1.4567186293252578e-05,-0.5262784283620179
Line.ln6413711-1,p829976,l2955078,,,,,0.0016267632151533104,73,2025-05-01T18:15,1,t2,0.0016180813260412309,73,2025-05-01T18:15,1,t2,8.6818891120795e-06,0.5336910148451627
Line.ln5837361-8,n1147867,d5837361-8_int,,,,,2.5772989131690525e-07,49,2025-05-01T12:15,3,t1,2.576720890036969e-07,53,2025-05-01T13:15,3,t1,5.7802313208361556e-11,0.02242747743112486
Line.ln6506316-3,l2991901,m3037537,,,,,0.0031925427641548063,73,2025-05-01T18:15,2,t2,0.003218844581066225,73,2025-05-01T18:15,2,t2,-2.630181691141856e-05,-0.8238516710482249
Line.ln5652982-1,m1026792,l2821010,,,,,0.005003834576426892,73,2025-05-01T18:15,1,t2,0.004993027562921044,73,2025-05-01T18:15,1,t2,1.080701350584818e-05,0.21597463586746282
Line.ln5624288-1,m1125968,m1125976,,,,,0.556173598329171,73,2025-05-01T18:15,1,t2,0.5645669816397318,74,2025-05-01T18:30,1,t2,-0.008393383310560831,-1.5091301233600112
Line.ln6048641-1,m1108276,l2786273,,,,,0.005042229765407761,73,2025-05-01T18:15,2,t2,0.005068837599319821,73,2025-05-01T18:15,2,t2,-2.6607833912059738e-05,-0.5276997509039135
Line.ln5686078-3,n1142112,p827496,,,,,0.002766377425167252,73,2025-05-01T18:15,2,t2,0.0027809535585230625,73,2025-05-01T18:15,2,t2,-1.4576133355810421e-05,-0.526903278750157
Line.ln8939784-1,221-240988,l3141411,,,,,0.01031118273967351,73,2025-05-01T18:15,3,t2,0.010233847457065135,74,2025-05-01T18:30,3,t2,7.73352826083755e-05,0.750013694460275
Line.ln5989326-1,m1142871,p829956,,,,,0.00073446207411715,73,2025-05-01T18:15,3,t2,0.0007387141664026548,73,2025-05-01T18:15,3,t2,-4.252092285504812e-06,-0.5789396669141809
Line.ln5898057-1,m1069468,p827506,,,,,0.0025785527081064667,73,2025-05-01T18:15,1,t2,0.002557548567315119,73,2025-05-01T18:15,1,t2,2.100414079134758e-05,0.8145709306354164
Line.l5437_48332_sw,d5535139-1_int,e183473,,,,,0.5116908092515231,73,2025-05-01T18:15,1,t2,0.5217669322291568,74,2025-05-01T18:30,1,t1,-0.010076122977633717,-1.9691819347649782
Line.ln5535139-1,m1125997,d5535139-1_int,,,,,0.511690808985033,73,2025-05-01T18:15,1,t2,0.5217669391555909,74,2025-05-01T18:30,1,t1,-0.010076130170557862,-1.9691833415074276
Line.ln5653463-1,m1047518,l2973160,,,,,0.0010457633095430074,73,2025-05-01T18:15,2,t2,0.001049954130391032,73,2025-05-01T18:15,2,t2,-4.190820848024588e-06,-0.4007427693993158
Line.ln6137084-3,m1027080,n1134471,,,,,4.223513470186493e-06,41,2025-05-01T10:15,1,t1,4.241558222916311e-06,1,2025-05-01T00:15,1,t1,-1.80447527298182e-08,-0.42724506165766807
Line.ln5472343-1,m1009838,l2801896,,,,,0.012402324657539808,73,2025-05-01T18:15,2,t2,0.012504217687316091,73,2025-05-01T18:15,2,t2,-0.0001018930297762826,-0.8215639615137655
Line.ln5712477-2,p827520,n1139545,,,,,0.0191944975778479,73,2025-05-01T18:15,3,t2,0.019032875675106052,73,2025-05-01T18:15,3,t2,0.00016162190274184723,0.8420220539055568
Line.ln5501004-1,m1009784,m1009770,,,,,0.035944028613578385,73,2025-05-01T18:15,1,t2,0.11178532097507896,74,2025-05-01T18:30,1,t1,-0.07584129236150057,-210.99830844461994
Line.ln5744357-1,m1069224,m1069218,,,,,0.006787255183769718,73,2025-05-01T18:15,3,t2,0.006729780417082289,73,2025-05-01T18:15,3,t2,5.747476668742889e-05,0.8468042696385957
Line.ln6350544-3,n1136669,l3103822,,,,,0.16676408441398793,73,2025-05-01T18:15,1,t2,0.23087939917455177,74,2025-05-01T18:30,1,t2,-0.06411531476056384,-38.44671650125759
Line.ln6900590-2,m3768670,p1123251,,,,,0.019498063488390473,73,2025-05-01T18:15,1,t2,0.019444194611014293,73,2025-05-01T18:15,1,t2,5.386887737618071e-05,0.2762780899152128
Line.ln6201696-2,p827512,n1136994,,,,,0.002758618270900173,73,2025-05-01T18:15,3,t2,0.0027449784157247124,74,2025-05-01T18:30,3,t2,1.363985517546058e-05,0.494445183639334
Line.ln5926324-1,l2729428,m1026648,,,,,0.02462121724895607,73,2025-05-01T18:15,1,t2,0.0244855725402222,73,2025-05-01T18:15,1,t2,0.00013564470873386747,0.5509260868880022
Line.ln5532749-2,m1026926,n1138000,,,,,0.0016244164693424126,73,2025-05-01T18:15,1,t2,0.0016219734568012278,73,2025-05-01T18:15,1,t2,2.443012541184864e-06,0.1503932388825035
Line.ln8940663-1,221-242079,l3011293,,,,,0.007783126475464873,73,2025-05-01T18:15,3,t2,0.007758359606580384,73,2025-05-01T18:15,3,t2,2.4766868884488515e-05,0.31821234002251303
Line.ln5773980-1,m1026777,l3233353,,,,,0.0009680201643308873,73,2025-05-01T18:15,1,t2,0.0009659378381838131,73,2025-05-01T18:15,1,t2,2.08232614707423e-06,0.21511185652972126
Line.ln6350545-1,l3029506,m1047518,,,,,0.0010447255478383962,73,2025-05-01T18:15,2,t2,0.0010489211196012872,73,2025-05-01T18:15,2,t2,-4.195571762890963e-06,-0.4015955933663026
Line.ln5653454-1,m1069398,l3010559,,,,,0.0009695594797133666,73,2025-05-01T18:15,1,t2,0.0009602958061792832,71,2025-05-01T17:45,1,t2,9.263673534083455e-06,0.9554518034130407
Line.ln5623401-1,m1069213,l3178977,,,,,0.003294488431330251,73,2025-05-01T18:15,3,t2,0.0032667129459297583,73,2025-05-01T18:15,3,t2,2.7775485400492652e-05,0.8430894804896142
Line.ln5863718-1,m1108534,p901934,,,,,0.0009562060840786047,73,2025-05-01T18:15,1,t2,0.0009509230508670986,73,2025-05-01T18:15,1,t2,5.283033211506052e-06,0.5524994349514891
Line.ln5712584-2,p829796,n1142107,,,,,0.01367423296659528,73,2025-05-01T18:15,3,t2,0.013566122293134794,74,2025-05-01T18:30,3,t2,0.0001081106734604851,0.7906159981666845
Line.ln5924702-1,m1069532,l2691965,,,,,0.000349781596772987,73,2025-05-01T18:15,2,t2,0.00034792006261370474,73,2025-05-01T18:15,2,t2,1.8615341592822642e-06,0.5321989997348046
Line.ln6047596-1,l2785538,l2897793,,,,,0.006615619954928955,73,2025-05-01T18:15,1,t2,0.006560598347768098,73,2025-05-01T18:15,1,t2,5.50216071608569e-05,0.8316923816015633
Line.ln5744370-3,n1139259,l2710543,,,,,0.001850659012851717,73,2025-05-01T18:15,3,t2,0.0018315405650090192,74,2025-05-01T18:30,3,t2,1.9118447842697865e-05,1.0330616126434804
Line.ln5861005-3,q1301,l3160872,,,,,0.5641820495770721,73,2025-05-01T18:15,1,t2,0.5723377194276167,74,2025-05-01T18:30,1,t2,-0.008155669850544611,-1.4455741469723022
Line.ln5776665-1,m1047763,p827509,,,,,0.03840949408098052,73,2025-05-01T18:15,2,t2,0.03857671397686199,73,2025-05-01T18:15,2,t2,-0.0001672198958814694,-0.43536083950731536
Line.ln5928546-1,m1047793,p827555,,,,,0.0038970651631032643,73,2025-05-01T18:15,2,t2,0.0039139959060878315,73,2025-05-01T18:15,2,t2,-1.693074298456717e-05,-0.43444854720071147
Line.ln6229797-1,l2973154,l2879069,,,,,0.002255778012238238,73,2025-05-01T18:15,1,t2,0.002249043768176133,73,2025-05-01T18:15,1,t2,6.734244062105155e-06,0.29853310146521345
Line.ln5714915-1,l2955006,l2692600,,,,,0.001822666889341854,73,2025-05-01T18:15,3,t2,0.001808299127694629,74,2025-05-01T18:30,3,t2,1.4367761647225046e-05,0.7882823642236182
Line.ln6411385-1,l3029505,l2673318,,,,,0.0018246402918185457,73,2025-05-01T18:15,3,t2,0.001816107241538385,74,2025-05-01T18:30,3,t2,8.533050280160699e-06,0.4676565741983123
Line.ln5623406-1,m1026682,l3066816,,,,,0.004231037079164224,73,2025-05-01T18:15,1,t2,0.004207674050267393,73,2025-05-01T18:15,1,t2,2.3363028896830444e-05,0.5521820882138299
Line.ln5683822-1,m1047424,l2691949,,,,,0.0017778958553363229,73,2025-05-01T18:15,2,t2,0.0017712836523854287,73,2025-05-01T18:15,2,t2,6.612202950894179e-06,0.37191171412249874
Line.ln6327237-2,m1026699,m1026704,,,,,0.008030245114054278,73,2025-05-01T18:15,2,t2,0.008000074612973756,73,2025-05-01T18:15,2,t2,3.0170501080522064e-05,0.3757108363693484
Line.ln6077785-1,l2860493,l3085403,,,,,0.0016327049703051535,73,2025-05-01T18:15,1,t2,0.001623736069876633,73,2025-05-01T18:15,1,t2,8.968900428520414e-06,0.5493276857510957
Line.ln5803262-8,n1137991,m4113345,,,,,0.0007348129327648885,73,2025-05-01T18:15,3,t2,0.0007299793182172007,74,2025-05-01T18:30,3,t2,4.833614547687789e-06,0.6578020516732465
Line.ln5714080-1,l3235255,m1047316,,,,,0.058327070659735525,73,2025-05-01T18:15,2,t2,0.05865364359455187,73,2025-05-01T18:15,2,t2,-0.00032657293481634653,-0.5598994276971072
Line.ln5526906-2,m1026886,l3120484,,,,,0.11369862821960418,73,2025-05-01T18:15,2,t2,0.1812908103075894,74,2025-05-01T18:30,2,t1,-0.06759218208798522,-59.4485466943662
Line.ln6108145-1,l2879078,m1026681,,,,,0.013478509421004418,73,2025-05-01T18:15,3,t2,0.013378762412952067,74,2025-05-01T18:30,3,t2,9.974700805235118e-05,0.7400447997380858
Line.ln5591710-3,l3232902,m4122658,,,,,0.5052289720946993,73,2025-05-01T18:15,1,t2,0.515580395326207,74,2025-05-01T18:30,1,t1,-0.010351423231507728,-2.04885780571734
Line.ln6078776-1,l3123509,m1209772,,,,,2.3074552947151628e-05,95,2025-05-01T23:45,2,t1,2.3196025015954392e-05,42,2025-05-01T10:30,2,t1,-1.2147206880276396e-07,-0.5264330324447682
Line.ln5576174-4,r20703,l2859403,,,,,0.5116910830082199,73,2025-05-01T18:15,1,t2,0.5217669183090238,74,2025-05-01T18:30,1,t1,-0.010075835300803915,-1.9691246604432338
Line.ln5926301-1,m1026926,m1026927,,,,,0.035963829567551425,73,2025-05-01T18:15,1,t2,0.035909829913301064,73,2025-05-01T18:15,1,t2,5.399965425036124e-05,0.15014990032953204
Line.ln6078768-1,m1125914,l2917328,,,,,0.1990656350615513,73,2025-05-01T18:15,3,t2,0.19976024826650082,73,2025-05-01T18:15,3,t2,-0.0006946132049495124,-0.3489367739111461
Line.ln6047578-1,l2841635,l2822869,,,,,0.09998763895594333,73,2025-05-01T18:15,1,t2,0.10075069835301774,64,2025-05-01T16:00,1,t2,-0.0007630593970744115,-0.7631537308433012
Line.ln8961800-3,l2766499,m1047633,,,,,0.006652432178157881,73,2025-05-01T18:15,3,t2,0.006618789918563268,74,2025-05-01T18:30,3,t2,3.364225959461269e-05,0.5057136802547387
Line.ln5562927-1,m1047442,m1047444,,,,,0.03938644236415101,73,2025-05-01T18:15,2,t2,0.03923871910754203,73,2025-05-01T18:15,2,t2,0.0001477232566089795,0.3750611828384763
Line.ln81048107-1,m1108459,l2802480,,,,,0.031200120822636575,73,2025-05-01T18:15,2,t2,0.030602993364410004,73,2025-05-01T18:15,2,t2,0.0005971274582265707,1.9138626469463467
Line.ln6320368-1,l2691954,l3122849,,,,,0.05232033244393325,73,2025-05-01T18:15,2,t2,0.05261372335697277,73,2025-05-01T18:15,2,t2,-0.00029339091303952347,-0.5607588853796424
Line.ln5803293-1,m1142880,l2764411,,,,,0.008332279852422637,73,2025-05-01T18:15,3,t2,0.00827715013554896,73,2025-05-01T18:15,3,t2,5.512971687367772e-05,0.6616402455283421
Line.ln6138604-1,m1026907,l3085398,,,,,0.08084566113811432,73,2025-05-01T18:15,2,t2,0.15095900785974026,74,2025-05-01T18:30,2,t1,-0.07011334672162593,-86.72493456618082
Line.ln8961799-1,p828360,l2729206,,,,,0.011668197936306664,73,2025-05-01T18:15,3,t2,0.011609285637963585,74,2025-05-01T18:30,3,t2,5.8912298343078914e-05,0.504896288738537
Line.ln5957460-1,l2804957,l3048937,,,,,0.0037040048902312554,73,2025-05-01T18:15,3,t2,0.0036794740771187136,73,2025-05-01T18:15,3,t2,2.4530813112541745e-05,0.6622780973437158
Line.ln6169261-1,l2822872,m1047490,,,,,0.10330015863881363,73,2025-05-01T18:15,2,t2,0.13063314743149293,84,2025-05-01T21:00,2,t2,-0.0273329887926793,-26.4597742664156
Line.ln5836089-1,l3235946,m1126005,,,,,0.01367754538097659,73,2025-05-01T18:15,1,t2,0.013537219729324357,73,2025-05-01T18:15,1,t2,0.00014032565165223235,1.0259563960021967
Line.ln5773028-1,m1009698,l3156034,,,,,0.0048862310762903685,73,2025-05-01T18:15,1,t2,0.004906013500977604,73,2025-05-01T18:15,1,t2,-1.9782424687235338e-05,-0.4048606047967378
Line.ln6138612-1,m1047318,l3254205,,,,,0.00183476357015009,73,2025-05-01T18:15,3,t2,0.0018190827797740464,73,2025-05-01T18:15,3,t2,1.5680790376043597e-05,0.8546491019963327
Line.ln6017304-1,l3197647,m1026778,,,,,7.306176539468358e-08,41,2025-05-01T10:15,1,t1,7.311521586513235e-08,54,2025-05-01T13:30,1,t1,-5.3450470448767694e-11,-0.073157923518581
Line.ln6440004-2,m1026844,n1147861,,,,,0.0018461653660161678,73,2025-05-01T18:15,3,t2,0.001842173224223002,74,2025-05-01T18:30,3,t2,3.992141793165722e-06,0.2162396644770965
Line.ln5866308-1,l2973833,m1166373,,,,,0.7364646058423375,73,2025-05-01T18:15,1,t2,0.7527694364143953,74,2025-05-01T18:30,1,t1,-0.016304830572057782,-2.2139326781915063
Line.ln5562919-1,l2991902,m1008758,,,,,0.023816590323981895,73,2025-05-01T18:15,2,t2,0.023950778065123322,73,2025-05-01T18:15,2,t2,-0.0001341877411414269,-0.5634212929560609
Line.ln6061814-1,m1026734,l3065696,,,,,0.001636725444344957,73,2025-05-01T18:15,1,t2,0.001643404236977354,73,2025-05-01T18:15,1,t2,-6.67879263239698e-06,-0.4080582149848557
Line.ln6291152-1,l2748780,l2823544,,,,,0.00934805022671898,73,2025-05-01T18:15,1,t2,0.009251966339801031,73,2025-05-01T18:15,1,t2,9.608388691794909e-05,1.027849493612242
Line.ln5621864-1,m1125987,p901945,,,,,0.006741753434924847,73,2025-05-01T18:15,3,t2,0.006821797687280022,73,2025-05-01T18:15,3,t2,-8.004425235517542e-05,-1.187291305263639
Line.ln5712475-1,m1069417,p901910,,,,,0.002655330912822457,73,2025-05-01T18:15,2,t2,0.002646934281079489,73,2025-05-01T18:15,2,t2,8.396631742967758e-06,0.3162179034794064
Line.ln5500984-1,l3027122,m1108506,,,,,0.018019615767802016,73,2025-05-01T18:15,1,t2,0.017834500584038675,73,2025-05-01T18:15,1,t2,0.00018511518376334093,1.0272981741048566
Line.ln5472367-1,m1047318,l2841637,,,,,0.0018454908193253647,73,2025-05-01T18:15,3,t2,0.0018295261233481279,73,2025-05-01T18:15,3,t2,1.596469597723682e-05,0.8650650444889697
Line.ln5926309-3,n1139539,l2710520,,,,,0.005149444838215398,73,2025-05-01T18:15,1,t2,0.005151498780955949,73,2025-05-01T18:15,1,t2,-2.0539427405515467e-06,-0.03988668303248327
Line.ln5625547-1,m1089119,p827521,,,,,0.013316591281217809,73,2025-05-01T18:15,2,t2,0.013387077387180741,73,2025-05-01T18:15,2,t2,-7.048610596293269e-05,-0.5293104254265788
Line.ln6407748-2,l3046854,m1047453,,,,,0.029598949753470712,73,2025-05-01T18:15,2,t2,0.029487806094730326,73,2025-05-01T18:15,2,t2,0.0001111436587403862,0.3754986567635013
Line.ln6199513-1,m1047478,l2766716,,,,,0.0022146726927439915,73,2025-05-01T18:15,3,t2,0.0021953000094533663,74,2025-05-01T18:30,3,t2,1.9372683290625175e-05,0.8747425005101912
Line.ln6229795-3,m1047713,n1137003,,,,,0.00352589004341238,73,2025-05-01T18:15,1,t2,0.003514882828574066,73,2025-05-01T18:15,1,t2,1.100721483831375e-05,0.312182589439485
Line.ln5895802-1,m1069582,l2973171,,,,,0.0017528047695952104,73,2025-05-01T18:15,2,t2,0.0017433930928174037,73,2025-05-01T18:15,2,t2,9.411676777806724e-06,0.5369495189119231
Line.ln5926293-1,m1089170,l3085392,,,,,0.0011199538576203464,73,2025-05-01T18:15,3,t2,0.0011237908463719768,73,2025-05-01T18:15,3,t2,-3.836988751630384e-06,-0.34260239611863424
Line.ln5916435-1,m1026907,p875742,,,,,3.725843598269726e-06,41,2025-05-01T10:15,2,t1,3.734644711206618e-06,46,2025-05-01T11:30,2,t1,-8.801112936891744e-09,-0.23621799210731664
Line.ln6344714-1,m1010008,m1010007,,,,,0.005871695925873278,73,2025-05-01T18:15,1,t2,0.0058630288604761185,73,2025-05-01T18:15,1,t2,8.667065397159439e-06,0.1476075312239609
Line.ln6077815-4,l2973155,l3784018,,,,,0.098056847937801,73,2025-05-01T18:15,2,t2,0.0992860322045636,73,2025-05-01T18:15,2,t2,-0.0012291842667625924,-1.253542503775242
Line.ln6259993-1,m1069213,m1069217,,,,,0.020157343003024998,73,2025-05-01T18:15,3,t2,0.019986740982386286,73,2025-05-01T18:15,3,t2,0.00017060202063871183,0.8463517270758835
Line.ln5744358-1,m1026703,l2973166,,,,,0.0018583851508572017,73,2025-05-01T18:15,3,t2,0.0018448863370605832,74,2025-05-01T18:30,3,t2,1.3498813796618443e-05,0.726373313432469
Line.ln5708136-1,l3068944,m1125911,,,,,0.008903589969379419,73,2025-05-01T18:15,2,t2,0.008797137697940662,73,2025-05-01T18:15,2,t2,0.00010645227143875682,1.1956106672124363
Line.ln6350542-1,m1047550,m1047534,,,,,0.40757898754279176,73,2025-05-01T18:15,1,t2,0.4124064703511416,74,2025-05-01T18:30,1,t2,-0.004827482808349826,-1.1844287747642996
Line.ln6351517-1,l2936270,l3086078,,,,,0.005439635469444431,73,2025-05-01T18:15,1,t2,0.005424874305153194,73,2025-05-01T18:15,1,t2,1.4761164291237153e-05,0.27136311567482224
Line.ln5531255-2,m1009770,n1147857,,,,,0.021328451736028087,73,2025-05-01T18:15,1,t2,0.02141498369172041,73,2025-05-01T18:15,1,t2,-8.653195569232122e-05,-0.4057113791628446
Line.ln6298585-1,m1047593,m1047615,,,,,0.10154689804552405,73,2025-05-01T18:15,2,t2,0.10279110095862454,73,2025-05-01T18:15,2,t2,-0.001244202913100484,-1.2252495517319502
Line.ln5774474-1,m1009855,l2748139,,,,,0.0010636976535916072,73,2025-05-01T18:15,2,t2,0.0010723989423109218,73,2025-05-01T18:15,2,t2,-8.70128871931458e-06,-0.8180227426406758
Line.ln5683827-3,n1140832,l2841631,,,,,0.001868765031705235,73,2025-05-01T18:15,3,t2,0.0018550419802352144,74,2025-05-01T18:30,3,t2,1.3723051470020727e-05,0.734337984561844
Line.ln5835129-1,l2897765,m1047819,,,,,0.013880759632931892,73,2025-05-01T18:15,2,t2,0.013941345472055297,73,2025-05-01T18:15,2,t2,-6.0585839123404595e-05,-0.4364735124413912
Line.ln6506308-1,m1026726,l2916610,,,,,0.001762605045588851,73,2025-05-01T18:15,2,t2,0.0017660566783901904,73,2025-05-01T18:15,2,t2,-3.4516328013393417e-06,-0.19582565078759437
Line.ln5532751-1,l2879076,m1089122,,,,,0.04173282232811387,73,2025-05-01T18:15,3,t2,0.04138041167344772,73,2025-05-01T18:15,3,t2,0.00035241065466615207,0.8444448158703753
Line.ln6350528-1,m1009824,l2691939,,,,,0.004600357595684145,73,2025-05-01T18:15,2,t2,0.004637904685878999,73,2025-05-01T18:15,2,t2,-3.754709019485481e-05,-0.8161776430180092
Line.ln5865228-1,m1069489,l2933120,,,,,0.007411833521926022,73,2025-05-01T18:15,3,t2,0.0073442847351444665,74,2025-05-01T18:30,3,t2,6.754878678155544e-05,0.9113640583228099
Line.ln5803270-2,m1069225,n1139544,,,,,0.002931912214768673,73,2025-05-01T18:15,3,t2,0.0029071236686785107,73,2025-05-01T18:15,3,t2,2.478854609016222e-05,0.8454736797813037
Line.ln5472360-1,m1089120,m1089119,,,,,0.11763613157350336,73,2025-05-01T18:15,2,t2,0.11828464547813744,73,2025-05-01T18:15,2,t2,-0.0006485139046340793,-0.5512880234665521
Line.ln81354564-9,l3645810,m3763623,,,,,0.01015607370538645,73,2025-05-01T18:15,3,t2,0.010104678698561562,74,2025-05-01T18:30,3,t2,5.139500682488883e-05,0.5060519282922356
Line.ln6900591-20,l3649302,l3649304,,,,,0.0033811876850113835,73,2025-05-01T18:15,1,t2,0.0033718665808731116,73,2025-05-01T18:15,1,t2,9.32110413827186e-06,0.27567544326485616
Line.ln6439975-1,e182727,m1027042,,,,,0.027254036509982316,73,2025-05-01T18:15,3,t2,0.027131380130077785,74,2025-05-01T18:30,3,t2,0.0001226563799045302,0.45004849046710915
Line.ln6259981-2,l3178969,l2729401,,,,,0.0010613725796891754,73,2025-05-01T18:15,2,t2,0.0010700146067439825,73,2025-05-01T18:15,2,t2,-8.642027054807074e-06,-0.8142312341758352
Line.ln6350539-1,l3235249,l2954348,,,,,0.010639950753666083,73,2025-05-01T18:15,1,t2,0.01061418802299073,73,2025-05-01T18:15,1,t2,2.576273067535391e-05,0.2421320480875078
Line.ln5926300-1,l3066812,l2841622,,,,,0.005158260233093563,73,2025-05-01T18:15,1,t2,0.005142780040897658,73,2025-05-01T18:15,1,t2,1.5480192195905032e-05,0.30010490933725337
Line.ln6261021-1,m1209787,l2823611,,,,,0.7733464588984169,73,2025-05-01T18:15,1,t2,0.7938284639448433,74,2025-05-01T18:30,1,t2,-0.020482005046426388,-2.6484901832487484
