element_id,element_type,element_status,from_bus,to_bus,phases_available,rating_A,x_from,y_from,x_to,y_to,num_phases,is_switch,is_disabled
Line.ln6318740-2,LINE,ACTIVE,p895409,n1137998,3,400.0,,,,,1,,False
Line.ln6380803-1,LINE,ACTIVE,m1047836,l3048199,2,400.0,,,,,1,,False
Line.ln6170256-1,LINE,ACTIVE,l3067478,m1125994,1.2.3,400.0,,,,,3,,False
Line.ln6077774-1,LINE,ACTIVE,m1047480,m1069483,1.2.3,400.0,,,,,3,,False
Line.ln5649361-1,LINE,ACTIVE,m1108524,m1108520,3,400.0,,,,,1,,False
Line.ln6199504-1,LINE,ACTIVE,l2841615,m1026931,1,400.0,,,,,1,,False
Line.ln6047558-1,LINE,ACTIVE,m1089103,l2673305,2,400.0,,,,,1,,False
Line.ln5986924-1,LINE,ACTIVE,m1047721,m1047723,1,400.0,,,,,1,,False
Line.ln5593237-1,LINE,ACTIVE,m1026366,l3104131,1,400.0,,,,,1,,False
Line.ln6347196-3,LINE,ACTIVE,l2973167,n1140819,1.2.3,400.0,,,,,3,,False
Line.ln6228328-1,LINE,ACTIVE,m1027055,m1027056,1,400.0,,,,,1,,False
Line.ln6047557-2,LINE,ACTIVE,m1069496,n1134475,1.2.3,400.0,,,,,3,,False
Line.ln6230695-1,LINE,ACTIVE,m1108486,l3067447,1,400.0,,,,,1,,False
Line.ln6379351-1,LINE,ACTIVE,m1108354,m1108350,3,400.0,,,,,1,,False
Line.ln81048230-1,LINE,ACTIVE,l2916625,l3139598,2,220.0,,,,,1,,False
Line.ln5621833-3,LINE,ACTIVE,n1140829,m1026703,3,400.0,,,,,1,,False
Line.ln5593224-2,LINE,ACTIVE,m3036164,l3085397,2,400.0,,,,,1,,False
Line.ln5806918-2,LINE,ACTIVE,p827508,n1139540,1,400.0,,,,,1,,False
Line.ln7064337-2,LINE,ACTIVE,m1125917,p1197121,3,400.0,,,,,1,,False
Line.ln5774487-1,LINE,ACTIVE,l2748140,l3141412,1,400.0,,,,,1,,False
Line.ln6290226-1,LINE,ACTIVE,m1069619,m1069620,2,400.0,,,,,1,,False
Line.ln6015788-1,LINE,ACTIVE,m1069191,l3195315,1,400.0,,,,,1,,False
Line.ln5954962-1,LINE,ACTIVE,m1047769,l3197632,2,400.0,,,,,1,,False
Line.ln5504712-1,LINE,ACTIVE,m1047480,p827504,1,400.0,,,,,1,,False
Line.ln5686246-1,LINE,ACTIVE,p903354,l2936270,1,400.0,,,,,1,,False
Line.ln6017296-1,LINE,ACTIVE,m1069202,l2785524,3,400.0,,,,,1,,False
Line.ln6292462-1,LINE,ACTIVE,m1026463,p827495,2,400.0,,,,,1,,False
Line.ln5532743-1,LINE,ACTIVE,m1069155,m1069154,1.2.3,400.0,,,,,3,,False
Line.ln6350549-1,LINE,ACTIVE,m1047319,l2991921,3,400.0,,,,,1,,False
Line.ln6411370-1,LINE,ACTIVE,l2710510,l3197628,3,400.0,,,,,1,,False
Line.ln6199523-2,LINE,ACTIVE,m1026662,n1140831,3,400.0,,,,,1,,False
Line.ln6047576-1,LINE,ACTIVE,m1047490,l2726973,1.2.3,400.0,,,,,3,,False
Line.ln5561440-2,LINE,ACTIVE,m1069548,n1136358,3,400.0,,,,,1,,False
Line.ln6318745-2,LINE,ACTIVE,n1144666,m1027041,3,400.0,,,,,1,,False
Line.ln5623391-1,LINE,ACTIVE,l3235242,m1089195,3,400.0,,,,,1,,False
Line.ln6201695-3,LINE,ACTIVE,n1137957,l3104119,1,400.0,,,,,1,,False
Line.ln6321458-1,LINE,ACTIVE,m1142811,l2917330,1,400.0,,,,,1,,False
Line.ln6018241-1,LINE,ACTIVE,l2936211,l2842329,3,400.0,,,,,1,,False
Line.ln5864458-1,LINE,ACTIVE,m1125961,m1125959,3,400.0,,,,,1,,False
Line.ln81048107-3,LINE,ACTIVE,l3252336,l3233413,2,220.0,,,,,1,,False
Line.ln5684838-1,LINE,ACTIVE,l2973791,l3179650,1.2.3,400.0,,,,,3,,False
Line.ln5957502-1,LINE,ACTIVE,p860843,l3179682,3,400.0,,,,,1,,False
Line.ln6262263-1,LINE,ACTIVE,m1026961,l2710516,1,400.0,,,,,1,,False
Line.ln6018329-1,LINE,ACTIVE,m1142826,l3160864,2,400.0,,,,,1,,False
Line.ln5679773-1,LINE,ACTIVE,m1089141,p895105,1,400.0,,,,,1,,False
Line.ln6077443-1,LINE,ACTIVE,m1108378,m1108379,1.2.3,400.0,,,,,3,,False
Line.ln5956497-1,LINE,ACTIVE,m1047623,l2748157,1,400.0,,,,,1,,False
Line.ln6411393-1,LINE,ACTIVE,m1026906,l3048212,1,400.0,,,,,1,,False
Line.ln6505939-4,LINE,ACTIVE,l3048207,m3036164,2,400.0,,,,,1,,False
Line.ln5653465-1,LINE,ACTIVE,m1026366,l3122824,1,400.0,,,,,1,,False
Line.ln6320362-1,LINE,ACTIVE,m1027073,l2879089,3,400.0,,,,,1,,False
Line.ln6359077-1,LINE,ACTIVE,l2937757,l3067448,3,400.0,,,,,1,,False
Line.ln6268990-3,LINE,ACTIVE,m1047615,n1136995,3,400.0,,,,,1,,False
Line.ln8961797-2,LINE,ACTIVE,l2897554,193-46661,3,220.0,,,,,1,,False
Line.ln5472366-1,LINE,ACTIVE,m1026308,l2991902,2,400.0,,,,,1,,False
Line.ln5865266-1,LINE,ACTIVE,m1069390,l2897801,1,400.0,,,,,1,,False
Line.ln5533709-1,LINE,ACTIVE,l2936213,m1108527,2,400.0,,,,,1,,False
Line.ln6044631-1,LINE,ACTIVE,m1009650,e203026,1.2.3,400.0,,,,,3,,False
Line.ln5956474-1,LINE,ACTIVE,m1026779,l2973169,1,400.0,,,,,1,,False
Line.ln5500962-1,LINE,ACTIVE,l2954347,m1026953,2,400.0,,,,,1,,False
Line.ln5587291-4,LINE,ACTIVE,q14734,m1108529,1.2.3,400.0,,,,,3,,False
Line.ln6047563-1,LINE,ACTIVE,l3197631,l2748127,1,400.0,,,,,1,,False
Line.ln5473414-1,LINE,ACTIVE,m1209814,m1209811,1.2.3,400.0,,,,,3,,False
Line.ln6320338-1,LINE,ACTIVE,m1026920,l2729408,2,400.0,,,,,1,,False
Line.ln6260030-1,LINE,ACTIVE,l3048228,l2991940,3,400.0,,,,,1,,False
Line.ln6364659-1,LINE,ACTIVE,m1108395,l2728247,1.2.3,400.0,,,,,3,,False
Line.ln5714062-1,LINE,ACTIVE,m1069535,l2804271,2,400.0,,,,,1,,False
Line.ln5479790-2,LINE,ACTIVE,l2916234,m1047423,1,400.0,,,,,1,,False
Line.ln5775438-1,LINE,ACTIVE,m1125994,m1125997,1.2.3,400.0,,,,,3,,False
Line.ln6077777-1,LINE,ACTIVE,l2673316,m1089138,1,400.0,,,,,1,,False
Line.ln5965099-9,LINE,ACTIVE,n1138607,l3159448,1.2.3,400.0,,,,,3,,False
Line.ln6048525-1,LINE,ACTIVE,l3048890,m1166402,3,400.0,,,,,1,,False
Line.ln5500984-3,LINE,ACTIVE,n1142105,l3027122,1,400.0,,,,,1,,False
Line.ln6259990-1,LINE,ACTIVE,l3010563,l2841623,1,400.0,,,,,1,,False
Line.ln5654470-1,LINE,ACTIVE,m1142826,m1125940,2,400.0,,,,,1,,False
Line.ln6229796-1,LINE,ACTIVE,l2991908,l3178973,1,400.0,,,,,1,,False
Line.ln5742816-1,LINE,ACTIVE,m1047826,m1047825,2,400.0,,,,,1,,False
Line.ln5623395-1,LINE,ACTIVE,m1047767,l2879068,2,400.0,,,,,1,,False
Line.ln6001653-3,LINE,ACTIVE,m1026844,l2876814,1.2.3,400.0,,,,,3,,False
Line.ln5532757-1,LINE,ACTIVE,m1047344,l3066819,1,400.0,,,,,1,,False
Line.ln5896824-1,LINE,ACTIVE,m1142835,l3104853,3,400.0,,,,,1,,False
Line.ln8978753-2,LINE,ACTIVE,221-311359,l3234149,1.2.3,190.0,,,,,3,,False
Line.ln5528572-3,LINE,ACTIVE,n1139537,l3122826,1,400.0,,,,,1,,False
Line.ln6350577-1,LINE,ACTIVE,l2673346,l3254238,1.2.3,400.0,,,,,3,,False
Line.ln5943422-4,LINE,ACTIVE,n1147858,l2991933,3,400.0,,,,,1,,False
Line.ln5744334-1,LINE,ACTIVE,m1069155,l3254210,3,400.0,,,,,1,,False
Line.ln5533708-1,LINE,ACTIVE,l2955005,m1108372,2,400.0,,,,,1,,False
Line.ln5898056-1,LINE,ACTIVE,m1069483,p827503,3,400.0,,,,,1,,False
Line.ln6381845-1,LINE,ACTIVE,m1209795,l2936268,3,400.0,,,,,1,,False
Line.ln5527400-1,LINE,ACTIVE,l2688692,m1108286,1.2.3,400.0,,,,,3,,False
Line.ln6138590-1,LINE,ACTIVE,m1008742,l2804247,2,400.0,,,,,1,,False
Line.ln6229817-1,LINE,ACTIVE,m1069544,l2804272,2,400.0,,,,,1,,False
Line.ln5965099-2,LINE,ACTIVE,l3159448,m1069311,1.2.3,400.0,,,,,3,,False
Line.ln5865233-1,LINE,ACTIVE,m1047744,l3178971,1,400.0,,,,,1,,False
Line.ln6991381-8,LINE,ACTIVE,l3728040,l3728041,1,400.0,,,,,1,,False
Line.ln6077798-1,LINE,ACTIVE,m1069509,l2766738,1.2.3,400.0,,,,,3,,False
Line.ln5926306-1,LINE,ACTIVE,l3104128,l2673315,1,400.0,,,,,1,,False
Line.ln5604685-2,LINE,ACTIVE,m1089145,l3047289,1.2.3,400.0,,,,,3,,False
Line.ln6199509-1,LINE,ACTIVE,m1108270,l2785516,2,400.0,,,,,1,,False
Line.ln5957491-1,LINE,ACTIVE,m1125940,l3048963,2,400.0,,,,,1,,False
Line.a8611_48332_sw,LINE,ACTIVE,d5799561-2_int,e193509,1.2.3,400.0,,,,,3,,False
Line.ln5799561-2,LINE,ACTIVE,l3081380,d5799561-2_int,1.2.3,400.0,,,,,3,,False
Line.ln5986932-1,LINE,ACTIVE,m1069199,l2785525,3,400.0,,,,,1,,False
Line.ln5805767-1,LINE,ACTIVE,l3198356,m1108345,3,400.0,,,,,1,,False
Line.ln5502539-1,LINE,ACTIVE,l3197641,l2973161,1,400.0,,,,,1,,False
Line.ln6201850-1,LINE,ACTIVE,e183493,m1125902,1.2.3,400.0,,,,,3,,False
Line.ln6506313-4,LINE,ACTIVE,l2897778,m3037452,1,400.0,,,,,1,,False
Line.ln6169254-1,LINE,ACTIVE,l3085402,m1026394,1,400.0,,,,,1,,False
Line.ln5565094-1,LINE,ACTIVE,m1047768,p827554,2,400.0,,,,,1,,False
Line.ln5534968-1,LINE,ACTIVE,p827515,l2991909,1,400.0,,,,,1,,False
Line.ln5621837-2,LINE,ACTIVE,p901910,n1139252,2,400.0,,,,,1,,False
Line.ln6206281-1,LINE,ACTIVE,m1026722,m1026736,2,400.0,,,,,1,,False
Line.ln5593234-1,LINE,ACTIVE,m1089115,m1089112,1.2.3,400.0,,,,,3,,False
Line.ln6260021-1,LINE,ACTIVE,m1026986,m1026997,1.2.3,400.0,,,,,3,,False
Line.ln6076268-1,LINE,ACTIVE,m1009742,p901972,1,400.0,,,,,1,,False
Line.ln6015889-3,LINE,ACTIVE,l3086078,m4118755,1,400.0,,,,,1,,False
Line.ln6169251-1,LINE,ACTIVE,m1026978,m1026979,1.2.3,400.0,,,,,3,,False
Line.ln5985351-2,LINE,ACTIVE,l3082981,m1108368,3,400.0,,,,,1,,False
Line.ln6228304-1,LINE,ACTIVE,m1069595,l2916619,2,400.0,,,,,1,,False
Line.ln5774496-1,LINE,ACTIVE,l3235275,m1026347,1.2.3,400.0,,,,,3,,False
Line.ln5653460-6,LINE,ACTIVE,m3768670,l3235254,1.2.3,400.0,,,,,3,,False
Line.ln8979370-1,LINE,ACTIVE,m1069248,l2915534,1,220.0,,,,,1,,False
Line.ln5746705-1,LINE,ACTIVE,m1142843,p829976,1,400.0,,,,,1,,False
Line.ln5804801-1,LINE,ACTIVE,l2710519,m1047344,1,400.0,,,,,1,,False
Line.ln5774486-1,LINE,ACTIVE,m1026820,l3141403,1,400.0,,,,,1,,False
Line.ln6350535-1,LINE,ACTIVE,l2879069,l3197633,1,400.0,,,,,1,,False
Line.ln6290230-1,LINE,ACTIVE,m1069504,m1069500,1.2.3,400.0,,,,,3,,False
Line.ln5895812-1,LINE,ACTIVE,m1069382,l2822877,1.2.3,400.0,,,,,3,,False
Line.ln5807090-1,LINE,ACTIVE,m1108298,m1108299,2,400.0,,,,,1,,False
Line.ln6201702-3,LINE,ACTIVE,p827560,n1147866,1,400.0,,,,,1,,False
Line.ln6320340-1,LINE,ACTIVE,m1026327,l3197643,2,400.0,,,,,1,,False
Line.ln6047602-1,LINE,ACTIVE,l2710537,m1008752,2,400.0,,,,,1,,False
Line.ln6017291-1,LINE,ACTIVE,m1026940,m1026935,2,400.0,,,,,1,,False
Line.ln6506319-2,LINE,ACTIVE,l2710509,m1108364,3,400.0,,,,,1,,False
Line.ln6350554-1,LINE,ACTIVE,l2897789,m1069662,2,400.0,,,,,1,,False
Line.ln5534964-1,LINE,ACTIVE,p827495,m1026466,2,400.0,,,,,1,,False
Line.ln5502559-1,LINE,ACTIVE,m1047794,m1047792,2,400.0,,,,,1,,False
Line.ln5745360-1,LINE,ACTIVE,l3160878,l2917336,3,400.0,,,,,1,,False
Line.ln6199517-1,LINE,ACTIVE,m1026977,m1026978,1.2.3,400.0,,,,,3,,False
Line.ln5562936-1,LINE,ACTIVE,m1026377,m1026378,1,400.0,,,,,1,,False
Line.ln5830952-1,LINE,ACTIVE,m1108532,p895082,2,400.0,,,,,1,,False
Line.ln5803984-2,LINE,ACTIVE,l3214112,l3160104,2,400.0,,,,,1,,False
Line.ln5706733-1,LINE,ACTIVE,l2973144,l2724120,3,400.0,,,,,1,,False
Line.ln5865240-1,LINE,ACTIVE,m1026979,l2748152,2,400.0,,,,,1,,False
Line.ln6425615-1,LINE,ACTIVE,l3254237,m1108387,1.2.3,400.0,,,,,3,,False
Line.ln6048598-2,LINE,ACTIVE,m3036162,l2955055,2,400.0,,,,,1,,False
Line.ln6291253-1,LINE,ACTIVE,m1108315,m1108311,1.2.3,400.0,,,,,3,,False
Line.ln6199514-1,LINE,ACTIVE,l2991907,m1069192,1,400.0,,,,,1,,False
Line.ln6137086-2,LINE,ACTIVE,m1047812,m4350438,2,400.0,,,,,1,,False
Line.ln6321372-2,LINE,ACTIVE,n1142103,l3104830,1.2.3,400.0,,,,,3,,False
Line.ln6320326-1,LINE,ACTIVE,m1089162,l3197626,3,400.0,,,,,1,,False
Line.ln6169246-1,LINE,ACTIVE,l3010560,m1047483,1.2.3,400.0,,,,,3,,False
Line.ln6350533-4,LINE,ACTIVE,m1069420,m4277837,1.2.3,400.0,,,,,3,,False
Line.ln6231993-1,LINE,ACTIVE,l3160102,p827514,1.2.3,400.0,,,,,3,,False
Line.ln6048521-1,LINE,ACTIVE,m1108375,l3160793,3,400.0,,,,,1,,False
Line.ln5487004-7,LINE,ACTIVE,n1147860,l3177881,3,400.0,,,,,1,,False
Line.ln4625876_sw,LINE,ACTIVE,d5835167-6_int,q14414,1.2.3,400.0,,,,,3,,False
Line.ln5835167-6,LINE,ACTIVE,l3048221,d5835167-6_int,1.2.3,400.0,,,,,3,,False
Line.ln6320327-1,LINE,ACTIVE,l2748128,m1089170,3,400.0,,,,,1,,False
Line.ln5928744-1,LINE,ACTIVE,p829965,l2936271,1.2.3,400.0,,,,,3,,False
Line.ln6013613-1,LINE,ACTIVE,m1047453,l2913406,2,400.0,,,,,1,,False
Line.ln5563901-2,LINE,ACTIVE,l3104830,n1142104,1.2.3,400.0,,,,,3,,False
Line.ln5924705-2,LINE,ACTIVE,m1069563,n1136360,1,400.0,,,,,1,,False
Line.ln6504018-1,LINE,ACTIVE,m3032977,m1166366,1.2.3,400.0,,,,,3,,False
Line.ln6292826-1,LINE,ACTIVE,m1026927,196-29518,1.2.3,400.0,,,,,3,,False
Line.ln5624381-1,LINE,ACTIVE,m1166355,l2805035,1,400.0,,,,,1,,False
Line.ln5804823-1,LINE,ACTIVE,m1026713,l2785530,1,400.0,,,,,1,,False
Line.ln6047583-1,LINE,ACTIVE,l2991922,m1047339,1.2.3,400.0,,,,,3,,False
Line.ln5593244-1,LINE,ACTIVE,l2804270,l3104145,2,400.0,,,,,1,,False
Line.ln5744336-1,LINE,ACTIVE,m1027013,m1027023,1.2.3,400.0,,,,,3,,False
Line.ln6900591-8,LINE,ACTIVE,l3649298,l3649299,1,400.0,,,,,1,,False
Line.ln5562924-1,LINE,ACTIVE,m1047386,m1047388,2,400.0,,,,,1,,False
Line.ln5835148-1,LINE,ACTIVE,m1047322,l3048211,1,400.0,,,,,1,,False
Line.ln6047579-1,LINE,ACTIVE,l2822870,l2766725,3,400.0,,,,,1,,False
Line.ln5804799-1,LINE,ACTIVE,m1026847,l2673311,1,400.0,,,,,1,,False
Line.ln5956466-1,LINE,ACTIVE,m1027043,m1027055,1.2.3,400.0,,,,,3,,False
Line.ln5712578-1,LINE,ACTIVE,l3008279,l2785537,1,400.0,,,,,1,,False
Line.ln5958700-2,LINE,ACTIVE,p827498,n1136032,1,400.0,,,,,1,,False
Line.ln81048103-1,LINE,ACTIVE,m1108412,l3027670,2,220.0,,,,,1,,False
Line.ln6259981-1,LINE,ACTIVE,m1009834,l3178969,2,400.0,,,,,1,,False
Line.ln8939783-1,LINE,ACTIVE,221-240991,l3066817,1,220.0,,,,,1,,False
Line.ln6350543-1,LINE,ACTIVE,m1026662,l2673319,1.2.3,400.0,,,,,3,,False
Line.ln5661951-2,LINE,ACTIVE,m1047593,n1136993,1,400.0,,,,,1,,False
Line.ln5683815-1,LINE,ACTIVE,l3104121,l3104113,1,400.0,,,,,1,,False
Line.ln5715051-1,LINE,ACTIVE,m1166356,l3104856,1,400.0,,,,,1,,False
Line.ln5865231-1,LINE,ACTIVE,m1069148,l2785518,3,400.0,,,,,1,,False
Line.ln5621857-2,LINE,ACTIVE,p901934,n1140517,1,400.0,,,,,1,,False
Line.ln81048110-3,LINE,ACTIVE,l3214549,m1108393,1,220.0,,,,,1,,False
Line.ln6076247-1,LINE,ACTIVE,m1069494,l2745806,3,400.0,,,,,1,,False
Line.ln8979370-2,LINE,ACTIVE,l2915534,193-48013,1,220.0,,,,,1,,False
Line.ln5985348-2,LINE,ACTIVE,l3157710,m1047793,2,400.0,,,,,1,,False
Line.ln6138600-1,LINE,ACTIVE,m1089176,m1089179,3,400.0,,,,,1,,False
Line.ln5866235-1,LINE,ACTIVE,m1108257,l3142078,2,400.0,,,,,1,,False
Line.ln5774452-1,LINE,ACTIVE,m1108340,l2916605,3,400.0,,,,,1,,False
Line.ln5898408-1,LINE,ACTIVE,m1069533,196-29521,2,400.0,,,,,1,,False
Line.ln6108121-1,LINE,ACTIVE,m1009838,l2804245,2,400.0,,,,,1,,False
Line.ln6140775-4,LINE,ACTIVE,p827511,n1140527,3,400.0,,,,,1,,False
Line.ln6505942-2,LINE,ACTIVE,m1069393,l3029501,2,400.0,,,,,1,,False
Line.ln6199529-1,LINE,ACTIVE,m1047346,l3254219,3,400.0,,,,,1,,False
Line.ln5775469-1,LINE,ACTIVE,m1125940,l3254915,2,400.0,,,,,1,,False
Line.ln5837356-1,LINE,ACTIVE,m1047325,p827532,1,400.0,,,,,1,,False
Line.ln6991377-15,LINE,ACTIVE,l3727707,l3727708,1,400.0,,,,,1,,False
Line.ln5774461-1,LINE,ACTIVE,l3160105,l3235251,3,400.0,,,,,1,,False
Line.ln6078773-1,LINE,ACTIVE,m1142798,m1142801,2,400.0,,,,,1,,False
Line.ln5768778-2,LINE,ACTIVE,m1010016,l3251807,1,400.0,,,,,1,,False
Line.ln5804804-1,LINE,ACTIVE,m1026858,m1026854,1.2.3,400.0,,,,,3,,False
Line.ln7167521-1,LINE,ACTIVE,m4362177,m1186052,1.2.3,400.0,,,,,3,,False
Line.ln5745385-1,LINE,ACTIVE,m1142811,l2992657,1,400.0,,,,,1,,False
Line.ln5487004-6,LINE,ACTIVE,m1026834,n1147860,3,400.0,,,,,1,,False
Line.ln6108165-1,LINE,ACTIVE,m1069597,l3197653,2,400.0,,,,,1,,False
Line.ln6074369-2,LINE,ACTIVE,m1069610,l2991929,2,400.0,,,,,1,,False
Line.ln6320342-1,LINE,ACTIVE,l3197646,m1026851,1.2.3,400.0,,,,,3,,False
Line.ln6991380-2,LINE,ACTIVE,m3949154,l3728042,1,400.0,,,,,1,,False
Line.ln5894206-1,LINE,ACTIVE,m1047720,l2895449,1.2.3,400.0,,,,,3,,False
Line.ln5835146-1,LINE,ACTIVE,l3104131,m1026377,1,400.0,,,,,1,,False
Line.ln6163946-1,LINE,ACTIVE,p873787,m1069463,2,400.0,,,,,1,,False
Line.ln5624376-2,LINE,ACTIVE,m3037455,l3086074,3,400.0,,,,,1,,False
Line.ln6505944-3,LINE,ACTIVE,n1138595,m3036167,2,400.0,,,,,1,,False
Line.ln5803283-1,LINE,ACTIVE,m1069588,m1069590,2,400.0,,,,,1,,False
Line.ln5517002-2,LINE,ACTIVE,l3143999,m1069350,1.2.3,400.0,,,,,3,,False
Line.ln5835133-1,LINE,ACTIVE,m1089179,m1069451,3,400.0,,,,,1,,False
Line.ln6320355-1,LINE,ACTIVE,l3160115,l2935567,2,400.0,,,,,1,,False
Line.ln5873976-1,LINE,ACTIVE,m1209828,l3253570,3,400.0,,,,,1,,False
Line.ln5502526-3,LINE,ACTIVE,n1137989,l3122814,3,400.0,,,,,1,,False
Line.ln5865239-1,LINE,ACTIVE,m1026935,l2935556,2,400.0,,,,,1,,False
Line.ln5800693-1,LINE,ACTIVE,m1009651,m1009650,1.2.3,400.0,,,,,3,,False
Line.ln5865246-2,LINE,ACTIVE,m1026655,n1141474,1,400.0,,,,,1,,False
Line.ln5502526-2,LINE,ACTIVE,m1047737,n1137989,3,400.0,,,,,1,,False
Line.ln6320341-2,LINE,ACTIVE,m3037452,m1026387,1,400.0,,,,,1,,False
Line.ln6049964-1,LINE,ACTIVE,m1166369,p829978,1,400.0,,,,,1,,False
Line.ln6198041-1,LINE,ACTIVE,m1166361,l2692661,1,400.0,,,,,1,,False
Line.ln6411386-2,LINE,ACTIVE,m1047522,n1136664,1,400.0,,,,,1,,False
Line.ln6350569-1,LINE,ACTIVE,m1047809,m1047812,2,400.0,,,,,1,,False
Line.ln5472354-1,LINE,ACTIVE,m1027039,m1027043,1.2.3,400.0,,,,,3,,False
Line.ln6017303-1,LINE,ACTIVE,m1026320,l2879079,2,400.0,,,,,1,,False
Line.ln6411371-1,LINE,ACTIVE,m1047649,l2973153,1.2.3,400.0,,,,,3,,False
Line.ln5623408-1,LINE,ACTIVE,m1026347,m1026341,1.2.3,400.0,,,,,3,,False
Line.ln5744360-1,LINE,ACTIVE,m1026997,l3216361,2,400.0,,,,,1,,False
Line.ln5563935-1,LINE,ACTIVE,m1125916,m1125913,2,400.0,,,,,1,,False
Line.ln5744337-1,LINE,ACTIVE,l2673320,l3048209,2,400.0,,,,,1,,False
Line.ln6274208-1,LINE,ACTIVE,m1108395,l2896685,1.2.3,400.0,,,,,3,,False
Line.ln5986936-1,LINE,ACTIVE,m1026343,l2748135,1,400.0,,,,,1,,False
Line.ln6412352-1,LINE,ACTIVE,l2767409,m1142800,2,400.0,,,,,1,,False
Line.ln5960126-1,LINE,ACTIVE,m1166395,m1166400,3,400.0,,,,,1,,False
Line.ln5865247-1,LINE,ACTIVE,m1026704,l2991915,2,400.0,,,,,1,,False
Line.ln5503575-1,LINE,ACTIVE,m1142839,m1142832,1.2.3,400.0,,,,,3,,False
Line.ln5863824-1,LINE,ACTIVE,m1047435,l2970841,1,400.0,,,,,1,,False
Line.ln6321372-3,LINE,ACTIVE,m1108493,n1142103,1.2.3,400.0,,,,,3,,False
Line.ln5480058-1,LINE,ACTIVE,m1047404,l3091052,1,400.0,,,,,1,,False
Line.ln6320367-2,LINE,ACTIVE,n1137960,m1047309,1.2.3,400.0,,,,,3,,False
Line.ln6380810-1,LINE,ACTIVE,m1047732,m1047737,1.2.3,400.0,,,,,3,,False
Line.ln6504019-6,LINE,ACTIVE,m3032980,m1186065,1.2.3,400.0,,,,,3,,False
Line.ln6392977-2,LINE,ACTIVE,m1027080,l3215340,1,400.0,,,,,1,,False
Line.ln8978753-1,LINE,ACTIVE,198-5320,221-311359,1.2.3,190.0,,,,,3,,False
Line.ln81048093-1,LINE,ACTIVE,m1108393,193-51796,1,220.0,,,,,1,,False
Line.ln6046049-1,LINE,ACTIVE,m1069595,m1069607,2,400.0,,,,,1,,False
Line.ln5744361-1,LINE,ACTIVE,l2860485,l2860506,2,400.0,,,,,1,,False
Line.ln6048526-1,LINE,ACTIVE,m1166398,l3142050,3,400.0,,,,,1,,False
Line.ln5496577-1,LINE,ACTIVE,m1125913,l3068944,2,400.0,,,,,1,,False
Line.ln6326450-1,LINE,ACTIVE,e184626,m1166377,1.2.3,400.0,,,,,3,,False
Line.ln6318427-2,LINE,ACTIVE,l2989432,l3066830,2,400.0,,,,,1,,False
Line.ln6078775-1,LINE,ACTIVE,m1209775,m1209774,1.2.3,400.0,,,,,3,,False
Line.ln5956472-1,LINE,ACTIVE,m1026693,l2991916,2,400.0,,,,,1,,False
Line.ln6440003-1,LINE,ACTIVE,m1010014,m1010011,1,400.0,,,,,1,,False
Line.ln5804788-1,LINE,ACTIVE,m1069365,l3235243,3,400.0,,,,,1,,False
Line.ln5928543-1,LINE,ACTIVE,m1047486,p827502,1,400.0,,,,,1,,False
Line.ln6017293-1,LINE,ACTIVE,m1026960,m1026970,1.2.3,400.0,,,,,3,,False
Line.ln6505948-2,LINE,ACTIVE,l2673317,l2710517,1,400.0,,,,,1,,False
Line.ln6991379-4,LINE,ACTIVE,l3727711,l3727712,1,400.0,,,,,1,,False
Line.ln5866274-1,LINE,ACTIVE,l3236011,l3198358,2,400.0,,,,,1,,False
Line.ln6351523-2,LINE,ACTIVE,n1230121,m1108316,3,400.0,,,,,1,,False
Line.ln6077776-1,LINE,ACTIVE,m1069218,l2860486,3,400.0,,,,,1,,False
Line.ln6017294-1,LINE,ACTIVE,m1027000,l2916608,1.2.3,400.0,,,,,3,,False
Line.ln5735714-1,LINE,ACTIVE,m1108514,m1108508,3,400.0,,,,,1,,False
Line.ln5773033-1,LINE,ACTIVE,m1047513,p901913,3,400.0,,,,,1,,False
Line.ln5895769-1,LINE,ACTIVE,m1008758,l2673300,2,400.0,,,,,1,,False
Line.ln5637597-1,LINE,ACTIVE,m1069311,m1069285,1.3,400.0,,,,,2,,False
Line.ln5898055-3,LINE,ACTIVE,n1139255,p827500,1,400.0,,,,,1,,False
Line.v9111_48332_sw,LINE,ACTIVE,d6108141-1_int,e206209,1.2.3,400.0,,,,,3,,False
Line.ln6108141-1,LINE,ACTIVE,m1047521,d6108141-1_int,1.2.3,400.0,,,,,3,,False
Line.ln6260928-1,LINE,ACTIVE,l3030126,l3254870,3,400.0,,,,,1,,False
Line.ln8979249-2,LINE,ACTIVE,221-311609,l2915542,1.2.3,190.0,,,,,3,,False
Line.ln81354564-8,LINE,ACTIVE,l3645809,l3645810,3,220.0,,,,,1,,False
Line.ln6380813-1,LINE,ACTIVE,m1026970,m1026977,1.2.3,400.0,,,,,3,,False
Line.ln6411386-3,LINE,ACTIVE,n1136664,l3085401,1,400.0,,,,,1,,False
Line.ln5774449-1,LINE,ACTIVE,m1089204,l3010557,1,400.0,,,,,1,,False
Line.ln5926302-1,LINE,ACTIVE,m1027023,l3254213,1.2.3,400.0,,,,,3,,False
Line.ln6212942-1,LINE,ACTIVE,m1069738,l2690941,2,400.0,,,,,1,,False
Line.ln5836177-1,LINE,ACTIVE,m1125905,l2748839,2,400.0,,,,,1,,False
Line.x8271_48332_sw,LINE,ACTIVE,d5712486-1_int,e206210,3,400.0,,,,,1,,False
