day,classification,DA_workload_authority,Actual_workload_authority,demand_forecast,realized_demand,PV_forecast,realized_PV,forecast_weather_C1,realized_weather_C1,traffic_mobility,feeder_source,rack_capacity,workload_compatibility,hash_identity,semantic_shape_validation,future_actual_reads,April_rows_used,reason
2025-02-14,COMPLETE,FROZEN_MODEL_AND_RAW_QUEUE_AUTHORITY_AVAILABLE,FROZEN_STRICT_FULL_KESTREL_ARCHIVE_AVAILABLE,COMPLETE,COMPLETE_RAW_ARCHIVE,COMPLETE,COMPLETE_RAW_ARCHIVE,COMPLETE,COMPLETE_RAW_AUTHORITY,COMPLETE_RAW_ARCHIVE_AND_FROZEN_ENGINEERING_ROUTE,COMPLETE_FROZEN_IEEE123_AND_90_ANCHOR_BACKGROUNDS,COMPLETE_FROZEN_V16_MAPPING,COMPLETE_STRICT_FULL_FROZEN_DOMAIN,True,True,0,0,
2025-02-15,COMPLETE,FROZEN_MODEL_AND_RAW_QUEUE_AUTHORITY_AVAILABLE,FROZEN_STRICT_FULL_KESTREL_ARCHIVE_AVAILABLE,COMPLETE,COMPLETE_RAW_ARCHIVE,COMPLETE,COMPLETE_RAW_ARCHIVE,COMPLETE,COMPLETE_RAW_AUTHORITY,COMPLETE_RAW_ARCHIVE_AND_FROZEN_ENGINEERING_ROUTE,COMPLETE_FROZEN_IEEE123_AND_90_ANCHOR_BACKGROUNDS,COMPLETE_FROZEN_V16_MAPPING,COMPLETE_STRICT_FULL_FROZEN_DOMAIN,True,True,0,0,
2025-02-16,COMPLETE,FROZEN_MODEL_AND_RAW_QUEUE_AUTHORITY_AVAILABLE,FROZEN_STRICT_FULL_KESTREL_ARCHIVE_AVAILABLE,COMPLETE,COMPLETE_RAW_ARCHIVE,COMPLETE,COMPLETE_RAW_ARCHIVE,COMPLETE,COMPLETE_RAW_AUTHORITY,COMPLETE_RAW_ARCHIVE_AND_FROZEN_ENGINEERING_ROUTE,COMPLETE_FROZEN_IEEE123_AND_90_ANCHOR_BACKGROUNDS,COMPLETE_FROZEN_V16_MAPPING,COMPLETE_STRICT_FULL_FROZEN_DOMAIN,True,True,0,0,
2025-02-17,COMPLETE,FROZEN_MODEL_AND_RAW_QUEUE_AUTHORITY_AVAILABLE,FROZEN_STRICT_FULL_KESTREL_ARCHIVE_AVAILABLE,COMPLETE,COMPLETE_RAW_ARCHIVE,COMPLETE,COMPLETE_RAW_ARCHIVE,COMPLETE,COMPLETE_RAW_AUTHORITY,COMPLETE_RAW_ARCHIVE_AND_FROZEN_ENGINEERING_ROUTE,COMPLETE_FROZEN_IEEE123_AND_90_ANCHOR_BACKGROUNDS,COMPLETE_FROZEN_V16_MAPPING,COMPLETE_STRICT_FULL_FROZEN_DOMAIN,True,True,0,0,
2025-02-18,COMPLETE,FROZEN_MODEL_AND_RAW_QUEUE_AUTHORITY_AVAILABLE,FROZEN_STRICT_FULL_KESTREL_ARCHIVE_AVAILABLE,COMPLETE,COMPLETE_RAW_ARCHIVE,COMPLETE,COMPLETE_RAW_ARCHIVE,COMPLETE,COMPLETE_RAW_AUTHORITY,COMPLETE_RAW_ARCHIVE_AND_FROZEN_ENGINEERING_ROUTE,COMPLETE_FROZEN_IEEE123_AND_90_ANCHOR_BACKGROUNDS,COMPLETE_FROZEN_V16_MAPPING,COMPLETE_STRICT_FULL_FROZEN_DOMAIN,True,True,0,0,
2025-02-19,COMPLETE,FROZEN_MODEL_AND_RAW_QUEUE_AUTHORITY_AVAILABLE,FROZEN_STRICT_FULL_KESTREL_ARCHIVE_AVAILABLE,COMPLETE,COMPLETE_RAW_ARCHIVE,COMPLETE,COMPLETE_RAW_ARCHIVE,COMPLETE,COMPLETE_RAW_AUTHORITY,COMPLETE_RAW_ARCHIVE_AND_FROZEN_ENGINEERING_ROUTE,COMPLETE_FROZEN_IEEE123_AND_90_ANCHOR_BACKGROUNDS,COMPLETE_FROZEN_V16_MAPPING,COMPLETE_STRICT_FULL_FROZEN_DOMAIN,True,True,0,0,
2025-02-20,COMPLETE,FROZEN_MODEL_AND_RAW_QUEUE_AUTHORITY_AVAILABLE,FROZEN_STRICT_FULL_KESTREL_ARCHIVE_AVAILABLE,COMPLETE,COMPLETE_RAW_ARCHIVE,COMPLETE,COMPLETE_RAW_ARCHIVE,COMPLETE,COMPLETE_RAW_AUTHORITY,COMPLETE_RAW_ARCHIVE_AND_FROZEN_ENGINEERING_ROUTE,COMPLETE_FROZEN_IEEE123_AND_90_ANCHOR_BACKGROUNDS,COMPLETE_FROZEN_V16_MAPPING,COMPLETE_STRICT_FULL_FROZEN_DOMAIN,True,True,0,0,
2025-02-21,COMPLETE,FROZEN_MODEL_AND_RAW_QUEUE_AUTHORITY_AVAILABLE,FROZEN_STRICT_FULL_KESTREL_ARCHIVE_AVAILABLE,COMPLETE,COMPLETE_RAW_ARCHIVE,COMPLETE,COMPLETE_RAW_ARCHIVE,COMPLETE,COMPLETE_RAW_AUTHORITY,COMPLETE_RAW_ARCHIVE_AND_FROZEN_ENGINEERING_ROUTE,COMPLETE_FROZEN_IEEE123_AND_90_ANCHOR_BACKGROUNDS,COMPLETE_FROZEN_V16_MAPPING,COMPLETE_STRICT_FULL_FROZEN_DOMAIN,True,True,0,0,
2025-02-22,COMPLETE,FROZEN_MODEL_AND_RAW_QUEUE_AUTHORITY_AVAILABLE,FROZEN_STRICT_FULL_KESTREL_ARCHIVE_AVAILABLE,COMPLETE,COMPLETE_RAW_ARCHIVE,COMPLETE,COMPLETE_RAW_ARCHIVE,COMPLETE,COMPLETE_RAW_AUTHORITY,COMPLETE_RAW_ARCHIVE_AND_FROZEN_ENGINEERING_ROUTE,COMPLETE_FROZEN_IEEE123_AND_90_ANCHOR_BACKGROUNDS,COMPLETE_FROZEN_V16_MAPPING,COMPLETE_STRICT_FULL_FROZEN_DOMAIN,True,True,0,0,
2025-02-23,COMPLETE,FROZEN_MODEL_AND_RAW_QUEUE_AUTHORITY_AVAILABLE,FROZEN_STRICT_FULL_KESTREL_ARCHIVE_AVAILABLE,COMPLETE,COMPLETE_RAW_ARCHIVE,COMPLETE,COMPLETE_RAW_ARCHIVE,COMPLETE,COMPLETE_RAW_AUTHORITY,COMPLETE_RAW_ARCHIVE_AND_FROZEN_ENGINEERING_ROUTE,COMPLETE_FROZEN_IEEE123_AND_90_ANCHOR_BACKGROUNDS,COMPLETE_FROZEN_V16_MAPPING,COMPLETE_STRICT_FULL_FROZEN_DOMAIN,True,True,0,0,
2025-02-24,COMPLETE,FROZEN_MODEL_AND_RAW_QUEUE_AUTHORITY_AVAILABLE,FROZEN_STRICT_FULL_KESTREL_ARCHIVE_AVAILABLE,COMPLETE,COMPLETE_RAW_ARCHIVE,COMPLETE,COMPLETE_RAW_ARCHIVE,COMPLETE,COMPLETE_RAW_AUTHORITY,COMPLETE_RAW_ARCHIVE_AND_FROZEN_ENGINEERING_ROUTE,COMPLETE_FROZEN_IEEE123_AND_90_ANCHOR_BACKGROUNDS,COMPLETE_FROZEN_V16_MAPPING,COMPLETE_STRICT_FULL_FROZEN_DOMAIN,True,True,0,0,
2025-02-25,COMPLETE,FROZEN_MODEL_AND_RAW_QUEUE_AUTHORITY_AVAILABLE,FROZEN_STRICT_FULL_KESTREL_ARCHIVE_AVAILABLE,COMPLETE,COMPLETE_RAW_ARCHIVE,COMPLETE,COMPLETE_RAW_ARCHIVE,COMPLETE,COMPLETE_RAW_AUTHORITY,COMPLETE_RAW_ARCHIVE_AND_FROZEN_ENGINEERING_ROUTE,COMPLETE_FROZEN_IEEE123_AND_90_ANCHOR_BACKGROUNDS,COMPLETE_FROZEN_V16_MAPPING,COMPLETE_STRICT_FULL_FROZEN_DOMAIN,True,True,0,0,
2025-02-26,COMPLETE,FROZEN_MODEL_AND_RAW_QUEUE_AUTHORITY_AVAILABLE,FROZEN_STRICT_FULL_KESTREL_ARCHIVE_AVAILABLE,COMPLETE,COMPLETE_RAW_ARCHIVE,COMPLETE,COMPLETE_RAW_ARCHIVE,COMPLETE,COMPLETE_RAW_AUTHORITY,COMPLETE_RAW_ARCHIVE_AND_FROZEN_ENGINEERING_ROUTE,COMPLETE_FROZEN_IEEE123_AND_90_ANCHOR_BACKGROUNDS,COMPLETE_FROZEN_V16_MAPPING,COMPLETE_STRICT_FULL_FROZEN_DOMAIN,True,True,0,0,
2025-02-27,COMPLETE,FROZEN_MODEL_AND_RAW_QUEUE_AUTHORITY_AVAILABLE,FROZEN_STRICT_FULL_KESTREL_ARCHIVE_AVAILABLE,COMPLETE,COMPLETE_RAW_ARCHIVE,COMPLETE,COMPLETE_RAW_ARCHIVE,COMPLETE,COMPLETE_RAW_AUTHORITY,COMPLETE_RAW_ARCHIVE_AND_FROZEN_ENGINEERING_ROUTE,COMPLETE_FROZEN_IEEE123_AND_90_ANCHOR_BACKGROUNDS,COMPLETE_FROZEN_V16_MAPPING,COMPLETE_STRICT_FULL_FROZEN_DOMAIN,True,True,0,0,
2025-02-28,INCOMPLETE,FROZEN_MODEL_AND_RAW_QUEUE_AUTHORITY_AVAILABLE,FROZEN_STRICT_FULL_KESTREL_ARCHIVE_AVAILABLE,COMPLETE,COMPLETE_RAW_ARCHIVE,COMPLETE,COMPLETE_RAW_ARCHIVE,COMPLETE,COMPLETE_RAW_AUTHORITY,MISSING_REALIZED_TRAFFIC,COMPLETE_FROZEN_IEEE123_AND_90_ANCHOR_BACKGROUNDS,COMPLETE_FROZEN_V16_MAPPING,COMPLETE_STRICT_FULL_FROZEN_DOMAIN,True,True,0,0,MISSING_REALIZED_SCATS_TRAFFIC_DAY
2025-03-01,COMPLETE,FROZEN_MODEL_AND_RAW_QUEUE_AUTHORITY_AVAILABLE,FROZEN_STRICT_FULL_KESTREL_ARCHIVE_AVAILABLE,COMPLETE,COMPLETE_RAW_ARCHIVE,COMPLETE,COMPLETE_RAW_ARCHIVE,COMPLETE,COMPLETE_RAW_AUTHORITY,COMPLETE_RAW_ARCHIVE_AND_FROZEN_ENGINEERING_ROUTE,COMPLETE_FROZEN_IEEE123_AND_90_ANCHOR_BACKGROUNDS,COMPLETE_FROZEN_V16_MAPPING,COMPLETE_STRICT_FULL_FROZEN_DOMAIN,True,True,0,0,
2025-03-02,COMPLETE,FROZEN_MODEL_AND_RAW_QUEUE_AUTHORITY_AVAILABLE,FROZEN_STRICT_FULL_KESTREL_ARCHIVE_AVAILABLE,COMPLETE,COMPLETE_RAW_ARCHIVE,COMPLETE,COMPLETE_RAW_ARCHIVE,COMPLETE,COMPLETE_RAW_AUTHORITY,COMPLETE_RAW_ARCHIVE_AND_FROZEN_ENGINEERING_ROUTE,COMPLETE_FROZEN_IEEE123_AND_90_ANCHOR_BACKGROUNDS,COMPLETE_FROZEN_V16_MAPPING,COMPLETE_STRICT_FULL_FROZEN_DOMAIN,True,True,0,0,
2025-03-03,COMPLETE,FROZEN_MODEL_AND_RAW_QUEUE_AUTHORITY_AVAILABLE,FROZEN_STRICT_FULL_KESTREL_ARCHIVE_AVAILABLE,COMPLETE,COMPLETE_RAW_ARCHIVE,COMPLETE,COMPLETE_RAW_ARCHIVE,COMPLETE,COMPLETE_RAW_AUTHORITY,COMPLETE_RAW_ARCHIVE_AND_FROZEN_ENGINEERING_ROUTE,COMPLETE_FROZEN_IEEE123_AND_90_ANCHOR_BACKGROUNDS,COMPLETE_FROZEN_V16_MAPPING,COMPLETE_STRICT_FULL_FROZEN_DOMAIN,True,True,0,0,
2025-03-04,COMPLETE,FROZEN_MODEL_AND_RAW_QUEUE_AUTHORITY_AVAILABLE,FROZEN_STRICT_FULL_KESTREL_ARCHIVE_AVAILABLE,COMPLETE,COMPLETE_RAW_ARCHIVE,COMPLETE,COMPLETE_RAW_ARCHIVE,COMPLETE,COMPLETE_RAW_AUTHORITY,COMPLETE_RAW_ARCHIVE_AND_FROZEN_ENGINEERING_ROUTE,COMPLETE_FROZEN_IEEE123_AND_90_ANCHOR_BACKGROUNDS,COMPLETE_FROZEN_V16_MAPPING,COMPLETE_STRICT_FULL_FROZEN_DOMAIN,True,True,0,0,
2025-03-05,COMPLETE,FROZEN_MODEL_AND_RAW_QUEUE_AUTHORITY_AVAILABLE,FROZEN_STRICT_FULL_KESTREL_ARCHIVE_AVAILABLE,COMPLETE,COMPLETE_RAW_ARCHIVE,COMPLETE,COMPLETE_RAW_ARCHIVE,COMPLETE,COMPLETE_RAW_AUTHORITY,COMPLETE_RAW_ARCHIVE_AND_FROZEN_ENGINEERING_ROUTE,COMPLETE_FROZEN_IEEE123_AND_90_ANCHOR_BACKGROUNDS,COMPLETE_FROZEN_V16_MAPPING,COMPLETE_STRICT_FULL_FROZEN_DOMAIN,True,True,0,0,
2025-03-06,COMPLETE,FROZEN_MODEL_AND_RAW_QUEUE_AUTHORITY_AVAILABLE,FROZEN_STRICT_FULL_KESTREL_ARCHIVE_AVAILABLE,COMPLETE,COMPLETE_RAW_ARCHIVE,COMPLETE,COMPLETE_RAW_ARCHIVE,COMPLETE,COMPLETE_RAW_AUTHORITY,COMPLETE_RAW_ARCHIVE_AND_FROZEN_ENGINEERING_ROUTE,COMPLETE_FROZEN_IEEE123_AND_90_ANCHOR_BACKGROUNDS,COMPLETE_FROZEN_V16_MAPPING,COMPLETE_STRICT_FULL_FROZEN_DOMAIN,True,True,0,0,
2025-03-07,COMPLETE,FROZEN_MODEL_AND_RAW_QUEUE_AUTHORITY_AVAILABLE,FROZEN_STRICT_FULL_KESTREL_ARCHIVE_AVAILABLE,COMPLETE,COMPLETE_RAW_ARCHIVE,COMPLETE,COMPLETE_RAW_ARCHIVE,COMPLETE,COMPLETE_RAW_AUTHORITY,COMPLETE_RAW_ARCHIVE_AND_FROZEN_ENGINEERING_ROUTE,COMPLETE_FROZEN_IEEE123_AND_90_ANCHOR_BACKGROUNDS,COMPLETE_FROZEN_V16_MAPPING,COMPLETE_STRICT_FULL_FROZEN_DOMAIN,True,True,0,0,
2025-03-08,COMPLETE,FROZEN_MODEL_AND_RAW_QUEUE_AUTHORITY_AVAILABLE,FROZEN_STRICT_FULL_KESTREL_ARCHIVE_AVAILABLE,COMPLETE,COMPLETE_RAW_ARCHIVE,COMPLETE,COMPLETE_RAW_ARCHIVE,COMPLETE,COMPLETE_RAW_AUTHORITY,COMPLETE_RAW_ARCHIVE_AND_FROZEN_ENGINEERING_ROUTE,COMPLETE_FROZEN_IEEE123_AND_90_ANCHOR_BACKGROUNDS,COMPLETE_FROZEN_V16_MAPPING,COMPLETE_STRICT_FULL_FROZEN_DOMAIN,True,True,0,0,
2025-03-09,COMPLETE,FROZEN_MODEL_AND_RAW_QUEUE_AUTHORITY_AVAILABLE,FROZEN_STRICT_FULL_KESTREL_ARCHIVE_AVAILABLE,COMPLETE,COMPLETE_RAW_ARCHIVE,COMPLETE,COMPLETE_RAW_ARCHIVE,COMPLETE,COMPLETE_RAW_AUTHORITY,COMPLETE_RAW_ARCHIVE_AND_FROZEN_ENGINEERING_ROUTE,COMPLETE_FROZEN_IEEE123_AND_90_ANCHOR_BACKGROUNDS,COMPLETE_FROZEN_V16_MAPPING,COMPLETE_STRICT_FULL_FROZEN_DOMAIN,True,True,0,0,
2025-03-10,COMPLETE,FROZEN_MODEL_AND_RAW_QUEUE_AUTHORITY_AVAILABLE,FROZEN_STRICT_FULL_KESTREL_ARCHIVE_AVAILABLE,COMPLETE,COMPLETE_RAW_ARCHIVE,COMPLETE,COMPLETE_RAW_ARCHIVE,COMPLETE,COMPLETE_RAW_AUTHORITY,COMPLETE_RAW_ARCHIVE_AND_FROZEN_ENGINEERING_ROUTE,COMPLETE_FROZEN_IEEE123_AND_90_ANCHOR_BACKGROUNDS,COMPLETE_FROZEN_V16_MAPPING,COMPLETE_STRICT_FULL_FROZEN_DOMAIN,True,True,0,0,
2025-03-11,COMPLETE,FROZEN_MODEL_AND_RAW_QUEUE_AUTHORITY_AVAILABLE,FROZEN_STRICT_FULL_KESTREL_ARCHIVE_AVAILABLE,COMPLETE,COMPLETE_RAW_ARCHIVE,COMPLETE,COMPLETE_RAW_ARCHIVE,COMPLETE,COMPLETE_RAW_AUTHORITY,COMPLETE_RAW_ARCHIVE_AND_FROZEN_ENGINEERING_ROUTE,COMPLETE_FROZEN_IEEE123_AND_90_ANCHOR_BACKGROUNDS,COMPLETE_FROZEN_V16_MAPPING,COMPLETE_STRICT_FULL_FROZEN_DOMAIN,True,True,0,0,
2025-03-12,COMPLETE,FROZEN_MODEL_AND_RAW_QUEUE_AUTHORITY_AVAILABLE,FROZEN_STRICT_FULL_KESTREL_ARCHIVE_AVAILABLE,COMPLETE,COMPLETE_RAW_ARCHIVE,COMPLETE,COMPLETE_RAW_ARCHIVE,COMPLETE,COMPLETE_RAW_AUTHORITY,COMPLETE_RAW_ARCHIVE_AND_FROZEN_ENGINEERING_ROUTE,COMPLETE_FROZEN_IEEE123_AND_90_ANCHOR_BACKGROUNDS,COMPLETE_FROZEN_V16_MAPPING,COMPLETE_STRICT_FULL_FROZEN_DOMAIN,True,True,0,0,
2025-03-13,COMPLETE,FROZEN_MODEL_AND_RAW_QUEUE_AUTHORITY_AVAILABLE,FROZEN_STRICT_FULL_KESTREL_ARCHIVE_AVAILABLE,COMPLETE,COMPLETE_RAW_ARCHIVE,COMPLETE,COMPLETE_RAW_ARCHIVE,COMPLETE,COMPLETE_RAW_AUTHORITY,COMPLETE_RAW_ARCHIVE_AND_FROZEN_ENGINEERING_ROUTE,COMPLETE_FROZEN_IEEE123_AND_90_ANCHOR_BACKGROUNDS,COMPLETE_FROZEN_V16_MAPPING,COMPLETE_STRICT_FULL_FROZEN_DOMAIN,True,True,0,0,
2025-03-14,COMPLETE,FROZEN_MODEL_AND_RAW_QUEUE_AUTHORITY_AVAILABLE,FROZEN_STRICT_FULL_KESTREL_ARCHIVE_AVAILABLE,COMPLETE,COMPLETE_RAW_ARCHIVE,COMPLETE,COMPLETE_RAW_ARCHIVE,COMPLETE,COMPLETE_RAW_AUTHORITY,COMPLETE_RAW_ARCHIVE_AND_FROZEN_ENGINEERING_ROUTE,COMPLETE_FROZEN_IEEE123_AND_90_ANCHOR_BACKGROUNDS,COMPLETE_FROZEN_V16_MAPPING,COMPLETE_STRICT_FULL_FROZEN_DOMAIN,True,True,0,0,
2025-03-15,COMPLETE,FROZEN_MODEL_AND_RAW_QUEUE_AUTHORITY_AVAILABLE,FROZEN_STRICT_FULL_KESTREL_ARCHIVE_AVAILABLE,COMPLETE,COMPLETE_RAW_ARCHIVE,COMPLETE,COMPLETE_RAW_ARCHIVE,COMPLETE,COMPLETE_RAW_AUTHORITY,COMPLETE_RAW_ARCHIVE_AND_FROZEN_ENGINEERING_ROUTE,COMPLETE_FROZEN_IEEE123_AND_90_ANCHOR_BACKGROUNDS,COMPLETE_FROZEN_V16_MAPPING,COMPLETE_STRICT_FULL_FROZEN_DOMAIN,True,True,0,0,
2025-03-16,COMPLETE,FROZEN_MODEL_AND_RAW_QUEUE_AUTHORITY_AVAILABLE,FROZEN_STRICT_FULL_KESTREL_ARCHIVE_AVAILABLE,COMPLETE,COMPLETE_RAW_ARCHIVE,COMPLETE,COMPLETE_RAW_ARCHIVE,COMPLETE,COMPLETE_RAW_AUTHORITY,COMPLETE_RAW_ARCHIVE_AND_FROZEN_ENGINEERING_ROUTE,COMPLETE_FROZEN_IEEE123_AND_90_ANCHOR_BACKGROUNDS,COMPLETE_FROZEN_V16_MAPPING,COMPLETE_STRICT_FULL_FROZEN_DOMAIN,True,True,0,0,
2025-03-17,COMPLETE,FROZEN_MODEL_AND_RAW_QUEUE_AUTHORITY_AVAILABLE,FROZEN_STRICT_FULL_KESTREL_ARCHIVE_AVAILABLE,COMPLETE,COMPLETE_RAW_ARCHIVE,COMPLETE,COMPLETE_RAW_ARCHIVE,COMPLETE,COMPLETE_RAW_AUTHORITY,COMPLETE_RAW_ARCHIVE_AND_FROZEN_ENGINEERING_ROUTE,COMPLETE_FROZEN_IEEE123_AND_90_ANCHOR_BACKGROUNDS,COMPLETE_FROZEN_V16_MAPPING,COMPLETE_STRICT_FULL_FROZEN_DOMAIN,True,True,0,0,
2025-03-18,COMPLETE,FROZEN_MODEL_AND_RAW_QUEUE_AUTHORITY_AVAILABLE,FROZEN_STRICT_FULL_KESTREL_ARCHIVE_AVAILABLE,COMPLETE,COMPLETE_RAW_ARCHIVE,COMPLETE,COMPLETE_RAW_ARCHIVE,COMPLETE,COMPLETE_RAW_AUTHORITY,COMPLETE_RAW_ARCHIVE_AND_FROZEN_ENGINEERING_ROUTE,COMPLETE_FROZEN_IEEE123_AND_90_ANCHOR_BACKGROUNDS,COMPLETE_FROZEN_V16_MAPPING,COMPLETE_STRICT_FULL_FROZEN_DOMAIN,True,True,0,0,
2025-03-19,COMPLETE,FROZEN_MODEL_AND_RAW_QUEUE_AUTHORITY_AVAILABLE,FROZEN_STRICT_FULL_KESTREL_ARCHIVE_AVAILABLE,COMPLETE,COMPLETE_RAW_ARCHIVE,COMPLETE,COMPLETE_RAW_ARCHIVE,COMPLETE,COMPLETE_RAW_AUTHORITY,COMPLETE_RAW_ARCHIVE_AND_FROZEN_ENGINEERING_ROUTE,COMPLETE_FROZEN_IEEE123_AND_90_ANCHOR_BACKGROUNDS,COMPLETE_FROZEN_V16_MAPPING,COMPLETE_STRICT_FULL_FROZEN_DOMAIN,True,True,0,0,
2025-03-20,COMPLETE,FROZEN_MODEL_AND_RAW_QUEUE_AUTHORITY_AVAILABLE,FROZEN_STRICT_FULL_KESTREL_ARCHIVE_AVAILABLE,COMPLETE,COMPLETE_RAW_ARCHIVE,COMPLETE,COMPLETE_RAW_ARCHIVE,COMPLETE,COMPLETE_RAW_AUTHORITY,COMPLETE_RAW_ARCHIVE_AND_FROZEN_ENGINEERING_ROUTE,COMPLETE_FROZEN_IEEE123_AND_90_ANCHOR_BACKGROUNDS,COMPLETE_FROZEN_V16_MAPPING,COMPLETE_STRICT_FULL_FROZEN_DOMAIN,True,True,0,0,
2025-03-21,COMPLETE,FROZEN_MODEL_AND_RAW_QUEUE_AUTHORITY_AVAILABLE,FROZEN_STRICT_FULL_KESTREL_ARCHIVE_AVAILABLE,COMPLETE,COMPLETE_RAW_ARCHIVE,COMPLETE,COMPLETE_RAW_ARCHIVE,COMPLETE,COMPLETE_RAW_AUTHORITY,COMPLETE_RAW_ARCHIVE_AND_FROZEN_ENGINEERING_ROUTE,COMPLETE_FROZEN_IEEE123_AND_90_ANCHOR_BACKGROUNDS,COMPLETE_FROZEN_V16_MAPPING,COMPLETE_STRICT_FULL_FROZEN_DOMAIN,True,True,0,0,
2025-03-22,COMPLETE,FROZEN_MODEL_AND_RAW_QUEUE_AUTHORITY_AVAILABLE,FROZEN_STRICT_FULL_KESTREL_ARCHIVE_AVAILABLE,COMPLETE,COMPLETE_RAW_ARCHIVE,COMPLETE,COMPLETE_RAW_ARCHIVE,COMPLETE,COMPLETE_RAW_AUTHORITY,COMPLETE_RAW_ARCHIVE_AND_FROZEN_ENGINEERING_ROUTE,COMPLETE_FROZEN_IEEE123_AND_90_ANCHOR_BACKGROUNDS,COMPLETE_FROZEN_V16_MAPPING,COMPLETE_STRICT_FULL_FROZEN_DOMAIN,True,True,0,0,
2025-03-23,COMPLETE,FROZEN_MODEL_AND_RAW_QUEUE_AUTHORITY_AVAILABLE,FROZEN_STRICT_FULL_KESTREL_ARCHIVE_AVAILABLE,COMPLETE,COMPLETE_RAW_ARCHIVE,COMPLETE,COMPLETE_RAW_ARCHIVE,COMPLETE,COMPLETE_RAW_AUTHORITY,COMPLETE_RAW_ARCHIVE_AND_FROZEN_ENGINEERING_ROUTE,COMPLETE_FROZEN_IEEE123_AND_90_ANCHOR_BACKGROUNDS,COMPLETE_FROZEN_V16_MAPPING,COMPLETE_STRICT_FULL_FROZEN_DOMAIN,True,True,0,0,
2025-03-24,COMPLETE,FROZEN_MODEL_AND_RAW_QUEUE_AUTHORITY_AVAILABLE,FROZEN_STRICT_FULL_KESTREL_ARCHIVE_AVAILABLE,COMPLETE,COMPLETE_RAW_ARCHIVE,COMPLETE,COMPLETE_RAW_ARCHIVE,COMPLETE,COMPLETE_RAW_AUTHORITY,COMPLETE_RAW_ARCHIVE_AND_FROZEN_ENGINEERING_ROUTE,COMPLETE_FROZEN_IEEE123_AND_90_ANCHOR_BACKGROUNDS,COMPLETE_FROZEN_V16_MAPPING,COMPLETE_STRICT_FULL_FROZEN_DOMAIN,True,True,0,0,
2025-03-25,COMPLETE,FROZEN_MODEL_AND_RAW_QUEUE_AUTHORITY_AVAILABLE,FROZEN_STRICT_FULL_KESTREL_ARCHIVE_AVAILABLE,COMPLETE,COMPLETE_RAW_ARCHIVE,COMPLETE,COMPLETE_RAW_ARCHIVE,COMPLETE,COMPLETE_RAW_AUTHORITY,COMPLETE_RAW_ARCHIVE_AND_FROZEN_ENGINEERING_ROUTE,COMPLETE_FROZEN_IEEE123_AND_90_ANCHOR_BACKGROUNDS,COMPLETE_FROZEN_V16_MAPPING,COMPLETE_STRICT_FULL_FROZEN_DOMAIN,True,True,0,0,
2025-03-26,COMPLETE,FROZEN_MODEL_AND_RAW_QUEUE_AUTHORITY_AVAILABLE,FROZEN_STRICT_FULL_KESTREL_ARCHIVE_AVAILABLE,COMPLETE,COMPLETE_RAW_ARCHIVE,COMPLETE,COMPLETE_RAW_ARCHIVE,COMPLETE,COMPLETE_RAW_AUTHORITY,COMPLETE_RAW_ARCHIVE_AND_FROZEN_ENGINEERING_ROUTE,COMPLETE_FROZEN_IEEE123_AND_90_ANCHOR_BACKGROUNDS,COMPLETE_FROZEN_V16_MAPPING,COMPLETE_STRICT_FULL_FROZEN_DOMAIN,True,True,0,0,
2025-03-27,COMPLETE,FROZEN_MODEL_AND_RAW_QUEUE_AUTHORITY_AVAILABLE,FROZEN_STRICT_FULL_KESTREL_ARCHIVE_AVAILABLE,COMPLETE,COMPLETE_RAW_ARCHIVE,COMPLETE,COMPLETE_RAW_ARCHIVE,COMPLETE,COMPLETE_RAW_AUTHORITY,COMPLETE_RAW_ARCHIVE_AND_FROZEN_ENGINEERING_ROUTE,COMPLETE_FROZEN_IEEE123_AND_90_ANCHOR_BACKGROUNDS,COMPLETE_FROZEN_V16_MAPPING,COMPLETE_STRICT_FULL_FROZEN_DOMAIN,True,True,0,0,
2025-03-28,COMPLETE,FROZEN_MODEL_AND_RAW_QUEUE_AUTHORITY_AVAILABLE,FROZEN_STRICT_FULL_KESTREL_ARCHIVE_AVAILABLE,COMPLETE,COMPLETE_RAW_ARCHIVE,COMPLETE,COMPLETE_RAW_ARCHIVE,COMPLETE,COMPLETE_RAW_AUTHORITY,COMPLETE_RAW_ARCHIVE_AND_FROZEN_ENGINEERING_ROUTE,COMPLETE_FROZEN_IEEE123_AND_90_ANCHOR_BACKGROUNDS,COMPLETE_FROZEN_V16_MAPPING,COMPLETE_STRICT_FULL_FROZEN_DOMAIN,True,True,0,0,
2025-03-29,COMPLETE,FROZEN_MODEL_AND_RAW_QUEUE_AUTHORITY_AVAILABLE,FROZEN_STRICT_FULL_KESTREL_ARCHIVE_AVAILABLE,COMPLETE,COMPLETE_RAW_ARCHIVE,COMPLETE,COMPLETE_RAW_ARCHIVE,COMPLETE,COMPLETE_RAW_AUTHORITY,COMPLETE_RAW_ARCHIVE_AND_FROZEN_ENGINEERING_ROUTE,COMPLETE_FROZEN_IEEE123_AND_90_ANCHOR_BACKGROUNDS,COMPLETE_FROZEN_V16_MAPPING,COMPLETE_STRICT_FULL_FROZEN_DOMAIN,True,True,0,0,
