element_type,element_id,from_bus,to_bus,x_from,y_from,x_to,y_to,terminal,phase,data_status,B0_loading_at_critical_time,critical_slot,critical_time_AEST
line,line.ln5654476-1,l2917330,l2861222,1684389.05084218,12273101.218214,1684198.23049001,12272877.8920058,2,1,OK,0.002829007043502768,75,2025-05-01T18:45:00+10:00
line,line.ln6987572-4,m1047490,p1164481,1670303.60724507,12280731.3821891,1670321.60097308,12280625.750445,1,1,OK,0.03263620677215796,75,2025-05-01T18:45:00+10:00
line,line.ln6987572-4,m1047490,p1164481,1670303.60724507,12280731.3821891,1670321.60097308,12280625.750445,2,1,OK,0.03263663792651758,75,2025-05-01T18:45:00+10:00
line,line.ln6260025-1,m1069356,m1069363,1675048.75361748,12273446.6666623,1675263.48232168,12273491.1533184,1,3,OK,0.0021274903980956802,75,2025-05-01T18:45:00+10:00
line,line.ln6260025-1,m1069356,m1069363,1675048.75361748,12273446.6666623,1675263.48232168,12273491.1533184,2,3,OK,0.002128258552808662,75,2025-05-01T18:45:00+10:00
line,line.ln5926291-1,m1069418,m1069417,1673805.72820833,12275482.3786642,1673856.39163237,12275198.9108879,1,1,OK,0.03738607020815128,75,2025-05-01T18:45:00+10:00
line,line.ln5926291-1,m1069418,m1069417,1673805.72820833,12275482.3786642,1673856.39163237,12275198.9108879,1,2,OK,0.08390239630564096,75,2025-05-01T18:45:00+10:00
line,line.ln5926291-1,m1069418,m1069417,1673805.72820833,12275482.3786642,1673856.39163237,12275198.9108879,1,3,OK,0.06447538753065646,75,2025-05-01T18:45:00+10:00
line,line.ln5926291-1,m1069418,m1069417,1673805.72820833,12275482.3786642,1673856.39163237,12275198.9108879,2,1,OK,0.037387968403459364,75,2025-05-01T18:45:00+10:00
line,line.ln5926291-1,m1069418,m1069417,1673805.72820833,12275482.3786642,1673856.39163237,12275198.9108879,2,2,OK,0.0839044198794695,75,2025-05-01T18:45:00+10:00
line,line.ln5926291-1,m1069418,m1069417,1673805.72820833,12275482.3786642,1673856.39163237,12275198.9108879,2,3,OK,0.06447667220456171,75,2025-05-01T18:45:00+10:00
line,line.ln8961800-1,p828359,l2878848,1669966.79726075,12283867.165104,1669576.16993239,12283750.6379999,1,3,OK,0.020985996574419394,75,2025-05-01T18:45:00+10:00
line,line.ln8961800-1,p828359,l2878848,1669966.79726075,12283867.165104,1669576.16993239,12283750.6379999,2,3,OK,0.021000801242150504,75,2025-05-01T18:45:00+10:00
line,line.ln6437757-1,m1047486,l3177665,1671735.5811344,12280409.2195008,1671675.58292634,12280408.9778368,1,1,OK,0.0027814017437950084,75,2025-05-01T18:45:00+10:00
line,line.ln6437757-1,m1047486,l3177665,1671735.5811344,12280409.2195008,1671675.58292634,12280408.9778368,2,1,OK,0.002781619685430768,75,2025-05-01T18:45:00+10:00
line,line.ln5594245-1,m1108278,l2805036,1680482.17544655,12266717.868448,1680695.42139874,12266761.2491841,1,2,OK,0.0007963350910586351,75,2025-05-01T18:45:00+10:00
line,line.ln5594245-1,m1108278,l2805036,1680482.17544655,12266717.868448,1680695.42139874,12266761.2491841,2,2,OK,0.0007970997453715176,75,2025-05-01T18:45:00+10:00
line,line.ln5957492-1,l2692654,m1125929,1683215.62876109,12273383.6906623,1683212.38472909,12273390.7644543,1,1,OK,0.0028119758759322364,75,2025-05-01T18:45:00+10:00
line,line.ln5957492-1,l2692654,m1125929,1683215.62876109,12273383.6906623,1683212.38472909,12273390.7644543,2,1,OK,0.0028120033423621855,75,2025-05-01T18:45:00+10:00
line,line.ln5956464-1,m1047669,m1047672,1670298.58145306,12284547.2895206,1670298.63060506,12284558.4265447,1,1,OK,0.050407607001235775,75,2025-05-01T18:45:00+10:00
line,line.ln5956464-1,m1047669,m1047672,1670298.58145306,12284547.2895206,1670298.63060506,12284558.4265447,1,2,OK,0.12097963206317114,75,2025-05-01T18:45:00+10:00
line,line.ln5956464-1,m1047669,m1047672,1670298.58145306,12284547.2895206,1670298.63060506,12284558.4265447,1,3,OK,0.028545286667895752,75,2025-05-01T18:45:00+10:00
line,line.ln5956464-1,m1047669,m1047672,1670298.58145306,12284547.2895206,1670298.63060506,12284558.4265447,2,1,OK,0.050407675137482864,75,2025-05-01T18:45:00+10:00
line,line.ln5956464-1,m1047669,m1047672,1670298.58145306,12284547.2895206,1670298.63060506,12284558.4265447,2,2,OK,0.12097970309886195,75,2025-05-01T18:45:00+10:00
line,line.ln5956464-1,m1047669,m1047672,1670298.58145306,12284547.2895206,1670298.63060506,12284558.4265447,2,3,OK,0.02854533876584719,75,2025-05-01T18:45:00+10:00
line,line.ln6171683-1,m1125919,p829961,1683334.2980732,12273089.388966,1683321.48168919,12273121.178022,1,1,OK,0.003931117367648711,75,2025-05-01T18:45:00+10:00
line,line.ln6171683-1,m1125919,p829961,1683334.2980732,12273089.388966,1683321.48168919,12273121.178022,2,1,OK,0.003931238172423915,75,2025-05-01T18:45:00+10:00
line,line.ln5625715-1,m1142819,p829960,1684492.22908228,12274167.738791,1684487.05173827,12274174.140839,1,2,OK,0.002845487772908554,75,2025-05-01T18:45:00+10:00
line,line.ln5625715-1,m1142819,p829960,1684492.22908228,12274167.738791,1684487.05173827,12274174.140839,2,2,OK,0.0028455151334424392,75,2025-05-01T18:45:00+10:00
line,line.ln5746706-2,p829979,m3036172,1691639.80643294,12274625.5323274,1691645.02064094,12274518.8110473,1,2,OK,0.008833200225178224,75,2025-05-01T18:45:00+10:00
line,line.ln5746706-2,p829979,m3036172,1691639.80643294,12274625.5323274,1691645.02064094,12274518.8110473,2,2,OK,0.008833576210259361,75,2025-05-01T18:45:00+10:00
line,line.ln5653491-1,m1026883,m1026898,1668559.44033144,12285061.9314411,1668558.80135544,12285264.1181933,1,3,OK,0.00251690951697394,75,2025-05-01T18:45:00+10:00
line,line.ln5653491-1,m1026883,m1026898,1668559.44033144,12285061.9314411,1668558.80135544,12285264.1181933,2,3,OK,0.002517616972296306,75,2025-05-01T18:45:00+10:00
line,line.ln5472361-1,m1089143,l3141400,1678554.22920475,12269872.861603,1678773.45941295,12269650.5880668,1,1,OK,0.0007569368026353028,75,2025-05-01T18:45:00+10:00
line,line.ln5472361-1,m1089143,l3141400,1678554.22920475,12269872.861603,1678773.45941295,12269650.5880668,2,1,OK,0.0007579929547781231,75,2025-05-01T18:45:00+10:00
line,line.ln5683856-2,m1069469,n1139263,1673628.44513616,12278797.9145393,1673655.35995219,12278801.3797553,1,1,OK,0.0018480332624820908,75,2025-05-01T18:45:00+10:00
line,line.ln5683856-2,m1069469,n1139263,1673628.44513616,12278797.9145393,1673655.35995219,12278801.3797553,2,1,OK,0.0018481286813492662,75,2025-05-01T18:45:00+10:00
line,line.ln5565091-1,m1069481,p827507,1672943.77006352,12279668.8183481,1672926.26785551,12279641.8257081,1,3,OK,0.0025328113862900016,75,2025-05-01T18:45:00+10:00
line,line.ln5565091-1,m1069481,p827507,1672943.77006352,12279668.8183481,1672926.26785551,12279641.8257081,2,3,OK,0.002532924871298841,75,2025-05-01T18:45:00+10:00
line,line.ln5653466-1,m1026377,l3048210,1667348.67911431,12262175.4290198,1667054.34874604,12262471.5206681,1,1,OK,0.002805809427816404,75,2025-05-01T18:45:00+10:00
line,line.ln5653466-1,m1026377,l3048210,1667348.67911431,12262175.4290198,1667054.34874604,12262471.5206681,2,1,OK,0.0028072487129336254,75,2025-05-01T18:45:00+10:00
line,line.ln5534966-2,e182722,n1138596,1673833.48270435,12274468.2582153,1673874.29115239,12274484.2244233,1,1,OK,0.01607672586190999,75,2025-05-01T18:45:00+10:00
line,line.ln5534966-2,e182722,n1138596,1673833.48270435,12274468.2582153,1673874.29115239,12274484.2244233,2,1,OK,0.016076878668617896,75,2025-05-01T18:45:00+10:00
line,line.ln6409762-1,m1026331,l3214055,1666972.51066596,12260276.83881,1666869.95092187,12260448.5308422,1,3,OK,0.0012545045251918466,75,2025-05-01T18:45:00+10:00
line,line.ln6409762-1,m1026331,l3214055,1666972.51066596,12260276.83881,1666869.95092187,12260448.5308422,2,3,OK,0.001255204608858208,75,2025-05-01T18:45:00+10:00
line,line.ln6109158-1,m1108295,l2936279,1680836.50811888,12270559.9205476,1680562.39970262,12270541.4107236,1,1,OK,0.142842093006633,75,2025-05-01T18:45:00+10:00
line,line.ln6109158-1,m1108295,l2936279,1680836.50811888,12270559.9205476,1680562.39970262,12270541.4107236,1,2,OK,0.1557776938113763,75,2025-05-01T18:45:00+10:00
line,line.ln6109158-1,m1108295,l2936279,1680836.50811888,12270559.9205476,1680562.39970262,12270541.4107236,1,3,OK,0.13871613183695067,75,2025-05-01T18:45:00+10:00
line,line.ln6109158-1,m1108295,l2936279,1680836.50811888,12270559.9205476,1680562.39970262,12270541.4107236,2,1,OK,0.14284363416044366,75,2025-05-01T18:45:00+10:00
line,line.ln6109158-1,m1108295,l2936279,1680836.50811888,12270559.9205476,1680562.39970262,12270541.4107236,2,2,OK,0.15577936145235888,75,2025-05-01T18:45:00+10:00
line,line.ln6109158-1,m1108295,l2936279,1680836.50811888,12270559.9205476,1680562.39970262,12270541.4107236,2,3,OK,0.13871726067898307,75,2025-05-01T18:45:00+10:00
line,line.ln5835145-1,m1026704,l2841634,1667884.08365881,12278196.4619947,1667855.96052279,12277659.4886822,1,2,OK,0.0031173542170949238,75,2025-05-01T18:45:00+10:00
line,line.ln5835145-1,m1026704,l2841634,1667884.08365881,12278196.4619947,1667855.96052279,12277659.4886822,2,2,OK,0.0031192162801967423,75,2025-05-01T18:45:00+10:00
line,line.ln5774493-1,m1047386,m1047379,1670422.96878118,12266801.4391361,1670519.69991727,12266504.8682558,1,2,OK,0.007323431783735692,75,2025-05-01T18:45:00+10:00
line,line.ln5774493-1,m1047386,m1047379,1670422.96878118,12266801.4391361,1670519.69991727,12266504.8682558,2,2,OK,0.00732448262339869,75,2025-05-01T18:45:00+10:00
line,line.ln5835143-1,m1089118,m1089115,1676496.02197083,12268725.4818899,1676011.12110638,12268510.4582737,1,1,OK,0.11271758315910411,75,2025-05-01T18:45:00+10:00
line,line.ln5835143-1,m1089118,m1089115,1676496.02197083,12268725.4818899,1676011.12110638,12268510.4582737,1,2,OK,0.12071490732799052,75,2025-05-01T18:45:00+10:00
line,line.ln5835143-1,m1089118,m1089115,1676496.02197083,12268725.4818899,1676011.12110638,12268510.4582737,1,3,OK,0.11984950654740127,75,2025-05-01T18:45:00+10:00
line,line.ln5835143-1,m1089118,m1089115,1676496.02197083,12268725.4818899,1676011.12110638,12268510.4582737,2,1,OK,0.11272065784169866,75,2025-05-01T18:45:00+10:00
line,line.ln5835143-1,m1089118,m1089115,1676496.02197083,12268725.4818899,1676011.12110638,12268510.4582737,2,2,OK,0.12071820680380686,75,2025-05-01T18:45:00+10:00
line,line.ln5835143-1,m1089118,m1089115,1676496.02197083,12268725.4818899,1676011.12110638,12268510.4582737,2,3,OK,0.11985172797438355,75,2025-05-01T18:45:00+10:00
line,line.ln5926315-1,m1026486,m1026488,1668058.89684297,12267885.6667211,1668027.25114695,12267901.6288331,1,2,OK,0.00122168919861931,75,2025-05-01T18:45:00+10:00
line,line.ln5926315-1,m1026486,m1026488,1668058.89684297,12267885.6667211,1668027.25114695,12267901.6288331,2,2,OK,0.001221814290690744,75,2025-05-01T18:45:00+10:00
line,line.ln5895786-1,m1026364,l3010570,1666951.89959394,12261536.7602192,1666792.8519138,12261651.3908753,1,1,OK,0.0011213392535870323,75,2025-05-01T18:45:00+10:00
line,line.ln5895786-1,m1026364,l3010570,1666951.89959394,12261536.7602192,1666792.8519138,12261651.3908753,2,1,OK,0.001122036199783394,75,2025-05-01T18:45:00+10:00
line,line.ln81048102-5,p904451,221-282819,1680888.52731892,12279304.5487798,1680874.47803891,12279310.6968758,1,1,OK,0.04721528984456396,75,2025-05-01T18:45:00+10:00
line,line.ln81048102-5,p904451,221-282819,1680888.52731892,12279304.5487798,1680874.47803891,12279310.6968758,2,1,OK,0.04721573584249208,75,2025-05-01T18:45:00+10:00
line,line.ln5861084-1,m1125968,p895107,1682159.56117611,12277912.9204905,1682162.47752811,12277885.3462184,1,3,OK,0.007409149103445665,75,2025-05-01T18:45:00+10:00
line,line.ln5861084-1,m1125968,p895107,1682159.56117611,12277912.9204905,1682162.47752811,12277885.3462184,2,3,OK,0.007409244357719096,75,2025-05-01T18:45:00+10:00
line,line.ln5774455-2,m1047672,n1136999,1670298.63060506,12284558.4265447,1670351.20276511,12284557.4435047,1,1,OK,0.0036653005912930135,75,2025-05-01T18:45:00+10:00
line,line.ln5774455-2,m1047672,n1136999,1670298.63060506,12284558.4265447,1670351.20276511,12284557.4435047,2,1,OK,0.003665490327048638,75,2025-05-01T18:45:00+10:00
line,line.ln6108132-1,m1069412,l2879061,1672653.92071925,12274970.9398157,1672845.51111943,12275161.2317839,1,2,OK,0.0008225539418460662,75,2025-05-01T18:45:00+10:00
line,line.ln6108132-1,m1069412,l2879061,1672653.92071925,12274970.9398157,1672845.51111943,12275161.2317839,2,2,OK,0.0008234674900721192,75,2025-05-01T18:45:00+10:00
line,line.ln6077775-1,m1026947,m1026946,1664668.33043982,12287843.1809797,1664871.86887201,12287436.3785473,1,2,OK,0.0032731559720636035,75,2025-05-01T18:45:00+10:00
line,line.ln6077775-1,m1026947,m1026946,1664668.33043982,12287843.1809797,1664871.86887201,12287436.3785473,2,2,OK,0.0032746931521615485,75,2025-05-01T18:45:00+10:00
line,line.ln5591718-1,m1142880,l2891575,1686350.64572401,12286465.3316344,1686093.82652377,12286266.9172983,1,3,OK,0.0012661571321317588,75,2025-05-01T18:45:00+10:00
line,line.ln5591718-1,m1142880,l2891575,1686350.64572401,12286465.3316344,1686093.82652377,12286266.9172983,2,3,OK,0.0012672774159525222,75,2025-05-01T18:45:00+10:00
line,line.ln5653461-1,m1026848,m1026847,1664416.63123958,12284147.5936483,1664200.69011938,12284146.3156963,1,1,OK,0.0018514005016758211,75,2025-05-01T18:45:00+10:00
line,line.ln5653461-1,m1026848,m1026847,1664416.63123958,12284147.5936483,1664200.69011938,12284146.3156963,2,1,OK,0.0018521959358079332,75,2025-05-01T18:45:00+10:00
line,line.ln6290229-1,l2897793,m1069521,1672926.52180751,12284878.328241,1672887.10190347,12284952.441265,1,1,OK,0.006844188134661534,75,2025-05-01T18:45:00+10:00
line,line.ln6290229-1,l2897793,m1069521,1672926.52180751,12284878.328241,1672887.10190347,12284952.441265,2,1,OK,0.006844475109563354,75,2025-05-01T18:45:00+10:00
line,line.ln5774463-1,m1069175,l3197637,1675199.13006562,12267998.9497932,1675069.0615855,12268213.6416334,1,3,OK,0.0008340206092867063,75,2025-05-01T18:45:00+10:00
line,line.ln5774463-1,m1069175,l3197637,1675199.13006562,12267998.9497932,1675069.0615855,12268213.6416334,2,3,OK,0.0008349006509941079,75,2025-05-01T18:45:00+10:00
line,line.ln6380814-1,m1047441,l3197635,1671455.18126214,12275454.0712082,1671634.0617743,12275365.9293841,1,2,OK,0.001241335996232513,75,2025-05-01T18:45:00+10:00
line,line.ln6380814-1,m1047441,l3197635,1671455.18126214,12275454.0712082,1671634.0617743,12275365.9293841,2,2,OK,0.0012420125595682772,75,2025-05-01T18:45:00+10:00
line,line.ln5895776-1,l2804257,l2860485,1664772.59821591,12292311.0486319,1664577.64090373,12292312.4617519,1,2,OK,0.004505370333226337,75,2025-05-01T18:45:00+10:00
line,line.ln5895776-1,l2804257,l2860485,1664772.59821591,12292311.0486319,1664577.64090373,12292312.4617519,2,2,OK,0.004506044373488227,75,2025-05-01T18:45:00+10:00
line,line.ln6200439-1,l3235945,l2842330,1681312.75003932,12283848.602032,1681417.14888742,12283859.182,1,3,OK,0.00941981448041621,75,2025-05-01T18:45:00+10:00
line,line.ln6200439-1,l3235945,l2842330,1681312.75003932,12283848.602032,1681417.14888742,12283859.182,2,3,OK,0.009420182832472597,75,2025-05-01T18:45:00+10:00
line,line.ln6138601-1,l2804254,m1047752,1671689.93121436,12288039.9814919,1671672.42900634,12288000.0004359,1,1,OK,0.002958921344952036,75,2025-05-01T18:45:00+10:00
line,line.ln6138601-1,l2804254,m1047752,1671689.93121436,12288039.9814919,1671672.42900634,12288000.0004359,2,1,OK,0.002959072113468748,75,2025-05-01T18:45:00+10:00
line,line.ln5927421-1,m1166370,m1166364,1689139.46876661,12275313.9019921,1689132.2434226,12275200.3035279,1,3,OK,0.0020981273011374687,75,2025-05-01T18:45:00+10:00
line,line.ln5927421-1,m1166370,m1166364,1689139.46876661,12275313.9019921,1689132.2434226,12275200.3035279,2,3,OK,0.002098681530206358,75,2025-05-01T18:45:00+10:00
line,line.ln5532748-5,m1047592,m3763619,1668812.72058768,12283524.2602717,1668691.56500356,12283575.4684637,1,1,OK,0.1885527465648051,75,2025-05-01T18:45:00+10:00
line,line.ln5532748-5,m1047592,m3763619,1668812.72058768,12283524.2602717,1668691.56500356,12283575.4684637,1,2,OK,0.13801060970401152,75,2025-05-01T18:45:00+10:00
line,line.ln5532748-5,m1047592,m3763619,1668812.72058768,12283524.2602717,1668691.56500356,12283575.4684637,1,3,OK,0.11710504301956348,75,2025-05-01T18:45:00+10:00
line,line.ln5532748-5,m1047592,m3763619,1668812.72058768,12283524.2602717,1668691.56500356,12283575.4684637,2,1,OK,0.18855363580511525,75,2025-05-01T18:45:00+10:00
line,line.ln5532748-5,m1047592,m3763619,1668812.72058768,12283524.2602717,1668691.56500356,12283575.4684637,2,2,OK,0.13801157445310774,75,2025-05-01T18:45:00+10:00
line,line.ln5532748-5,m1047592,m3763619,1668812.72058768,12283524.2602717,1668691.56500356,12283575.4684637,2,3,OK,0.11710564529296981,75,2025-05-01T18:45:00+10:00
line,line.ln6506318-4,m3037540,l2710509,1678913.37877308,12274857.1488396,1678923.98741309,12274859.9300236,1,3,OK,0.0034249105115606204,75,2025-05-01T18:45:00+10:00
line,line.ln6506318-4,m3037540,l2710509,1678913.37877308,12274857.1488396,1678923.98741309,12274859.9300236,2,3,OK,0.0034249488749179395,75,2025-05-01T18:45:00+10:00
line,line.ln6288856-3,l2763072,m4118754,1665426.63111252,12258785.6080887,1665257.40077637,12258616.7382005,1,2,OK,0.0387824799532596,75,2025-05-01T18:45:00+10:00
line,line.ln6288856-3,l2763072,m4118754,1665426.63111252,12258785.6080887,1665257.40077637,12258616.7382005,2,2,OK,0.038783289375234155,75,2025-05-01T18:45:00+10:00
line,line.ln5653452-1,m1089196,m1089198,1677997.98830823,12282799.751599,1677674.10120393,12282933.9611351,1,1,OK,0.5146202934332182,75,2025-05-01T18:45:00+10:00
line,line.ln5653452-1,m1089196,m1089198,1677997.98830823,12282799.751599,1677674.10120393,12282933.9611351,1,2,OK,0.5261150968384352,75,2025-05-01T18:45:00+10:00
line,line.ln5653452-1,m1089196,m1089198,1677997.98830823,12282799.751599,1677674.10120393,12282933.9611351,1,3,OK,0.4010656387959988,75,2025-05-01T18:45:00+10:00
line,line.ln5653452-1,m1089196,m1089198,1677997.98830823,12282799.751599,1677674.10120393,12282933.9611351,2,1,OK,0.5146209489211981,75,2025-05-01T18:45:00+10:00
line,line.ln5653452-1,m1089196,m1089198,1677997.98830823,12282799.751599,1677674.10120393,12282933.9611351,2,2,OK,0.5261159119938822,75,2025-05-01T18:45:00+10:00
line,line.ln5653452-1,m1089196,m1089198,1677997.98830823,12282799.751599,1677674.10120393,12282933.9611351,2,3,OK,0.4010644722097708,75,2025-05-01T18:45:00+10:00
line,line.ln6290205-1,m1047484,l3010560,1672044.01812669,12280300.0406207,1672215.70196685,12280209.9982526,1,1,OK,0.05064177526946389,75,2025-05-01T18:45:00+10:00
line,line.ln6290205-1,m1047484,l3010560,1672044.01812669,12280300.0406207,1672215.70196685,12280209.9982526,1,2,OK,0.10888146128399707,75,2025-05-01T18:45:00+10:00
line,line.ln6290205-1,m1047484,l3010560,1672044.01812669,12280300.0406207,1672215.70196685,12280209.9982526,1,3,OK,0.10660213824550299,75,2025-05-01T18:45:00+10:00
line,line.ln6290205-1,m1047484,l3010560,1672044.01812669,12280300.0406207,1672215.70196685,12280209.9982526,2,1,OK,0.05064304611126155,75,2025-05-01T18:45:00+10:00
line,line.ln6290205-1,m1047484,l3010560,1672044.01812669,12280300.0406207,1672215.70196685,12280209.9982526,2,2,OK,0.10888283503511469,75,2025-05-01T18:45:00+10:00
line,line.ln6290205-1,m1047484,l3010560,1672044.01812669,12280300.0406207,1672215.70196685,12280209.9982526,2,3,OK,0.10660299949938079,75,2025-05-01T18:45:00+10:00
line,line.ln6350547-1,l3254219,l3254220,1671880.14945453,12264838.7219503,1671856.96199851,12265047.9702065,1,3,OK,0.002096896267035793,75,2025-05-01T18:45:00+10:00
line,line.ln6350547-1,l3254219,l3254220,1671880.14945453,12264838.7219503,1671856.96199851,12265047.9702065,2,3,OK,0.0020976559820626447,75,2025-05-01T18:45:00+10:00
line,line.ln6229800-1,m1026648,m1026647,1667200.08442618,12275753.2553365,1667270.61345024,12275597.1772563,1,1,OK,0.02712750078838305,75,2025-05-01T18:45:00+10:00
line,line.ln6229800-1,m1026648,m1026647,1667200.08442618,12275753.2553365,1667270.61345024,12275597.1772563,2,1,OK,0.027128084432586467,75,2025-05-01T18:45:00+10:00
line,line.ln6138609-1,m1089112,l2691951,1675750.86945814,12268360.8109136,1675749.12046614,12268574.1920338,1,3,OK,0.05061262476112756,75,2025-05-01T18:45:00+10:00
line,line.ln6138609-1,m1089112,l2691951,1675750.86945814,12268360.8109136,1675749.12046614,12268574.1920338,2,3,OK,0.05061337104739197,75,2025-05-01T18:45:00+10:00
line,line.wd701_48332_sw,228-1048090-1_int,193-51796,1680144.86984623,12279507.043308,1680144.86984623,12279506.043308,,,DISABLED,,75,2025-05-01T18:45:00+10:00
line,line.ln81048090-1,m1108433,228-1048090-1_int,1680151.05480624,12279882.8097723,1680144.86984623,12279507.043308,1,2,OK,0.000042223207003641034,75,2025-05-01T18:45:00+10:00
line,line.ln81048090-1,m1108433,228-1048090-1_int,1680151.05480624,12279882.8097723,1680144.86984623,12279507.043308,2,2,OK,3.409038837590379e-14,75,2025-05-01T18:45:00+10:00
line,line.ln5683828-1,m1026327,l2841636,1666556.70112958,12259881.4396417,1666311.51047335,12259640.7300095,1,2,OK,0.046202753687386,75,2025-05-01T18:45:00+10:00
line,line.ln5683828-1,m1026327,l2841636,1666556.70112958,12259881.4396417,1666311.51047335,12259640.7300095,2,2,OK,0.04620392082967459,75,2025-05-01T18:45:00+10:00
line,line.ln8979256-1,m1089183,l2990826,1678662.94933285,12279553.204652,1678542.04770074,12279603.163564,1,1,OK,0.004038105047004541,75,2025-05-01T18:45:00+10:00
line,line.ln8979256-1,m1089183,l2990826,1678662.94933285,12279553.204652,1678542.04770074,12279603.163564,1,2,OK,0.004343406539342094,75,2025-05-01T18:45:00+10:00
line,line.ln8979256-1,m1089183,l2990826,1678662.94933285,12279553.204652,1678542.04770074,12279603.163564,1,3,OK,0.004457211875549536,75,2025-05-01T18:45:00+10:00
line,line.ln8979256-1,m1089183,l2990826,1678662.94933285,12279553.204652,1678542.04770074,12279603.163564,2,1,OK,0.004047346043438103,75,2025-05-01T18:45:00+10:00
line,line.ln8979256-1,m1089183,l2990826,1678662.94933285,12279553.204652,1678542.04770074,12279603.163564,2,2,OK,0.00435271902558316,75,2025-05-01T18:45:00+10:00
line,line.ln8979256-1,m1089183,l2990826,1678662.94933285,12279553.204652,1678542.04770074,12279603.163564,2,3,OK,0.004466739257517847,75,2025-05-01T18:45:00+10:00
line,line.ln6506317-2,l2911069,l2948732,1657953.22105756,12284279.9886564,1657764.13740939,12283586.0975838,1,2,OK,0.0012378195057241121,75,2025-05-01T18:45:00+10:00
line,line.ln6506317-2,l2911069,l2948732,1657953.22105756,12284279.9886564,1657764.13740939,12283586.0975838,2,2,OK,0.0012403435120267555,75,2025-05-01T18:45:00+10:00
line,line.ln6078744-1,m1108260,m1108259,1679999.9984221,12259611.1200254,1680069.86799016,12259517.2888573,1,2,OK,0.0031885252037764478,75,2025-05-01T18:45:00+10:00
line,line.ln6078744-1,m1108260,m1108259,1679999.9984221,12259611.1200254,1680069.86799016,12259517.2888573,2,2,OK,0.0031889246639318376,75,2025-05-01T18:45:00+10:00
line,line.ln81018875-1,m1069312,p873800,1674324.77332881,12272919.3721978,1674340.80097683,12272901.4194298,1,3,OK,0.0057938008572777505,75,2025-05-01T18:45:00+10:00
line,line.ln81018875-1,m1069312,p873800,1674324.77332881,12272919.3721978,1674340.80097683,12272901.4194298,2,3,OK,0.005794415791335754,75,2025-05-01T18:45:00+10:00
line,line.ln6078691-1,p901951,m1186078,1691331.97974465,12281760.6987981,1691079.03945641,12282276.7702225,1,3,OK,0.0338411394258048,75,2025-05-01T18:45:00+10:00
line,line.ln6078691-1,p901951,m1186078,1691331.97974465,12281760.6987981,1691079.03945641,12282276.7702225,2,3,OK,0.03384312308475126,75,2025-05-01T18:45:00+10:00
line,line.ln6258439-1,l2876797,r18241,1670275.23015704,12288092.352948,1670273.23130904,12288254.3374601,1,1,OK,0.02950180383748131,75,2025-05-01T18:45:00+10:00
line,line.ln6258439-1,l2876797,r18241,1670275.23015704,12288092.352948,1670273.23130904,12288254.3374601,1,2,OK,0.11691445065296378,75,2025-05-01T18:45:00+10:00
line,line.ln6258439-1,l2876797,r18241,1670275.23015704,12288092.352948,1670273.23130904,12288254.3374601,1,3,OK,0.0168144600127905,75,2025-05-01T18:45:00+10:00
line,line.ln6258439-1,l2876797,r18241,1670275.23015704,12288092.352948,1670273.23130904,12288254.3374601,2,1,OK,0.02950282864295592,75,2025-05-01T18:45:00+10:00
line,line.ln6258439-1,l2876797,r18241,1670275.23015704,12288092.352948,1670273.23130904,12288254.3374601,2,2,OK,0.11691547367838366,75,2025-05-01T18:45:00+10:00
line,line.ln6258439-1,l2876797,r18241,1670275.23015704,12288092.352948,1670273.23130904,12288254.3374601,2,3,OK,0.016815305110607776,75,2025-05-01T18:45:00+10:00
line,line.ln6108164-1,l3254227,m1069550,1674699.34024116,12285880.6604019,1674558.24123303,12285946.458546,1,2,OK,0.07746633742548999,75,2025-05-01T18:45:00+10:00
line,line.ln6108164-1,l3254227,m1069550,1674699.34024116,12285880.6604019,1674558.24123303,12285946.458546,2,2,OK,0.07746687650397698,75,2025-05-01T18:45:00+10:00
line,line.ln5927379-2,m3037455,l3217052,1685008.93129076,12275185.0090639,1684775.18076254,12275194.8394639,1,3,OK,0.0021085381919145317,75,2025-05-01T18:45:00+10:00
line,line.ln5927379-2,m3037455,l3217052,1685008.93129076,12275185.0090639,1684775.18076254,12275194.8394639,2,3,OK,0.002109351448422887,75,2025-05-01T18:45:00+10:00
line,line.ln6110365-1,p827500,l2822861,1673899.63310441,12276990.9518496,1673577.52776011,12276992.8810656,1,1,OK,0.0036936066668161144,75,2025-05-01T18:45:00+10:00
line,line.ln6110365-1,p827500,l2822861,1673899.63310441,12276990.9518496,1673577.52776011,12276992.8810656,2,1,OK,0.0036947586095656816,75,2025-05-01T18:45:00+10:00
line,line.ln5773040-1,m1047724,m1047722,1670043.96999682,12286085.0508021,1669909.7113087,12286048.989618,1,1,OK,0.03721326398142532,75,2025-05-01T18:45:00+10:00
line,line.ln5773040-1,m1047724,m1047722,1670043.96999682,12286085.0508021,1669909.7113087,12286048.989618,1,2,OK,0.11689933635005613,75,2025-05-01T18:45:00+10:00
line,line.ln5773040-1,m1047724,m1047722,1670043.96999682,12286085.0508021,1669909.7113087,12286048.989618,1,3,OK,0.020983538963973095,75,2025-05-01T18:45:00+10:00
line,line.ln5773040-1,m1047724,m1047722,1670043.96999682,12286085.0508021,1669909.7113087,12286048.989618,2,1,OK,0.03721412790052409,75,2025-05-01T18:45:00+10:00
