element_type,element_id,from_bus,to_bus,x_from,y_from,x_to,y_to,data_status,B0_element_max_loading,max_terminal,max_phase,max_slot,max_time_AEST
line,line.ln6106658-1,l3083019,m1027080,1664857.84826399,12293643.9361851,1664848.77152799,12293737.7304892,OK,0.03346465070708433,2,1,75,2025-05-01T18:45:00+10:00
line,line.ln6047554-1,m1008752,l3085389,1662120.38086944,12256954.470807,1662216.12896553,12256929.5302629,OK,0.0020849240205628146,2,2,75,2025-05-01T18:45:00+10:00
line,line.ln5956458-1,m1108269,l2729405,1679869.18037397,12266402.0791358,1679922.17442202,12266170.1062715,OK,0.002004594719966347,2,2,75,2025-05-01T18:45:00+10:00
line,line.ln5752776-2,p828362,n1136671,1669777.42279658,12283386.7985116,1669781.54746858,12283406.8238556,OK,0.12097135443839621,2,2,75,2025-05-01T18:45:00+10:00
line,line.ln5651988-1,p901941,l3251799,1683951.93391378,12277043.7124257,1684075.39964189,12277146.9684898,OK,0.0028281396266172532,2,1,75,2025-05-01T18:45:00+10:00
line,line.ln5562935-1,m1026308,l2897764,1663277.32883852,12257432.0889834,1663358.5811906,12257094.6318311,OK,0.002081035954007668,2,2,75,2025-05-01T18:45:00+10:00
line,line.ln5502521-1,m1009840,l2991901,1659626.46163512,12284115.4113762,1659446.58989095,12284113.2896482,OK,0.0057719966956035875,2,2,75,2025-05-01T18:45:00+10:00
line,line.ln6409797-3,n1134470,l3251808,1664384.20730355,12294387.2864578,1664109.8285513,12294496.7766339,OK,0.026932088506349587,2,1,75,2025-05-01T18:45:00+10:00
line,line.ln5926332-1,m1047457,l3139086,1669348.39137218,12276271.3174169,1669206.74350004,12276103.0619288,OK,0.0033175828620551394,2,2,75,2025-05-01T18:45:00+10:00
line,line.ln5742811-4,n1137992,196-29520,1669582.94881239,12281790.6774221,1669592.7300604,12281779.4461901,OK,0.13008650285176887,2,2,75,2025-05-01T18:45:00+10:00
line,line.ln6505943-3,l3029501,m3036165,1672780.59361537,12274370.3269512,1672775.94055937,12274366.3497352,OK,0.008284361337559314,2,2,75,2025-05-01T18:45:00+10:00
line,line.ln6228278-1,m1026857,m1026859,1666774.93600978,12284276.5234404,1666791.34868179,12284299.2316644,OK,0.025998065944609485,2,1,75,2025-05-01T18:45:00+10:00
line,line.ln5896844-1,m1108311,l2898526,1681478.80187947,12271556.1291886,1681401.6291434,12271531.6842605,OK,0.0012715214803787345,2,3,75,2025-05-01T18:45:00+10:00
line,line.ln5805761-1,l3048965,m1142843,1686592.60873224,12275382.0307601,1686425.40182008,12275361.6900241,OK,0.8458726578247437,2,2,75,2025-05-01T18:45:00+10:00
line,line.ln5867683-2,l3216123,n1136996,1670054.32058883,12283903.6727521,1670257.68698902,12284178.6986723,OK,0.12097721710715588,2,2,75,2025-05-01T18:45:00+10:00
line,line.ln5956467-1,m1069202,l2879073,1675577.67009798,12269491.4502746,1675411.13902582,12269853.839779,OK,0.031397254151288016,2,3,75,2025-05-01T18:45:00+10:00
line,line.ln5683804-1,m1089096,m1089093,1675915.99150629,12266339.6192317,1675930.74939431,12266053.0917434,OK,0.010033503983074631,2,3,75,2025-05-01T18:45:00+10:00
line,line.ln6505940-2,m1047786,l3048207,1668612.40980349,12289607.0906134,1668435.52404333,12289751.0199575,OK,0.02736884396258467,2,2,75,2025-05-01T18:45:00+10:00
line,line.ln6139649-1,l3160868,l3082988,1686514.70690816,12272958.6487419,1686580.58287622,12272900.9688698,OK,0.005308803480821217,2,2,75,2025-05-01T18:45:00+10:00
line,line.ln5982822-1,m1125957,l2936211,1683309.14863318,12277641.9004582,1683404.97864927,12277720.9286823,OK,0.00252696622108153,2,3,75,2025-05-01T18:45:00+10:00
line,line.ln81354564-11,n1140525,l3645809,1668769.76173964,12283677.6431838,1668875.09857174,12283806.359984,OK,0.03077488315527267,2,3,75,2025-05-01T18:45:00+10:00
line,line.ln5807087-1,p829962,m1142835,1685350.43529108,12275080.8395918,1685341.68623507,12275098.9439119,OK,0.007603302907516177,2,3,75,2025-05-01T18:45:00+10:00
line,line.ln5517002-3,l3125349,n1138604,1674190.89147269,12273824.6701187,1674265.52468876,12273641.4519425,OK,0.06109086363531981,2,3,75,2025-05-01T18:45:00+10:00
line,line.a8735_48332_sw,d5710794-3_int,e192860,1693954.03005109,12277578.7570982,1693954.03005109,12277577.7570982,OK,0.907051664445774,1,1,75,2025-05-01T18:45:00+10:00
line,line.ln5710794-3,hvmv_sub_48332,d5710794-3_int,1693886,12277577.7570982,1693954.03005109,12277578.7570982,OK,0.9070516644465525,2,1,75,2025-05-01T18:45:00+10:00
line,line.ln6388581-1,l3254216,m1047401,1670419.51175717,12272050.459045,1670317.46401308,12272009.429413,OK,0.003940449046249861,2,1,75,2025-05-01T18:45:00+10:00
line,line.ln5499793-1,l3157167,l2785511,1678310.35746052,12283510.5591517,1678304.59848452,12283921.9491041,OK,0.0018324241081698086,2,1,75,2025-05-01T18:45:00+10:00
line,line.ln5653472-1,l2897784,m1026496,1668087.699915,12267930.2393932,1668036.28282695,12268070.7321933,OK,0.008139056278301905,2,2,75,2025-05-01T18:45:00+10:00
line,line.ln6288693-1,p859135,m1047702,1670270.70407703,12285023.9779051,1670249.62196502,12285031.1622891,OK,0.004773661170081173,2,1,75,2025-05-01T18:45:00+10:00
line,line.ln6199518-1,m1027002,l2673313,1664920.50068005,12291452.8792871,1664911.34202404,12291753.5297834,OK,0.03345286712594201,2,1,75,2025-05-01T18:45:00+10:00
line,line.ln5738651-1,m1047725,m1047728,1670053.95194883,12286090.2035701,1670318.43066908,12286203.3514742,OK,0.002050141734846922,2,2,75,2025-05-01T18:45:00+10:00
line,line.ln5804836-1,m1047300,m1047299,1669332.88801216,12262215.3609239,1669187.75034803,12262068.8797717,OK,0.06264386798174447,2,2,75,2025-05-01T18:45:00+10:00
line,line.ln5926320-1,m1069590,l3122835,1674714.38075317,12287354.3438593,1674360.38804884,12287325.3114112,OK,0.0012201282323389092,2,2,75,2025-05-01T18:45:00+10:00
line,line.ln6121686-1,l3234185,l3065750,1673575.53710411,12292499.2475441,1673580.98888012,12292173.0912558,OK,0.0020787524254092917,2,2,75,2025-05-01T18:45:00+10:00
line,line.ln5532790-1,l2991943,m1047319,1669106.83796395,12263545.0904611,1668880.86164374,12263661.5520292,OK,0.0062976135436356995,2,3,75,2025-05-01T18:45:00+10:00
line,line.ln6258470-1,m1026826,l2952013,1665663.44954474,12283170.4887514,1665885.60839295,12283009.6715992,OK,0.0007378336292151717,2,1,75,2025-05-01T18:45:00+10:00
line,line.ln6411407-1,m1026701,m1026697,1665004.39085613,12278164.4353707,1664850.22560799,12278036.0093866,OK,0.01753140271423423,2,1,75,2025-05-01T18:45:00+10:00
line,line.ln5636753-1,m1069730,l3159037,1673318.84897587,12292718.8791603,1673436.40417598,12292721.1688243,OK,0.009379535804913167,2,2,75,2025-05-01T18:45:00+10:00
line,line.ln6321412-1,m1142835,m1142833,1685341.68623507,12275098.9439119,1685320.06345105,12275079.0660238,OK,0.005482923717662161,2,3,75,2025-05-01T18:45:00+10:00
line,line.ln5833652-1,m1009726,m1009724,1662882.04026215,12280743.4531011,1662873.18880615,12280504.9716929,OK,0.0225828680259736,2,1,75,2025-05-01T18:45:00+10:00
line,line.ln5803262-1,p901913,l3157708,1669590.4076284,12282026.7749583,1669663.69735647,12282007.3681103,OK,0.002099936590174116,2,3,75,2025-05-01T18:45:00+10:00
line,line.ln6438273-3,n1140823,l2851933,1665856.55136892,12278251.6146348,1665852.21780092,12278449.914283,OK,0.00858015250555776,2,1,75,2025-05-01T18:45:00+10:00
line,line.ln6229827-1,m1027066,l2841645,1667350.17005831,12293455.0819129,1667343.78849031,12293415.3916729,OK,0.004241683622823649,2,3,75,2025-05-01T18:45:00+10:00
line,line.ln5651995-1,m1125959,m1125974,1683119.770073,12277736.1780903,1683152.14895303,12277930.7339945,OK,0.004220863731725928,2,3,75,2025-05-01T18:45:00+10:00
line,line.ln5804793-1,m1069192,m1069191,1674569.48884904,12268205.1096654,1674393.72948887,12268162.9208654,OK,0.020747578951545602,2,1,75,2025-05-01T18:45:00+10:00
line,line.ln5894220-2,m1108259,m1108258,1680069.86799016,12259517.2888573,1680136.07983022,12259380.8388092,OK,0.003189443589543906,2,2,75,2025-05-01T18:45:00+10:00
line,line.ln6413711-1,p829976,l2955078,1686407.46134006,12275334.6687121,1686308.01865197,12275184.8779919,OK,0.0018673158179326151,2,1,75,2025-05-01T18:45:00+10:00
line,line.v7995_48332_sw,d5837361-8_int,e182745,1674300.88136079,12278160.9625387,1674300.88136079,12278159.9625387,DISABLED,,,,,
line,line.ln5837361-8,n1147867,d5837361-8_int,1674320.00968081,12278156.6611627,1674300.88136079,12278160.9625387,OK,2.5826565997890367e-7,1,3,43,2025-05-01T10:45:00+10:00
line,line.ln6506316-3,l2991901,m3037537,1659446.58989095,12284113.2896482,1657954.96185756,12284289.3439204,OK,0.0037158995989293327,2,2,75,2025-05-01T18:45:00+10:00
line,line.ln5652982-1,m1026792,l2821010,1665892.08826496,12280726.3318211,1666356.05037739,12280400.2861248,OK,0.005727817573148715,2,1,75,2025-05-01T18:45:00+10:00
line,line.ln5624288-1,m1125968,m1125976,1682159.56117611,12277912.9204905,1682030.50031199,12277936.3782825,OK,0.6525014623520033,2,1,75,2025-05-01T18:45:00+10:00
line,line.ln6048641-1,m1108276,l2786273,1679999.9984221,12266630.09936,1680133.60994222,12266654.319008,OK,0.00581154725549941,2,2,75,2025-05-01T18:45:00+10:00
line,line.ln5686078-3,n1142112,p827496,1679861.66830997,12259796.0912896,1679886.26069399,12259763.6509696,OK,0.003187877032284328,2,2,75,2025-05-01T18:45:00+10:00
line,line.ln8939784-1,221-240988,l3141411,1662994.84819826,12276470.9523611,1662922.46778219,12276584.6491292,OK,0.011848141816276372,2,3,75,2025-05-01T18:45:00+10:00
line,line.ln5989326-1,m1142871,p829956,1684905.47042666,12276397.9288731,1684914.77653867,12276415.0501531,OK,0.0008411741944858194,2,3,75,2025-05-01T18:45:00+10:00
line,line.ln5898057-1,m1069468,p827506,1673577.79809611,12278791.4018993,1673605.50344014,12278794.9654193,OK,0.0029523054310849122,2,1,75,2025-05-01T18:45:00+10:00
line,line.l5437_48332_sw,d5535139-1_int,e183473,1681616.7715436,12279601.578988,1681616.7715436,12279600.578988,OK,0.600698141894531,2,1,75,2025-05-01T18:45:00+10:00
line,line.ln5535139-1,m1125997,d5535139-1_int,1681619.3315436,12279589.921196,1681616.7715436,12279601.578988,OK,0.6006981413073817,2,1,75,2025-05-01T18:45:00+10:00
line,line.ln5653463-1,m1047518,l2973160,1669463.61185228,12282417.8159827,1669182.90887602,12282460.4594387,OK,0.0012128129247572473,2,2,75,2025-05-01T18:45:00+10:00
line,line.ln6137084-3,m1027080,n1134471,1664848.77152799,12293737.7304892,1664921.91380005,12293740.0324412,OK,0.000004204878656569464,1,1,47,2025-05-01T11:45:00+10:00
line,line.ln5472343-1,m1009838,l2801896,1660376.93894782,12284035.9694562,1660233.57075569,12284095.1116002,OK,0.014431901610338612,2,2,75,2025-05-01T18:45:00+10:00
line,line.ln5712477-2,p827520,n1139545,1675750.39841814,12268345.6229456,1675749.75125014,12268324.6186575,OK,0.021931507810048313,2,3,75,2025-05-01T18:45:00+10:00
line,line.ln5501004-1,m1009784,m1009770,1662898.36691817,12281451.6719818,1662884.66170216,12281252.6432456,OK,0.04025571554962488,2,1,75,2025-05-01T18:45:00+10:00
line,line.ln5744357-1,m1069224,m1069218,1674133.53928063,12271064.7812201,1673879.5217444,12270765.6298598,OK,0.007758279729664256,2,3,75,2025-05-01T18:45:00+10:00
line,line.ln6350544-3,n1136669,l3103822,1669509.10202833,12282927.0962391,1669343.59905217,12283037.0984152,OK,0.18854785453079864,2,1,75,2025-05-01T18:45:00+10:00
line,line.ln6900590-2,m3768670,p1123251,1667896.67885882,12283876.716976,1667901.83981883,12283890.442672,OK,0.022312473286712514,2,1,75,2025-05-01T18:45:00+10:00
line,line.ln6201696-2,p827512,n1136994,1668818.20103568,12283534.9303517,1668842.3018997,12283581.8500318,OK,0.0031552692189928265,2,3,75,2025-05-01T18:45:00+10:00
line,line.ln5926324-1,l2729428,m1026648,1667050.19130604,12275943.0598806,1667200.08442618,12275753.2553365,OK,0.028247724808931604,2,1,75,2025-05-01T18:45:00+10:00
line,line.ln5532749-2,m1026926,n1138000,1663676.38163889,12286297.4202103,1663657.64243888,12286300.8526583,OK,0.001860879421772458,2,1,75,2025-05-01T18:45:00+10:00
line,line.ln8940663-1,221-242079,l3011293,1692572.33046581,12274487.2308873,1692623.11267385,12274654.8883594,OK,0.008910437161546292,2,3,75,2025-05-01T18:45:00+10:00
line,line.ln5773980-1,m1026777,l3233353,1666242.64852128,12280091.5828925,1666085.32935314,12279964.6068924,OK,0.0011077791225246824,2,1,75,2025-05-01T18:45:00+10:00
line,line.ln6350545-1,l3029506,m1047518,1669560.90414037,12282691.2895189,1669463.61185228,12282417.8159827,OK,0.0012117992449280407,2,2,75,2025-05-01T18:45:00+10:00
line,line.ln5653454-1,m1069398,l3010559,1675068.9182255,12274662.2980234,1675048.33992148,12274323.4195591,OK,0.0011102030501749733,2,1,75,2025-05-01T18:45:00+10:00
line,line.ln5623401-1,m1069213,l3178977,1674917.86184136,12270440.2313315,1674887.80129733,12270309.3682274,OK,0.0037646414969019397,2,3,75,2025-05-01T18:45:00+10:00
line,line.ln5863718-1,m1108534,p901934,1679221.61915737,12283309.4414555,1679236.38114138,12283294.6753755,OK,0.0010928239216320532,2,1,75,2025-05-01T18:45:00+10:00
line,line.ln5712584-2,p829796,n1142107,1680526.10914259,12283212.2802394,1680612.60027867,12283230.1469914,OK,0.01569022551985612,2,3,75,2025-05-01T18:45:00+10:00
line,line.ln5924702-1,m1069532,l2691965,1675459.38580987,12285448.8109295,1675528.82120193,12285635.8998257,OK,0.0004041417861871761,2,2,75,2025-05-01T18:45:00+10:00
line,line.ln6047596-1,l2785538,l2897793,1673033.03009561,12284691.9315688,1672926.52180751,12284878.328241,OK,0.0075842967190116175,2,1,75,2025-05-01T18:45:00+10:00
line,line.ln5744370-3,n1139259,l2710543,1674203.4539047,12277721.8420903,1674320.31278481,12277718.8028583,OK,0.002119240937742552,2,3,75,2025-05-01T18:45:00+10:00
line,line.ln5861005-3,q1301,l3160872,1685969.20162766,12275679.2786324,1685969.20162766,12275677.2786324,OK,0.6617766807332522,2,1,75,2025-05-01T18:45:00+10:00
line,line.ln5776665-1,m1047763,p827509,1670298.08174106,12288479.5109643,1670285.08513305,12288487.4449163,OK,0.0447696458987093,2,2,75,2025-05-01T18:45:00+10:00
line,line.ln5928546-1,m1047793,p827555,1670700.55060544,12290040.6604058,1670680.59898942,12290042.0817178,OK,0.0045412795199747035,2,2,75,2025-05-01T18:45:00+10:00
line,line.ln6229797-1,l2973154,l2879069,1670826.33057355,12287978.0008198,1670824.51194955,12287767.7408517,OK,0.00258265327021222,2,1,75,2025-05-01T18:45:00+10:00
line,line.ln5714915-1,l2955006,l2692600,1681124.10056714,12283565.0810077,1681230.03951124,12283434.9510876,OK,0.002090889859758093,2,3,75,2025-05-01T18:45:00+10:00
line,line.ln6411385-1,l3029505,l2673318,1671386.72891007,12282614.3297748,1671664.49915033,12282532.3606228,OK,0.0020847001732477556,2,3,75,2025-05-01T18:45:00+10:00
line,line.ln5623406-1,m1026682,l3066816,1664726.57146387,12277607.4285222,1664599.95591175,12277333.7378979,OK,0.0048542414539044735,2,1,75,2025-05-01T18:45:00+10:00
line,line.ln5683822-1,m1047424,l2691949,1672366.06203099,12273673.9782785,1672360.33991898,12273461.0518143,OK,0.002070532089215129,2,2,75,2025-05-01T18:45:00+10:00
line,line.ln6327237-2,m1026699,m1026704,1668039.49818696,12278121.9147947,1667884.08365881,12278196.4619947,OK,0.009360744661848483,2,2,75,2025-05-01T18:45:00+10:00
line,line.ln6077785-1,l2860493,l3085403,1664964.77024809,12279012.3483315,1664964.36884009,12279299.7810358,OK,0.0018725848437803614,2,1,75,2025-05-01T18:45:00+10:00
line,line.ln5803262-8,n1137991,m4113345,1669708.51578851,12281995.4979023,1669846.14958064,12281959.0516942,OK,0.0008407353809461707,2,3,75,2025-05-01T18:45:00+10:00
line,line.ln5714080-1,l3235255,m1047316,1670855.26062158,12263685.7511972,1670735.69018947,12263567.7290531,OK,0.06755037602380733,2,2,75,2025-05-01T18:45:00+10:00
line,line.ln5526906-2,m1026886,l3120484,1664788.85114393,12285130.1216492,1664783.47309592,12285132.6980332,OK,0.12972777394274287,2,2,75,2025-05-01T18:45:00+10:00
line,line.ln6108145-1,l2879078,m1026681,1664462.25248763,12277691.2285863,1664316.53728749,12277560.8692901,OK,0.01546973255773046,2,3,75,2025-05-01T18:45:00+10:00
line,line.ln5591710-3,l3232902,m4122658,1681467.98843946,12280220.6642366,1681438.32111144,12280344.7771327,OK,0.5931658851301658,2,1,75,2025-05-01T18:45:00+10:00
line,line.ln6078776-1,l3123509,m1209772,1692774.79574599,12274449.1421832,1693072.88214627,12274424.7464072,OK,0.000023153366226956838,1,2,46,2025-05-01T11:30:00+10:00
line,line.ln5576174-4,r20703,l2859403,1681611.9710316,12279621.1654841,1681580.12463157,12279757.8080442,OK,0.6006985805454195,2,1,75,2025-05-01T18:45:00+10:00
line,line.ln5926301-1,m1026926,m1026927,1663676.38163889,12286297.4202103,1663711.82842293,12286326.9687543,OK,0.04123912701301845,2,1,75,2025-05-01T18:45:00+10:00
line,line.ln6078768-1,m1125914,l2917328,1682961.18933685,12272876.4215418,1682841.20930474,12272808.6491257,OK,0.22871673409465815,2,3,75,2025-05-01T18:45:00+10:00
line,line.ln6047578-1,l2841635,l2822869,1668890.13089175,12281613.3902539,1668726.1434356,12281507.6888778,OK,0.11537769652112662,2,1,75,2025-05-01T18:45:00+10:00
line,line.ln8961800-3,l2766499,m1047633,1669554.78471637,12284084.9412322,1669556.47226837,12284060.7420642,OK,0.007611765809077386,2,3,75,2025-05-01T18:45:00+10:00
line,line.ln5562927-1,m1047442,m1047444,1671318.21102201,12275473.1503762,1671224.6419979199,12275678.6712724,OK,0.04590427827315085,2,2,75,2025-05-01T18:45:00+10:00
line,line.ln81048107-1,m1108459,l2802480,1680568.65429463,12280108.0037565,1680498.74376656,12279933.5387324,OK,0.03597828797592114,2,2,75,2025-05-01T18:45:00+10:00
line,line.ln6320368-1,l2691954,l3122849,1668463.13108335,12261521.4288912,1668291.75853919,12261398.9298191,OK,0.06060115021028252,2,2,75,2025-05-01T18:45:00+10:00
line,line.ln5803293-1,m1142880,l2764411,1686350.64572401,12286465.3316344,1686056.12284374,12286737.0889467,OK,0.009537272158758197,2,3,75,2025-05-01T18:45:00+10:00
line,line.ln6138604-1,m1026907,l3085398,1663440.45203867,12285655.2984817,1663360.6087106,12285489.5210735,OK,0.09153038397322882,2,2,75,2025-05-01T18:45:00+10:00
line,line.ln8961799-1,p828360,l2729206,1669953.66958074,12283868.823984,1669887.39630068,12283914.4124641,OK,0.01334937268592075,2,3,75,2025-05-01T18:45:00+10:00
line,line.ln5957460-1,l2804957,l3048937,1685878.25813957,12287096.291763,1685785.59023548,12287268.6309632,OK,0.0042399593928068155,2,3,75,2025-05-01T18:45:00+10:00
line,line.ln6169261-1,l2822872,m1047490,1670240.48378901,12281029.3088454,1670303.60724507,12280731.3821891,OK,0.12481828784224351,2,2,75,2025-05-01T18:45:00+10:00
line,line.ln5836089-1,l3235946,m1126005,1681668.25826365,12281849.4099661,1682240.26056818,12281807.6717261,OK,0.015804292526398905,2,1,75,2025-05-01T18:45:00+10:00
line,line.ln5773028-1,m1009698,l3156034,1662870.90323814,12279846.4127163,1662937.80320621,12279694.8893881,OK,0.005599090412724966,2,1,75,2025-05-01T18:45:00+10:00
line,line.ln6138612-1,m1047318,l3254205,1668637.94017151,12263654.8919332,1668451.49844334,12264857.1580463,OK,0.0020968186945312674,2,3,75,2025-05-01T18:45:00+10:00
line,line.ln6017304-1,l3197647,m1026778,1667269.68775424,12280185.7294526,1667267.88141824,12280190.7306686,OK,7.276827469858495e-8,1,1,47,2025-05-01T11:45:00+10:00
line,line.ln6440004-2,m1026844,n1147861,1663141.5996864,12283974.9390561,1663117.23258237,12283980.0918241,OK,0.002112238004489379,2,3,75,2025-05-01T18:45:00+10:00
line,line.ln5866308-1,l2973833,m1166373,1688662.14140616,12275322.6305681,1688526.65801404,12275332.3380881,OK,0.8587877300756763,2,1,75,2025-05-01T18:45:00+10:00
line,line.ln5562919-1,l2991902,m1008758,1662976.92819824,12257352.6101993,1662687.43110997,12257295.4996713,OK,0.027597228952458985,2,2,75,2025-05-01T18:45:00+10:00
line,line.ln6061814-1,m1026734,l3065696,1663358.0773826,12278597.8413231,1663146.2732224,12278537.9455151,OK,0.0018766410371125167,2,1,75,2025-05-01T18:45:00+10:00
line,line.ln6291152-1,l2748780,l2823544,1682470.3206004,12282099.6591824,1682615.54837653,12282274.2388945,OK,0.010803271956790454,2,1,75,2025-05-01T18:45:00+10:00
line,line.ln5621864-1,m1125987,p901945,1681852.81992782,12278475.170219,1681837.67701581,12278479.696299,OK,0.0077486118189062925,2,3,75,2025-05-01T18:45:00+10:00
line,line.ln5712475-1,m1069417,p901910,1673856.39163237,12275198.9108879,1673842.28500836,12275197.7230479,OK,0.0030900749304755126,2,2,75,2025-05-01T18:45:00+10:00
line,line.ln5500984-1,l3027122,m1108506,1680843.69250288,12282101.5146704,1680867.0397029,12282097.9757264,OK,0.020823700490539176,2,1,75,2025-05-01T18:45:00+10:00
line,line.ln5472367-1,m1047318,l2841637,1668637.94017151,12263654.8919332,1668397.68929129,12263650.3986212,OK,0.0021109176200905756,2,3,75,2025-05-01T18:45:00+10:00
line,line.ln5926309-3,n1139539,l2710520,1672692.64430329,12265373.4137908,1673005.32065558,12265145.0904626,OK,0.005906758675132256,2,1,75,2025-05-01T18:45:00+10:00
line,line.ln5625547-1,m1089119,p827521,1676733.56129905,12268828.221858,1676746.63982707,12268810.101154,OK,0.015350849353156146,2,2,75,2025-05-01T18:45:00+10:00
line,line.ln6407748-2,l3046854,m1047453,1669822.98260462,12275992.4002967,1669661.67802847,12276053.0415767,OK,0.03450084347670867,2,2,75,2025-05-01T18:45:00+10:00
line,line.ln6199513-1,m1047478,l2766716,1672251.75086288,12279829.0907323,1672238.20129487,12279690.2691001,OK,0.0025355880474411114,2,3,75,2025-05-01T18:45:00+10:00
line,line.ln6229795-3,m1047713,n1137003,1670288.59950105,12285423.3911535,1670320.09774108,12285421.6093935,OK,0.004032857856019087,2,1,75,2025-05-01T18:45:00+10:00
line,line.ln5895802-1,m1069582,l2973171,1675139.09908957,12286953.7919229,1675053.05851349,12286954.2015229,OK,0.002026728894799807,2,2,75,2025-05-01T18:45:00+10:00
line,line.ln5926293-1,m1089170,l3085392,1677786.58146003,12277100.7287457,1677610.78113987,12276913.4391455,OK,0.0012854434416342978,2,3,75,2025-05-01T18:45:00+10:00
line,line.ln5916435-1,m1026907,p875742,1663440.45203867,12285655.2984817,1663170.63213442,12285670.9411057,OK,0.0000037175362505430552,1,2,46,2025-05-01T11:30:00+10:00
line,line.ln6344714-1,m1010008,m1010007,1661973.45734931,12294184.3091776,1661968.6568373,12294178.5911616,OK,0.006732834219741862,2,1,75,2025-05-01T18:45:00+10:00
line,line.ln6077815-4,l2973155,l3784018,1670269.04929303,12287698.2808836,1670271.79361304,12287908.2623238,OK,0.11691328731704559,2,2,75,2025-05-01T18:45:00+10:00
line,line.ln6259993-1,m1069213,m1069217,1674917.86184136,12270440.2313315,1674667.80923313,12270634.7298917,OK,0.02304008623749083,2,3,75,2025-05-01T18:45:00+10:00
line,line.ln5744358-1,m1026703,l2973166,1665191.8852563,12278180.5408427,1665185.7617363,12277941.0190505,OK,0.0021296392862084307,2,3,75,2025-05-01T18:45:00+10:00
line,line.ln5708136-1,l3068944,m1125911,1683008.9323129,12272726.0532856,1683010.3577209,12272718.9098616,OK,0.010223841921339485,2,2,75,2025-05-01T18:45:00+10:00
line,line.ln6350542-1,m1047550,m1047534,1671591.56987026,12282867.5608791,1671310.240206,12282700.4113109,OK,0.47220662312870737,2,1,75,2025-05-01T18:45:00+10:00
line,line.ln6351517-1,l2936270,l3086078,1692720.81865794,12275752.3992725,1692795.46006601,12275568.1284243,OK,0.0062146298484819515,2,1,75,2025-05-01T18:45:00+10:00
line,line.ln5531255-2,m1009770,n1147857,1662884.66170216,12281252.6432456,1662873.97114215,12281228.5137096,OK,0.024443554840945167,2,1,75,2025-05-01T18:45:00+10:00
line,line.ln6298585-1,m1047593,m1047615,1669809.80986861,12283544.1094877,1670051.03559683,12283898.061232,OK,0.12097499070011977,2,2,75,2025-05-01T18:45:00+10:00
line,line.ln5774474-1,m1009855,l2748139,1660029.2663715,12284465.2671206,1660219.52147567,12284565.3405927,OK,0.001237326634012186,2,2,75,2025-05-01T18:45:00+10:00
line,line.ln5683827-3,n1140832,l2841631,1663650.09351087,12276942.5371296,1663588.59616681,12277002.2404256,OK,0.002143393466107811,2,3,75,2025-05-01T18:45:00+10:00
line,line.ln5835129-1,l2897765,m1047819,1668492.15943538,12291965.6780076,1668722.33005959,12292261.4010158,OK,0.016182971871622348,2,2,75,2025-05-01T18:45:00+10:00
line,line.ln6506308-1,m1026726,l2916610,1665615.0266327,12278511.919531,1665617.5702487,12278727.8114992,OK,0.0020493783733565975,2,2,75,2025-05-01T18:45:00+10:00
line,line.ln5532751-1,l2879076,m1089122,1675732.62997012,12268835.82813,1675732.28590612,12268915.3683541,OK,0.047693428069971115,2,3,75,2025-05-01T18:45:00+10:00
line,line.ln6350528-1,m1009824,l2691939,1661553.55181292,12283715.5107039,1661559.19200492,12283932.6683361,OK,0.005350137569943933,2,2,75,2025-05-01T18:45:00+10:00
line,line.ln5865228-1,m1069489,l2933120,1673665.1821602,12281393.4964937,1673662.01595219,12281635.7380299,OK,0.008491049427885344,2,3,75,2025-05-01T18:45:00+10:00
line,line.ln5803270-2,m1069225,n1139544,1674353.48628884,12271400.7515244,1674386.85230487,12271378.5266284,OK,0.0033509831696487812,2,3,75,2025-05-01T18:45:00+10:00
line,line.ln5472360-1,m1089120,m1089119,1676908.10005122,12268903.4817621,1676733.56129905,12268828.221858,OK,0.13606296776170435,2,2,75,2025-05-01T18:45:00+10:00
line,line.ln81354564-9,l3645810,m3763623,1668929.15757979,12284243.5014884,1668901.71437976,12284252.4225764,OK,0.011642375188252946,2,3,75,2025-05-01T18:45:00+10:00
line,line.ln6900591-20,l3649302,l3649304,1668009.60967493,12285099.8931692,1668012.62023493,12285305.7786094,OK,0.0038686443737397476,2,1,75,2025-05-01T18:45:00+10:00
line,line.ln6439975-1,e182727,m1027042,1664921.81140005,12293058.6382646,1664941.36160807,12293054.1244726,OK,0.031208730462128707,2,3,75,2025-05-01T18:45:00+10:00
line,line.ln6259981-2,l3178969,l2729401,1660445.51008388,12283864.351152,1660205.48038766,12283938.9311201,OK,0.0012341040861851295,2,2,75,2025-05-01T18:45:00+10:00
line,line.ln6350539-1,l3235249,l2954348,1666884.67194588,12286248.5180662,1666582.1004256,12286302.2289143,OK,0.012177004089218955,2,1,75,2025-05-01T18:45:00+10:00
line,line.ln5926300-1,l3066812,l2841622,1670691.31002943,12288187.478452,1670903.38862162,12288268.8987401,OK,0.00590786449952171,2,1,75,2025-05-01T18:45:00+10:00
line,line.ln6261021-1,m1209787,l2823611,1692000.00048127,12275591.1110803,1691626.08892892,12275427.8895762,OK,0.9019983539828056,2,1,75,2025-05-01T18:45:00+10:00
line,line.ln6141147-1,196-35541,m1108317,1681420.47893542,12271812.9115248,1681178.02031119,12271853.4905968,OK,0.0823798788795445,2,3,75,2025-05-01T18:45:00+10:00
