date,original_role,cc4_v2_role,original_eligible,cc4_v2_eligible,reason
2024-03-15,TRAIN,TRAIN,True,True,eligible; issue-time features mature; labels before next-stage cutoff
2024-12-19,EXPOSED_EVALUATION,EXPOSED_EVALUATION,True,True,eligible; issue-time features mature; labels before next-stage cutoff
2024-12-20,EXPOSED_EVALUATION,EXPOSED_EVALUATION,True,True,eligible; issue-time features mature; labels before next-stage cutoff
2024-12-21,EXPOSED_EVALUATION,EXPOSED_EVALUATION,True,True,eligible; issue-time features mature; labels before next-stage cutoff
2024-12-22,EXPOSED_EVALUATION,EXPOSED_EVALUATION,True,True,eligible; issue-time features mature; labels before next-stage cutoff
2024-12-23,EXPOSED_EVALUATION,EXPOSED_EVALUATION,True,True,eligible; issue-time features mature; labels before next-stage cutoff
2024-12-24,EXPOSED_EVALUATION,EXPOSED_EVALUATION,True,True,eligible; issue-time features mature; labels before next-stage cutoff
2024-12-25,EXPOSED_EVALUATION,EXPOSED_EVALUATION,True,True,eligible; issue-time features mature; labels before next-stage cutoff
2024-12-26,EXPOSED_EVALUATION,EXPOSED_EVALUATION,True,True,eligible; issue-time features mature; labels before next-stage cutoff
2024-12-27,EXPOSED_EVALUATION,EXPOSED_EVALUATION,True,True,eligible; issue-time features mature; labels before next-stage cutoff
2024-12-28,EXPOSED_EVALUATION,EXPOSED_EVALUATION,True,True,eligible; issue-time features mature; labels before next-stage cutoff
2024-12-29,EXPOSED_EVALUATION,EXPOSED_EVALUATION,True,True,eligible; issue-time features mature; labels before next-stage cutoff
2024-12-30,EXPOSED_EVALUATION,EXPOSED_EVALUATION,True,True,eligible; issue-time features mature; labels before next-stage cutoff
2024-12-31,EXPOSED_EVALUATION,EXPOSED_EVALUATION,True,True,eligible; issue-time features mature; labels before next-stage cutoff
2025-01-01,EXPOSED_EVALUATION,EXPOSED_EVALUATION,True,True,eligible; issue-time features mature; labels before next-stage cutoff
2025-01-02,EXPOSED_EVALUATION,EXPOSED_EVALUATION,True,True,eligible; issue-time features mature; labels before next-stage cutoff
2025-01-03,EXPOSED_EVALUATION,EXPOSED_EVALUATION,True,True,eligible; issue-time features mature; labels before next-stage cutoff
2025-01-04,EXPOSED_EVALUATION,EXPOSED_EVALUATION,True,True,eligible; issue-time features mature; labels before next-stage cutoff
2025-01-05,EXPOSED_EVALUATION,EXPOSED_EVALUATION,True,True,eligible; issue-time features mature; labels before next-stage cutoff
2025-01-06,EXPOSED_EVALUATION,EXPOSED_EVALUATION,True,True,eligible; issue-time features mature; labels before next-stage cutoff
2025-01-07,EXPOSED_EVALUATION,EXPOSED_EVALUATION,True,True,eligible; issue-time features mature; labels before next-stage cutoff
2025-01-08,EXPOSED_EVALUATION,EXPOSED_EVALUATION,True,True,eligible; issue-time features mature; labels before next-stage cutoff
2025-01-09,EXPOSED_EVALUATION,EXPOSED_EVALUATION,True,True,eligible; issue-time features mature; labels before next-stage cutoff
2025-01-10,EXPOSED_EVALUATION,EXPOSED_EVALUATION,True,True,eligible; issue-time features mature; labels before next-stage cutoff
2025-01-11,EXPOSED_EVALUATION,EXPOSED_EVALUATION,True,True,eligible; issue-time features mature; labels before next-stage cutoff
2025-01-12,EXPOSED_EVALUATION,EXPOSED_EVALUATION,True,True,eligible; issue-time features mature; labels before next-stage cutoff
2025-01-13,EXPOSED_EVALUATION,EXPOSED_EVALUATION,True,True,eligible; issue-time features mature; labels before next-stage cutoff
2025-01-14,EXPOSED_EVALUATION,EXPOSED_EVALUATION,True,True,eligible; issue-time features mature; labels before next-stage cutoff
2025-01-15,EXPOSED_EVALUATION,EXPOSED_EVALUATION,True,True,eligible; issue-time features mature; labels before next-stage cutoff
2025-01-16,EXPOSED_EVALUATION,EXPOSED_EVALUATION,True,True,eligible; issue-time features mature; labels before next-stage cutoff
2025-01-17,EXPOSED_EVALUATION,EXPOSED_EVALUATION,True,True,eligible; issue-time features mature; labels before next-stage cutoff
2025-01-18,EXPOSED_EVALUATION,EXPOSED_EVALUATION,True,True,eligible; issue-time features mature; labels before next-stage cutoff
2025-01-19,EXPOSED_EVALUATION,EXPOSED_EVALUATION,True,True,eligible; issue-time features mature; labels before next-stage cutoff
2025-01-20,EXPOSED_EVALUATION,EXPOSED_EVALUATION,True,True,eligible; issue-time features mature; labels before next-stage cutoff
2025-01-21,EXPOSED_EVALUATION,EXPOSED_EVALUATION,True,True,eligible; issue-time features mature; labels before next-stage cutoff
2025-01-22,EXPOSED_EVALUATION,EXPOSED_EVALUATION,True,True,eligible; issue-time features mature; labels before next-stage cutoff
2025-01-23,EXPOSED_EVALUATION,EXPOSED_EVALUATION,True,True,eligible; issue-time features mature; labels before next-stage cutoff
2025-01-24,EXPOSED_EVALUATION,EXPOSED_EVALUATION,True,True,eligible; issue-time features mature; labels before next-stage cutoff
2025-01-25,EXPOSED_EVALUATION,EXPOSED_EVALUATION,True,True,eligible; issue-time features mature; labels before next-stage cutoff
2025-01-26,EXPOSED_EVALUATION,EXPOSED_EVALUATION,True,True,eligible; issue-time features mature; labels before next-stage cutoff
2025-01-27,EXPOSED_EVALUATION,EXPOSED_EVALUATION,True,True,eligible; issue-time features mature; labels before next-stage cutoff
2025-01-28,EXPOSED_EVALUATION,EXPOSED_EVALUATION,True,True,eligible; issue-time features mature; labels before next-stage cutoff
2025-01-29,EXPOSED_EVALUATION,EXPOSED_EVALUATION,True,True,eligible; issue-time features mature; labels before next-stage cutoff
2025-01-30,EXPOSED_EVALUATION,EXPOSED_EVALUATION,True,True,eligible; issue-time features mature; labels before next-stage cutoff
2025-01-31,EXPOSED_EVALUATION,EXPOSED_EVALUATION,True,True,eligible; issue-time features mature; labels before next-stage cutoff
2025-02-01,EXPOSED_EVALUATION,EXPOSED_EVALUATION,True,True,eligible; issue-time features mature; labels before next-stage cutoff
2025-02-02,EXPOSED_EVALUATION,EXPOSED_EVALUATION,True,True,eligible; issue-time features mature; labels before next-stage cutoff
2025-02-03,EXPOSED_EVALUATION,EXPOSED_EVALUATION,True,True,eligible; issue-time features mature; labels before next-stage cutoff
2025-02-04,EXPOSED_EVALUATION,EXPOSED_EVALUATION,True,True,eligible; issue-time features mature; labels before next-stage cutoff
2025-02-05,EXPOSED_EVALUATION,EXPOSED_EVALUATION,True,True,eligible; issue-time features mature; labels before next-stage cutoff
2025-02-06,EXPOSED_EVALUATION,EXPOSED_EVALUATION,True,True,eligible; issue-time features mature; labels before next-stage cutoff
2025-02-07,EXPOSED_EVALUATION,EXPOSED_EVALUATION,True,True,eligible; issue-time features mature; labels before next-stage cutoff
2025-02-08,EXPOSED_EVALUATION,EXPOSED_EVALUATION,True,True,eligible; issue-time features mature; labels before next-stage cutoff
2025-02-09,EXPOSED_EVALUATION,EXPOSED_EVALUATION,True,True,eligible; issue-time features mature; labels before next-stage cutoff
2025-02-10,EXPOSED_EVALUATION,EXPOSED_EVALUATION,True,True,eligible; issue-time features mature; labels before next-stage cutoff
2025-02-11,EXPOSED_EVALUATION,EXPOSED_EVALUATION,True,True,eligible; issue-time features mature; labels before next-stage cutoff
2025-02-12,EXPOSED_EVALUATION,EXPOSED_EVALUATION,True,True,eligible; issue-time features mature; labels before next-stage cutoff
2025-02-13,EXPOSED_EVALUATION,EXPOSED_EVALUATION,True,True,eligible; issue-time features mature; labels before next-stage cutoff
2025-02-14,EXPOSED_EVALUATION,EXPOSED_EVALUATION,True,True,eligible; issue-time features mature; labels before next-stage cutoff
2025-02-15,EXPOSED_EVALUATION,EXPOSED_EVALUATION,True,True,eligible; issue-time features mature; labels before next-stage cutoff
2025-02-16,EXPOSED_EVALUATION,EXPOSED_EVALUATION,True,True,eligible; issue-time features mature; labels before next-stage cutoff
2025-02-17,EXPOSED_EVALUATION,EXPOSED_EVALUATION,True,True,eligible; issue-time features mature; labels before next-stage cutoff
2025-02-18,EXPOSED_EVALUATION,EXPOSED_EVALUATION,True,True,eligible; issue-time features mature; labels before next-stage cutoff
2025-02-19,EXPOSED_EVALUATION,EXPOSED_EVALUATION,True,True,eligible; issue-time features mature; labels before next-stage cutoff
2025-02-20,EXPOSED_EVALUATION,EXPOSED_EVALUATION,True,True,eligible; issue-time features mature; labels before next-stage cutoff
2025-02-21,EXPOSED_EVALUATION,EXPOSED_EVALUATION,True,True,eligible; issue-time features mature; labels before next-stage cutoff
2025-02-22,EXPOSED_EVALUATION,EXPOSED_EVALUATION,True,True,eligible; issue-time features mature; labels before next-stage cutoff
2025-02-23,EXPOSED_EVALUATION,EXPOSED_EVALUATION,True,True,eligible; issue-time features mature; labels before next-stage cutoff
2025-02-24,EXPOSED_EVALUATION,EXPOSED_EVALUATION,True,True,eligible; issue-time features mature; labels before next-stage cutoff
2025-02-25,EXPOSED_EVALUATION,EXPOSED_EVALUATION,True,True,eligible; issue-time features mature; labels before next-stage cutoff
2025-02-26,EXPOSED_EVALUATION,EXPOSED_EVALUATION,True,True,eligible; issue-time features mature; labels before next-stage cutoff
2025-02-27,OOS_EXTENSION,OOS_EXTENSION,True,False,out of registered calendar
2025-02-28,OOS_EXTENSION,OOS_EXTENSION,True,False,out of registered calendar
2025-03-01,OOS_EXTENSION,OOS_EXTENSION,True,False,out of registered calendar
2025-03-02,OOS_EXTENSION,OOS_EXTENSION,True,False,out of registered calendar
2025-03-03,OOS_EXTENSION,OOS_EXTENSION,True,False,out of registered calendar
2025-03-04,OOS_EXTENSION,OOS_EXTENSION,True,False,out of registered calendar
2025-03-05,OOS_EXTENSION,OOS_EXTENSION,True,False,out of registered calendar
2025-03-06,OOS_EXTENSION,OOS_EXTENSION,True,False,out of registered calendar
2025-03-07,OOS_EXTENSION,OOS_EXTENSION,True,False,out of registered calendar
2025-03-08,OOS_EXTENSION,OOS_EXTENSION,True,False,out of registered calendar
2025-03-09,OOS_EXTENSION,OOS_EXTENSION,True,False,out of registered calendar
2025-03-10,OOS_EXTENSION,OOS_EXTENSION,True,False,out of registered calendar
2025-03-11,OOS_EXTENSION,OOS_EXTENSION,True,False,out of registered calendar
2025-03-12,OOS_EXTENSION,OOS_EXTENSION,True,False,out of registered calendar
2025-03-13,OOS_EXTENSION,OOS_EXTENSION,True,False,out of registered calendar
2025-03-14,OOS_EXTENSION,OOS_EXTENSION,True,False,out of registered calendar
2025-03-15,OOS_EXTENSION,OOS_EXTENSION,True,False,out of registered calendar
2025-03-16,OOS_EXTENSION,OOS_EXTENSION,True,False,out of registered calendar
2025-03-17,OOS_EXTENSION,OOS_EXTENSION,True,False,out of registered calendar
2025-03-18,OOS_EXTENSION,OOS_EXTENSION,True,False,out of registered calendar
2025-03-19,OOS_EXTENSION,OOS_EXTENSION,True,False,out of registered calendar
2025-03-20,OOS_EXTENSION,OOS_EXTENSION,True,False,out of registered calendar
2025-03-21,OOS_EXTENSION,OOS_EXTENSION,True,False,out of registered calendar
2025-03-22,OOS_EXTENSION,OOS_EXTENSION,True,False,out of registered calendar
2025-03-23,OOS_EXTENSION,OOS_EXTENSION,True,False,out of registered calendar
2025-03-24,OOS_EXTENSION,OOS_EXTENSION,True,False,out of registered calendar
2025-03-25,OOS_EXTENSION,OOS_EXTENSION,True,False,out of registered calendar
2025-03-26,OOS_EXTENSION,OOS_EXTENSION,True,False,out of registered calendar
2025-03-27,OOS_EXTENSION,OOS_EXTENSION,True,False,out of registered calendar
2025-03-28,OOS_EXTENSION,OOS_EXTENSION,True,False,out of registered calendar
2025-03-29,OOS_EXTENSION,OOS_EXTENSION,True,False,out of registered calendar
2025-03-30,OOS_EXTENSION,OOS_EXTENSION,True,False,out of registered calendar
2025-03-31,OOS_EXTENSION,OOS_EXTENSION,True,False,out of registered calendar
2025-04-01,OOS_EXTENSION,OOS_EXTENSION,True,False,out of registered calendar
2025-04-02,OOS_EXTENSION,OOS_EXTENSION,True,False,out of registered calendar
2025-04-03,OOS_EXTENSION,OOS_EXTENSION,True,False,out of registered calendar
2025-04-04,OOS_EXTENSION,OOS_EXTENSION,True,False,out of registered calendar
2025-04-05,OOS_EXTENSION,OOS_EXTENSION,True,False,out of registered calendar
2025-04-06,OOS_EXTENSION,OOS_EXTENSION,True,False,out of registered calendar
2025-04-07,OOS_EXTENSION,OOS_EXTENSION,True,False,out of registered calendar
2025-04-08,OOS_EXTENSION,OOS_EXTENSION,True,False,out of registered calendar
2025-04-09,OOS_EXTENSION,OOS_EXTENSION,True,False,out of registered calendar
2025-04-10,OOS_EXTENSION,OOS_EXTENSION,True,False,out of registered calendar
2025-04-11,OOS_EXTENSION,OOS_EXTENSION,True,False,out of registered calendar
2025-04-12,OOS_EXTENSION,OOS_EXTENSION,True,False,out of registered calendar
2025-04-13,OOS_EXTENSION,OOS_EXTENSION,True,False,out of registered calendar
2025-04-14,OOS_EXTENSION,OOS_EXTENSION,True,False,out of registered calendar
2025-04-15,OOS_EXTENSION,OOS_EXTENSION,True,False,out of registered calendar
2025-04-16,OOS_EXTENSION,OOS_EXTENSION,True,False,out of registered calendar
2025-04-17,OOS_EXTENSION,OOS_EXTENSION,True,False,out of registered calendar
2025-04-18,OOS_EXTENSION,OOS_EXTENSION,True,False,out of registered calendar
2025-04-19,OOS_EXTENSION,OOS_EXTENSION,True,False,out of registered calendar
2025-04-20,OOS_EXTENSION,OOS_EXTENSION,True,False,out of registered calendar
2025-04-21,OOS_EXTENSION,OOS_EXTENSION,True,False,out of registered calendar
2025-04-22,OOS_EXTENSION,OOS_EXTENSION,True,False,out of registered calendar
2025-04-23,OOS_EXTENSION,OOS_EXTENSION,True,False,out of registered calendar
2025-04-24,OOS_EXTENSION,OOS_EXTENSION,True,False,out of registered calendar
2025-04-25,OOS_EXTENSION,OOS_EXTENSION,True,False,out of registered calendar
2025-04-26,OOS_EXTENSION,OOS_EXTENSION,True,False,out of registered calendar
2025-04-27,OOS_EXTENSION,OOS_EXTENSION,True,False,out of registered calendar
2025-04-28,OOS_EXTENSION,OOS_EXTENSION,True,False,out of registered calendar
2025-04-29,OOS_EXTENSION,OOS_EXTENSION,True,False,out of registered calendar
2025-04-30,OOS_EXTENSION,OOS_EXTENSION,True,False,out of registered calendar
2025-05-01,MAY_HISTORICAL,MAY_HISTORICAL,True,True,eligible; issue-time features mature; labels before next-stage cutoff
2025-05-02,MAY_HISTORICAL,MAY_HISTORICAL,True,True,eligible; issue-time features mature; labels before next-stage cutoff
2025-05-03,MAY_HISTORICAL,MAY_HISTORICAL,True,True,eligible; issue-time features mature; labels before next-stage cutoff
2025-05-04,MAY_HISTORICAL,MAY_HISTORICAL,True,True,eligible; issue-time features mature; labels before next-stage cutoff
2025-05-05,MAY_HISTORICAL,MAY_HISTORICAL,True,True,eligible; issue-time features mature; labels before next-stage cutoff
2025-05-06,MAY_HISTORICAL,MAY_HISTORICAL,True,True,eligible; issue-time features mature; labels before next-stage cutoff
2025-05-07,MAY_HISTORICAL,MAY_HISTORICAL,True,True,eligible; issue-time features mature; labels before next-stage cutoff
2025-05-08,MAY_HISTORICAL,MAY_HISTORICAL,True,True,eligible; issue-time features mature; labels before next-stage cutoff
2025-05-09,MAY_HISTORICAL,MAY_HISTORICAL,True,True,eligible; issue-time features mature; labels before next-stage cutoff
2025-05-10,MAY_HISTORICAL,MAY_HISTORICAL,True,True,eligible; issue-time features mature; labels before next-stage cutoff
2025-05-11,MAY_HISTORICAL,MAY_HISTORICAL,True,True,eligible; issue-time features mature; labels before next-stage cutoff
2025-05-12,MAY_HISTORICAL,MAY_HISTORICAL,True,True,eligible; issue-time features mature; labels before next-stage cutoff
2025-05-13,MAY_HISTORICAL,MAY_HISTORICAL,True,True,eligible; issue-time features mature; labels before next-stage cutoff
2025-05-14,MAY_HISTORICAL,MAY_HISTORICAL,True,True,eligible; issue-time features mature; labels before next-stage cutoff
2025-05-15,MAY_HISTORICAL,MAY_HISTORICAL,True,True,eligible; issue-time features mature; labels before next-stage cutoff
2025-05-16,MAY_HISTORICAL,MAY_HISTORICAL,True,True,eligible; issue-time features mature; labels before next-stage cutoff
2025-05-17,MAY_HISTORICAL,MAY_HISTORICAL,True,True,eligible; issue-time features mature; labels before next-stage cutoff
2025-05-18,MAY_HISTORICAL,MAY_HISTORICAL,True,True,eligible; issue-time features mature; labels before next-stage cutoff
2025-05-19,MAY_HISTORICAL,MAY_HISTORICAL,True,True,eligible; issue-time features mature; labels before next-stage cutoff
2025-05-20,MAY_HISTORICAL,MAY_HISTORICAL,True,True,eligible; issue-time features mature; labels before next-stage cutoff
2025-05-21,MAY_HISTORICAL,MAY_HISTORICAL,True,True,eligible; issue-time features mature; labels before next-stage cutoff
2025-05-22,MAY_HISTORICAL,MAY_HISTORICAL,True,True,eligible; issue-time features mature; labels before next-stage cutoff
2025-05-23,MAY_HISTORICAL,MAY_HISTORICAL,True,True,eligible; issue-time features mature; labels before next-stage cutoff
2025-05-24,MAY_HISTORICAL,MAY_HISTORICAL,True,True,eligible; issue-time features mature; labels before next-stage cutoff
2025-05-25,MAY_HISTORICAL,MAY_HISTORICAL,True,True,eligible; issue-time features mature; labels before next-stage cutoff
2025-05-26,MAY_HISTORICAL,MAY_HISTORICAL,True,True,eligible; issue-time features mature; labels before next-stage cutoff
2025-05-27,MAY_HISTORICAL,MAY_HISTORICAL,True,True,eligible; issue-time features mature; labels before next-stage cutoff
2025-05-28,MAY_HISTORICAL,MAY_HISTORICAL,True,True,eligible; issue-time features mature; labels before next-stage cutoff
2025-05-29,MAY_HISTORICAL,MAY_HISTORICAL,True,True,eligible; issue-time features mature; labels before next-stage cutoff
2025-05-30,MAY_HISTORICAL,MAY_HISTORICAL,True,True,eligible; issue-time features mature; labels before next-stage cutoff
2025-05-31,MAY_HISTORICAL,MAY_HISTORICAL,True,True,eligible; issue-time features mature; labels before next-stage cutoff
