kind,element,terminal,bus_connection,local_node,current_rating_A,PDE_flat_conductor_index
line,Line.ln5987956-1,2,l3086075.2,2,400.0,4703
line,Line.ln6108169-1,1,m1047766.2,2,400.0,4704
line,Line.ln6108169-1,2,m1047768.2,2,400.0,4705
line,Line.ln5591731-1,1,l2933135,1,400.0,4706
line,Line.ln5591731-1,1,l2933135,2,400.0,4707
line,Line.ln5591731-1,1,l2933135,3,400.0,4708
line,Line.ln5591731-1,2,m1108484,1,400.0,4709
line,Line.ln5591731-1,2,m1108484,2,400.0,4710
line,Line.ln5591731-1,2,m1108484,3,400.0,4711
line,Line.ln5865225-1,1,m1009824.2,2,400.0,4712
line,Line.ln5865225-1,2,l2822857.2,2,400.0,4713
line,Line.ln5714049-1,1,m1069202.3,3,400.0,4714
line,Line.ln5714049-1,2,l3104126.3,3,400.0,4715
line,Line.ln6171504-1,1,p827542.2,2,400.0,4716
line,Line.ln6171504-1,2,m1026486.2,2,400.0,4717
line,Line.ln81354562-4,1,p1121282.3,3,220.0,4718
line,Line.ln81354562-4,2,221-559681.3,3,220.0,4719
line,Line.ln5896798-1,1,m1209807,1,400.0,4720
line,Line.ln5896798-1,1,m1209807,2,400.0,4721
line,Line.ln5896798-1,1,m1209807,3,400.0,4722
line,Line.ln5896798-1,2,m1209805,1,400.0,4723
line,Line.ln5896798-1,2,m1209805,2,400.0,4724
line,Line.ln5896798-1,2,m1209805,3,400.0,4725
line,Line.ln5894215-1,1,m1125903.1,1,400.0,4726
line,Line.ln5894215-1,2,l2989565.1,1,400.0,4727
line,Line.ln6229794-1,1,l2673310.1,1,400.0,4728
line,Line.ln6229794-1,2,l3104121.1,1,400.0,4729
line,Line.ln6019480-1,1,m1009763,1,400.0,4730
line,Line.ln6019480-1,1,m1009763,2,400.0,4731
line,Line.ln6019480-1,1,m1009763,3,400.0,4732
line,Line.ln6019480-1,2,e182733,1,400.0,4733
line,Line.ln6019480-1,2,e182733,2,400.0,4734
line,Line.ln6019480-1,2,e182733,3,400.0,4735
line,Line.ln6435650-1,1,l2806553.3,3,400.0,4736
line,Line.ln6435650-1,2,m1166391.3,3,400.0,4737
line,Line.ln6320331-1,1,l3085396.1,1,400.0,4738
line,Line.ln6320331-1,2,l3122813.1,1,400.0,4739
line,Line.ln5714974-1,1,m1209811,1,400.0,4740
line,Line.ln5714974-1,1,m1209811,2,400.0,4741
line,Line.ln5714974-1,1,m1209811,3,400.0,4742
line,Line.ln5714974-1,2,m1209807,1,400.0,4743
line,Line.ln5714974-1,2,m1209807,2,400.0,4744
line,Line.ln5714974-1,2,m1209807,3,400.0,4745
line,Line.ln5472368-1,1,m1047358.1,1,400.0,4746
line,Line.ln5472368-1,2,l2729411.1,1,400.0,4747
line,Line.ln6229795-2,1,n1137003.1,1,400.0,4748
line,Line.ln6229795-2,2,l2935555.1,1,400.0,4749
line,Line.ln6012046-1,1,m1047486,1,400.0,4750
line,Line.ln6012046-1,1,m1047486,2,400.0,4751
line,Line.ln6012046-1,1,m1047486,3,400.0,4752
line,Line.ln6012046-1,2,m1047484,1,400.0,4753
line,Line.ln6012046-1,2,m1047484,2,400.0,4754
line,Line.ln6012046-1,2,m1047484,3,400.0,4755
line,Line.ln6436903-4,1,m3037453.1,1,400.0,4756
line,Line.ln6436903-4,2,l2785546.1,1,400.0,4757
line,Line.ln8979254-2,1,221-311905,1,190.0,4758
line,Line.ln8979254-2,1,221-311905,2,190.0,4759
line,Line.ln8979254-2,1,221-311905,3,190.0,4760
line,Line.ln8979254-2,2,l3215203,1,190.0,4761
line,Line.ln8979254-2,2,l3215203,2,190.0,4762
line,Line.ln8979254-2,2,l3215203,3,190.0,4763
line,Line.ln6255312-1,1,m1026812.1,1,400.0,4764
line,Line.ln6255312-1,2,l3122847.1,1,400.0,4765
line,Line.ln6169255-1,1,m1047335.1,1,400.0,4766
line,Line.ln6169255-1,2,l2710519.1,1,400.0,4767
line,Line.ln5774470-2,1,n1138594.1,1,400.0,4768
line,Line.ln5774470-2,2,m1026679.1,1,400.0,4769
line,Line.ln6017288-1,1,l3141396.3,3,400.0,4770
line,Line.ln6017288-1,2,l3066808.3,3,400.0,4771
line,Line.ln6505949-1,1,l2691952,1,400.0,4772
line,Line.ln6505949-1,1,l2691952,2,400.0,4773
line,Line.ln6505949-1,1,l2691952,3,400.0,4774
line,Line.ln6505949-1,2,m3036170,1,400.0,4775
line,Line.ln6505949-1,2,m3036170,2,400.0,4776
line,Line.ln6505949-1,2,m3036170,3,400.0,4777
line,Line.ln6409781-3,1,n1136362.1,1,400.0,4778
line,Line.ln6409781-3,2,l3197652.1,1,400.0,4779
line,Line.ln6199040-1,1,m1026773.1,1,400.0,4780
line,Line.ln6199040-1,2,l3195751.1,1,400.0,4781
line,Line.ln6320322-1,1,l2879055.3,3,400.0,4782
line,Line.ln6320322-1,2,l2973144.3,3,400.0,4783
line,Line.ln5623405-1,1,m1026660.1,1,400.0,4784
line,Line.ln5623405-1,2,m1026657.1,1,400.0,4785
line,Line.ln5502557-1,1,m1069555.2,2,400.0,4786
line,Line.ln5502557-1,2,l3085410.2,2,400.0,4787
line,Line.ln6505950-1,1,m3036170,1,400.0,4788
line,Line.ln6505950-1,1,m3036170,2,400.0,4789
line,Line.ln6505950-1,1,m3036170,3,400.0,4790
line,Line.ln6505950-1,2,m1026670,1,400.0,4791
line,Line.ln6505950-1,2,m1026670,2,400.0,4792
line,Line.ln6505950-1,2,m1026670,3,400.0,4793
line,Line.ln5683823-1,1,m1089119,1,400.0,4794
line,Line.ln5683823-1,1,m1089119,2,400.0,4795
line,Line.ln5683823-1,1,m1089119,3,400.0,4796
line,Line.ln5683823-1,2,m1089118,1,400.0,4797
line,Line.ln5683823-1,2,m1089118,2,400.0,4798
line,Line.ln5683823-1,2,m1089118,3,400.0,4799
line,Line.ln5804809-1,1,m1009720.1,1,400.0,4800
line,Line.ln5804809-1,2,l3178982.1,1,400.0,4801
line,Line.ln6506310-2,1,m1125988,1,400.0,4802
line,Line.ln6506310-2,1,m1125988,2,400.0,4803
line,Line.ln6506310-2,1,m1125988,3,400.0,4804
line,Line.ln6506310-2,2,l2767340,1,400.0,4805
line,Line.ln6506310-2,2,l2767340,2,400.0,4806
line,Line.ln6506310-2,2,l2767340,3,400.0,4807
line,Line.ln5714051-1,1,l3197636.2,2,400.0,4808
line,Line.ln5714051-1,2,m1047424.2,2,400.0,4809
line,Line.ln5924709-1,1,m1125959.3,3,400.0,4810
line,Line.ln5924709-1,2,l2861197.3,3,400.0,4811
line,Line.ln6077779-1,1,m1089132.3,3,400.0,4812
line,Line.ln6077779-1,2,l3029503.3,3,400.0,4813
line,Line.ln5803273-1,1,l2876798,1,400.0,4814
line,Line.ln5803273-1,1,l2876798,2,400.0,4815
line,Line.ln5803273-1,1,l2876798,3,400.0,4816
line,Line.ln5803273-1,2,m1069457,1,400.0,4817
line,Line.ln5803273-1,2,m1069457,2,400.0,4818
line,Line.ln5803273-1,2,m1069457,3,400.0,4819
line,Line.ln5532752-2,1,m1047534.1,1,400.0,4820
line,Line.ln5532752-2,2,n1136660.1,1,400.0,4821
line,Line.ln5985355-1,1,l2783231.2,2,400.0,4822
line,Line.ln5985355-1,2,l3254227.2,2,400.0,4823
line,Line.ln5472357-1,1,l2822867.2,2,400.0,4824
line,Line.ln5472357-1,2,m1069412.2,2,400.0,4825
line,Line.ln5895793-1,1,l3104136,1,400.0,4826
line,Line.ln5895793-1,1,l3104136,2,400.0,4827
line,Line.ln5895793-1,1,l3104136,3,400.0,4828
line,Line.ln5895793-1,2,l2822872,1,400.0,4829
line,Line.ln5895793-1,2,l2822872,2,400.0,4830
line,Line.ln5895793-1,2,l2822872,3,400.0,4831
line,Line.ln6505945-1,1,m3036167.2,2,400.0,4832
line,Line.ln6505945-1,2,l2973156.2,2,400.0,4833
line,Line.ln6047585-1,1,l2914324.1,1,400.0,4834
line,Line.ln6047585-1,2,m1026805.1,1,400.0,4835
line,Line.ln5591716-1,1,l3048888.3,3,400.0,4836
line,Line.ln5591716-1,2,m1149249.3,3,400.0,4837
line,Line.2002200004641085_sw,1,d5587291-3_int,1,400.0,4838
line,Line.2002200004641085_sw,1,d5587291-3_int,2,400.0,4839
line,Line.2002200004641085_sw,1,d5587291-3_int,3,400.0,4840
line,Line.2002200004641085_sw,2,q14734,1,400.0,4841
line,Line.2002200004641085_sw,2,q14734,2,400.0,4842
line,Line.2002200004641085_sw,2,q14734,3,400.0,4843
line,Line.ln5587291-3,1,190-8581,1,400.0,4844
line,Line.ln5587291-3,1,190-8581,2,400.0,4845
line,Line.ln5587291-3,1,190-8581,3,400.0,4846
line,Line.ln5587291-3,2,d5587291-3_int,1,400.0,4847
line,Line.ln5587291-3,2,d5587291-3_int,2,400.0,4848
line,Line.ln5587291-3,2,d5587291-3_int,3,400.0,4849
line,Line.ln6199528-1,1,m1047358.1,1,400.0,4850
line,Line.ln6199528-1,2,l3197644.1,1,400.0,4851
line,Line.ln6167749-1,1,m1009843.2,2,400.0,4852
line,Line.ln6167749-1,2,l3251806.2,2,400.0,4853
line,Line.ln5895804-1,1,m1069513,1,400.0,4854
line,Line.ln5895804-1,1,m1069513,2,400.0,4855
line,Line.ln5895804-1,1,m1069513,3,400.0,4856
line,Line.ln5895804-1,2,m1069516,1,400.0,4857
line,Line.ln5895804-1,2,m1069516,2,400.0,4858
line,Line.ln5895804-1,2,m1069516,3,400.0,4859
line,Line.ln5805728-1,1,l3179646,1,400.0,4860
line,Line.ln5805728-1,1,l3179646,2,400.0,4861
line,Line.ln5805728-1,1,l3179646,3,400.0,4862
line,Line.ln5805728-1,2,l2674027,1,400.0,4863
line,Line.ln5805728-1,2,l2674027,2,400.0,4864
line,Line.ln5805728-1,2,l2674027,3,400.0,4865
line,Line.ln5894312-1,1,l2879075.1,1,400.0,4866
line,Line.ln5894312-1,2,l3251830.1,1,400.0,4867
line,Line.ln5651985-2,1,m1069548.3,3,400.0,4868
line,Line.ln5651985-2,2,n1136357.3,3,400.0,4869
line,Line.ln6256144-4,1,l2804249,1,400.0,4870
line,Line.ln6256144-4,1,l2804249,2,400.0,4871
line,Line.ln6256144-4,1,l2804249,3,400.0,4872
line,Line.ln6256144-4,2,n1139547,1,400.0,4873
line,Line.ln6256144-4,2,n1139547,2,400.0,4874
line,Line.ln6256144-4,2,n1139547,3,400.0,4875
line,Line.ln5683825-1,1,m1026848.1,1,400.0,4876
line,Line.ln5683825-1,2,l2935557.1,1,400.0,4877
line,Line.ln8979371-1,1,m1069250.3,3,220.0,4878
line,Line.ln8979371-1,2,l2690868.3,3,220.0,4879
line,Line.ln5866268-1,1,l3030204,1,400.0,4880
line,Line.ln5866268-1,1,l3030204,2,400.0,4881
line,Line.ln5866268-1,1,l3030204,3,400.0,4882
line,Line.ln5866268-1,2,m1186072,1,400.0,4883
line,Line.ln5866268-1,2,m1186072,2,400.0,4884
line,Line.ln5866268-1,2,m1186072,3,400.0,4885
line,Line.ln6103754-1,1,m1166400.3,3,400.0,4886
line,Line.ln6103754-1,2,l3179637.3,3,400.0,4887
line,Line.ln6504019-5,1,m1186067,1,400.0,4888
line,Line.ln6504019-5,1,m1186067,2,400.0,4889
line,Line.ln6504019-5,1,m1186067,3,400.0,4890
line,Line.ln6504019-5,2,m3032980,1,400.0,4891
line,Line.ln6504019-5,2,m3032980,2,400.0,4892
line,Line.ln6504019-5,2,m3032980,3,400.0,4893
line,Line.ln5562918-1,1,m1108262.2,2,400.0,4894
line,Line.ln5562918-1,2,m1108261.2,2,400.0,4895
line,Line.ln6411364-1,1,m1069364.3,3,400.0,4896
line,Line.ln6411364-1,2,m1069365.3,3,400.0,4897
line,Line.ln5621860-1,1,m1108328.3,3,400.0,4898
line,Line.ln5621860-1,2,l3160878.3,3,400.0,4899
line,Line.ln5866266-1,1,l3067506.3,3,400.0,4900
line,Line.ln5866266-1,2,m1166386.3,3,400.0,4901
line,Line.ln6015795-1,1,l2767414.3,3,400.0,4902
line,Line.ln6015795-1,2,m1108331.3,3,400.0,4903
line,Line.xj171_48332_sw,1,d5513564-1_int,1,400.0,4904
line,Line.xj171_48332_sw,1,d5513564-1_int,2,400.0,4905
line,Line.xj171_48332_sw,1,d5513564-1_int,3,400.0,4906
line,Line.xj171_48332_sw,2,e192201,1,400.0,4907
line,Line.xj171_48332_sw,2,e192201,2,400.0,4908
line,Line.xj171_48332_sw,2,e192201,3,400.0,4909
line,Line.ln5513564-1,1,r20185,1,400.0,4910
line,Line.ln5513564-1,1,r20185,2,400.0,4911
line,Line.ln5513564-1,1,r20185,3,400.0,4912
line,Line.ln5513564-1,2,d5513564-1_int,1,400.0,4913
line,Line.ln5513564-1,2,d5513564-1_int,2,400.0,4914
line,Line.ln5513564-1,2,d5513564-1_int,3,400.0,4915
line,Line.ln6201702-2,1,n1147866.1,1,400.0,4916
line,Line.ln6201702-2,2,m1026713.1,1,400.0,4917
line,Line.ln5473436-2,1,l2674047,1,400.0,4918
line,Line.ln5473436-2,1,l2674047,2,400.0,4919
line,Line.ln5473436-2,1,l2674047,3,400.0,4920
line,Line.ln5473436-2,2,l2692655,1,400.0,4921
line,Line.ln5473436-2,2,l2692655,2,400.0,4922
line,Line.ln5473436-2,2,l2692655,3,400.0,4923
line,Line.ln6375549-6,1,l3181545,1,400.0,4924
line,Line.ln6375549-6,1,l3181545,2,400.0,4925
line,Line.ln6375549-6,1,l3181545,3,400.0,4926
line,Line.ln6375549-6,2,n1138603,1,400.0,4927
line,Line.ln6375549-6,2,n1138603,2,400.0,4928
line,Line.ln6375549-6,2,n1138603,3,400.0,4929
line,Line.ln6108153-1,1,l3178976.1,1,400.0,4930
line,Line.ln6108153-1,2,m1026779.1,1,400.0,4931
line,Line.ln5775433-3,1,l3065665.1,1,400.0,4932
line,Line.ln5775433-3,2,l3235946.1,1,400.0,4933
line,Line.ln5683809-1,1,l2785514.1,1,400.0,4934
line,Line.ln5683809-1,2,l3235244.1,1,400.0,4935
line,Line.ln6411373-3,1,n1147864.1,1,400.0,4936
line,Line.ln6411373-3,2,l2710536.1,1,400.0,4937
line,Line.ln5952392-1,1,m1209819.3,3,400.0,4938
line,Line.ln5952392-1,2,l2936216.3,3,400.0,4939
line,Line.ln5804797-1,1,m1047786.2,2,400.0,4940
line,Line.ln5804797-1,2,m1026969.2,2,400.0,4941
line,Line.ln5804837-1,1,m1026492.2,2,400.0,4942
line,Line.ln5804837-1,2,l3048231.2,2,400.0,4943
line,Line.ln6413567-2,1,m1069175,1,400.0,4944
line,Line.ln6413567-2,1,m1069175,2,400.0,4945
line,Line.ln6413567-2,1,m1069175,3,400.0,4946
line,Line.ln6413567-2,2,n1139541,1,400.0,4947
line,Line.ln6413567-2,2,n1139541,2,400.0,4948
line,Line.ln6413567-2,2,n1139541,3,400.0,4949
line,Line.ln81043320-1,1,m1069328.3,3,220.0,4950
line,Line.ln81043320-1,2,l2763811.3,3,220.0,4951
line,Line.ln6199520-1,1,m1069201.3,3,400.0,4952
line,Line.ln6199520-1,2,l3010565.3,3,400.0,4953
line,Line.a8869_48332_sw,1,d6198039-1_int,1,400.0,4954
line,Line.a8869_48332_sw,1,d6198039-1_int,2,400.0,4955
line,Line.a8869_48332_sw,1,d6198039-1_int,3,400.0,4956
line,Line.a8869_48332_sw,2,e206217,1,400.0,4957
line,Line.a8869_48332_sw,2,e206217,2,400.0,4958
line,Line.a8869_48332_sw,2,e206217,3,400.0,4959
line,Line.ln6198039-1,1,l3123452,1,400.0,4960
line,Line.ln6198039-1,1,l3123452,2,400.0,4961
line,Line.ln6198039-1,1,l3123452,3,400.0,4962
line,Line.ln6198039-1,2,d6198039-1_int,1,400.0,4963
line,Line.ln6198039-1,2,d6198039-1_int,2,400.0,4964
line,Line.ln6198039-1,2,d6198039-1_int,3,400.0,4965
line,Line.ln6350544-2,1,m1047552,1,400.0,4966
line,Line.ln6350544-2,1,m1047552,2,400.0,4967
line,Line.ln6350544-2,1,m1047552,3,400.0,4968
line,Line.ln6350544-2,2,n1136669,1,400.0,4969
line,Line.ln6350544-2,2,n1136669,2,400.0,4970
line,Line.ln6350544-2,2,n1136669,3,400.0,4971
line,Line.ln5865242-1,1,l2879071.2,2,400.0,4972
line,Line.ln5865242-1,2,l3029504.2,2,400.0,4973
line,Line.ln6359077-2,1,l3253570.3,3,400.0,4974
line,Line.ln6359077-2,2,l2937757.3,3,400.0,4975
line,Line.ln5498301-1,1,m1026796,1,400.0,4976
line,Line.ln5498301-1,1,m1026796,2,400.0,4977
line,Line.ln5498301-1,1,m1026796,3,400.0,4978
line,Line.ln5498301-1,2,m1026795,1,400.0,4979
line,Line.ln5498301-1,2,m1026795,2,400.0,4980
line,Line.ln5498301-1,2,m1026795,3,400.0,4981
line,Line.ln5625550-1,1,l2710513.2,2,400.0,4982
line,Line.ln5625550-1,2,p827553.2,2,400.0,4983
line,Line.ln5623393-1,1,m1069154.1,1,400.0,4984
line,Line.ln5623393-1,2,l2804251.1,1,400.0,4985
line,Line.ln5604685-1,1,m1089143,1,400.0,4986
line,Line.ln5604685-1,1,m1089143,2,400.0,4987
line,Line.ln5604685-1,1,m1089143,3,400.0,4988
line,Line.ln5604685-1,2,m1089145,1,400.0,4989
line,Line.ln5604685-1,2,m1089145,2,400.0,4990
line,Line.ln5604685-1,2,m1089145,3,400.0,4991
line,Line.ln5894211-1,1,m1069549.3,3,400.0,4992
line,Line.ln5894211-1,2,p901931.3,3,400.0,4993
line,Line.ln5742835-1,1,m1009770,1,400.0,4994
line,Line.ln5742835-1,1,m1009770,2,400.0,4995
line,Line.ln5742835-1,1,m1009770,3,400.0,4996
line,Line.ln5742835-1,2,l2689691,1,400.0,4997
line,Line.ln5742835-1,2,l2689691,2,400.0,4998
line,Line.ln5742835-1,2,l2689691,3,400.0,4999
line,Line.ln5651970-1,1,m1069130.1,1,400.0,5000
line,Line.ln5651970-1,2,m1069133.1,1,400.0,5001
line,Line.ln5773040-2,1,m1047722,1,400.0,5002
line,Line.ln5773040-2,1,m1047722,2,400.0,5003
line,Line.ln5773040-2,1,m1047722,3,400.0,5004
line,Line.ln5773040-2,2,l2841621,1,400.0,5005
line,Line.ln5773040-2,2,l2841621,2,400.0,5006
line,Line.ln5773040-2,2,l2841621,3,400.0,5007
line,Line.ln5741170-3,1,m1026700.3,3,400.0,5008
line,Line.ln5741170-3,2,n1140821.3,3,400.0,5009
line,Line.ln5472359-1,1,m1047406.1,1,400.0,5010
line,Line.ln5472359-1,2,l3216348.1,1,400.0,5011
line,Line.ln5651966-1,1,m1026953.2,2,400.0,5012
line,Line.ln5651966-1,2,l2764399.2,2,400.0,5013
line,Line.ln6409780-1,1,p895117.2,2,400.0,5014
line,Line.ln6409780-1,2,m1069532.2,2,400.0,5015
line,Line.ln6102834-1,1,m1047379.2,2,400.0,5016
line,Line.ln6102834-1,2,l3119793.2,2,400.0,5017
line,Line.ln5502537-1,1,l2879077.2,2,400.0,5018
line,Line.ln5502537-1,2,m1026693.2,2,400.0,5019
line,Line.ln5896834-1,1,m1166375,1,400.0,5020
line,Line.ln5896834-1,1,m1166375,2,400.0,5021
line,Line.ln5896834-1,1,m1166375,3,400.0,5022
line,Line.ln5896834-1,2,l2842383,1,400.0,5023
line,Line.ln5896834-1,2,l2842383,2,400.0,5024
line,Line.ln5896834-1,2,l2842383,3,400.0,5025
line,Line.ln5715052-1,1,m1166368,1,400.0,5026
line,Line.ln5715052-1,1,m1166368,2,400.0,5027
line,Line.ln5715052-1,1,m1166368,3,400.0,5028
line,Line.ln5715052-1,2,l2973833,1,400.0,5029
line,Line.ln5715052-1,2,l2973833,2,400.0,5030
line,Line.ln5715052-1,2,l2973833,3,400.0,5031
line,Line.ln6228316-5,1,l2745811.3,3,400.0,5032
line,Line.ln6228316-5,2,m4122657.3,3,400.0,5033
line,Line.ln5774455-3,1,n1136999.1,1,400.0,5034
line,Line.ln5774455-3,2,m1047671.1,1,400.0,5035
line,Line.ln5653467-1,1,m1026393.1,1,400.0,5036
line,Line.ln5653467-1,2,l2804252.1,1,400.0,5037
line,Line.ln6383460-1,1,196-29519,1,400.0,5038
line,Line.ln6383460-1,1,196-29519,2,400.0,5039
line,Line.ln6383460-1,1,196-29519,3,400.0,5040
line,Line.ln6383460-1,2,l3066815,1,400.0,5041
line,Line.ln6383460-1,2,l3066815,2,400.0,5042
line,Line.ln6383460-1,2,l3066815,3,400.0,5043
line,Line.ln6437384-1,1,m1108526.3,3,400.0,5044
line,Line.ln6437384-1,2,p895075.3,3,400.0,5045
line,Line.ln5623428-1,1,l2841648.1,1,400.0,5046
line,Line.ln5623428-1,2,l2710544.1,1,400.0,5047
line,Line.ln5895780-3,1,n1140519,1,400.0,5048
line,Line.ln5895780-3,1,n1140519,2,400.0,5049
line,Line.ln5895780-3,1,n1140519,3,400.0,5050
line,Line.ln5895780-3,2,l2991914,1,400.0,5051
line,Line.ln5895780-3,2,l2991914,2,400.0,5052
line,Line.ln5895780-3,2,l2991914,3,400.0,5053
line,Line.ln5837361-7,1,m1069456.3,3,400.0,5054
line,Line.ln5837361-7,2,n1147867.3,3,400.0,5055
line,Line.ln5744353-1,1,m1047795.2,2,400.0,5056
line,Line.ln5744353-1,2,l3160117.2,2,400.0,5057
line,Line.ln6048632-1,1,l2936275.2,2,400.0,5058
line,Line.ln6048632-1,2,l3179674.2,2,400.0,5059
line,Line.ln5804811-1,1,l3029510.2,2,400.0,5060
line,Line.ln5804811-1,2,l2729409.2,2,400.0,5061
line,Line.ln5716232-1,1,e182731.2,2,400.0,5062
line,Line.ln5716232-1,2,m1026327.2,2,400.0,5063
line,Line.ln5716230-3,1,n1136658,1,400.0,5064
line,Line.ln5716230-3,1,n1136658,2,400.0,5065
line,Line.ln5716230-3,1,n1136658,3,400.0,5066
line,Line.ln5716230-3,2,m1047566,1,400.0,5067
line,Line.ln5716230-3,2,m1047566,2,400.0,5068
line,Line.ln5716230-3,2,m1047566,3,400.0,5069
line,Line.ln5503546-1,1,m1125994,1,400.0,5070
line,Line.ln5503546-1,1,m1125994,2,400.0,5071
line,Line.ln5503546-1,1,m1125994,3,400.0,5072
line,Line.ln5503546-1,2,l2730149,1,400.0,5073
line,Line.ln5503546-1,2,l2730149,2,400.0,5074
line,Line.ln5503546-1,2,l2730149,3,400.0,5075
line,Line.ln5653481-1,1,m1047792.2,2,400.0,5076
line,Line.ln5653481-1,2,l2860500.2,2,400.0,5077
line,Line.ln6381853-1,1,m1142843,1,400.0,5078
line,Line.ln6381853-1,1,m1142843,2,400.0,5079
line,Line.ln6381853-1,1,m1142843,3,400.0,5080
line,Line.ln6381853-1,2,l2955077,1,400.0,5081
line,Line.ln6381853-1,2,l2955077,2,400.0,5082
line,Line.ln6381853-1,2,l2955077,3,400.0,5083
line,Line.ln5895785-1,1,l2710520.1,1,400.0,5084
line,Line.ln5895785-1,2,m1069131.1,1,400.0,5085
line,Line.ln5593233-1,1,m1069208.3,3,400.0,5086
line,Line.ln5593233-1,2,m1069213.3,3,400.0,5087
line,Line.ln6438273-2,1,m1026700,1,400.0,5088
line,Line.ln6438273-2,1,m1026700,2,400.0,5089
line,Line.ln6438273-2,1,m1026700,3,400.0,5090
line,Line.ln6438273-2,2,n1140823,1,400.0,5091
line,Line.ln6438273-2,2,n1140823,2,400.0,5092
line,Line.ln6438273-2,2,n1140823,3,400.0,5093
line,Line.ln6412355-1,1,m1166374,1,400.0,5094
line,Line.ln6412355-1,1,m1166374,2,400.0,5095
line,Line.ln6412355-1,1,m1166374,3,400.0,5096
line,Line.ln6412355-1,2,l2786266,1,400.0,5097
line,Line.ln6412355-1,2,l2786266,2,400.0,5098
line,Line.ln6412355-1,2,l2786266,3,400.0,5099
line,Line.ln5532785-1,1,m1069468,1,400.0,5100
line,Line.ln5532785-1,1,m1069468,2,400.0,5101
line,Line.ln5532785-1,1,m1069468,3,400.0,5102
line,Line.ln5532785-1,2,m1069464,1,400.0,5103
line,Line.ln5532785-1,2,m1069464,2,400.0,5104
line,Line.ln5532785-1,2,m1069464,3,400.0,5105
line,Line.ln5833622-1,1,m1069174.3,3,400.0,5106
line,Line.ln5833622-1,2,l3216347.3,3,400.0,5107
line,Line.ln5898058-3,1,p827509.2,2,400.0,5108
line,Line.ln5898058-3,2,n1136029.2,2,400.0,5109
line,Line.ln6260929-1,1,l2767341,1,400.0,5110
line,Line.ln6260929-1,1,l2767341,2,400.0,5111
line,Line.ln6260929-1,1,l2767341,3,400.0,5112
line,Line.ln6260929-1,2,m1125968,1,400.0,5113
line,Line.ln6260929-1,2,m1125968,2,400.0,5114
line,Line.ln6260929-1,2,m1125968,3,400.0,5115
line,Line.ln5623388-1,1,l2691936.1,1,400.0,5116
line,Line.ln5623388-1,2,m1026941.1,1,400.0,5117
line,Line.ln6290198-1,1,m1089197,1,400.0,5118
line,Line.ln6290198-1,1,m1089197,2,400.0,5119
line,Line.ln6290198-1,1,m1089197,3,400.0,5120
line,Line.ln6290198-1,2,m1089196,1,400.0,5121
line,Line.ln6290198-1,2,m1089196,2,400.0,5122
line,Line.ln6290198-1,2,m1089196,3,400.0,5123
line,Line.ln6505937-2,1,m1125905.2,2,400.0,5124
line,Line.ln6505937-2,2,l3142079.2,2,400.0,5125
line,Line.ln5833624-2,1,e206211,1,400.0,5126
line,Line.ln5833624-2,1,e206211,2,400.0,5127
line,Line.ln5833624-2,1,e206211,3,400.0,5128
line,Line.ln5833624-2,2,n1134480,1,400.0,5129
line,Line.ln5833624-2,2,n1134480,2,400.0,5130
line,Line.ln5833624-2,2,n1134480,3,400.0,5131
line,Line.ln5654472-1,1,m1209791,1,400.0,5132
line,Line.ln5654472-1,1,m1209791,2,400.0,5133
line,Line.ln5654472-1,1,m1209791,3,400.0,5134
line,Line.ln5654472-1,2,m1209790,1,400.0,5135
line,Line.ln5654472-1,2,m1209790,2,400.0,5136
line,Line.ln5654472-1,2,m1209790,3,400.0,5137
line,Line.ln5926297-1,1,m1069156.3,3,400.0,5138
line,Line.ln5926297-1,2,l2710510.3,3,400.0,5139
line,Line.ln5957495-1,1,l3160871.3,3,400.0,5140
line,Line.ln5957495-1,2,l3030203.3,3,400.0,5141
line,Line.ln6380838-1,1,l2766741,1,400.0,5142
line,Line.ln6380838-1,1,l2766741,2,400.0,5143
line,Line.ln6380838-1,1,l2766741,3,400.0,5144
line,Line.ln6380838-1,2,m1069382,1,400.0,5145
line,Line.ln6380838-1,2,m1069382,2,400.0,5146
line,Line.ln6380838-1,2,m1069382,3,400.0,5147
line,Line.ln5562931-2,1,m1047558.3,3,400.0,5148
line,Line.ln5562931-2,2,n1137996.3,3,400.0,5149
line,Line.ln6017298-1,1,l2841627.1,1,400.0,5150
line,Line.ln6017298-1,2,l3254216.1,1,400.0,5151
line,Line.ln6170302-1,1,m1108311,1,400.0,5152
line,Line.ln6170302-1,1,m1108311,2,400.0,5153
line,Line.ln6170302-1,1,m1108311,3,400.0,5154
line,Line.ln6170302-1,2,l2879773,1,400.0,5155
line,Line.ln6170302-1,2,l2879773,2,400.0,5156
line,Line.ln6170302-1,2,l2879773,3,400.0,5157
line,Line.ln5806919-1,1,e182724,1,400.0,5158
line,Line.ln5806919-1,1,e182724,2,400.0,5159
line,Line.ln5806919-1,1,e182724,3,400.0,5160
line,Line.ln5806919-1,2,m1069169,1,400.0,5161
line,Line.ln5806919-1,2,m1069169,2,400.0,5162
line,Line.ln5806919-1,2,m1069169,3,400.0,5163
line,Line.ln5714075-1,1,l2804282.3,3,400.0,5164
line,Line.ln5714075-1,2,l3104154.3,3,400.0,5165
line,Line.ln5683830-1,1,m1026341,1,400.0,5166
line,Line.ln5683830-1,1,m1026341,2,400.0,5167
line,Line.ln5683830-1,1,m1026341,3,400.0,5168
