load,bus_connection,local_nodes,phases,primary_phase,connection,base_kv,base_kw,base_kvar,base_pf,model,Vminpu,Vmaxpu,status
293519b0b,sx3235255b.2,"[2, 0]",1,B,wye,0.12,1.48051864206791,0.37105294799793553,0.97,1,0.88,1.05,Variable
293521a0a,sx3216370a.1,"[1, 0]",1,A,wye,0.12,3.22647658586502,0.8086312558410971,0.97,1,0.88,1.05,Variable
293521a0b,sx3216370a.2,"[2, 0]",1,A,wye,0.12,0.323523414134979,0.08108261061371667,0.97,1,0.88,1.05,Variable
293521b0a,sx3216370b.1,"[1, 0]",1,B,wye,0.12,0.524968878626823,0.1315696030342306,0.97,1,0.88,1.05,Variable
293521b0b,sx3216370b.2,"[2, 0]",1,B,wye,0.12,3.36503112137318,0.8433562957007635,0.97,1,0.88,1.05,Variable
293521c0a,sx3216370c.1,"[1, 0]",1,C,wye,0.12,2.86108752846718,0.7170561259769529,0.97,1,0.88,1.05,Variable
293521c0b,sx3216370c.2,"[2, 0]",1,C,wye,0.12,1.20891247153282,0.302982025141665,0.97,1,0.88,1.05,Variable
293522a0a,sx2785527a.1,"[1, 0]",1,A,wye,0.12,2.38117844820023,0.5967795729203101,0.97,1,0.88,1.05,Variable
293522a0b,sx2785527a.2,"[2, 0]",1,A,wye,0.12,2.93882155179977,0.7365381086401436,0.97,1,0.88,1.05,Variable
293523a0a,sx2766729a.1,"[1, 0]",1,A,wye,0.12,2.70731521606445,0.6785171517173667,0.97,1,0.88,1.05,Variable
293523a0b,sx2766729a.2,"[2, 0]",1,A,wye,0.12,6.16268478393555,1.5445143962979009,0.97,1,0.88,1.05,Variable
293591a0a,sx3197641a.1,"[1, 0]",1,A,wye,0.12,0.773270452022553,0.1937998432913373,0.97,1,0.88,1.05,Variable
293591a0b,sx3197641a.2,"[2, 0]",1,A,wye,0.12,4.54672954797745,1.1395178382691171,0.97,1,0.88,1.05,Variable
293592a0a,sx2973161a.1,"[1, 0]",1,A,wye,0.12,4.30104428529739,1.0779433072860065,0.97,1,0.88,1.05,Variable
293592a0b,sx2973161a.2,"[2, 0]",1,A,wye,0.12,8.99895571470261,2.255350896615128,0.97,1,0.88,1.05,Variable
293608c0a,sx2673306c.1,"[1, 0]",1,C,wye,0.12,8.96490900814533,2.2468179876204433,0.97,1,0.88,1.05,Variable
293608c0b,sx2673306c.2,"[2, 0]",1,C,wye,0.12,1.20509099185467,0.30202427205433385,0.97,1,0.88,1.05,Variable
293609c0a,sx2785515c.1,"[1, 0]",1,C,wye,0.12,3.74232996225357,0.9379162986665696,0.97,1,0.88,1.05,Variable
293609c0b,sx2785515c.2,"[2, 0]",1,C,wye,0.12,6.42767003774643,1.6109259610082076,0.97,1,0.88,1.05,Variable
293644a0a,sx2729429a.1,"[1, 0]",1,A,wye,0.12,1.0074391657114,0.25248805502622584,0.97,1,0.88,1.05,Variable
293644a0b,sx2729429a.2,"[2, 0]",1,A,wye,0.12,7.8625608342886,1.970543492989042,0.97,1,0.88,1.05,Variable
293645a0a,sx2841633a.1,"[1, 0]",1,A,wye,0.12,1.76712000966072,0.44288202148870637,0.97,1,0.88,1.05,Variable
293645a0b,sx2841633a.2,"[2, 0]",1,A,wye,0.12,7.10287999033928,1.7801495265265612,0.97,1,0.88,1.05,Variable
293652a0a,sx3235258a.1,"[1, 0]",1,A,wye,0.12,0.864180176258087,0.2165839678682212,0.97,1,0.88,1.05,Variable
293652a0b,sx3235258a.2,"[2, 0]",1,A,wye,0.12,4.45581982374191,1.1167337136922317,0.97,1,0.88,1.05,Variable
293652b0a,sx3235258b.1,"[1, 0]",1,B,wye,0.12,0.727046942710876,0.1822151398573085,0.97,1,0.88,1.05,Variable
293652b0b,sx3235258b.2,"[2, 0]",1,B,wye,0.12,13.8629530572891,3.4743835394597946,0.97,1,0.88,1.05,Variable
293652c0a,sx3235258c.1,"[1, 0]",1,C,wye,0.12,4.53864516615868,1.1374917011970398,0.97,1,0.88,1.05,Variable
293652c0b,sx3235258c.2,"[2, 0]",1,C,wye,0.12,1.56135483384132,0.39131240735911954,0.97,1,0.88,1.05,Variable
293655a0a,sx2729414a.1,"[1, 0]",1,A,wye,0.12,4.69899237513542,1.1776784998657535,0.97,1,0.88,1.05,Variable
293655a0b,sx2729414a.2,"[2, 0]",1,A,wye,0.12,4.17100762486458,1.0453530481495144,0.97,1,0.88,1.05,Variable
293655b0a,sx2729414b.1,"[1, 0]",1,B,wye,0.12,7.34667829096317,1.8412511402401373,0.97,1,0.88,1.05,Variable
293655b0b,sx2729414b.2,"[2, 0]",1,B,wye,0.12,2.38332170903683,0.5973167247191137,0.97,1,0.88,1.05,Variable
293655c0a,sx2729414c.1,"[1, 0]",1,C,wye,0.12,7.82381235837936,1.9608322095184951,0.97,1,0.88,1.05,Variable
293655c0b,sx2729414c.2,"[2, 0]",1,C,wye,0.12,2.34618764162064,0.588010050156282,0.97,1,0.88,1.05,Variable
293656b0a,sx2973167b.1,"[1, 0]",1,B,wye,0.12,2.00710978984833,0.5030291300071175,0.97,1,0.88,1.05,Variable
293656b0b,sx2973167b.2,"[2, 0]",1,B,wye,0.12,3.83289021015167,0.9606128362171401,0.97,1,0.88,1.05,Variable
293657b0a,sx3189189b.1,"[1, 0]",1,B,wye,0.12,4.12691477775574,1.0343023389990336,0.97,1,0.88,1.05,Variable
293657b0b,sx3189189b.2,"[2, 0]",1,B,wye,0.12,1.71308522224426,0.42933962722522395,0.97,1,0.88,1.05,Variable
293658c0a,sx3189188c.1,"[1, 0]",1,C,wye,0.12,11.1231477463245,2.787723602402964,0.97,1,0.88,1.05,Variable
293658c0b,sx3189188c.2,"[2, 0]",1,C,wye,0.12,9.21685225367546,2.3099609169465802,0.97,1,0.88,1.05,Variable
293659c0a,sx2935560c.1,"[1, 0]",1,C,wye,0.12,4.12576189041138,1.0340133981943187,0.97,1,0.88,1.05,Variable
293659c0b,sx2935560c.2,"[2, 0]",1,C,wye,0.12,1.97423810958862,0.4947907103618405,0.97,1,0.88,1.05,Variable
293660b0a,sx2916610b.1,"[1, 0]",1,B,wye,0.12,0.244389376044273,0.061249751177698486,0.97,1,0.88,1.05,Variable
293660b0b,sx2916610b.2,"[2, 0]",1,B,wye,0.12,9.48561062395573,2.377318113781553,0.97,1,0.88,1.05,Variable
293663c0a,sx3216368c.1,"[1, 0]",1,C,wye,0.12,4.29804822206497,1.0771924230599053,0.97,1,0.88,1.05,Variable
293663c0b,sx3216368c.2,"[2, 0]",1,C,wye,0.12,1.80195177793503,0.4516116854962541,0.97,1,0.88,1.05,Variable
293664a0a,sx3207907a.1,"[1, 0]",1,A,wye,0.12,11.9984140622616,3.0070860187776285,0.97,1,0.88,1.05,Variable
293664a0b,sx3207907a.2,"[2, 0]",1,A,wye,0.12,5.74158593773842,1.4389770772529122,0.97,1,0.88,1.05,Variable
293664b0a,sx3207907b.1,"[1, 0]",1,B,wye,0.12,4.90280997753143,1.2287600060852757,0.97,1,0.88,1.05,Fixed
293664b0b,sx3207907b.2,"[2, 0]",1,B,wye,0.12,24.2771900224686,6.0844373525489495,0.97,1,0.88,1.05,Fixed
293664c0a,sx3207907c.1,"[1, 0]",1,C,wye,0.12,3.2491291987896,0.8143085357933315,0.97,1,0.88,1.05,Variable
293664c0b,sx3207907c.2,"[2, 0]",1,C,wye,0.12,17.0908708012104,4.283375983556223,0.97,1,0.88,1.05,Variable
293665c0a,sx2973166c.1,"[1, 0]",1,C,wye,0.12,7.3414112842083,1.8399311039177377,0.97,1,0.88,1.05,Variable
293665c0b,sx2973166c.2,"[2, 0]",1,C,wye,0.12,2.8285887157917,0.7089111557570396,0.97,1,0.88,1.05,Variable
293666c0a,sx2710532c.1,"[1, 0]",1,C,wye,0.12,2.48720327317715,0.6233518988274679,0.97,1,0.88,1.05,Variable
293666c0b,sx2710532c.2,"[2, 0]",1,C,wye,0.12,1.58279672682285,0.39668625229114984,0.97,1,0.88,1.05,Variable
293667a0a,sx2860504a.1,"[1, 0]",1,A,wye,0.12,3.47942609786987,0.8720263793181939,0.97,1,0.88,1.05,Variable
293667a0b,sx2860504a.2,"[2, 0]",1,A,wye,0.12,1.84057390213013,0.46129130224225984,0.97,1,0.88,1.05,Variable
293668a0a,sx3085403a.1,"[1, 0]",1,A,wye,0.12,0.717294452786446,0.17977093548597717,0.97,1,0.88,1.05,Variable
293668a0b,sx3085403a.2,"[2, 0]",1,A,wye,0.12,8.15270554721355,2.0432606125292896,0.97,1,0.88,1.05,Variable
293672a0a,sx2954355a.1,"[1, 0]",1,A,wye,0.12,0.377924103736877,0.09471670860907241,0.97,1,0.88,1.05,Variable
293672a0b,sx2954355a.2,"[2, 0]",1,A,wye,0.12,4.94207589626312,1.2386009729513805,0.97,1,0.88,1.05,Variable
293673a0a,sx3122827a.1,"[1, 0]",1,A,wye,0.12,4.22170242965221,1.058058363861282,0.97,1,0.88,1.05,Variable
293673a0b,sx3122827a.2,"[2, 0]",1,A,wye,0.12,4.64829757034779,1.1649731841539859,0.97,1,0.88,1.05,Variable
293681a0a,sx3195751a.1,"[1, 0]",1,A,wye,0.12,5.07743202447891,1.2725244163832747,0.97,1,0.88,1.05,Variable
293681a0b,sx3195751a.2,"[2, 0]",1,A,wye,0.12,3.79256797552109,0.9505071316319932,0.97,1,0.88,1.05,Variable
294786c0a,sx2766724c.1,"[1, 0]",1,C,wye,0.12,0.224778670072556,0.05633484497093656,0.97,1,0.88,1.05,Variable
294786c0b,sx2766724c.2,"[2, 0]",1,C,wye,0.12,5.87522132992744,1.4724692635852217,0.97,1,0.88,1.05,Variable
294787a0a,sx3197647a.1,"[1, 0]",1,A,wye,0.12,1.13439882397652,0.28430714472730806,0.97,1,0.88,1.05,Variable
294787a0b,sx3197647a.2,"[2, 0]",1,A,wye,0.12,2.41560117602348,0.605406721727506,0.97,1,0.88,1.05,Variable
294788a0a,sx2821010a.1,"[1, 0]",1,A,wye,0.12,8.39304335713387,2.103494945520695,0.97,1,0.88,1.05,Variable
294788a0b,sx2821010a.2,"[2, 0]",1,A,wye,0.12,4.90695664286613,1.2297992583804391,0.97,1,0.88,1.05,Variable
294789a0a,sx2895461a.1,"[1, 0]",1,A,wye,0.12,5.81175092697143,1.4565620811572115,0.97,1,0.88,1.05,Variable
294789a0b,sx2895461a.2,"[2, 0]",1,A,wye,0.12,3.05824907302856,0.7664694668580538,0.97,1,0.88,1.05,Variable
294809a0a,sx2952014a.1,"[1, 0]",1,A,wye,0.12,2.09715175390244,0.5255957733822632,0.97,1,0.88,1.05,Variable
294809a0b,sx2952014a.2,"[2, 0]",1,A,wye,0.12,3.22284824609756,0.8077219081781905,0.97,1,0.88,1.05,Variable
294810a0a,sx3010585a.1,"[1, 0]",1,A,wye,0.12,9.04869233369827,2.2678160683309074,0.97,1,0.88,1.05,Variable
294810a0b,sx3010585a.2,"[2, 0]",1,A,wye,0.12,4.25130766630173,1.0654781355702265,0.97,1,0.88,1.05,Variable
294812a0a,sx3120502a.1,"[1, 0]",1,A,wye,0.12,2.66032121896744,0.6667393458420577,0.97,1,0.88,1.05,Variable
294812a0b,sx3120502a.2,"[2, 0]",1,A,wye,0.12,2.65967878103256,0.666578335718396,0.97,1,0.88,1.05,Variable
294842a0a,sx3101789a.1,"[1, 0]",1,A,wye,0.12,3.93786132574081,0.9869210776585172,0.97,1,0.88,1.05,Variable
294842a0b,sx3101789a.2,"[2, 0]",1,A,wye,0.12,4.93213867425919,1.2361104703567505,0.97,1,0.88,1.05,Variable
294843a0a,sx3178982a.1,"[1, 0]",1,A,wye,0.12,0.804776259064674,0.2016959428404147,0.97,1,0.88,1.05,Variable
294843a0b,sx3178982a.2,"[2, 0]",1,A,wye,0.12,8.06522374093533,2.0213356051748543,0.97,1,0.88,1.05,Variable
294844a0a,sx2841623a.1,"[1, 0]",1,A,wye,0.12,3.47148282527924,0.8700356075523026,0.97,1,0.88,1.05,Variable
294844a0b,sx2841623a.2,"[2, 0]",1,A,wye,0.12,1.84851717472076,0.46328207400815113,0.97,1,0.88,1.05,Variable
294845a0a,sx3010563a.1,"[1, 0]",1,A,wye,0.12,3.44849299669266,0.8642738133886689,0.97,1,0.88,1.05,Variable
294845a0b,sx3010563a.2,"[2, 0]",1,A,wye,0.12,1.87150700330734,0.4690438681717848,0.97,1,0.88,1.05,Variable
302367b0a,sx2766727b.1,"[1, 0]",1,B,wye,0.12,0.323554878234863,0.08109049626046663,0.97,1,0.88,1.05,Variable
302367b0b,sx2766727b.2,"[2, 0]",1,B,wye,0.12,5.51644512176514,1.3825514699637917,0.97,1,0.88,1.05,Variable
302368b0a,sx3029507b.1,"[1, 0]",1,B,wye,0.12,3.29510556161404,0.8258312984789828,0.97,1,0.88,1.05,Variable
302368b0b,sx3029507b.2,"[2, 0]",1,B,wye,0.12,6.43489443838596,1.6127365664802682,0.97,1,0.88,1.05,Variable
302369b0a,sx3197643b.1,"[1, 0]",1,B,wye,0.12,8.87313655495644,2.2238176427864347,0.97,1,0.88,1.05,Variable
302369b0b,sx3197643b.2,"[2, 0]",1,B,wye,0.12,0.856863445043563,0.21475022217281706,0.97,1,0.88,1.05,Variable
302370b0a,sx3122823b.1,"[1, 0]",1,B,wye,0.12,1.07503661692142,0.26942957324553785,0.97,1,0.88,1.05,Variable
302370b0b,sx3122823b.2,"[2, 0]",1,B,wye,0.12,8.65496338307858,2.1691382917137134,0.97,1,0.88,1.05,Variable
302373b0a,sx2766726b.1,"[1, 0]",1,B,wye,0.12,1.15133367538452,0.2885514185650685,0.97,1,0.88,1.05,Variable
302373b0b,sx2766726b.2,"[2, 0]",1,B,wye,0.12,4.68866632461548,1.1750905476591889,0.97,1,0.88,1.05,Variable
302374b0a,sx2785526b.1,"[1, 0]",1,B,wye,0.12,3.37395503520966,0.8455928393298803,0.97,1,0.88,1.05,Variable
302374b0b,sx2785526b.2,"[2, 0]",1,B,wye,0.12,2.46604496479034,0.6180491268943773,0.97,1,0.88,1.05,Variable
302375b0a,sx2973162b.1,"[1, 0]",1,B,wye,0.12,2.63841029167175,0.6612479498302665,0.97,1,0.88,1.05,Variable
302375b0b,sx2973162b.2,"[2, 0]",1,B,wye,0.12,3.20158970832825,0.8023940163939909,0.97,1,0.88,1.05,Variable
302392a0a,sx3010570a.1,"[1, 0]",1,A,wye,0.12,5.15883908510208,1.292926948964616,0.97,1,0.88,1.05,Variable
302392a0b,sx3010570a.2,"[2, 0]",1,A,wye,0.12,0.161160914897919,0.0403907325958374,0.97,1,0.88,1.05,Variable
302400a0a,sx2991919a.1,"[1, 0]",1,A,wye,0.12,2.30466396331787,0.5776032354035543,0.97,1,0.88,1.05,Variable
302400a0b,sx2991919a.2,"[2, 0]",1,A,wye,0.12,3.01533603668213,0.7557144461568993,0.97,1,0.88,1.05,Variable
302402a0a,sx3122824a.1,"[1, 0]",1,A,wye,0.12,3.60901305913925,0.9045039332204785,0.97,1,0.88,1.05,Variable
302402a0b,sx3122824a.2,"[2, 0]",1,A,wye,0.12,1.71098694086075,0.42881374833997526,0.97,1,0.88,1.05,Variable
302405a0a,sx2860489a.1,"[1, 0]",1,A,wye,0.12,5.17799458026886,1.2977277685895998,0.97,1,0.88,1.05,Variable
302405a0b,sx2860489a.2,"[2, 0]",1,A,wye,0.12,0.14200541973114,0.03558991297085389,0.97,1,0.88,1.05,Variable
302410a0a,sx3104131a.1,"[1, 0]",1,A,wye,0.12,1.63805489718914,0.4105352552234909,0.97,1,0.88,1.05,Variable
302410a0b,sx3104131a.2,"[2, 0]",1,A,wye,0.12,7.23194510281086,1.812496292791777,0.97,1,0.88,1.05,Variable
302412a0a,sx3048210a.1,"[1, 0]",1,A,wye,0.12,9.3057895898819,2.3322507144869813,0.97,1,0.88,1.05,Variable
302412a0b,sx3048210a.2,"[2, 0]",1,A,wye,0.12,3.9942104101181,1.001043489414153,0.97,1,0.88,1.05,Variable
302468a0a,sx2897778a.1,"[1, 0]",1,A,wye,0.12,1.40163693726063,0.3512833292439546,0.97,1,0.88,1.05,Variable
302468a0b,sx2897778a.2,"[2, 0]",1,A,wye,0.12,2.14836306273937,0.5384305372108594,0.97,1,0.88,1.05,Variable
302469a0a,sx3104132a.1,"[1, 0]",1,A,wye,0.12,2.80031846523285,0.7018259631005999,0.97,1,0.88,1.05,Variable
302469a0b,sx3104132a.2,"[2, 0]",1,A,wye,0.12,2.51968153476715,0.6314917184598537,0.97,1,0.88,1.05,Variable
302471a0a,sx3085402a.1,"[1, 0]",1,A,wye,0.12,8.88826597332954,2.2276094324534608,0.97,1,0.88,1.05,Variable
302471a0b,sx3085402a.2,"[2, 0]",1,A,wye,0.12,4.41173402667046,1.1056847714476734,0.97,1,0.88,1.05,Variable
302473a0a,sx2804252a.1,"[1, 0]",1,A,wye,0.12,0.624141354560852,0.1564245683889241,0.97,1,0.88,1.05,Variable
302473a0b,sx2804252a.2,"[2, 0]",1,A,wye,0.12,8.24585864543915,2.0666069796263438,0.97,1,0.88,1.05,Variable
302474a0a,sx3048214a.1,"[1, 0]",1,A,wye,0.12,0.604771621823311,0.15157005576748356,0.97,1,0.88,1.05,Variable
302474a0b,sx3048214a.2,"[2, 0]",1,A,wye,0.12,8.26522837817669,2.0714614922477845,0.97,1,0.88,1.05,Variable
302507b0a,sx3235275b.1,"[1, 0]",1,B,wye,0.12,3.89308312058449,0.9756986015901971,0.97,1,0.88,1.05,Variable
302507b0b,sx3235275b.2,"[2, 0]",1,B,wye,0.12,5.83691687941551,1.4628692633690537,0.97,1,0.88,1.05,Variable
302508c0a,sx2897779c.1,"[1, 0]",1,C,wye,0.12,6.26153873741627,1.5692895324009082,0.97,1,0.88,1.05,Variable
302508c0b,sx2897779c.2,"[2, 0]",1,C,wye,0.12,3.90846126258373,0.9795527272738689,0.97,1,0.88,1.05,Variable
302509c0a,sx2804261c.1,"[1, 0]",1,C,wye,0.12,4.71142852306366,1.1807952923325247,0.97,1,0.88,1.05,Variable
302509c0b,sx2804261c.2,"[2, 0]",1,C,wye,0.12,1.38857147693634,0.34800881622363455,0.97,1,0.88,1.05,Variable
302510c0a,sx3178980c.1,"[1, 0]",1,C,wye,0.12,3.53564311861992,0.8861156928089255,0.97,1,0.88,1.05,Variable
302510c0b,sx3178980c.2,"[2, 0]",1,C,wye,0.12,2.56435688138008,0.6426884157472338,0.97,1,0.88,1.05,Variable
302514a0a,sx2973164a.1,"[1, 0]",1,A,wye,0.12,0.935498124361038,0.23445793050323538,0.97,1,0.88,1.05,Variable
302514a0b,sx2973164a.2,"[2, 0]",1,A,wye,0.12,2.61450187563896,0.6552559359515782,0.97,1,0.88,1.05,Variable
302637a0a,sx2748132a.1,"[1, 0]",1,A,wye,0.12,0.438070690631866,0.10979086420918541,0.97,1,0.88,1.05,Variable
302637a0b,sx2748132a.2,"[2, 0]",1,A,wye,0.12,4.88192930936813,1.2235268173512672,0.97,1,0.88,1.05,Variable
302672c0a,sx3254205c.1,"[1, 0]",1,C,wye,0.12,4.59419849395752,1.1514146775548812,0.97,1,0.88,1.05,Variable
302672c0b,sx3254205c.2,"[2, 0]",1,C,wye,0.12,5.57580150604248,1.3974275821198958,0.97,1,0.88,1.05,Variable
302673a0a,sx3010569a.1,"[1, 0]",1,A,wye,0.12,7.3609078347683,1.8448174000814754,0.97,1,0.88,1.05,Variable
302673a0b,sx3010569a.2,"[2, 0]",1,A,wye,0.12,5.93909216523171,1.4884768038196614,0.97,1,0.88,1.05,Variable
302674a0a,sx2673321a.1,"[1, 0]",1,A,wye,0.12,4.93276358962059,1.2362670889095388,0.97,1,0.88,1.05,Variable
302674a0b,sx2673321a.2,"[2, 0]",1,A,wye,0.12,3.93723641037941,0.986764459105729,0.97,1,0.88,1.05,Variable
302675a0a,sx2954354a.1,"[1, 0]",1,A,wye,0.12,7.20438221156597,1.805588381090322,0.97,1,0.88,1.05,Variable
302675a0b,sx2954354a.2,"[2, 0]",1,A,wye,0.12,1.66561778843403,0.4174431669249457,0.97,1,0.88,1.05,Variable
302676a0a,sx2710519a.1,"[1, 0]",1,A,wye,0.12,2.44636772871017,0.6131175466707062,0.97,1,0.88,1.05,Variable
302676a0b,sx2710519a.2,"[2, 0]",1,A,wye,0.12,1.10363227128983,0.27659631978410787,0.97,1,0.88,1.05,Variable
302677a0a,sx3066819a.1,"[1, 0]",1,A,wye,0.12,7.1874820047617,1.8013527900087127,0.97,1,0.88,1.05,Variable
302677a0b,sx3066819a.2,"[2, 0]",1,A,wye,0.12,1.6825179952383,0.421678758006555,0.97,1,0.88,1.05,Variable
302678a0a,sx3029499a.1,"[1, 0]",1,A,wye,0.12,0.456350570917129,0.11437223405902554,0.97,1,0.88,1.05,Variable
302678a0b,sx3029499a.2,"[2, 0]",1,A,wye,0.12,3.09364942908287,0.7753416323957883,0.97,1,0.88,1.05,Variable
302679a0a,sx2897772a.1,"[1, 0]",1,A,wye,0.12,1.68043277025223,0.4211561513629537,0.97,1,0.88,1.05,Variable
302679a0b,sx2897772a.2,"[2, 0]",1,A,wye,0.12,3.63956722974777,0.9121615301975,0.97,1,0.88,1.05,Variable
302731a0a,sx3122826a.1,"[1, 0]",1,A,wye,0.12,6.7883910703659,1.7013311735838248,0.97,1,0.88,1.05,Variable
302731a0b,sx3122826a.2,"[2, 0]",1,A,wye,0.12,2.08160892963409,0.5217003744314402,0.97,1,0.88,1.05,Variable
302732a0a,sx2691953a.1,"[1, 0]",1,A,wye,0.12,0.37362966299057,0.09364042030466174,0.97,1,0.88,1.05,Variable
302732a0b,sx2691953a.2,"[2, 0]",1,A,wye,0.12,4.94637033700943,1.239677261255792,0.97,1,0.88,1.05,Variable
302733a0a,sx2860491a.1,"[1, 0]",1,A,wye,0.12,0.472933810949326,0.11852838577941828,0.97,1,0.88,1.05,Variable
302733a0b,sx2860491a.2,"[2, 0]",1,A,wye,0.12,3.07706618905067,0.7711854806753948,0.97,1,0.88,1.05,Variable
302733b0a,sx2860491b.1,"[1, 0]",1,B,wye,0.12,2.89735998570919,0.7261468606751517,0.97,1,0.88,1.05,Variable
302733b0b,sx2860491b.2,"[2, 0]",1,B,wye,0.12,11.6926400142908,2.930451818641955,0.97,1,0.88,1.05,Variable
302734a0a,sx2991922a.1,"[1, 0]",1,A,wye,0.12,3.60159331321716,0.9026443696057024,0.97,1,0.88,1.05,Variable
302734a0b,sx2991922a.2,"[2, 0]",1,A,wye,0.12,1.71840668678284,0.43067331195475134,0.97,1,0.88,1.05,Variable
302735a0a,sx2991923a.1,"[1, 0]",1,A,wye,0.12,8.03422434389591,2.013566423936062,0.97,1,0.88,1.05,Variable
302735a0b,sx2991923a.2,"[2, 0]",1,A,wye,0.12,0.835775656104088,0.2094651240792048,0.97,1,0.88,1.05,Variable
302803c0a,sx3085400c.1,"[1, 0]",1,C,wye,0.12,1.67722884535789,0.420353172093778,0.97,1,0.88,1.05,Variable
302803c0b,sx3085400c.2,"[2, 0]",1,C,wye,0.12,8.4927711546421,2.1284890875809963,0.97,1,0.88,1.05,Variable
302804c0a,sx3141399c.1,"[1, 0]",1,C,wye,0.12,11.2695054376125,2.8244042974455685,0.97,1,0.88,1.05,Variable
302804c0b,sx3141399c.2,"[2, 0]",1,C,wye,0.12,3.99049456238747,1.0001122101883568,0.97,1,0.88,1.05,Variable
302805c0a,sx2954351c.1,"[1, 0]",1,C,wye,0.12,2.45353479385376,0.6149137825129701,0.97,1,0.88,1.05,Variable
302805c0b,sx2954351c.2,"[2, 0]",1,C,wye,0.12,3.64646520614624,0.9138903260431892,0.97,1,0.88,1.05,Variable
302807c0a,sx3235266c.1,"[1, 0]",1,C,wye,0.12,9.61248180091381,2.4091150279767777,0.97,1,0.88,1.05,Variable
302807c0b,sx3235266c.2,"[2, 0]",1,C,wye,0.12,0.557518199086189,0.13972723169799944,0.97,1,0.88,1.05,Variable
302808c0a,sx2841626c.1,"[1, 0]",1,C,wye,0.12,2.65136186957359,0.6644939212251221,0.97,1,0.88,1.05,Variable
302808c0b,sx2841626c.2,"[2, 0]",1,C,wye,0.12,1.41863813042641,0.35554422989349577,0.97,1,0.88,1.05,Variable
302809c0a,sx2954350c.1,"[1, 0]",1,C,wye,0.12,4.3598389685154,1.0926786438868183,0.97,1,0.88,1.05,Variable
302809c0b,sx2954350c.2,"[2, 0]",1,C,wye,0.12,1.7401610314846,0.4361254646693411,0.97,1,0.88,1.05,Variable
302810c0a,sx3178977c.1,"[1, 0]",1,C,wye,0.12,2.53858683109283,0.6362298323444721,0.97,1,0.88,1.05,Variable
302810c0b,sx3178977c.2,"[2, 0]",1,C,wye,0.12,3.56141316890717,0.8925742762116873,0.97,1,0.88,1.05,Variable
302811c0a,sx3160105c.1,"[1, 0]",1,C,wye,0.12,1.98536936640739,0.4975804662893699,0.97,1,0.88,1.05,Variable
302811c0b,sx3160105c.2,"[2, 0]",1,C,wye,0.12,4.11463063359261,1.0312236422667895,0.97,1,0.88,1.05,Variable
302812c0a,sx2691945c.1,"[1, 0]",1,C,wye,0.12,5.02613635897636,1.2596685107814023,0.97,1,0.88,1.05,Variable
302812c0b,sx2691945c.2,"[2, 0]",1,C,wye,0.12,5.14386364102364,1.2891737488933748,0.97,1,0.88,1.05,Variable
302813c0a,sx3010567c.1,"[1, 0]",1,C,wye,0.12,2.96145642399788,0.7422109423472115,0.97,1,0.88,1.05,Variable
302813c0b,sx3010567c.2,"[2, 0]",1,C,wye,0.12,3.13854357600212,0.7865931662089478,0.97,1,0.88,1.05,Variable
302834c0a,sx2841625c.1,"[1, 0]",1,C,wye,0.12,1.85866358280182,0.4658250035755957,0.97,1,0.88,1.05,Variable
302834c0b,sx2841625c.2,"[2, 0]",1,C,wye,0.12,2.21133641719818,0.5542131475430222,0.97,1,0.88,1.05,Variable
302858c0a,sx2897776c.1,"[1, 0]",1,C,wye,0.12,4.02308733165264,1.0082807281493102,0.97,1,0.88,1.05,Variable
302858c0b,sx2897776c.2,"[2, 0]",1,C,wye,0.12,6.14691266834736,1.540561531525467,0.97,1,0.88,1.05,Variable
302859c0a,sx3254215c.1,"[1, 0]",1,C,wye,0.12,5.84941564798355,1.466001750047531,0.97,1,0.88,1.05,Variable
302859c0b,sx3254215c.2,"[2, 0]",1,C,wye,0.12,0.250584352016449,0.06280235850862789,0.97,1,0.88,1.05,Variable
302860c0a,sx3122819c.1,"[1, 0]",1,C,wye,0.12,4.82540237307549,1.2093598317040082,0.97,1,0.88,1.05,Variable
302860c0b,sx3122819c.2,"[2, 0]",1,C,wye,0.12,10.4345976269245,2.615156675929922,0.97,1,0.88,1.05,Variable
302861c0a,sx2748133c.1,"[1, 0]",1,C,wye,0.12,3.29357364177704,0.8254473631772149,0.97,1,0.88,1.05,Variable
302861c0b,sx2748133c.2,"[2, 0]",1,C,wye,0.12,2.80642635822296,0.7033567453789444,0.97,1,0.88,1.05,Variable
302862c0a,sx3085399c.1,"[1, 0]",1,C,wye,0.12,4.08393432497978,1.0235304221479693,0.97,1,0.88,1.05,Variable
302862c0b,sx3085399c.2,"[2, 0]",1,C,wye,0.12,2.01606567502022,0.50527368640819,0.97,1,0.88,1.05,Variable
310560a0a,sx2879074a.1,"[1, 0]",1,A,wye,0.12,4.34183719158173,1.0881669733068993,0.97,1,0.88,1.05,Variable
310560a0b,sx2879074a.2,"[2, 0]",1,A,wye,0.12,0.978162808418274,0.2451507082535555,0.97,1,0.88,1.05,Variable
310561a0a,sx3122820a.1,"[1, 0]",1,A,wye,0.12,8.49483983457088,2.129007547642375,0.97,1,0.88,1.05,Variable
310561a0b,sx3122820a.2,"[2, 0]",1,A,wye,0.12,0.375160165429115,0.09402400037289171,0.97,1,0.88,1.05,Variable
310568a0a,sx2710517a.1,"[1, 0]",1,A,wye,0.12,1.20258293151855,0.30139569288279827,0.97,1,0.88,1.05,Variable
