element_id,element_type,bus1_raw,bus2_raw,bus1,bus2,x1_raw,y1_raw,x2_raw,y2_raw,x1_plot,y1_plot,x2_plot,y2_plot,phases,normamps,emergamps,linecode,source_file,source_sha256,enabled,plot_enabled,rating_source,rating_status,emergamps_status,winding_buses_raw,source_line,rho_line_max,loading_status
Line.ln5502542-1,LINE,M1026851,L3235257,m1026851,l3235257,1665657.15808874,12284210.0494563,1665558.60832865,12284208.5216483,1686156.88172065,12284210.0494563,1686255.43148074,12284208.5216483,3,400,NA,3PH_H-2/0_ACSR2/0_ACSR2/0_ACSR2_ACSR,C:\Users\kjw39\OneDrive\문서\ChatGPT\Mobile ESS 2\IEEE8500_scalability_20260910\source\Lines.dss,460eb5e8179bda1926d0d70cf4fc9d8bdd29ab4dd9a101941730749f8a4a663a,TRUE,TRUE,C:\Users\kjw39\OneDrive\문서\ChatGPT\Mobile ESS 2\IEEE8500_numerical_preflight_20260911\AXES.json,RESOLVED,UNRESOLVED_NOT_SAVED_AS_LITERAL,NA,1574,0.09971832722751946,RESOLVED
Line.ln5774456-1,LINE,M1027041.3,L3010564.3,m1027041,l3010564,1665116.51885623,12293013.7010485,1665334.45882444,12292936.6880565,1686697.52095316,12293013.7010485,1686479.58098495,12292936.6880565,1,400,NA,1PH-xx4_ACSR4_ACSR,C:\Users\kjw39\OneDrive\문서\ChatGPT\Mobile ESS 2\IEEE8500_scalability_20260910\source\Lines.dss,460eb5e8179bda1926d0d70cf4fc9d8bdd29ab4dd9a101941730749f8a4a663a,TRUE,TRUE,C:\Users\kjw39\OneDrive\문서\ChatGPT\Mobile ESS 2\IEEE8500_numerical_preflight_20260911\AXES.json,RESOLVED,UNRESOLVED_NOT_SAVED_AS_LITERAL,NA,1575,0.02419284855273465,RESOLVED
Line.ln6229793-1,LINE,M1069483,M1069481,m1069483,m1069481,1672823.06094341,12279784.4689082,1672943.77006352,12279668.8183481,1678990.97886598,12279784.4689082,1678870.26974587,12279668.8183481,3,400,NA,3PH_H-2/0_ACSR2/0_ACSR2/0_ACSR2_ACSR,C:\Users\kjw39\OneDrive\문서\ChatGPT\Mobile ESS 2\IEEE8500_scalability_20260910\source\Lines.dss,460eb5e8179bda1926d0d70cf4fc9d8bdd29ab4dd9a101941730749f8a4a663a,TRUE,TRUE,C:\Users\kjw39\OneDrive\문서\ChatGPT\Mobile ESS 2\IEEE8500_numerical_preflight_20260911\AXES.json,RESOLVED,UNRESOLVED_NOT_SAVED_AS_LITERAL,NA,1576,0.08883676830483975,RESOLVED
Line.ln5835141-1,LINE,M1089113.2,L2691946.2,m1089113,l2691946,1677067.30337936,12268367.5119696,1676878.93243519,12268204.0774734,1674746.73643003,12268367.5119696,1674935.10737420,12268204.0774734,1,400,NA,1PH-x2_ACSRx2_ACSR,C:\Users\kjw39\OneDrive\문서\ChatGPT\Mobile ESS 2\IEEE8500_scalability_20260910\source\Lines.dss,460eb5e8179bda1926d0d70cf4fc9d8bdd29ab4dd9a101941730749f8a4a663a,TRUE,TRUE,C:\Users\kjw39\OneDrive\문서\ChatGPT\Mobile ESS 2\IEEE8500_numerical_preflight_20260911\AXES.json,RESOLVED,UNRESOLVED_NOT_SAVED_AS_LITERAL,NA,1577,0.0010417077134288579,RESOLVED
Line.ln6258471-1,LINE,L3195327.1,L3139103.1,l3195327,l3139103,1663584.44691881,12295145.8410825,1663358.3354306,12295145.5707465,1688229.59289058,12295145.8410825,1688455.70437879,12295145.5707465,1,400,NA,1PH-2_ACSRxx2_ACSR,C:\Users\kjw39\OneDrive\문서\ChatGPT\Mobile ESS 2\IEEE8500_scalability_20260910\source\Lines.dss,460eb5e8179bda1926d0d70cf4fc9d8bdd29ab4dd9a101941730749f8a4a663a,TRUE,TRUE,C:\Users\kjw39\OneDrive\문서\ChatGPT\Mobile ESS 2\IEEE8500_numerical_preflight_20260911\AXES.json,RESOLVED,UNRESOLVED_NOT_SAVED_AS_LITERAL,NA,1578,0.0016279030689230931,RESOLVED
Line.ln6153057-1,LINE,L2766747.1,M1026732.1,l2766747,m1026732,1663543.40909477,12278693.7614512,1663578.9091268,12278582.8458671,1688270.63071462,12278693.7614512,1688235.13068259,12278582.8458671,1,400,NA,1PH-4_WPALxx4_WPAL,C:\Users\kjw39\OneDrive\문서\ChatGPT\Mobile ESS 2\IEEE8500_scalability_20260910\source\Lines.dss,460eb5e8179bda1926d0d70cf4fc9d8bdd29ab4dd9a101941730749f8a4a663a,TRUE,TRUE,C:\Users\kjw39\OneDrive\문서\ChatGPT\Mobile ESS 2\IEEE8500_numerical_preflight_20260911\AXES.json,RESOLVED,UNRESOLVED_NOT_SAVED_AS_LITERAL,NA,1579,0.004044662220556273,RESOLVED
Line.ln5894238-1,LINE,M1026866,M1026844,m1026866,m1026844,1663095.04045435,12284413.7804005,1663141.5996864,12283974.9390561,1688718.99935504,12284413.7804005,1688672.44012299,12283974.9390561,3,400,NA,3PH_H-4_ACSR4_ACSR4_ACSR4_ACSR,C:\Users\kjw39\OneDrive\문서\ChatGPT\Mobile ESS 2\IEEE8500_scalability_20260910\source\Lines.dss,460eb5e8179bda1926d0d70cf4fc9d8bdd29ab4dd9a101941730749f8a4a663a,TRUE,TRUE,C:\Users\kjw39\OneDrive\문서\ChatGPT\Mobile ESS 2\IEEE8500_numerical_preflight_20260911\AXES.json,RESOLVED,UNRESOLVED_NOT_SAVED_AS_LITERAL,NA,1580,0.05472785488762297,RESOLVED
Line.ln5806917-1,LINE,E182723.3,M1089177.3,e182723,m1089177,1677018.77806732,12277779.5096743,1677022.93960332,12277941.0395305,1674795.26174207,12277779.5096743,1674791.10020607,12277941.0395305,1,400,NA,1PH-xx4_WPAL4_WPAL,C:\Users\kjw39\OneDrive\문서\ChatGPT\Mobile ESS 2\IEEE8500_scalability_20260910\source\Lines.dss,460eb5e8179bda1926d0d70cf4fc9d8bdd29ab4dd9a101941730749f8a4a663a,TRUE,TRUE,C:\Users\kjw39\OneDrive\문서\ChatGPT\Mobile ESS 2\IEEE8500_numerical_preflight_20260911\AXES.json,RESOLVED,UNRESOLVED_NOT_SAVED_AS_LITERAL,NA,1581,0.010208477613108018,RESOLVED
Line.ln6102834-2,LINE,L3119793.2,M1047371.2,l3119793,m1047371,1670354.00442911,12266463.9737918,1670228.879821,12266398.2534717,1681460.03538028,12266463.9737918,1681585.15998839,12266398.2534717,1,400,NA,1PH-x2_ACSRx2_ACSR,C:\Users\kjw39\OneDrive\문서\ChatGPT\Mobile ESS 2\IEEE8500_scalability_20260910\source\Lines.dss,460eb5e8179bda1926d0d70cf4fc9d8bdd29ab4dd9a101941730749f8a4a663a,TRUE,TRUE,C:\Users\kjw39\OneDrive\문서\ChatGPT\Mobile ESS 2\IEEE8500_numerical_preflight_20260911\AXES.json,RESOLVED,UNRESOLVED_NOT_SAVED_AS_LITERAL,NA,1582,0.005298963482312525,RESOLVED
Line.ln6073575-2,LINE,M1026807,N1140521,m1026807,n1140521,1668469.72154736,12281304.4453576,1668416.72340331,12281275.9044296,1683344.31826203,12281304.4453576,1683397.31640608,12281275.9044296,3,400,NA,3PH_H-2_ACSR2_ACSR2_ACSR2_ACSR,C:\Users\kjw39\OneDrive\문서\ChatGPT\Mobile ESS 2\IEEE8500_scalability_20260910\source\Lines.dss,460eb5e8179bda1926d0d70cf4fc9d8bdd29ab4dd9a101941730749f8a4a663a,TRUE,TRUE,C:\Users\kjw39\OneDrive\문서\ChatGPT\Mobile ESS 2\IEEE8500_numerical_preflight_20260911\AXES.json,RESOLVED,UNRESOLVED_NOT_SAVED_AS_LITERAL,NA,1583,0.07796866862108037,RESOLVED
Line.ln5502523-1,LINE,M1089163.3,L3066807.3,m1089163,l3066807,1677620.32072388,12275855.8314646,1677482.04795575,12276119.4705048,1674193.71908551,12275855.8314646,1674331.99185364,12276119.4705048,1,400,NA,1PH-xx4_ACSR4_ACSR,C:\Users\kjw39\OneDrive\문서\ChatGPT\Mobile ESS 2\IEEE8500_scalability_20260910\source\Lines.dss,460eb5e8179bda1926d0d70cf4fc9d8bdd29ab4dd9a101941730749f8a4a663a,TRUE,TRUE,C:\Users\kjw39\OneDrive\문서\ChatGPT\Mobile ESS 2\IEEE8500_numerical_preflight_20260911\AXES.json,RESOLVED,UNRESOLVED_NOT_SAVED_AS_LITERAL,NA,1584,0.0007394157100194437,RESOLVED
Line.ln6048520-1,LINE,L3086002.3,M1126031.3,l3086002,m1126031,1681600.44079159,12283898.569136,1681878.17007185,12283848.51192,1670213.59901780,12283898.569136,1669935.86973754,12283848.51192,1,400,NA,1PH-xx4_ACSR4_ACSR,C:\Users\kjw39\OneDrive\문서\ChatGPT\Mobile ESS 2\IEEE8500_scalability_20260910\source\Lines.dss,460eb5e8179bda1926d0d70cf4fc9d8bdd29ab4dd9a101941730749f8a4a663a,TRUE,TRUE,C:\Users\kjw39\OneDrive\문서\ChatGPT\Mobile ESS 2\IEEE8500_numerical_preflight_20260911\AXES.json,RESOLVED,UNRESOLVED_NOT_SAVED_AS_LITERAL,NA,1585,0.004540830442252395,RESOLVED
Line.ln5956498-3,LINE,N1139258.3,L3066810.3,n1139258,l3066810,1674051.56193656,12277719.6712103,1673918.31905643,12277713.1708583,1677762.47787283,12277719.6712103,1677895.72075296,12277713.1708583,1,400,NA,1PH-xx2_ACSR2_ACSR,C:\Users\kjw39\OneDrive\문서\ChatGPT\Mobile ESS 2\IEEE8500_scalability_20260910\source\Lines.dss,460eb5e8179bda1926d0d70cf4fc9d8bdd29ab4dd9a101941730749f8a4a663a,TRUE,TRUE,C:\Users\kjw39\OneDrive\문서\ChatGPT\Mobile ESS 2\IEEE8500_numerical_preflight_20260911\AXES.json,RESOLVED,UNRESOLVED_NOT_SAVED_AS_LITERAL,NA,1586,0.0073679315039444524,RESOLVED
Line.ln6201694-1,LINE,M1069420.1,P827499.1,m1069420,p827499,1673792.57185632,12276405.6703131,1673775.8274083,12276424.5160091,1678021.46795307,12276405.6703131,1678038.21240109,12276424.5160091,1,400,NA,1PH-4_ACSRxx4_ACSR,C:\Users\kjw39\OneDrive\문서\ChatGPT\Mobile ESS 2\IEEE8500_scalability_20260910\source\Lines.dss,460eb5e8179bda1926d0d70cf4fc9d8bdd29ab4dd9a101941730749f8a4a663a,TRUE,TRUE,C:\Users\kjw39\OneDrive\문서\ChatGPT\Mobile ESS 2\IEEE8500_numerical_preflight_20260911\AXES.json,RESOLVED,UNRESOLVED_NOT_SAVED_AS_LITERAL,NA,1587,0.0016043274845799825,RESOLVED
Line.ln7061777-4,LINE,N1138606.3,M1069335.3,n1138606,m1069335,1674424.3470889,12273237.8361981,1674512.89851299,12273295.7905022,1677389.69272049,12273237.8361981,1677301.14129640,12273295.7905022,1,400,NA,1PH-xx2_ACSR2_ACSR,C:\Users\kjw39\OneDrive\문서\ChatGPT\Mobile ESS 2\IEEE8500_scalability_20260910\source\Lines.dss,460eb5e8179bda1926d0d70cf4fc9d8bdd29ab4dd9a101941730749f8a4a663a,TRUE,TRUE,C:\Users\kjw39\OneDrive\문서\ChatGPT\Mobile ESS 2\IEEE8500_numerical_preflight_20260911\AXES.json,RESOLVED,UNRESOLVED_NOT_SAVED_AS_LITERAL,NA,1588,0.0018437637619274174,RESOLVED
Line.ln81048100-6,LINE,P904452.2,221-282818.2,p904452,221-282818,1680727.87810277,12279307.6781238,1680744.73314279,12279313.7770678,1671086.16170662,12279307.6781238,1671069.30666660,12279313.7770678,1,220,NA,1P_1/0_AXNJ_DB,C:\Users\kjw39\OneDrive\문서\ChatGPT\Mobile ESS 2\IEEE8500_scalability_20260910\source\Lines.dss,460eb5e8179bda1926d0d70cf4fc9d8bdd29ab4dd9a101941730749f8a4a663a,TRUE,TRUE,C:\Users\kjw39\OneDrive\문서\ChatGPT\Mobile ESS 2\IEEE8500_numerical_preflight_20260911\AXES.json,RESOLVED,UNRESOLVED_NOT_SAVED_AS_LITERAL,NA,1589,0.05983414884806987,RESOLVED
Line.ln5683811-1,LINE,L2785516.2,M1108274.2,l2785516,m1108274,1679341.16091748,12266512.3311679,1679829.38773394,12266599.1786559,1672472.87889191,12266512.3311679,1671984.65207545,12266599.1786559,1,400,NA,1PH-x4_ACSRx4_ACSR,C:\Users\kjw39\OneDrive\문서\ChatGPT\Mobile ESS 2\IEEE8500_scalability_20260910\source\Lines.dss,460eb5e8179bda1926d0d70cf4fc9d8bdd29ab4dd9a101941730749f8a4a663a,TRUE,TRUE,C:\Users\kjw39\OneDrive\문서\ChatGPT\Mobile ESS 2\IEEE8500_numerical_preflight_20260911\AXES.json,RESOLVED,UNRESOLVED_NOT_SAVED_AS_LITERAL,NA,1590,0.006798798910753513,RESOLVED
Line.ln5472358-1,LINE,M1069205.3,M1069208.3,m1069205,m1069208,1675327.12187374,12270040.9901151,1675278.3385137,12270149.6406112,1676486.91793565,12270040.9901151,1676535.70129569,12270149.6406112,1,400,NA,1PH-xx4_ACSR4_ACSR,C:\Users\kjw39\OneDrive\문서\ChatGPT\Mobile ESS 2\IEEE8500_scalability_20260910\source\Lines.dss,460eb5e8179bda1926d0d70cf4fc9d8bdd29ab4dd9a101941730749f8a4a663a,TRUE,TRUE,C:\Users\kjw39\OneDrive\문서\ChatGPT\Mobile ESS 2\IEEE8500_numerical_preflight_20260911\AXES.json,RESOLVED,UNRESOLVED_NOT_SAVED_AS_LITERAL,NA,1591,0.02615082829744535,RESOLVED
Line.ln5503478-3,LINE,N1142102.1,L2804956.1,n1142102,l2804956,1681178.25787919,12281140.1588935,1681314.15906332,12281246.1510856,1670635.78193020,12281140.1588935,1670499.88074607,12281246.1510856,1,400,NA,1PH-4_ACSRxx4_ACSR,C:\Users\kjw39\OneDrive\문서\ChatGPT\Mobile ESS 2\IEEE8500_scalability_20260910\source\Lines.dss,460eb5e8179bda1926d0d70cf4fc9d8bdd29ab4dd9a101941730749f8a4a663a,TRUE,TRUE,C:\Users\kjw39\OneDrive\문서\ChatGPT\Mobile ESS 2\IEEE8500_numerical_preflight_20260911\AXES.json,RESOLVED,UNRESOLVED_NOT_SAVED_AS_LITERAL,NA,1592,0.0016334782023667846,RESOLVED
Line.ln6047562-1,LINE,M1047777.2,M1047780.2,m1047777,m1047780,1669147.47028399,12289179.640245,1669365.65191619,12289386.0008212,1682666.56952540,12289179.640245,1682448.38789320,12289386.0008212,1,400,NA,1PH-x2_ACSRx2_ACSR,C:\Users\kjw39\OneDrive\문서\ChatGPT\Mobile ESS 2\IEEE8500_scalability_20260910\source\Lines.dss,460eb5e8179bda1926d0d70cf4fc9d8bdd29ab4dd9a101941730749f8a4a663a,TRUE,TRUE,C:\Users\kjw39\OneDrive\문서\ChatGPT\Mobile ESS 2\IEEE8500_numerical_preflight_20260911\AXES.json,RESOLVED,UNRESOLVED_NOT_SAVED_AS_LITERAL,NA,1593,0.0017759540207838618,RESOLVED
Line.ln5895773-1,LINE,L2748130.2,L3254212.2,l2748130,l3254212,1671885.85108654,12266354.2706237,1672092.78100673,12266469.3518398,1679928.18872285,12266354.2706237,1679721.25880266,12266469.3518398,1,400,NA,1PH-x4_ACSRx4_ACSR,C:\Users\kjw39\OneDrive\문서\ChatGPT\Mobile ESS 2\IEEE8500_scalability_20260910\source\Lines.dss,460eb5e8179bda1926d0d70cf4fc9d8bdd29ab4dd9a101941730749f8a4a663a,TRUE,TRUE,C:\Users\kjw39\OneDrive\문서\ChatGPT\Mobile ESS 2\IEEE8500_numerical_preflight_20260911\AXES.json,RESOLVED,UNRESOLVED_NOT_SAVED_AS_LITERAL,NA,1594,0.0026577249479370502,RESOLVED
Line.ln6318742-1,LINE,M1026767.1,L3029500.1,m1026767,l3029500,1663071.14848633,12279672.9716921,1663555.04173478,12279638.4383161,1688742.89132306,12279672.9716921,1688258.99807461,12279638.4383161,1,400,NA,1PH-2_ACSRxx2_ACSR,C:\Users\kjw39\OneDrive\문서\ChatGPT\Mobile ESS 2\IEEE8500_scalability_20260910\source\Lines.dss,460eb5e8179bda1926d0d70cf4fc9d8bdd29ab4dd9a101941730749f8a4a663a,TRUE,TRUE,C:\Users\kjw39\OneDrive\문서\ChatGPT\Mobile ESS 2\IEEE8500_numerical_preflight_20260911\AXES.json,RESOLVED,UNRESOLVED_NOT_SAVED_AS_LITERAL,NA,1595,0.0035505688622492967,RESOLVED
Line.ln6198028-1,LINE,M1069524.1,L2820533.1,m1069524,l2820533,1672643.49230324,12285163.0452972,1672785.00091138,12285304.3777774,1679170.54750615,12285163.0452972,1679029.03889801,12285304.3777774,1,400,NA,1PH-2_ACSRxx2_ACSR,C:\Users\kjw39\OneDrive\문서\ChatGPT\Mobile ESS 2\IEEE8500_scalability_20260910\source\Lines.dss,460eb5e8179bda1926d0d70cf4fc9d8bdd29ab4dd9a101941730749f8a4a663a,TRUE,TRUE,C:\Users\kjw39\OneDrive\문서\ChatGPT\Mobile ESS 2\IEEE8500_numerical_preflight_20260911\AXES.json,RESOLVED,UNRESOLVED_NOT_SAVED_AS_LITERAL,NA,1596,0.001602207237993636,RESOLVED
Line.ln5653450-1,LINE,M1069147.3,L2879055.3,m1069147,l2879055,1675532.72059394,12266085.4992955,1675336.84987375,12266088.6982715,1676281.31921545,12266085.4992955,1676477.18993564,12266088.6982715,1,400,NA,1PH-xx4_ACSR4_ACSR,C:\Users\kjw39\OneDrive\문서\ChatGPT\Mobile ESS 2\IEEE8500_scalability_20260910\source\Lines.dss,460eb5e8179bda1926d0d70cf4fc9d8bdd29ab4dd9a101941730749f8a4a663a,TRUE,TRUE,C:\Users\kjw39\OneDrive\문서\ChatGPT\Mobile ESS 2\IEEE8500_numerical_preflight_20260911\AXES.json,RESOLVED,UNRESOLVED_NOT_SAVED_AS_LITERAL,NA,1597,0.007984320899952095,RESOLVED
Line.ln5651998-1,LINE,L3048937.3,L3176661.3,l3048937,l3176661,1685785.59023548,12287268.6309632,1685532.85474725,12287517.8152194,1666028.44957391,12287268.6309632,1666281.18506214,12287517.8152194,1,400,NA,1PH-xx2_ACSR2_ACSR,C:\Users\kjw39\OneDrive\문서\ChatGPT\Mobile ESS 2\IEEE8500_scalability_20260910\source\Lines.dss,460eb5e8179bda1926d0d70cf4fc9d8bdd29ab4dd9a101941730749f8a4a663a,TRUE,TRUE,C:\Users\kjw39\OneDrive\문서\ChatGPT\Mobile ESS 2\IEEE8500_numerical_preflight_20260911\AXES.json,RESOLVED,UNRESOLVED_NOT_SAVED_AS_LITERAL,NA,1598,0.002555668022264305,RESOLVED
Line.ln5744333-1,LINE,M1108340.3,M1108344.3,m1108340,m1108344,1679666.58811779,12273112.781222,1679520.77870965,12273290.1380222,1672147.45169160,12273112.781222,1672293.26109974,12273290.1380222,1,400,NA,1PH-xx4_ACSR4_ACSR,C:\Users\kjw39\OneDrive\문서\ChatGPT\Mobile ESS 2\IEEE8500_scalability_20260910\source\Lines.dss,460eb5e8179bda1926d0d70cf4fc9d8bdd29ab4dd9a101941730749f8a4a663a,TRUE,TRUE,C:\Users\kjw39\OneDrive\문서\ChatGPT\Mobile ESS 2\IEEE8500_numerical_preflight_20260911\AXES.json,RESOLVED,UNRESOLVED_NOT_SAVED_AS_LITERAL,NA,1599,0.054944221284634456,RESOLVED
Line.ln5472364-1,LINE,M1047434.1,M1047435.1,m1047434,m1047435,1668777.27789964,12274783.8509196,1668649.56871553,12275027.5752078,1683036.76190975,12274783.8509196,1683164.47109386,12275027.5752078,1,400,NA,1PH-2_ACSRxx2_ACSR,C:\Users\kjw39\OneDrive\문서\ChatGPT\Mobile ESS 2\IEEE8500_scalability_20260910\source\Lines.dss,460eb5e8179bda1926d0d70cf4fc9d8bdd29ab4dd9a101941730749f8a4a663a,TRUE,TRUE,C:\Users\kjw39\OneDrive\문서\ChatGPT\Mobile ESS 2\IEEE8500_numerical_preflight_20260911\AXES.json,RESOLVED,UNRESOLVED_NOT_SAVED_AS_LITERAL,NA,1600,0.0000057309224550032216,RESOLVED
Line.ln6137085-1,LINE,M1026665.1,L3232933.1,m1026665,l3232933,1666366.6016734,12276972.9089696,1666147.9490012,12276548.4568732,1685447.43813599,12276972.9089696,1685666.09080819,12276548.4568732,1,400,NA,1PH-4_ACSRxx4_WPAL,C:\Users\kjw39\OneDrive\문서\ChatGPT\Mobile ESS 2\IEEE8500_scalability_20260910\source\Lines.dss,460eb5e8179bda1926d0d70cf4fc9d8bdd29ab4dd9a101941730749f8a4a663a,TRUE,TRUE,C:\Users\kjw39\OneDrive\문서\ChatGPT\Mobile ESS 2\IEEE8500_numerical_preflight_20260911\AXES.json,RESOLVED,UNRESOLVED_NOT_SAVED_AS_LITERAL,NA,1601,0.00000626394790112709,RESOLVED
Line.ln5576174-3,LINE,E183473,R20703,e183473,r20703,1681616.7715436,12279600.578988,1681611.9710316,12279621.1654841,1670197.26826579,12279600.578988,1670202.06877779,12279621.1654841,3,400,NA,3PH_H-397_ACSR397_ACSR397_ACSR2/0_ACSR,C:\Users\kjw39\OneDrive\문서\ChatGPT\Mobile ESS 2\IEEE8500_scalability_20260910\source\Lines.dss,460eb5e8179bda1926d0d70cf4fc9d8bdd29ab4dd9a101941730749f8a4a663a,TRUE,TRUE,C:\Users\kjw39\OneDrive\문서\ChatGPT\Mobile ESS 2\IEEE8500_numerical_preflight_20260911\AXES.json,RESOLVED,UNRESOLVED_NOT_SAVED_AS_LITERAL,NA,1602,0.4312512360417503,RESOLVED
Line.ln5804780-1,LINE,M1008743.2,L3104115.2,m1008743,l3104115,1661631.74854899,12256801.2312548,1661651.31923701,12256585.6915426,1690182.29126040,12256801.2312548,1690162.72057238,12256585.6915426,1,400,NA,1PH-x4_WPALx4_WPAL,C:\Users\kjw39\OneDrive\문서\ChatGPT\Mobile ESS 2\IEEE8500_scalability_20260910\source\Lines.dss,460eb5e8179bda1926d0d70cf4fc9d8bdd29ab4dd9a101941730749f8a4a663a,TRUE,TRUE,C:\Users\kjw39\OneDrive\문서\ChatGPT\Mobile ESS 2\IEEE8500_numerical_preflight_20260911\AXES.json,RESOLVED,UNRESOLVED_NOT_SAVED_AS_LITERAL,NA,1603,0.0007177124351431964,RESOLVED
Line.ln5987956-1,LINE,M1209750.2,L3086075.2,m1209750,l3086075,1691988.22038526,12273067.540902,1691850.88150513,12273420.1819263,1659825.81942413,12273067.540902,1659963.15830426,12273420.1819263,1,400,NA,1PH-x2_ACSRx2_ACSR,C:\Users\kjw39\OneDrive\문서\ChatGPT\Mobile ESS 2\IEEE8500_scalability_20260910\source\Lines.dss,460eb5e8179bda1926d0d70cf4fc9d8bdd29ab4dd9a101941730749f8a4a663a,TRUE,TRUE,C:\Users\kjw39\OneDrive\문서\ChatGPT\Mobile ESS 2\IEEE8500_numerical_preflight_20260911\AXES.json,RESOLVED,UNRESOLVED_NOT_SAVED_AS_LITERAL,NA,1604,0.0010424135046838083,RESOLVED
Line.ln6108169-1,LINE,M1047766.2,M1047768.2,m1047766,m1047768,1670329.06798109,12288634.9992205,1670388.71802914,12288778.9613326,1681484.97182830,12288634.9992205,1681425.32178025,12288778.9613326,1,400,NA,1PH-x4_ACSRx4_ACSR,C:\Users\kjw39\OneDrive\문서\ChatGPT\Mobile ESS 2\IEEE8500_scalability_20260910\source\Lines.dss,460eb5e8179bda1926d0d70cf4fc9d8bdd29ab4dd9a101941730749f8a4a663a,TRUE,TRUE,C:\Users\kjw39\OneDrive\문서\ChatGPT\Mobile ESS 2\IEEE8500_numerical_preflight_20260911\AXES.json,RESOLVED,UNRESOLVED_NOT_SAVED_AS_LITERAL,NA,1605,0.04162066316896296,RESOLVED
Line.ln5591731-1,LINE,L2933135,M1108484,l2933135,m1108484,1681436.43285543,12280349.9176127,1681350.89199135,12280581.009837,1670377.60695396,12280349.9176127,1670463.14781804,12280581.009837,3,400,NA,3PH_H-397_ACSR397_ACSR397_ACSR2/0_ACSR,C:\Users\kjw39\OneDrive\문서\ChatGPT\Mobile ESS 2\IEEE8500_scalability_20260910\source\Lines.dss,460eb5e8179bda1926d0d70cf4fc9d8bdd29ab4dd9a101941730749f8a4a663a,TRUE,TRUE,C:\Users\kjw39\OneDrive\문서\ChatGPT\Mobile ESS 2\IEEE8500_numerical_preflight_20260911\AXES.json,RESOLVED,UNRESOLVED_NOT_SAVED_AS_LITERAL,NA,1606,0.4234462244883228,RESOLVED
Line.ln5865225-1,LINE,M1009824.2,L2822857.2,m1009824,l2822857,1661553.55181292,12283715.5107039,1661621.05798898,12283552.9896157,1690260.48799647,12283715.5107039,1690192.98182041,12283552.9896157,1,400,NA,1PH-x2_ACSRx2_ACSR,C:\Users\kjw39\OneDrive\문서\ChatGPT\Mobile ESS 2\IEEE8500_scalability_20260910\source\Lines.dss,460eb5e8179bda1926d0d70cf4fc9d8bdd29ab4dd9a101941730749f8a4a663a,TRUE,TRUE,C:\Users\kjw39\OneDrive\문서\ChatGPT\Mobile ESS 2\IEEE8500_numerical_preflight_20260911\AXES.json,RESOLVED,UNRESOLVED_NOT_SAVED_AS_LITERAL,NA,1609,0.001057117998891435,RESOLVED
Line.ln5714049-1,LINE,M1069202.3,L3104126.3,m1069202,l3104126,1675577.67009798,12269491.4502746,1675281.4719537,12269517.8203227,1676236.36971141,12269491.4502746,1676532.56785569,12269517.8203227,1,400,NA,1PH-xx4_ACSR4_ACSR,C:\Users\kjw39\OneDrive\문서\ChatGPT\Mobile ESS 2\IEEE8500_scalability_20260910\source\Lines.dss,460eb5e8179bda1926d0d70cf4fc9d8bdd29ab4dd9a101941730749f8a4a663a,TRUE,TRUE,C:\Users\kjw39\OneDrive\문서\ChatGPT\Mobile ESS 2\IEEE8500_numerical_preflight_20260911\AXES.json,RESOLVED,UNRESOLVED_NOT_SAVED_AS_LITERAL,NA,1610,0.0007260003245316644,RESOLVED
Line.ln6171504-1,LINE,P827542.2,M1026486.2,p827542,m1026486,1668072.54881099,12267878.7813451,1668058.89684297,12267885.6667211,1683741.49099840,12267878.7813451,1683755.14296642,12267885.6667211,1,400,NA,1PH-x2_ACSRx2_ACSR,C:\Users\kjw39\OneDrive\문서\ChatGPT\Mobile ESS 2\IEEE8500_scalability_20260910\source\Lines.dss,460eb5e8179bda1926d0d70cf4fc9d8bdd29ab4dd9a101941730749f8a4a663a,TRUE,TRUE,C:\Users\kjw39\OneDrive\문서\ChatGPT\Mobile ESS 2\IEEE8500_numerical_preflight_20260911\AXES.json,RESOLVED,UNRESOLVED_NOT_SAVED_AS_LITERAL,NA,1611,0.010797315451915767,RESOLVED
Line.ln81354562-4,LINE,P1121282.3,221-559681.3,p1121282,221-559681,1668729.1171316,12283641.9055838,1668737.20673161,12283648.0454878,1683084.92267779,12283641.9055838,1683076.83307778,12283648.0454878,1,220,NA,1P_1/0_AXNJ_DB,C:\Users\kjw39\OneDrive\문서\ChatGPT\Mobile ESS 2\IEEE8500_scalability_20260910\source\Lines.dss,460eb5e8179bda1926d0d70cf4fc9d8bdd29ab4dd9a101941730749f8a4a663a,TRUE,TRUE,C:\Users\kjw39\OneDrive\문서\ChatGPT\Mobile ESS 2\IEEE8500_numerical_preflight_20260911\AXES.json,RESOLVED,UNRESOLVED_NOT_SAVED_AS_LITERAL,NA,1612,0.00492590632401108,RESOLVED
