AIDC,node,AIDC_fixed_PF_dVpu_per_kW,nearby_MESS_extra_load_proxy_dVpu_dP,nearby_MESS_extra_load_proxy_dVpu_dQ,AIDC_pure_dV_dP,AIDC_pure_dV_dQ
AIDC03,100.2,-5.93676008246674e-06,-3.3119375160304984e-06,-7.901623918459961e-06,,
AIDC03,100.3,-7.047482259098312e-06,-4.033504777924353e-06,-9.071065375285548e-06,,
AIDC03,101.1,-9.144296528706504e-06,-6.210276174533644e-06,-8.824219536623905e-06,,
AIDC03,101.2,-5.938482898103781e-06,-3.3131142257281933e-06,-7.903244900792053e-06,,
AIDC03,101.3,-7.057660832164888e-06,-4.0392331327287115e-06,-9.084533047131872e-06,,
AIDC03,102.3,-7.0625388404771625e-06,-4.04199849986109e-06,-9.09099068360734e-06,,
AIDC03,103.3,-7.068159157862347e-06,-4.045184754494569e-06,-9.09843107584753e-06,,
AIDC03,104.3,-7.074183628073815e-06,-4.04860026455873e-06,-9.106406595516845e-06,,
AIDC03,105.1,-9.145318805115766e-06,-6.211133053011401e-06,-8.824799009356356e-06,,
AIDC03,105.2,-5.940781143953533e-06,-3.3145330880558626e-06,-7.90589486226983e-06,,
AIDC03,105.3,-7.056546642897748e-06,-4.0383976912199486e-06,-9.083683697582889e-06,,
AIDC03,106.2,-5.944854250888414e-06,-3.316968645437578e-06,-7.910889883343926e-06,,
AIDC03,107.2,-5.950042586318206e-06,-3.3200717710347516e-06,-7.917250654704902e-06,,
AIDC03,108.1,-9.146016434551758e-06,-6.2116326770299255e-06,-8.825481664392217e-06,,
AIDC03,108.2,-5.940724747979927e-06,-3.314551782433544e-06,-7.90562896015229e-06,,
AIDC03,108.3,-7.057044358107293e-06,-4.038516107649566e-06,-9.084843067224262e-06,,
AIDC03,109.1,-9.147387285772046e-06,-6.2125569816219875e-06,-8.827070886966854e-06,,
AIDC03,11.1,-6.495204805515933e-06,-4.421337941409459e-06,-6.235412212832655e-06,,
AIDC03,110.1,-9.145166802062808e-06,-6.211046490436871e-06,-8.825026652229985e-06,,
AIDC03,111.1,-9.148141520506139e-06,-6.213064953586174e-06,-8.82797246692746e-06,,
AIDC03,112.1,-9.143594185294724e-06,-6.209977822567928e-06,-8.823533764562899e-06,,
AIDC03,113.1,-9.137712046100768e-06,-6.205981231789828e-06,-8.817926106830618e-06,,
AIDC03,114.1,-9.139390710230059e-06,-6.2071202831561e-06,-8.8195884915962e-06,,
AIDC03,12.2,-4.329725303258734e-06,-2.435270954042189e-06,-5.702628280347393e-06,,
AIDC03,13.1,-8.622687327334182e-06,-5.84263622580953e-06,-8.358678362261058e-06,,
AIDC03,13.2,-5.746534417402106e-06,-3.2182304626618327e-06,-7.610681696971711e-06,,
AIDC03,13.3,-6.799710525740819e-06,-3.896933480402713e-06,-8.734975791420008e-06,,
AIDC03,135.1,-1.2691566029653483e-05,-8.140338600464095e-06,-1.3685096200181075e-05,,
AIDC03,135.2,-1.0118158838589905e-05,-5.618450027190811e-06,-1.3544892416601467e-05,,
AIDC03,135.3,-1.24138606433871e-05,-7.621163904287782e-06,-1.441955141012129e-05,,
AIDC03,14.1,-6.497718881314358e-06,-4.423049292914703e-06,-6.2378257316173465e-06,,
AIDC03,149.1,-3.3738429165537097e-09,-6.959404740217417e-10,-8.06091858872981e-09,,
AIDC03,149.2,-3.090073633242266e-09,-4.4443437131327905e-10,-7.967287984406003e-09,,
AIDC03,149.3,-3.185457147213178e-09,-5.055096574912276e-10,-8.068502883951352e-09,,
AIDC03,15.3,-6.801342917390774e-06,-3.8978615544210335e-06,-8.737154717673517e-06,,
AIDC03,150.1,-2.403154962255739e-09,-4.4993515703558827e-10,-5.879591879196123e-09,,
AIDC03,150.2,-2.1970410955775686e-09,-2.6761820687313273e-10,-5.810506066045194e-09,,
AIDC03,150.3,-2.26573344485975e-09,-3.1133111754135124e-10,-5.884195896381653e-09,,
AIDC03,150r.1,-3.3162169534468966e-09,-6.378371177923897e-10,-8.062441957104198e-09,,
AIDC03,150r.2,-3.033280951760269e-09,-3.874369340032653e-10,-7.967993757853935e-09,,
AIDC03,150r.3,-3.1277882422938227e-09,-4.4767522798207475e-10,-8.069090712559065e-09,,
AIDC03,151.1,-1.5044799307037903e-05,-9.577722050972669e-06,-1.6439830533736348e-05,,
AIDC03,151.2,-1.242417986971578e-05,-7.1280488315986464e-06,-1.5941770641924314e-05,,
AIDC03,151.3,-1.4144764652767966e-05,-8.481057297671318e-06,-1.7041193627455495e-05,,
AIDC03,152.1,-8.622687562141812e-06,-5.842636387645761e-06,-8.358678592802442e-06,,
AIDC03,152.2,-5.746534623500579e-06,-3.2182305869004982e-06,-7.610681948799711e-06,,
AIDC03,152.3,-6.799710612048819e-06,-3.896933527693467e-06,-8.734975914935396e-06,,
AIDC03,16.3,-6.804551187981936e-06,-3.899692772800358e-06,-8.741358012910934e-06,,
AIDC03,160.1,-8.786087325588736e-06,-5.964680234969945e-06,-8.485148805122198e-06,,
AIDC03,160.2,-5.8088527063371095e-06,-3.242220676815863e-06,-7.726334850325807e-06,,
AIDC03,160.3,-6.8709068156562765e-06,-3.9335483740627245e-06,-8.840255405035183e-06,,
AIDC03,160r.1,-9.115709851079313e-06,-6.188452490837305e-06,-8.803485563706058e-06,,
AIDC03,160r.2,-5.917866421025174e-06,-3.303068110330526e-06,-7.871330288154753e-06,,
AIDC03,160r.3,-7.042785637252228e-06,-4.031948087021102e-06,-9.061398104580826e-06,,
AIDC03,17.3,-6.802842757046113e-06,-3.898717635744108e-06,-8.739119670456333e-06,,
AIDC03,18.1,-1.269150759589745e-05,-8.140280213862213e-06,-1.3685096159016098e-05,,
AIDC03,18.2,-1.011810169259993e-05,-5.618392926396323e-06,-1.3544892376327419e-05,,
AIDC03,18.3,-1.2413802663224777e-05,-7.621105986178526e-06,-1.4419551323282733e-05,,
AIDC03,19.1,-1.2695971848921198e-05,-8.143122311675546e-06,-1.3690116918494281e-05,,
AIDC03,197.1,-9.1447384896826e-06,-6.210289734711211e-06,-8.825463778023637e-06,,
AIDC03,197.2,-5.936022341840147e-06,-3.3117671585011617e-06,-7.899877543427337e-06,,
AIDC03,197.3,-7.056129269875748e-06,-4.038551010973359e-06,-9.081935151621206e-06,,
AIDC03,2.2,-1.9390410530370744e-06,-1.0977836941056532e-06,-2.532293326352337e-06,,
AIDC03,20.1,-1.2695396955329775e-05,-8.142744412628205e-06,-1.3689586153326249e-05,,
AIDC03,21.1,-1.2682940817165948e-05,-8.135061977225116e-06,-1.3674997965276306e-05,,
AIDC03,21.2,-1.0119335797102173e-05,-5.619058131673527e-06,-1.3546601033596979e-05,,
AIDC03,21.3,-1.2423585980605081e-05,-7.62710567259049e-06,-1.443111829780077e-05,,
AIDC03,22.2,-1.0109826068317848e-05,-5.613777575652495e-06,-1.3533870504154636e-05,,
AIDC03,23.1,-1.2675816162743534e-05,-8.130594823071715e-06,-1.3666974027926627e-05,,
AIDC03,23.2,-1.01221160290656e-05,-5.620627000554912e-06,-1.355023966285114e-05,,
AIDC03,23.3,-1.242999309115663e-05,-7.631087253798793e-06,-1.4438555415953662e-05,,
AIDC03,24.3,-1.2440379469839789e-05,-7.637514575859678e-06,-1.4450657713476898e-05,,
AIDC03,25.1,-1.266954767267429e-05,-8.126650339691555e-06,-1.365997950348742e-05,,
AIDC03,25.2,-1.01248195987773e-05,-5.6222099337380305e-06,-1.3553598359228253e-05,,
AIDC03,25.3,-1.243460299949021e-05,-7.633958290202172e-06,-1.4443895748217088e-05,,
AIDC03,250.1,-1.2660054875089343e-05,-8.120713789489348e-06,-1.3649227603673817e-05,,
AIDC03,250.2,-1.012955767267361e-05,-5.624896304440744e-06,-1.3559788162952235e-05,,
AIDC03,250.3,-1.2442213367469611e-05,-7.638700167815298e-06,-1.445269333354284e-05,,
AIDC03,25r.1,-1.2748731830028082e-05,-8.177441563684019e-06,-1.3745353909181407e-05,,
AIDC03,25r.3,-1.2434608818856045e-05,-7.633961891850341e-06,-1.4443902528238433e-05,,
AIDC03,26.1,-1.2746905538353308e-05,-8.176302010973351e-06,-1.3743290514479769e-05,,
AIDC03,26.3,-1.2437733784963e-05,-7.635903711635478e-06,-1.4447524138960011e-05,,
AIDC03,27.1,-1.2746687032454314e-05,-8.176157808202008e-06,-1.3743091668963309e-05,,
AIDC03,27.3,-1.2437764745511464e-05,-7.635929130058826e-06,-1.4447544742255286e-05,,
AIDC03,28.1,-1.2666286851230837e-05,-8.12459051103128e-06,-1.3656367365114648e-05,,
AIDC03,28.2,-1.0126446931771058e-05,-5.623191791310273e-06,-1.3555536232301499e-05,,
AIDC03,28.3,-1.2436170353862904e-05,-7.634936195248412e-06,-1.4445711145975186e-05,,
AIDC03,29.1,-1.2661628333593854e-05,-8.121654399929027e-06,-1.3651160189017826e-05,,
AIDC03,29.2,-1.0128767986100397e-05,-5.624567587263197e-06,-1.3558388594642829e-05,,
AIDC03,29.3,-1.2438487604550822e-05,-7.636374131934007e-06,-1.444841297951432e-05,,
AIDC03,3.3,-2.296805505153852e-06,-1.3321322709820166e-06,-2.902850180673858e-06,,
AIDC03,30.1,-1.2659900655334183e-05,-8.12060690449514e-06,-1.36490821667849e-05,,
AIDC03,30.2,-1.0129432221414266e-05,-5.624841369346156e-06,-1.3559574316714367e-05,,
AIDC03,30.3,-1.2441981278498612e-05,-7.638549102545944e-06,-1.4452445169082207e-05,,
AIDC03,300.1,-9.146017161363024e-06,-6.211633177613181e-06,-8.825482344669385e-06,,
AIDC03,300.2,-5.940725240136711e-06,-3.314552048263044e-06,-7.905629641385757e-06,,
AIDC03,300.3,-7.057044844281079e-06,-4.038516384606074e-06,-9.08484369736606e-06,,
AIDC03,300_open.1,-1.5044799336615727e-05,-9.577722069727483e-06,-1.6439830567033847e-05,,
AIDC03,300_open.2,-1.2424179895785903e-05,-7.128048847036162e-06,-1.5941770674756202e-05,,
AIDC03,300_open.3,-1.4144764680187826e-05,-8.481057314293928e-06,-1.7041193661005884e-05,,
AIDC03,31.3,-1.2441972939139607e-05,-7.638526958163373e-06,-1.4452463910903072e-05,,
AIDC03,32.3,-1.2444796372984367e-05,-7.64027414313489e-06,-1.4455754005220939e-05,,
AIDC03,33.1,-1.274583433552857e-05,-8.175595180546941e-06,-1.3742314647111387e-05,,
AIDC03,34.3,-6.800058470558737e-06,-3.8971284160805385e-06,-8.735471927511156e-06,,
AIDC03,35.1,-1.5031723373893762e-05,-9.566977279469306e-06,-1.6431941624193995e-05,,
AIDC03,35.2,-1.2419277537990585e-05,-7.126546928999791e-06,-1.5931261553637e-05,,
AIDC03,35.3,-1.4129306133147972e-05,-8.472382682049872e-06,-1.7020081067563564e-05,,
AIDC03,36.1,-1.5025330473030295e-05,-9.563057879183613e-06,-1.6424516126520284e-05,,
AIDC03,36.2,-1.2425317335279613e-05,-7.130320882733153e-06,-1.5938140128358124e-05,,
AIDC03,37.1,-1.5018576167734577e-05,-9.558759017907922e-06,-1.641713284831541e-05,,
AIDC03,38.2,-1.2427434413981661e-05,-7.131578653066178e-06,-1.5940778156339905e-05,,
AIDC03,39.2,-1.243025291370268e-05,-7.133233072613512e-06,-1.5944326513216274e-05,,
AIDC03,4.3,-2.2973735443463645e-06,-1.3324612695880104e-06,-2.9035800728915074e-06,,
AIDC03,40.1,-1.5033202622953362e-05,-9.568504178549627e-06,-1.6431980792626913e-05,,
AIDC03,40.2,-1.24175160028055e-05,-7.125281515473689e-06,-1.592979730145457e-05,,
AIDC03,40.3,-1.4132701812992249e-05,-8.47422499496903e-06,-1.7024901761368687e-05,,
AIDC03,41.3,-1.4135693810431803e-05,-8.476027067060132e-06,-1.70285374137398e-05,,
AIDC03,42.1,-1.5035212252892694e-05,-9.570351079050891e-06,-1.6432662816507437e-05,,
AIDC03,42.2,-1.2415582346929367e-05,-7.1239420990863915e-06,-1.5928034362548198e-05,,
AIDC03,42.3,-1.4135013547060113e-05,-8.475415018888211e-06,-1.702840362497849e-05,,
AIDC03,43.2,-1.2406283043223893e-05,-7.118606247757291e-06,-1.5916104223026857e-05,,
AIDC03,44.1,-1.5036331563324483e-05,-9.571427328751807e-06,-1.6432927527555183e-05,,
AIDC03,44.2,-1.241636733365543e-05,-7.124238867008748e-06,-1.5929536022463154e-05,,
AIDC03,44.3,-1.4135741886030701e-05,-8.47572874925199e-06,-1.702974929583362e-05,,
AIDC03,45.1,-1.5038123040773385e-05,-9.572559463336253e-06,-1.6434972512737596e-05,,
AIDC03,450.1,-9.15051398260386e-06,-6.213991746035699e-06,-8.831746495336419e-06,,
AIDC03,450.2,-5.936760397330751e-06,-3.3119376860063304e-06,-7.901624354267693e-06,,
AIDC03,450.3,-7.047482569739202e-06,-4.033504954870336e-06,-9.07106577769675e-06,,
AIDC03,46.1,-1.504106621571949e-05,-9.574424668636983e-06,-1.643827656421731e-05,,
AIDC03,47.1,-1.5036678866907672e-05,-9.572107854576997e-06,-1.643205769619219e-05,,
AIDC03,47.2,-1.2418022198437973e-05,-7.125022590803553e-06,-1.593222088236605e-05,,
AIDC03,47.3,-1.4136434030852095e-05,-8.475995069780429e-06,-1.703114764956573e-05,,
AIDC03,48.1,-1.50349063682127e-05,-9.571048029314562e-06,-1.64299256400891e-05,,
AIDC03,48.2,-1.2416654610434656e-05,-7.124243912168779e-06,-1.59304511057642e-05,,
AIDC03,48.3,-1.4134963197841063e-05,-8.4750363641727e-06,-1.7029615262784076e-05,,
AIDC03,49.1,-1.503992807716349e-05,-9.574405230035986e-06,-1.6435005456135148e-05,,
AIDC03,49.2,-1.2422222597853143e-05,-7.127243490758473e-06,-1.5938254919317567e-05,,
AIDC03,49.3,-1.4139501276587784e-05,-8.477849680486013e-06,-1.703487184477073e-05,,
AIDC03,5.3,-2.295599674881767e-06,-1.331432707551778e-06,-2.9013310982111327e-06,,
AIDC03,50.1,-1.504123232087108e-05,-9.575329437071702e-06,-1.6436189707603528e-05,,
AIDC03,50.2,-1.242297876412424e-05,-7.1275230568724115e-06,-1.593970590226543e-05,,
AIDC03,50.3,-1.4142753860936989e-05,-8.479821715480195e-06,-1.7038800037584546e-05,,
AIDC03,51.1,-1.504318161175123e-05,-9.576608977285582e-06,-1.643825841579675e-05,,
AIDC03,51.2,-1.2422958965789592e-05,-7.12743699790976e-06,-1.5939906564666297e-05,,
AIDC03,51.3,-1.4143558317292936e-05,-8.480314715382508e-06,-1.703976019313577e-05,,
AIDC03,52.1,-8.661818870316121e-06,-5.871792942820633e-06,-8.38923526707772e-06,,
AIDC03,52.2,-5.7578866259132875e-06,-3.221747415004331e-06,-7.634245688910733e-06,,
AIDC03,52.3,-6.816850422091026e-06,-3.90570834268288e-06,-8.760424861517227e-06,,
AIDC03,53.1,-8.680295363302374e-06,-5.8856233060347475e-06,-8.403464975753634e-06,,
AIDC03,53.2,-5.764160588270485e-06,-3.2238971786981655e-06,-7.646661502060327e-06,,
AIDC03,53.3,-6.825207818439446e-06,-3.9099871242211765e-06,-8.772833383542424e-06,,
AIDC03,54.1,-8.69120215530248e-06,-5.893828907073462e-06,-8.411735841126981e-06,,
AIDC03,54.2,-5.768465145967169e-06,-3.225493320755165e-06,-7.654822725720167e-06,,
AIDC03,54.3,-6.8302993193706415e-06,-3.912591548534292e-06,-8.780399949605324e-06,,
AIDC03,55.1,-8.690480006662232e-06,-5.893372944009194e-06,-8.410937904782917e-06,,
AIDC03,55.2,-5.769558801468442e-06,-3.2261939349172676e-06,-7.656013429821561e-06,,
AIDC03,55.3,-6.829900302652897e-06,-3.912325910745883e-06,-8.77999392310881e-06,,
AIDC03,56.1,-8.69062360432251e-06,-5.89350407986711e-06,-8.410977865581254e-06,,
AIDC03,56.2,-5.770089937398733e-06,-3.2265055922437578e-06,-7.656682225708507e-06,,
AIDC03,56.3,-6.829597506752286e-06,-3.9121431965155345e-06,-8.779627770479123e-06,,
AIDC03,57.1,-8.721664333788376e-06,-5.916622334132212e-06,-8.435165585000284e-06,,
AIDC03,57.2,-5.7818368579769225e-06,-3.2311429943566603e-06,-7.67817145971453e-06,,
AIDC03,57.3,-6.842923875707725e-06,-3.91905177353376e-06,-8.799172884930198e-06,,
AIDC03,58.2,-5.782830023664867e-06,-3.2317444952731635e-06,-7.67937459831177e-06,,
AIDC03,59.2,-5.7838533499317336e-06,-3.2323471965536216e-06,-7.680656781710231e-06,,
AIDC03,6.3,-2.2947114689216213e-06,-1.330917554015369e-06,-2.900208524851945e-06,,
AIDC03,60.1,-8.786087159727756e-06,-5.964680122102351e-06,-8.4851486386254e-06,,
AIDC03,60.2,-5.808852520696801e-06,-3.242220565755658e-06,-7.726334622030738e-06,,
AIDC03,60.3,-6.870906711570717e-06,-3.933548314692072e-06,-8.84025526587317e-06,,
AIDC03,61.1,-8.786804997553981e-06,-5.9652604035243065e-06,-8.485577558159148e-06,,
AIDC03,61.2,-5.809064571861419e-06,-3.2422652885224344e-06,-7.726839656966223e-06,,
AIDC03,61.3,-6.871479024390431e-06,-3.933853172301815e-06,-8.841071888574712e-06,,
AIDC03,610.1,-8.202546113713874e-06,-5.454592848098557e-06,-8.267158535674194e-06,,
AIDC03,610.2,-6.24492114932389e-06,-3.7591476702689017e-06,-7.481481613765328e-06,,
AIDC03,610.3,-7.007323507732287e-06,-3.923144616052407e-06,-9.280617751097937e-06,,
AIDC03,61s.1,-8.78680500826837e-06,-5.965260410826873e-06,-8.485577568762071e-06,,
AIDC03,61s.2,-5.809064580709023e-06,-3.242265293726457e-06,-7.726839667841938e-06,,
AIDC03,61s.3,-6.871479033174342e-06,-3.933853177257365e-06,-8.84107190003536e-06,,
AIDC03,62.1,-8.785439441362503e-06,-5.964454954202549e-06,-8.48391901645053e-06,,
AIDC03,62.2,-5.8059906139386714e-06,-3.240449332307941e-06,-7.723062863521084e-06,,
AIDC03,62.3,-6.868526538825982e-06,-3.93195976186174e-06,-8.837938169960606e-06,,
AIDC03,63.1,-8.784549560579106e-06,-5.9640723208196625e-06,-8.482421887382247e-06,,
AIDC03,63.2,-5.803786897450492e-06,-3.2391444481240657e-06,-7.720365490868987e-06,,
AIDC03,63.3,-6.868981705250204e-06,-3.932062267428624e-06,-8.839045304586923e-06,,
AIDC03,64.1,-8.778848993476883e-06,-5.960645772586894e-06,-8.475554532003935e-06,,
AIDC03,64.2,-5.800172742315541e-06,-3.236935302223931e-06,-7.716168936298473e-06,,
AIDC03,64.3,-6.870347631337284e-06,-3.932643611725291e-06,-8.841510510288644e-06,,
AIDC03,65.1,-8.771814733886369e-06,-5.956066601166276e-06,-8.468142423279126e-06,,
AIDC03,65.2,-5.7960985951717516e-06,-3.2342976466055547e-06,-7.711826231918665e-06,,
AIDC03,65.3,-6.872241031423391e-06,-3.9337015030143294e-06,-8.844165431026264e-06,,
AIDC03,66.1,-8.770999617685965e-06,-5.955518848620965e-06,-8.467318111341494e-06,,
AIDC03,66.2,-5.7951319686280924e-06,-3.2335731450755817e-06,-7.711082845938237e-06,,
AIDC03,66.3,-6.8775901283150825e-06,-3.936740547820895e-06,-8.85122421602691e-06,,
AIDC03,67.1,-9.142894406610765e-06,-6.2087832460118815e-06,-8.82437155006233e-06,,
AIDC03,67.2,-5.9335760203771085e-06,-3.3105118978004162e-06,-7.896274214036272e-06,,
AIDC03,67.3,-7.056495251341018e-06,-4.038992794643078e-06,-9.081672089887392e-06,,
AIDC03,68.1,-9.149200633884183e-06,-6.213063195065845e-06,-8.830611670899153e-06,,
AIDC03,69.1,-9.15640523284651e-06,-6.217952959261663e-06,-8.83774082718771e-06,,
AIDC03,7.1,-5.0769538612873696e-06,-3.4663977081321584e-06,-4.842298584257649e-06,,
AIDC03,7.2,-3.376908984375094e-06,-1.904628251223515e-06,-4.431780809958371e-06,,
AIDC03,7.3,-3.998719475331452e-06,-2.3092666972318853e-06,-5.083817218417251e-06,,
AIDC03,70.1,-9.161494062165275e-06,-6.221406855404884e-06,-8.842776437887213e-06,,
AIDC03,71.1,-9.164360088488767e-06,-6.223352108490433e-06,-8.845612513585168e-06,,
AIDC03,72.1,-9.159051892545653e-06,-6.2207541249267225e-06,-8.837017002952767e-06,,
AIDC03,72.2,-5.945050092034886e-06,-3.3161528984485155e-06,-7.913919839078975e-06,,
AIDC03,72.3,-7.065903001257282e-06,-4.0441804205669106e-06,-9.09445011707335e-06,,
AIDC03,73.3,-7.0670038366753345e-06,-4.044789342924291e-06,-9.096011744293218e-06,,
AIDC03,74.3,-7.065841781326179e-06,-4.044110918883606e-06,-9.094607735970062e-06,,
AIDC03,75.3,-7.068749079086391e-06,-4.0457596754097545e-06,-9.098454552978946e-06,,
AIDC03,76.1,-9.170982787461118e-06,-6.229571185793453e-06,-8.846436974428816e-06,,
AIDC03,76.2,-5.9535024263654345e-06,-3.320441101668726e-06,-7.926511009232664e-06,,
AIDC03,76.3,-7.072362943508681e-06,-4.047744626832528e-06,-9.103193958905185e-06,,
AIDC03,77.1,-9.18698556021715e-06,-6.241694048484829e-06,-8.858112020127953e-06,,
AIDC03,77.2,-5.966722406442773e-06,-3.3271025162300598e-06,-7.946292610574844e-06,,
AIDC03,77.3,-7.082944408420871e-06,-4.0534427980936755e-06,-9.117946046971918e-06,,
AIDC03,78.1,-9.190923134670717e-06,-6.244660439376594e-06,-8.86103314194301e-06,,
AIDC03,78.2,-5.969672943998899e-06,-3.328555669523425e-06,-7.95080426890462e-06,,
AIDC03,78.3,-7.085790252948674e-06,-4.0549909874338195e-06,-9.121868613006994e-06,,
AIDC03,79.1,-9.189549770931194e-06,-6.243740755651615e-06,-8.85967039892094e-06,,
AIDC03,79.2,-5.9704596940861225e-06,-3.3290918288891813e-06,-7.951558667838357e-06,,
AIDC03,79.3,-7.085585350451764e-06,-4.054801034525394e-06,-9.121825546880273e-06,,
AIDC03,8.1,-6.502729102648259e-06,-4.426447376004831e-06,-6.242609142404629e-06,,
AIDC03,8.2,-4.329024470132705e-06,-2.434862087928908e-06,-5.701738529448458e-06,,
AIDC03,8.3,-5.124523386556119e-06,-2.9505954412824377e-06,-6.541699517159563e-06,,
AIDC03,80.1,-9.212526964580664e-06,-6.260692709522043e-06,-8.877787317156521e-06,,
AIDC03,80.2,-5.9820273291543125e-06,-3.334325175438163e-06,-7.970646037219228e-06,,
AIDC03,80.3,-7.099746052278867e-06,-4.06275255041578e-06,-9.14058803735467e-06,,
AIDC03,81.1,-9.220375020861414e-06,-6.2664863000740696e-06,-8.883963038399e-06,,
AIDC03,81.2,-5.9859621928486745e-06,-3.3360813521455324e-06,-7.977202074297001e-06,,
AIDC03,81.3,-7.105238778148814e-06,-4.065829132483655e-06,-9.14789390864199e-06,,
AIDC03,82.1,-9.232275849505362e-06,-6.275129020129033e-06,-8.89377279884419e-06,,
AIDC03,82.2,-5.991393802399404e-06,-3.3385587598412724e-06,-7.986085865227957e-06,,
AIDC03,82.3,-7.111724859356677e-06,-4.069459353804464e-06,-9.156510076301057e-06,,
AIDC03,83.1,-9.243141094962328e-06,-6.283069518189431e-06,-8.9025565299516e-06,,
AIDC03,83.2,-5.997334225980021e-06,-3.3413646687135868e-06,-7.99552413910359e-06,,
AIDC03,83.3,-7.117914837614926e-06,-4.072930164379295e-06,-9.164708888341515e-06,,
AIDC03,84.3,-7.112447787027159e-06,-4.0699151677502e-06,-9.15744160975654e-06,,
AIDC03,85.3,-7.115822008203683e-06,-4.071827701219355e-06,-9.161910474328291e-06,,
AIDC03,86.1,-9.184561018809637e-06,-6.239802102624486e-06,-8.856629205551776e-06,,
AIDC03,86.2,-5.961066638659398e-06,-3.324284826044463e-06,-7.93777608470994e-06,,
AIDC03,86.3,-7.076312520778737e-06,-4.049726695166135e-06,-9.109109328190566e-06,,
AIDC03,87.1,-9.192835609177583e-06,-6.246083824405095e-06,-8.86269708947673e-06,,
AIDC03,87.2,-5.965129962564159e-06,-3.3262626796052843e-06,-7.944081103117842e-06,,
AIDC03,87.3,-7.079753430931625e-06,-4.051510176841004e-06,-9.114114199844257e-06,,
AIDC03,88.1,-9.19792396447077e-06,-6.2495396909606165e-06,-8.86764254451093e-06,,
AIDC03,89.1,-9.192109601563718e-06,-6.245935120388241e-06,-8.860976826123681e-06,,
AIDC03,89.2,-5.967437888041161e-06,-3.327563752462322e-06,-7.947126670583287e-06,,
AIDC03,89.3,-7.083807393079275e-06,-4.053872953348548e-06,-9.119215754683149e-06,,
AIDC03,9.1,-6.502196549847954e-06,-4.426093870625092e-06,-6.242117051016568e-06,,
AIDC03,90.2,-5.970624947231636e-06,-3.329381162264109e-06,-7.951265538637915e-06,,
AIDC03,91.1,-9.192236133629742e-06,-6.246231261266075e-06,-8.860479468263593e-06,,
AIDC03,91.2,-5.967023691995906e-06,-3.327327273135551e-06,-7.94659713133556e-06,,
AIDC03,91.3,-7.087142501493211e-06,-4.055749062138821e-06,-9.123619865447537e-06,,
AIDC03,92.3,-7.094030093016531e-06,-4.059677909190571e-06,-9.132568978096026e-06,,
AIDC03,93.1,-9.193301248933434e-06,-6.247003012283461e-06,-8.861385677447978e-06,,
AIDC03,93.2,-5.967361372271644e-06,-3.3275080312444553e-06,-7.947071460664582e-06,,
AIDC03,93.3,-7.086964664476982e-06,-4.055619701470711e-06,-9.123471738307814e-06,,
AIDC03,94.1,-9.195695764693427e-06,-6.2486276828080856e-06,-8.863756911443892e-06,,
AIDC03,94_open.1,-8.69120215530248e-06,-5.893828907073462e-06,-8.411735841126981e-06,,
AIDC03,95.1,-9.193488828775889e-06,-6.24719558179425e-06,-8.861374355900947e-06,,
AIDC03,95.2,-5.968417608404801e-06,-3.3281412359802913e-06,-7.948361463040969e-06,,
AIDC03,95.3,-7.0863687009329865e-06,-4.055252535734717e-06,-9.122773189259952e-06,,
AIDC03,96.2,-5.9691663766726724e-06,-3.3285901089276488e-06,-7.949276377804634e-06,,
AIDC03,97.1,-9.144738476370113e-06,-6.210289725674524e-06,-8.82546376318485e-06,,
AIDC03,97.2,-5.936022285032716e-06,-3.311767124570136e-06,-7.89987747384466e-06,,
AIDC03,97.3,-7.056129202917382e-06,-4.038550973023752e-06,-9.081935063110605e-06,,
AIDC03,98.1,-9.147247557325424e-06,-6.211957956792258e-06,-8.82802851825919e-06,,
AIDC03,98.2,-5.936004342448674e-06,-3.311664592631973e-06,-7.900134792186982e-06,,
AIDC03,98.3,-7.054040844520086e-06,-4.037314264132773e-06,-9.079364790564366e-06,,
AIDC03,99.1,-9.149511883323494e-06,-6.213425715028289e-06,-8.830434092978648e-06,,
AIDC03,99.2,-5.937324363966091e-06,-3.312337404489055e-06,-7.902119033937685e-06,,
AIDC03,99.3,-7.049250910102092e-06,-4.03451703548126e-06,-9.073341866504683e-06,,
AIDC03,9r.1,-6.502193307910578e-06,-4.426091666357012e-06,-6.242113944117393e-06,,
AIDC03,idc_idc01_pcc.1,-3.3751122402328356e-09,-6.960884572987686e-10,-8.064312180656997e-09,,
AIDC03,idc_idc01_pcc.2,-3.091324878989114e-09,-4.445556005501248e-10,-7.970704688564786e-09,,
AIDC03,idc_idc01_pcc.3,-3.186718939824193e-09,-5.056374005952715e-10,-8.071933320357935e-09,,
AIDC03,idc_idc02_pcc.1,-1.5054630845179172e-05,-9.583971764374138e-06,-1.645093342808317e-05,,
AIDC03,idc_idc02_pcc.2,-1.2432939302329799e-05,-7.1332218589472616e-06,-1.5952804007070223e-05,,
AIDC03,idc_idc02_pcc.3,-1.415396766548741e-05,-8.486621801818119e-06,-1.7052422342202276e-05,,
AIDC03,idc_idc03_pcc.1,-3.45916689728966e-05,-9.57354751762376e-06,-1.6443568658772165e-05,,
AIDC03,idc_idc03_pcc.2,-3.154516855145972e-05,-7.13189892292944e-06,-1.5942738482865975e-05,,
AIDC03,idc_idc03_pcc.3,-3.3522198235933726e-05,-8.478204424077749e-06,-1.7031823654539494e-05,,
