day,case,field,current_slot,requested_slot,future_read
2025-04-04,B3,workload_arrivals,38,38,False
2025-04-04,B3,rack_residual_capacity,38,38,False
2025-04-04,B3,phase_current_site_score,38,38,False
2025-04-04,B3,anchor_site_flexible_kw,38,38,False
2025-04-04,B3,workload_arrivals,39,39,False
2025-04-04,B3,rack_residual_capacity,39,39,False
2025-04-04,B3,phase_current_site_score,39,39,False
2025-04-04,B3,anchor_site_flexible_kw,39,39,False
2025-04-04,B3,workload_arrivals,40,40,False
2025-04-04,B3,rack_residual_capacity,40,40,False
2025-04-04,B3,phase_current_site_score,40,40,False
2025-04-04,B3,anchor_site_flexible_kw,40,40,False
2025-04-04,B3,workload_arrivals,41,41,False
2025-04-04,B3,rack_residual_capacity,41,41,False
2025-04-04,B3,phase_current_site_score,41,41,False
2025-04-04,B3,anchor_site_flexible_kw,41,41,False
2025-04-04,B3,workload_arrivals,42,42,False
2025-04-04,B3,rack_residual_capacity,42,42,False
2025-04-04,B3,phase_current_site_score,42,42,False
2025-04-04,B3,anchor_site_flexible_kw,42,42,False
2025-04-04,B3,workload_arrivals,43,43,False
2025-04-04,B3,rack_residual_capacity,43,43,False
2025-04-04,B3,phase_current_site_score,43,43,False
2025-04-04,B3,anchor_site_flexible_kw,43,43,False
2025-04-04,B3,workload_arrivals,44,44,False
2025-04-04,B3,rack_residual_capacity,44,44,False
2025-04-04,B3,phase_current_site_score,44,44,False
2025-04-04,B3,anchor_site_flexible_kw,44,44,False
2025-04-04,B3,workload_arrivals,45,45,False
2025-04-04,B3,rack_residual_capacity,45,45,False
2025-04-04,B3,phase_current_site_score,45,45,False
2025-04-04,B3,anchor_site_flexible_kw,45,45,False
2025-04-04,B3,workload_arrivals,46,46,False
2025-04-04,B3,rack_residual_capacity,46,46,False
2025-04-04,B3,phase_current_site_score,46,46,False
2025-04-04,B3,anchor_site_flexible_kw,46,46,False
2025-04-04,B3,workload_arrivals,47,47,False
2025-04-04,B3,rack_residual_capacity,47,47,False
2025-04-04,B3,phase_current_site_score,47,47,False
2025-04-04,B3,anchor_site_flexible_kw,47,47,False
2025-04-04,B3,workload_arrivals,48,48,False
2025-04-04,B3,rack_residual_capacity,48,48,False
2025-04-04,B3,phase_current_site_score,48,48,False
2025-04-04,B3,anchor_site_flexible_kw,48,48,False
2025-04-04,B3,workload_arrivals,49,49,False
2025-04-04,B3,rack_residual_capacity,49,49,False
2025-04-04,B3,phase_current_site_score,49,49,False
2025-04-04,B3,anchor_site_flexible_kw,49,49,False
2025-04-04,B3,workload_arrivals,50,50,False
2025-04-04,B3,rack_residual_capacity,50,50,False
2025-04-04,B3,phase_current_site_score,50,50,False
2025-04-04,B3,anchor_site_flexible_kw,50,50,False
2025-04-04,B3,workload_arrivals,51,51,False
2025-04-04,B3,rack_residual_capacity,51,51,False
2025-04-04,B3,phase_current_site_score,51,51,False
2025-04-04,B3,anchor_site_flexible_kw,51,51,False
2025-04-04,B3,workload_arrivals,52,52,False
2025-04-04,B3,rack_residual_capacity,52,52,False
2025-04-04,B3,phase_current_site_score,52,52,False
2025-04-04,B3,anchor_site_flexible_kw,52,52,False
2025-04-04,B3,workload_arrivals,53,53,False
2025-04-04,B3,rack_residual_capacity,53,53,False
2025-04-04,B3,phase_current_site_score,53,53,False
2025-04-04,B3,anchor_site_flexible_kw,53,53,False
2025-04-04,B3,workload_arrivals,54,54,False
2025-04-04,B3,rack_residual_capacity,54,54,False
2025-04-04,B3,phase_current_site_score,54,54,False
2025-04-04,B3,anchor_site_flexible_kw,54,54,False
2025-04-04,B3,workload_arrivals,55,55,False
2025-04-04,B3,rack_residual_capacity,55,55,False
2025-04-04,B3,phase_current_site_score,55,55,False
2025-04-04,B3,anchor_site_flexible_kw,55,55,False
2025-04-04,B3,workload_arrivals,56,56,False
2025-04-04,B3,rack_residual_capacity,56,56,False
2025-04-04,B3,phase_current_site_score,56,56,False
2025-04-04,B3,anchor_site_flexible_kw,56,56,False
2025-04-04,B3,workload_arrivals,57,57,False
2025-04-04,B3,rack_residual_capacity,57,57,False
2025-04-04,B3,phase_current_site_score,57,57,False
2025-04-04,B3,anchor_site_flexible_kw,57,57,False
2025-04-04,B3,workload_arrivals,58,58,False
2025-04-04,B3,rack_residual_capacity,58,58,False
2025-04-04,B3,phase_current_site_score,58,58,False
2025-04-04,B3,anchor_site_flexible_kw,58,58,False
2025-04-04,B3,workload_arrivals,59,59,False
2025-04-04,B3,rack_residual_capacity,59,59,False
2025-04-04,B3,phase_current_site_score,59,59,False
2025-04-04,B3,anchor_site_flexible_kw,59,59,False
2025-04-04,B3,workload_arrivals,60,60,False
2025-04-04,B3,rack_residual_capacity,60,60,False
2025-04-04,B3,phase_current_site_score,60,60,False
2025-04-04,B3,anchor_site_flexible_kw,60,60,False
2025-04-04,B3,workload_arrivals,61,61,False
2025-04-04,B3,rack_residual_capacity,61,61,False
2025-04-04,B3,phase_current_site_score,61,61,False
2025-04-04,B3,anchor_site_flexible_kw,61,61,False
2025-04-04,B3,workload_arrivals,62,62,False
2025-04-04,B3,rack_residual_capacity,62,62,False
2025-04-04,B3,phase_current_site_score,62,62,False
2025-04-04,B3,anchor_site_flexible_kw,62,62,False
2025-04-04,B3,workload_arrivals,63,63,False
2025-04-04,B3,rack_residual_capacity,63,63,False
2025-04-04,B3,phase_current_site_score,63,63,False
2025-04-04,B3,anchor_site_flexible_kw,63,63,False
2025-04-04,B3,workload_arrivals,64,64,False
2025-04-04,B3,rack_residual_capacity,64,64,False
2025-04-04,B3,phase_current_site_score,64,64,False
2025-04-04,B3,anchor_site_flexible_kw,64,64,False
2025-04-04,B3,workload_arrivals,65,65,False
2025-04-04,B3,rack_residual_capacity,65,65,False
2025-04-04,B3,phase_current_site_score,65,65,False
2025-04-04,B3,anchor_site_flexible_kw,65,65,False
2025-04-04,B3,workload_arrivals,66,66,False
2025-04-04,B3,rack_residual_capacity,66,66,False
2025-04-04,B3,phase_current_site_score,66,66,False
2025-04-04,B3,anchor_site_flexible_kw,66,66,False
2025-04-04,B3,workload_arrivals,67,67,False
2025-04-04,B3,rack_residual_capacity,67,67,False
2025-04-04,B3,phase_current_site_score,67,67,False
2025-04-04,B3,anchor_site_flexible_kw,67,67,False
2025-04-04,B3,workload_arrivals,68,68,False
2025-04-04,B3,rack_residual_capacity,68,68,False
2025-04-04,B3,phase_current_site_score,68,68,False
2025-04-04,B3,anchor_site_flexible_kw,68,68,False
2025-04-04,B3,workload_arrivals,69,69,False
2025-04-04,B3,rack_residual_capacity,69,69,False
2025-04-04,B3,phase_current_site_score,69,69,False
2025-04-04,B3,anchor_site_flexible_kw,69,69,False
2025-04-04,B3,workload_arrivals,70,70,False
2025-04-04,B3,rack_residual_capacity,70,70,False
2025-04-04,B3,phase_current_site_score,70,70,False
2025-04-04,B3,anchor_site_flexible_kw,70,70,False
2025-04-04,B3,workload_arrivals,71,71,False
2025-04-04,B3,rack_residual_capacity,71,71,False
2025-04-04,B3,phase_current_site_score,71,71,False
2025-04-04,B3,anchor_site_flexible_kw,71,71,False
2025-04-04,B3,workload_arrivals,72,72,False
2025-04-04,B3,rack_residual_capacity,72,72,False
2025-04-04,B3,phase_current_site_score,72,72,False
2025-04-04,B3,anchor_site_flexible_kw,72,72,False
2025-04-04,B3,workload_arrivals,73,73,False
2025-04-04,B3,rack_residual_capacity,73,73,False
2025-04-04,B3,phase_current_site_score,73,73,False
2025-04-04,B3,anchor_site_flexible_kw,73,73,False
2025-04-04,B3,workload_arrivals,74,74,False
2025-04-04,B3,rack_residual_capacity,74,74,False
2025-04-04,B3,phase_current_site_score,74,74,False
2025-04-04,B3,anchor_site_flexible_kw,74,74,False
2025-04-04,B3,workload_arrivals,75,75,False
2025-04-04,B3,rack_residual_capacity,75,75,False
2025-04-04,B3,phase_current_site_score,75,75,False
2025-04-04,B3,anchor_site_flexible_kw,75,75,False
2025-04-04,B3,workload_arrivals,76,76,False
2025-04-04,B3,rack_residual_capacity,76,76,False
2025-04-04,B3,phase_current_site_score,76,76,False
2025-04-04,B3,anchor_site_flexible_kw,76,76,False
2025-04-04,B3,workload_arrivals,77,77,False
2025-04-04,B3,rack_residual_capacity,77,77,False
2025-04-04,B3,phase_current_site_score,77,77,False
2025-04-04,B3,anchor_site_flexible_kw,77,77,False
2025-04-04,B3,workload_arrivals,78,78,False
2025-04-04,B3,rack_residual_capacity,78,78,False
2025-04-04,B3,phase_current_site_score,78,78,False
2025-04-04,B3,anchor_site_flexible_kw,78,78,False
2025-04-04,B3,workload_arrivals,79,79,False
2025-04-04,B3,rack_residual_capacity,79,79,False
2025-04-04,B3,phase_current_site_score,79,79,False
2025-04-04,B3,anchor_site_flexible_kw,79,79,False
2025-04-04,B3,workload_arrivals,80,80,False
2025-04-04,B3,rack_residual_capacity,80,80,False
2025-04-04,B3,phase_current_site_score,80,80,False
2025-04-04,B3,anchor_site_flexible_kw,80,80,False
2025-04-04,B3,workload_arrivals,81,81,False
2025-04-04,B3,rack_residual_capacity,81,81,False
2025-04-04,B3,phase_current_site_score,81,81,False
2025-04-04,B3,anchor_site_flexible_kw,81,81,False
2025-04-04,B3,workload_arrivals,82,82,False
2025-04-04,B3,rack_residual_capacity,82,82,False
2025-04-04,B3,phase_current_site_score,82,82,False
2025-04-04,B3,anchor_site_flexible_kw,82,82,False
2025-04-04,B3,workload_arrivals,83,83,False
2025-04-04,B3,rack_residual_capacity,83,83,False
2025-04-04,B3,phase_current_site_score,83,83,False
2025-04-04,B3,anchor_site_flexible_kw,83,83,False
2025-04-04,B3,workload_arrivals,84,84,False
2025-04-04,B3,rack_residual_capacity,84,84,False
2025-04-04,B3,phase_current_site_score,84,84,False
2025-04-04,B3,anchor_site_flexible_kw,84,84,False
2025-04-04,B3,workload_arrivals,85,85,False
2025-04-04,B3,rack_residual_capacity,85,85,False
2025-04-04,B3,phase_current_site_score,85,85,False
2025-04-04,B3,anchor_site_flexible_kw,85,85,False
2025-04-04,B3,workload_arrivals,86,86,False
2025-04-04,B3,rack_residual_capacity,86,86,False
2025-04-04,B3,phase_current_site_score,86,86,False
2025-04-04,B3,anchor_site_flexible_kw,86,86,False
2025-04-04,B3,workload_arrivals,87,87,False
2025-04-04,B3,rack_residual_capacity,87,87,False
2025-04-04,B3,phase_current_site_score,87,87,False
2025-04-04,B3,anchor_site_flexible_kw,87,87,False
2025-04-04,B3,workload_arrivals,88,88,False
2025-04-04,B3,rack_residual_capacity,88,88,False
2025-04-04,B3,phase_current_site_score,88,88,False
2025-04-04,B3,anchor_site_flexible_kw,88,88,False
2025-04-04,B3,workload_arrivals,89,89,False
2025-04-04,B3,rack_residual_capacity,89,89,False
2025-04-04,B3,phase_current_site_score,89,89,False
2025-04-04,B3,anchor_site_flexible_kw,89,89,False
2025-04-04,B3,workload_arrivals,90,90,False
2025-04-04,B3,rack_residual_capacity,90,90,False
2025-04-04,B3,phase_current_site_score,90,90,False
2025-04-04,B3,anchor_site_flexible_kw,90,90,False
2025-04-04,B3,workload_arrivals,91,91,False
2025-04-04,B3,rack_residual_capacity,91,91,False
2025-04-04,B3,phase_current_site_score,91,91,False
2025-04-04,B3,anchor_site_flexible_kw,91,91,False
2025-04-04,B3,workload_arrivals,92,92,False
2025-04-04,B3,rack_residual_capacity,92,92,False
2025-04-04,B3,phase_current_site_score,92,92,False
2025-04-04,B3,anchor_site_flexible_kw,92,92,False
2025-04-04,B3,workload_arrivals,93,93,False
2025-04-04,B3,rack_residual_capacity,93,93,False
2025-04-04,B3,phase_current_site_score,93,93,False
2025-04-04,B3,anchor_site_flexible_kw,93,93,False
2025-04-04,B3,workload_arrivals,94,94,False
2025-04-04,B3,rack_residual_capacity,94,94,False
2025-04-04,B3,phase_current_site_score,94,94,False
2025-04-04,B3,anchor_site_flexible_kw,94,94,False
2025-04-04,B3,workload_arrivals,95,95,False
2025-04-04,B3,rack_residual_capacity,95,95,False
2025-04-04,B3,phase_current_site_score,95,95,False
2025-04-04,B3,anchor_site_flexible_kw,95,95,False
