date,slot,timestamp_AEST,MESS_id,station_or_location,connected,DA_P_kW,DA_Q_kvar,Actual_P_kW,Actual_Q_kvar,SOC_kWh,DA_SOC_kWh,route_or_leg,DA_station_or_location,DA_mode
2025-05-03,12,2025-05-03T03:00:00+10:00,MESS02,STA12,true,0,-392.3141121612922,0,-392.3141121612922,682.2920508509415,682.2920508509415,"{""connection_ready_slot"":null,""departure_slot"":null,""destination_service_id"":null,""origin_service_id"":null,""route_link_ids"":[]}",STA12,CONNECTED
2025-05-03,12,2025-05-03T03:00:00+10:00,MESS03,STA08,true,0,254.88947585206952,0,231.4624521798416,633.7377070931856,633.7377070931856,"{""connection_ready_slot"":null,""departure_slot"":null,""destination_service_id"":null,""origin_service_id"":null,""route_link_ids"":[]}",STA08,CONNECTED
2025-05-03,12,2025-05-03T03:00:00+10:00,MESS04,STA06,true,-212.18836565096927,-140.63037638087627,-212.18836565096927,-146.49729234586968,795,744.6052631578948,"{""connection_ready_slot"":null,""departure_slot"":null,""destination_service_id"":null,""origin_service_id"":null,""route_link_ids"":[]}",STA06,CONNECTED
2025-05-03,13,2025-05-03T03:15:00+10:00,MESS01,STA01,true,0,392.3141121612922,0,390.4394734011701,823.8015077367414,823.8015077367414,"{""connection_ready_slot"":null,""departure_slot"":null,""destination_service_id"":null,""origin_service_id"":null,""route_link_ids"":[]}",STA01,CONNECTED
2025-05-03,13,2025-05-03T03:15:00+10:00,MESS02,STA12,true,0,-392.3141121612922,0,-392.3141121612922,682.2920508509415,682.2920508509415,"{""connection_ready_slot"":null,""departure_slot"":null,""destination_service_id"":null,""origin_service_id"":null,""route_link_ids"":[]}",STA12,CONNECTED
2025-05-03,13,2025-05-03T03:15:00+10:00,MESS03,STA08,true,104.37562954979398,270.0672488776613,104.37562954979398,246.13569004991538,606.2704361590293,633.7377070931856,"{""connection_ready_slot"":null,""departure_slot"":null,""destination_service_id"":null,""origin_service_id"":null,""route_link_ids"":[]}",STA08,CONNECTED
2025-05-03,13,2025-05-03T03:15:00+10:00,MESS04,STA06,true,-300,-254.815938128859,-300,-254.815938128859,866.25,795,"{""connection_ready_slot"":null,""departure_slot"":null,""destination_service_id"":null,""origin_service_id"":null,""route_link_ids"":[]}",STA06,CONNECTED
2025-05-03,14,2025-05-03T03:30:00+10:00,MESS01,STA01,true,-222.22809320784094,332.5878449210181,-222.22809320784094,330.499991457271,876.5806798736037,823.8015077367414,"{""connection_ready_slot"":null,""departure_slot"":null,""destination_service_id"":null,""origin_service_id"":null,""route_link_ids"":[]}",STA01,CONNECTED
2025-05-03,14,2025-05-03T03:30:00+10:00,MESS02,STA12,true,0,-392.3141121612922,0,-392.3141121612922,682.2920508509415,682.2920508509415,"{""connection_ready_slot"":null,""departure_slot"":null,""destination_service_id"":null,""origin_service_id"":null,""route_link_ids"":[]}",STA12,CONNECTED
2025-05-03,14,2025-05-03T03:30:00+10:00,MESS03,STA08,true,0,306.2622803224441,0,279.9343606072679,606.2704361590293,606.2704361590293,"{""connection_ready_slot"":null,""departure_slot"":null,""destination_service_id"":null,""origin_service_id"":null,""route_link_ids"":[]}",STA08,CONNECTED
2025-05-03,14,2025-05-03T03:30:00+10:00,MESS04,STA06,true,0,-392.3141121612922,0,-392.3141121612922,866.25,866.25,"{""connection_ready_slot"":null,""departure_slot"":null,""destination_service_id"":null,""origin_service_id"":null,""route_link_ids"":[]}",STA06,CONNECTED
2025-05-03,15,2025-05-03T03:45:00+10:00,MESS01,STA01,true,0,392.3141121612922,0,390.3414438047907,876.5806798736037,876.5806798736037,"{""connection_ready_slot"":null,""departure_slot"":null,""destination_service_id"":null,""origin_service_id"":null,""route_link_ids"":[]}",STA01,CONNECTED
2025-05-03,15,2025-05-03T03:45:00+10:00,MESS02,STA12,true,-78.03612880645147,-392.3141121612922,-78.03612880645147,-392.31411216129214,700.8256314424737,682.2920508509415,"{""connection_ready_slot"":null,""departure_slot"":null,""destination_service_id"":null,""origin_service_id"":null,""route_link_ids"":[]}",STA12,CONNECTED
2025-05-03,15,2025-05-03T03:45:00+10:00,MESS03,STA08,true,0,304.2905697594682,0,279.16990325293864,606.2704361590293,606.2704361590293,"{""connection_ready_slot"":null,""departure_slot"":null,""destination_service_id"":null,""origin_service_id"":null,""route_link_ids"":[]}",STA08,CONNECTED
2025-05-03,15,2025-05-03T03:45:00+10:00,MESS04,STA06,true,0,-392.3141121612922,0,-392.3141121612922,866.25,866.25,"{""connection_ready_slot"":null,""departure_slot"":null,""destination_service_id"":null,""origin_service_id"":null,""route_link_ids"":[]}",STA06,CONNECTED
2025-05-03,16,2025-05-03T04:00:00+10:00,MESS01,STA01,true,300,254.815938128859,300,252.5365666333891,797.6333114525511,876.5806798736037,"{""connection_ready_slot"":null,""departure_slot"":null,""destination_service_id"":null,""origin_service_id"":null,""route_link_ids"":[]}",STA01,CONNECTED
2025-05-03,16,2025-05-03T04:00:00+10:00,MESS02,STA12,true,0,-392.3141121612922,0,-392.3141121612922,700.8256314424737,700.8256314424737,"{""connection_ready_slot"":null,""departure_slot"":null,""destination_service_id"":null,""origin_service_id"":null,""route_link_ids"":[]}",STA12,CONNECTED
2025-05-03,16,2025-05-03T04:00:00+10:00,MESS03,STA08,true,0,296.73455837031946,0,270.90024854265346,606.2704361590293,606.2704361590293,"{""connection_ready_slot"":null,""departure_slot"":null,""destination_service_id"":null,""origin_service_id"":null,""route_link_ids"":[]}",STA08,CONNECTED
2025-05-03,16,2025-05-03T04:00:00+10:00,MESS04,STA06,true,0,-392.3141121612922,0,-392.3141121612922,866.25,866.25,"{""connection_ready_slot"":null,""departure_slot"":null,""destination_service_id"":null,""origin_service_id"":null,""route_link_ids"":[]}",STA06,CONNECTED
2025-05-03,17,2025-05-03T04:15:00+10:00,MESS01,STA01,true,0,392.3141121612922,0,390.1172037429235,797.6333114525511,797.6333114525511,"{""connection_ready_slot"":null,""departure_slot"":null,""destination_service_id"":null,""origin_service_id"":null,""route_link_ids"":[]}",STA01,CONNECTED
2025-05-03,17,2025-05-03T04:15:00+10:00,MESS02,STA12,true,-78.03612880645147,-392.3141121612922,-78.03612880645147,-392.31411216129214,719.3592120340059,700.8256314424737,"{""connection_ready_slot"":null,""departure_slot"":null,""destination_service_id"":null,""origin_service_id"":null,""route_link_ids"":[]}",STA12,CONNECTED
2025-05-03,17,2025-05-03T04:15:00+10:00,MESS03,STA08,true,0,304.9241973415625,0,276.9419665346213,606.2704361590293,606.2704361590293,"{""connection_ready_slot"":null,""departure_slot"":null,""destination_service_id"":null,""origin_service_id"":null,""route_link_ids"":[]}",STA08,CONNECTED
2025-05-03,17,2025-05-03T04:15:00+10:00,MESS04,STA06,true,0,-392.3141121612922,0,-392.3141121612922,866.25,866.25,"{""connection_ready_slot"":null,""departure_slot"":null,""destination_service_id"":null,""origin_service_id"":null,""route_link_ids"":[]}",STA06,CONNECTED
2025-05-03,18,2025-05-03T04:30:00+10:00,MESS01,STA01,true,0,392.3141121612922,0,389.98955860989753,797.6333114525511,797.6333114525511,"{""connection_ready_slot"":null,""departure_slot"":null,""destination_service_id"":null,""origin_service_id"":null,""route_link_ids"":[]}",STA01,CONNECTED
2025-05-03,18,2025-05-03T04:30:00+10:00,MESS02,STA12,true,-78.03612880645147,-392.3141121612922,-78.03612880645147,-392.31411216129214,737.892792625538,719.3592120340059,"{""connection_ready_slot"":null,""departure_slot"":null,""destination_service_id"":null,""origin_service_id"":null,""route_link_ids"":[]}",STA12,CONNECTED
2025-05-03,18,2025-05-03T04:30:00+10:00,MESS03,STA08,true,0,304.77899055592934,0,279.1351069817753,606.2704361590293,606.2704361590293,"{""connection_ready_slot"":null,""departure_slot"":null,""destination_service_id"":null,""origin_service_id"":null,""route_link_ids"":[]}",STA08,CONNECTED
2025-05-03,18,2025-05-03T04:30:00+10:00,MESS04,STA06,true,0,-392.3141121612922,0,-392.3141121612922,866.25,866.25,"{""connection_ready_slot"":null,""departure_slot"":null,""destination_service_id"":null,""origin_service_id"":null,""route_link_ids"":[]}",STA06,CONNECTED
2025-05-03,19,2025-05-03T04:45:00+10:00,MESS01,STA01,true,-222.22809320784094,332.5878449210181,-222.22809320784094,326.99457582677553,850.4124835894133,797.6333114525511,"{""connection_ready_slot"":null,""departure_slot"":null,""destination_service_id"":null,""origin_service_id"":null,""route_link_ids"":[]}",STA01,CONNECTED
2025-05-03,19,2025-05-03T04:45:00+10:00,MESS02,STA12,true,0,-392.3141121612922,0,-392.3141121612922,737.892792625538,737.892792625538,"{""connection_ready_slot"":null,""departure_slot"":null,""destination_service_id"":null,""origin_service_id"":null,""route_link_ids"":[]}",STA12,CONNECTED
2025-05-03,19,2025-05-03T04:45:00+10:00,MESS03,STA08,true,0,304.0100906573797,0,233.86488245881992,606.2704361590293,606.2704361590293,"{""connection_ready_slot"":null,""departure_slot"":null,""destination_service_id"":null,""origin_service_id"":null,""route_link_ids"":[]}",STA08,CONNECTED
2025-05-03,19,2025-05-03T04:45:00+10:00,MESS04,STA06,true,0,-392.3141121612922,0,-392.3141121612922,866.25,866.25,"{""connection_ready_slot"":null,""departure_slot"":null,""destination_service_id"":null,""origin_service_id"":null,""route_link_ids"":[]}",STA06,CONNECTED
2025-05-03,20,2025-05-03T05:00:00+10:00,MESS01,STA01,true,-222.22809320784094,332.5878449210181,-222.22809320784094,325.45802979306006,903.1916557262756,850.4124835894133,"{""connection_ready_slot"":null,""departure_slot"":null,""destination_service_id"":null,""origin_service_id"":null,""route_link_ids"":[]}",STA01,CONNECTED
2025-05-03,20,2025-05-03T05:00:00+10:00,MESS02,STA12,true,0,72.36814940386128,0,15.382993362614314,737.892792625538,737.892792625538,"{""connection_ready_slot"":null,""departure_slot"":null,""destination_service_id"":null,""origin_service_id"":null,""route_link_ids"":[]}",STA12,CONNECTED
2025-05-03,20,2025-05-03T05:00:00+10:00,MESS03,STA08,true,0,184.16270177557385,0,123.81906717807527,606.2704361590293,606.2704361590293,"{""connection_ready_slot"":null,""departure_slot"":null,""destination_service_id"":null,""origin_service_id"":null,""route_link_ids"":[]}",STA08,CONNECTED
2025-05-03,20,2025-05-03T05:00:00+10:00,MESS04,STA06,true,0,-392.3141121612922,0,-392.3141121612922,866.25,866.25,"{""connection_ready_slot"":null,""departure_slot"":null,""destination_service_id"":null,""origin_service_id"":null,""route_link_ids"":[]}",STA06,CONNECTED
2025-05-03,21,2025-05-03T05:15:00+10:00,MESS01,STA01,true,-300,254.81593812885902,-300,248.86936766885498,974.4416557262756,903.1916557262756,"{""connection_ready_slot"":null,""departure_slot"":null,""destination_service_id"":null,""origin_service_id"":null,""route_link_ids"":[]}",STA01,CONNECTED
2025-05-03,21,2025-05-03T05:15:00+10:00,MESS02,STA12,true,0,-392.3141121612922,0,-392.3141121612922,737.892792625538,737.892792625538,"{""connection_ready_slot"":null,""departure_slot"":null,""destination_service_id"":null,""origin_service_id"":null,""route_link_ids"":[]}",STA12,CONNECTED
2025-05-03,21,2025-05-03T05:15:00+10:00,MESS03,STA08,true,0,312.6303476478898,0,239.194115083062,606.2704361590293,606.2704361590293,"{""connection_ready_slot"":null,""departure_slot"":null,""destination_service_id"":null,""origin_service_id"":null,""route_link_ids"":[]}",STA08,CONNECTED
2025-05-03,21,2025-05-03T05:15:00+10:00,MESS04,STA06,true,0,-392.3141121612922,0,-392.3141121612922,866.25,866.25,"{""connection_ready_slot"":null,""departure_slot"":null,""destination_service_id"":null,""origin_service_id"":null,""route_link_ids"":[]}",STA06,CONNECTED
2025-05-03,22,2025-05-03T05:30:00+10:00,MESS01,STA01,true,-222.22809320784094,332.5878449210181,-222.22809320784094,326.82661911281986,1027.2208278631379,974.4416557262756,"{""connection_ready_slot"":null,""departure_slot"":null,""destination_service_id"":null,""origin_service_id"":null,""route_link_ids"":[]}",STA01,CONNECTED
2025-05-03,22,2025-05-03T05:30:00+10:00,MESS02,STA12,true,0,-392.3141121612922,0,-392.3141121612922,737.892792625538,737.892792625538,"{""connection_ready_slot"":null,""departure_slot"":null,""destination_service_id"":null,""origin_service_id"":null,""route_link_ids"":[]}",STA12,CONNECTED
2025-05-03,22,2025-05-03T05:30:00+10:00,MESS03,STA08,true,0,304.2240560724569,0,232.0002222613669,606.2704361590293,606.2704361590293,"{""connection_ready_slot"":null,""departure_slot"":null,""destination_service_id"":null,""origin_service_id"":null,""route_link_ids"":[]}",STA08,CONNECTED
2025-05-03,22,2025-05-03T05:30:00+10:00,MESS04,STA06,true,0,-392.3141121612922,0,-392.3141121612922,866.25,866.25,"{""connection_ready_slot"":null,""departure_slot"":null,""destination_service_id"":null,""origin_service_id"":null,""route_link_ids"":[]}",STA06,CONNECTED
2025-05-03,23,2025-05-03T05:45:00+10:00,MESS01,STA01,true,0,392.3141121612922,0,386.82281224054935,1027.2208278631379,1027.2208278631379,"{""connection_ready_slot"":null,""departure_slot"":null,""destination_service_id"":null,""origin_service_id"":null,""route_link_ids"":[]}",STA01,CONNECTED
2025-05-03,23,2025-05-03T05:45:00+10:00,MESS02,STA12,true,0,-392.3141121612922,0,-392.3141121612922,737.892792625538,737.892792625538,"{""connection_ready_slot"":null,""departure_slot"":null,""destination_service_id"":null,""origin_service_id"":null,""route_link_ids"":[]}",STA12,CONNECTED
2025-05-03,23,2025-05-03T05:45:00+10:00,MESS03,STA08,true,0,289.68954251179383,0,219.99954548921866,606.2704361590293,606.2704361590293,"{""connection_ready_slot"":null,""departure_slot"":null,""destination_service_id"":null,""origin_service_id"":null,""route_link_ids"":[]}",STA08,CONNECTED
2025-05-03,23,2025-05-03T05:45:00+10:00,MESS04,STA06,true,0,-392.3141121612922,0,-392.3141121612922,866.25,866.25,"{""connection_ready_slot"":null,""departure_slot"":null,""destination_service_id"":null,""origin_service_id"":null,""route_link_ids"":[]}",STA06,CONNECTED
2025-05-03,24,2025-05-03T06:00:00+10:00,MESS01,STA01,true,0,392.3141121612922,0,386.4261361669687,1027.2208278631379,1027.2208278631379,"{""connection_ready_slot"":null,""departure_slot"":null,""destination_service_id"":null,""origin_service_id"":null,""route_link_ids"":[]}",STA01,CONNECTED
2025-05-03,24,2025-05-03T06:00:00+10:00,MESS02,STA12,true,0,-392.3141121612922,0,-392.3141121612922,737.892792625538,737.892792625538,"{""connection_ready_slot"":null,""departure_slot"":null,""destination_service_id"":null,""origin_service_id"":null,""route_link_ids"":[]}",STA12,CONNECTED
2025-05-03,24,2025-05-03T06:00:00+10:00,MESS03,STA08,true,0,296.2390400672411,0,221.15370868959886,606.2704361590293,606.2704361590293,"{""connection_ready_slot"":null,""departure_slot"":null,""destination_service_id"":null,""origin_service_id"":null,""route_link_ids"":[]}",STA08,CONNECTED
2025-05-03,24,2025-05-03T06:00:00+10:00,MESS04,STA06,true,0,-392.3141121612922,0,-392.3141121612922,866.25,866.25,"{""connection_ready_slot"":null,""departure_slot"":null,""destination_service_id"":null,""origin_service_id"":null,""route_link_ids"":[]}",STA06,CONNECTED
2025-05-03,25,2025-05-03T06:15:00+10:00,MESS01,STA01,true,0,392.3141121612922,0,387.3954602632662,1027.2208278631379,1027.2208278631379,"{""connection_ready_slot"":null,""departure_slot"":null,""destination_service_id"":null,""origin_service_id"":null,""route_link_ids"":[]}",STA01,CONNECTED
2025-05-03,25,2025-05-03T06:15:00+10:00,MESS02,STA12,true,0,-392.3141121612922,0,-392.3141121612922,737.892792625538,737.892792625538,"{""connection_ready_slot"":null,""departure_slot"":null,""destination_service_id"":null,""origin_service_id"":null,""route_link_ids"":[]}",STA12,CONNECTED
2025-05-03,25,2025-05-03T06:15:00+10:00,MESS03,STA08,true,0,292.70983992445076,0,230.36790012716267,606.2704361590293,606.2704361590293,"{""connection_ready_slot"":null,""departure_slot"":null,""destination_service_id"":null,""origin_service_id"":null,""route_link_ids"":[]}",STA08,CONNECTED
2025-05-03,25,2025-05-03T06:15:00+10:00,MESS04,STA06,true,0,-392.3141121612922,0,-392.3141121612922,866.25,866.25,"{""connection_ready_slot"":null,""departure_slot"":null,""destination_service_id"":null,""origin_service_id"":null,""route_link_ids"":[]}",STA06,CONNECTED
2025-05-03,26,2025-05-03T06:30:00+10:00,MESS01,STA01,true,0,392.3141121612922,0,386.8861934910674,1027.2208278631379,1027.2208278631379,"{""connection_ready_slot"":null,""departure_slot"":null,""destination_service_id"":null,""origin_service_id"":null,""route_link_ids"":[]}",STA01,CONNECTED
2025-05-03,26,2025-05-03T06:30:00+10:00,MESS02,STA12,true,-300,-254.815938128859,-300,-254.815938128859,809.142792625538,737.892792625538,"{""connection_ready_slot"":null,""departure_slot"":null,""destination_service_id"":null,""origin_service_id"":null,""route_link_ids"":[]}",STA12,CONNECTED
2025-05-03,26,2025-05-03T06:30:00+10:00,MESS03,STA08,true,300,227.93395514931032,300,158.72492314727015,527.3230677379767,606.2704361590293,"{""connection_ready_slot"":null,""departure_slot"":null,""destination_service_id"":null,""origin_service_id"":null,""route_link_ids"":[]}",STA08,CONNECTED
2025-05-03,26,2025-05-03T06:30:00+10:00,MESS04,STA06,true,0,-392.3141121612922,0,-392.3141121612922,866.25,866.25,"{""connection_ready_slot"":null,""departure_slot"":null,""destination_service_id"":null,""origin_service_id"":null,""route_link_ids"":[]}",STA06,CONNECTED
2025-05-03,27,2025-05-03T06:45:00+10:00,MESS01,STA01,true,-222.22809320784094,332.5878449210181,-222.22809320784063,327.49553225174304,1080,1027.2208278631379,"{""connection_ready_slot"":null,""departure_slot"":null,""destination_service_id"":null,""origin_service_id"":null,""route_link_ids"":[]}",STA01,CONNECTED
2025-05-03,27,2025-05-03T06:45:00+10:00,MESS02,STA12,true,300,-254.81593812885902,300,-254.81593812885902,730.1954242044854,809.142792625538,"{""connection_ready_slot"":null,""departure_slot"":null,""destination_service_id"":null,""origin_service_id"":null,""route_link_ids"":[]}",STA12,CONNECTED
2025-05-03,27,2025-05-03T06:45:00+10:00,MESS03,STA08,true,0,239.08920734688456,0,174.8745757659647,527.3230677379767,527.3230677379767,"{""connection_ready_slot"":null,""departure_slot"":null,""destination_service_id"":null,""origin_service_id"":null,""route_link_ids"":[]}",STA08,CONNECTED
2025-05-03,27,2025-05-03T06:45:00+10:00,MESS04,STA06,true,0,-392.3141121612922,0,-392.3141121612922,866.25,866.25,"{""connection_ready_slot"":null,""departure_slot"":null,""destination_service_id"":null,""origin_service_id"":null,""route_link_ids"":[]}",STA06,CONNECTED
2025-05-03,28,2025-05-03T07:00:00+10:00,MESS01,STA01,true,0,392.3141121612922,0,387.6783050660416,1080,1080,"{""connection_ready_slot"":null,""departure_slot"":null,""destination_service_id"":null,""origin_service_id"":null,""route_link_ids"":[]}",STA01,CONNECTED
2025-05-03,28,2025-05-03T07:00:00+10:00,MESS02,STA12,true,300,-254.81593812885902,300,-254.81593812885902,651.2480557834328,730.1954242044854,"{""connection_ready_slot"":null,""departure_slot"":null,""destination_service_id"":null,""origin_service_id"":null,""route_link_ids"":[]}",STA12,CONNECTED
2025-05-03,28,2025-05-03T07:00:00+10:00,MESS03,STA08,true,-258.06336723784307,296.752570891016,-258.06336723784307,238.07597775207304,588.6131174569643,527.3230677379767,"{""connection_ready_slot"":null,""departure_slot"":null,""destination_service_id"":null,""origin_service_id"":null,""route_link_ids"":[]}",STA08,CONNECTED
2025-05-03,28,2025-05-03T07:00:00+10:00,MESS04,STA06,true,0,-392.3141121612922,0,-392.3141121612922,866.25,866.25,"{""connection_ready_slot"":null,""departure_slot"":null,""destination_service_id"":null,""origin_service_id"":null,""route_link_ids"":[]}",STA06,CONNECTED
2025-05-03,29,2025-05-03T07:15:00+10:00,MESS01,STA01,true,0,392.3141121612922,0,383.0608108920327,1080,1080,"{""connection_ready_slot"":null,""departure_slot"":null,""destination_service_id"":null,""origin_service_id"":null,""route_link_ids"":[]}",STA01,CONNECTED
2025-05-03,29,2025-05-03T07:15:00+10:00,MESS02,STA12,true,0,-392.3141121612922,0,-392.3141121612922,651.2480557834328,651.2480557834328,"{""connection_ready_slot"":null,""departure_slot"":null,""destination_service_id"":null,""origin_service_id"":null,""route_link_ids"":[]}",STA12,CONNECTED
2025-05-03,29,2025-05-03T07:15:00+10:00,MESS03,STA08,true,14.54939122732901,-392.3141121612922,14.54939122732901,-392.3141121612922,584.7843302918777,588.6131174569643,"{""connection_ready_slot"":null,""departure_slot"":null,""destination_service_id"":null,""origin_service_id"":null,""route_link_ids"":[]}",STA08,CONNECTED
2025-05-03,29,2025-05-03T07:15:00+10:00,MESS04,STA06,true,0,293.24565256343374,0,171.13026214512237,866.25,866.25,"{""connection_ready_slot"":null,""departure_slot"":null,""destination_service_id"":null,""origin_service_id"":null,""route_link_ids"":[]}",STA06,CONNECTED
2025-05-03,30,2025-05-03T07:30:00+10:00,MESS01,STA01,true,0,392.3141121612922,0,373.12806135247286,1080,1080,"{""connection_ready_slot"":null,""departure_slot"":null,""destination_service_id"":null,""origin_service_id"":null,""route_link_ids"":[]}",STA01,CONNECTED
2025-05-03,30,2025-05-03T07:30:00+10:00,MESS02,STA12,true,300,-254.81593812885902,300,-211.14661018175647,572.3006873623802,651.2480557834328,"{""connection_ready_slot"":null,""departure_slot"":null,""destination_service_id"":null,""origin_service_id"":null,""route_link_ids"":[]}",STA12,CONNECTED
2025-05-03,30,2025-05-03T07:30:00+10:00,MESS03,STA08,true,-252.02297137169114,296.38560633347777,-252.02297137169114,183.0638756286707,644.6397859926544,584.7843302918777,"{""connection_ready_slot"":null,""departure_slot"":null,""destination_service_id"":null,""origin_service_id"":null,""route_link_ids"":[]}",STA08,CONNECTED
2025-05-03,30,2025-05-03T07:30:00+10:00,MESS04,STA06,true,0,-392.3141121612922,0,-339.8088622116066,866.25,866.25,"{""connection_ready_slot"":null,""departure_slot"":null,""destination_service_id"":null,""origin_service_id"":null,""route_link_ids"":[]}",STA06,CONNECTED
2025-05-03,31,2025-05-03T07:45:00+10:00,MESS01,STA01,true,0,392.3141121612922,0,384.1701310591536,1080,1080,"{""connection_ready_slot"":null,""departure_slot"":null,""destination_service_id"":null,""origin_service_id"":null,""route_link_ids"":[]}",STA01,CONNECTED
2025-05-03,31,2025-05-03T07:45:00+10:00,MESS02,STA12,true,67.55398245587834,-392.3141121612922,67.55398245587834,-392.3141121612922,554.5233235582017,572.3006873623802,"{""connection_ready_slot"":null,""departure_slot"":null,""destination_service_id"":null,""origin_service_id"":null,""route_link_ids"":[]}",STA12,CONNECTED
2025-05-03,31,2025-05-03T07:45:00+10:00,MESS03,STA08,true,0,309.1855495719145,0,214.3249838579545,644.6397859926544,644.6397859926543,"{""connection_ready_slot"":null,""departure_slot"":null,""destination_service_id"":null,""origin_service_id"":null,""route_link_ids"":[]}",STA08,CONNECTED
2025-05-03,31,2025-05-03T07:45:00+10:00,MESS04,STA06,true,0,-392.3141121612922,0,-392.3141121612922,866.25,866.25,"{""connection_ready_slot"":null,""departure_slot"":null,""destination_service_id"":null,""origin_service_id"":null,""route_link_ids"":[]}",STA06,CONNECTED
2025-05-03,32,2025-05-03T08:00:00+10:00,MESS01,STA01,true,0,392.3141121612922,0,384.62244287284364,1080,1080,"{""connection_ready_slot"":null,""departure_slot"":null,""destination_service_id"":null,""origin_service_id"":null,""route_link_ids"":[]}",STA01,CONNECTED
2025-05-03,32,2025-05-03T08:00:00+10:00,MESS02,STA12,true,24.921101931296814,-392.3141121612922,24.921101931296814,-392.3141121612922,547.9651388394394,554.5233235582017,"{""connection_ready_slot"":null,""departure_slot"":null,""destination_service_id"":null,""origin_service_id"":null,""route_link_ids"":[]}",STA12,CONNECTED
2025-05-03,32,2025-05-03T08:00:00+10:00,MESS03,STA08,true,0,313.6042842532728,0,224.03328769508448,644.6397859926544,644.6397859926543,"{""connection_ready_slot"":null,""departure_slot"":null,""destination_service_id"":null,""origin_service_id"":null,""route_link_ids"":[]}",STA08,CONNECTED
2025-05-03,32,2025-05-03T08:00:00+10:00,MESS04,STA06,true,0,-392.3141121612922,0,-392.3141121612922,866.25,866.25,"{""connection_ready_slot"":null,""departure_slot"":null,""destination_service_id"":null,""origin_service_id"":null,""route_link_ids"":[]}",STA06,CONNECTED
2025-05-03,33,2025-05-03T08:15:00+10:00,MESS01,STA01,true,0,392.3141121612922,0,383.56646480705285,1080,1080,"{""connection_ready_slot"":null,""departure_slot"":null,""destination_service_id"":null,""origin_service_id"":null,""route_link_ids"":[]}",STA01,CONNECTED
2025-05-03,33,2025-05-03T08:15:00+10:00,MESS02,STA12,true,-222.22809320784094,-332.5878449210181,-222.22809320784094,-332.5878449210181,600.7443109763017,547.9651388394393,"{""connection_ready_slot"":null,""departure_slot"":null,""destination_service_id"":null,""origin_service_id"":null,""route_link_ids"":[]}",STA12,CONNECTED
2025-05-03,33,2025-05-03T08:15:00+10:00,MESS03,STA08,true,300,254.815938128859,300,152.3616053735936,565.6924175716018,644.6397859926543,"{""connection_ready_slot"":null,""departure_slot"":null,""destination_service_id"":null,""origin_service_id"":null,""route_link_ids"":[]}",STA08,CONNECTED
2025-05-03,33,2025-05-03T08:15:00+10:00,MESS04,STA06,true,0,-392.3141121612922,0,-392.3141121612922,866.25,866.25,"{""connection_ready_slot"":null,""departure_slot"":null,""destination_service_id"":null,""origin_service_id"":null,""route_link_ids"":[]}",STA06,CONNECTED
2025-05-03,34,2025-05-03T08:30:00+10:00,MESS01,STA01,true,0,392.3141121612922,0,381.4274549188497,1080,1080,"{""connection_ready_slot"":null,""departure_slot"":null,""destination_service_id"":null,""origin_service_id"":null,""route_link_ids"":[]}",STA01,CONNECTED
2025-05-03,34,2025-05-03T08:30:00+10:00,MESS02,STA12,true,0,-392.3141121612922,0,-392.3141121612922,600.7443109763017,600.7443109763016,"{""connection_ready_slot"":null,""departure_slot"":null,""destination_service_id"":null,""origin_service_id"":null,""route_link_ids"":[]}",STA12,CONNECTED
2025-05-03,34,2025-05-03T08:30:00+10:00,MESS03,STA08,true,0,317.74967444788325,0,190.81898985051856,565.6924175716018,565.6924175716017,"{""connection_ready_slot"":null,""departure_slot"":null,""destination_service_id"":null,""origin_service_id"":null,""route_link_ids"":[]}",STA08,CONNECTED
2025-05-03,34,2025-05-03T08:30:00+10:00,MESS04,STA06,true,0,-392.3141121612922,0,-392.3141121612922,866.25,866.25,"{""connection_ready_slot"":null,""departure_slot"":null,""destination_service_id"":null,""origin_service_id"":null,""route_link_ids"":[]}",STA06,CONNECTED
2025-05-03,35,2025-05-03T08:45:00+10:00,MESS01,STA01,true,219.20772572798728,333.83892209452415,219.20772572798728,322.44000776826687,1022.3137563873718,1080,"{""connection_ready_slot"":null,""departure_slot"":null,""destination_service_id"":null,""origin_service_id"":null,""route_link_ids"":[]}",STA01,CONNECTED
2025-05-03,35,2025-05-03T08:45:00+10:00,MESS02,STA12,true,52.17444517518741,-392.3141121612922,52.17444517518741,-392.3141121612922,587.0141938249366,600.7443109763016,"{""connection_ready_slot"":null,""departure_slot"":null,""destination_service_id"":null,""origin_service_id"":null,""route_link_ids"":[]}",STA12,CONNECTED
2025-05-03,35,2025-05-03T08:45:00+10:00,MESS03,STA08,true,-192.59973429435274,344.8603130138427,-192.59973429435274,213.9649724420351,611.4348544665106,565.6924175716017,"{""connection_ready_slot"":null,""departure_slot"":null,""destination_service_id"":null,""origin_service_id"":null,""route_link_ids"":[]}",STA08,CONNECTED
2025-05-03,35,2025-05-03T08:45:00+10:00,MESS04,STA06,true,0,-392.3141121612922,0,-392.3141121612922,866.25,866.25,"{""connection_ready_slot"":null,""departure_slot"":null,""destination_service_id"":null,""origin_service_id"":null,""route_link_ids"":[]}",STA06,CONNECTED
2025-05-03,36,2025-05-03T09:00:00+10:00,MESS01,STA01,true,0,392.3141121612922,0,392.3141121612922,1022.3137563873718,1022.3137563873718,"{""connection_ready_slot"":null,""departure_slot"":null,""destination_service_id"":null,""origin_service_id"":null,""route_link_ids"":[]}",STA01,CONNECTED
