date,slot,timestamp_AEST,AIDC_id,IT_power_kW,GPU_or_workload_quantity,flexible_workload,fixed_workload,stage
2025-05-11,4,2025-05-11T01:00:00+10:00,AIDC05,65.1884605470864,100,36,64,DA
2025-05-11,4,2025-05-11T01:00:00+10:00,AIDC06,52.15076843766912,80,16,64,DA
2025-05-11,4,2025-05-11T01:00:00+10:00,AIDC07,26.07538421883456,40,8,32,DA
2025-05-11,4,2025-05-11T01:00:00+10:00,AIDC08,52.15076843766912,80,40,40,DA
2025-05-11,4,2025-05-11T01:00:00+10:00,AIDC09,26.07538421883456,40,16,24,DA
2025-05-11,4,2025-05-11T01:00:00+10:00,AIDC10,52.15076843766912,80,42,38,DA
2025-05-11,4,2025-05-11T01:00:00+10:00,AIDC11,26.07538421883456,40,10,30,DA
2025-05-11,4,2025-05-11T01:00:00+10:00,AIDC12,49.9598728015908,76,56,20,DA
2025-05-11,5,2025-05-11T01:15:00+10:00,AIDC01,52.15076843766912,80,17,63,DA
2025-05-11,5,2025-05-11T01:15:00+10:00,AIDC02,26.07538421883456,40,8,32,DA
2025-05-11,5,2025-05-11T01:15:00+10:00,AIDC03,52.15076843766912,80,68,12,DA
2025-05-11,5,2025-05-11T01:15:00+10:00,AIDC04,26.07538421883456,40,30,10,DA
2025-05-11,5,2025-05-11T01:15:00+10:00,AIDC05,65.1884605470864,100,36,64,DA
2025-05-11,5,2025-05-11T01:15:00+10:00,AIDC06,52.15076843766912,80,16,64,DA
2025-05-11,5,2025-05-11T01:15:00+10:00,AIDC07,26.07538421883456,40,8,32,DA
2025-05-11,5,2025-05-11T01:15:00+10:00,AIDC08,52.15076843766912,80,40,40,DA
2025-05-11,5,2025-05-11T01:15:00+10:00,AIDC09,26.07538421883456,40,16,24,DA
2025-05-11,5,2025-05-11T01:15:00+10:00,AIDC10,52.15076843766912,80,42,38,DA
2025-05-11,5,2025-05-11T01:15:00+10:00,AIDC11,26.07538421883456,40,10,30,DA
2025-05-11,5,2025-05-11T01:15:00+10:00,AIDC12,49.9598728015908,76,56,20,DA
2025-05-11,6,2025-05-11T01:30:00+10:00,AIDC01,52.15076843766912,80,17,63,DA
2025-05-11,6,2025-05-11T01:30:00+10:00,AIDC02,26.07538421883456,40,8,32,DA
2025-05-11,6,2025-05-11T01:30:00+10:00,AIDC03,52.15076843766912,80,68,12,DA
2025-05-11,6,2025-05-11T01:30:00+10:00,AIDC04,26.07538421883456,40,30,10,DA
2025-05-11,6,2025-05-11T01:30:00+10:00,AIDC05,65.1884605470864,100,36,64,DA
2025-05-11,6,2025-05-11T01:30:00+10:00,AIDC06,52.15076843766912,80,16,64,DA
2025-05-11,6,2025-05-11T01:30:00+10:00,AIDC07,26.07538421883456,40,8,32,DA
2025-05-11,6,2025-05-11T01:30:00+10:00,AIDC08,52.15076843766912,80,40,40,DA
2025-05-11,6,2025-05-11T01:30:00+10:00,AIDC09,26.07538421883456,40,16,24,DA
2025-05-11,6,2025-05-11T01:30:00+10:00,AIDC10,52.15076843766912,80,42,38,DA
2025-05-11,6,2025-05-11T01:30:00+10:00,AIDC11,26.07538421883456,40,10,30,DA
2025-05-11,6,2025-05-11T01:30:00+10:00,AIDC12,49.9598728015908,76,56,20,DA
2025-05-11,7,2025-05-11T01:45:00+10:00,AIDC01,52.15076843766912,80,17,63,DA
2025-05-11,7,2025-05-11T01:45:00+10:00,AIDC02,26.07538421883456,40,8,32,DA
2025-05-11,7,2025-05-11T01:45:00+10:00,AIDC03,52.15076843766912,80,68,12,DA
2025-05-11,7,2025-05-11T01:45:00+10:00,AIDC04,26.07538421883456,40,30,10,DA
2025-05-11,7,2025-05-11T01:45:00+10:00,AIDC05,65.1884605470864,100,36,64,DA
2025-05-11,7,2025-05-11T01:45:00+10:00,AIDC06,52.15076843766912,80,16,64,DA
2025-05-11,7,2025-05-11T01:45:00+10:00,AIDC07,26.07538421883456,40,8,32,DA
2025-05-11,7,2025-05-11T01:45:00+10:00,AIDC08,52.15076843766912,80,40,40,DA
2025-05-11,7,2025-05-11T01:45:00+10:00,AIDC09,26.07538421883456,40,16,24,DA
2025-05-11,7,2025-05-11T01:45:00+10:00,AIDC10,52.15076843766912,80,42,38,DA
2025-05-11,7,2025-05-11T01:45:00+10:00,AIDC11,26.07538421883456,40,10,30,DA
2025-05-11,7,2025-05-11T01:45:00+10:00,AIDC12,49.9598728015908,76,56,20,DA
2025-05-11,8,2025-05-11T02:00:00+10:00,AIDC01,52.15076843766912,80,17,63,DA
2025-05-11,8,2025-05-11T02:00:00+10:00,AIDC02,26.07538421883456,40,8,32,DA
2025-05-11,8,2025-05-11T02:00:00+10:00,AIDC03,52.15076843766912,80,68,12,DA
2025-05-11,8,2025-05-11T02:00:00+10:00,AIDC04,26.07538421883456,40,30,10,DA
2025-05-11,8,2025-05-11T02:00:00+10:00,AIDC05,65.1884605470864,100,36,64,DA
2025-05-11,8,2025-05-11T02:00:00+10:00,AIDC06,52.15076843766912,80,16,64,DA
2025-05-11,8,2025-05-11T02:00:00+10:00,AIDC07,26.07538421883456,40,8,32,DA
2025-05-11,8,2025-05-11T02:00:00+10:00,AIDC08,52.15076843766912,80,40,40,DA
2025-05-11,8,2025-05-11T02:00:00+10:00,AIDC09,26.07538421883456,40,16,24,DA
2025-05-11,8,2025-05-11T02:00:00+10:00,AIDC10,52.15076843766912,80,42,38,DA
2025-05-11,8,2025-05-11T02:00:00+10:00,AIDC11,26.07538421883456,40,10,30,DA
2025-05-11,8,2025-05-11T02:00:00+10:00,AIDC12,49.9598728015908,76,56,20,DA
2025-05-11,9,2025-05-11T02:15:00+10:00,AIDC01,52.15076843766912,80,17,63,DA
2025-05-11,9,2025-05-11T02:15:00+10:00,AIDC02,26.07538421883456,40,8,32,DA
2025-05-11,9,2025-05-11T02:15:00+10:00,AIDC03,52.15076843766912,80,68,12,DA
2025-05-11,9,2025-05-11T02:15:00+10:00,AIDC04,26.07538421883456,40,30,10,DA
2025-05-11,9,2025-05-11T02:15:00+10:00,AIDC05,65.1884605470864,100,36,64,DA
2025-05-11,9,2025-05-11T02:15:00+10:00,AIDC06,52.15076843766912,80,24,56,DA
2025-05-11,9,2025-05-11T02:15:00+10:00,AIDC07,26.07538421883456,40,8,32,DA
2025-05-11,9,2025-05-11T02:15:00+10:00,AIDC08,52.15076843766912,80,40,40,DA
2025-05-11,9,2025-05-11T02:15:00+10:00,AIDC09,26.07538421883456,40,16,24,DA
2025-05-11,9,2025-05-11T02:15:00+10:00,AIDC10,52.15076843766912,80,42,38,DA
2025-05-11,9,2025-05-11T02:15:00+10:00,AIDC11,26.07538421883456,40,10,30,DA
2025-05-11,9,2025-05-11T02:15:00+10:00,AIDC12,49.9598728015908,76,60,16,DA
2025-05-11,10,2025-05-11T02:30:00+10:00,AIDC01,52.15076843766912,80,17,63,DA
2025-05-11,10,2025-05-11T02:30:00+10:00,AIDC02,26.07538421883456,40,8,32,DA
2025-05-11,10,2025-05-11T02:30:00+10:00,AIDC03,52.15076843766912,80,68,12,DA
2025-05-11,10,2025-05-11T02:30:00+10:00,AIDC04,26.07538421883456,40,30,10,DA
2025-05-11,10,2025-05-11T02:30:00+10:00,AIDC05,65.1884605470864,100,40,60,DA
2025-05-11,10,2025-05-11T02:30:00+10:00,AIDC06,52.15076843766912,80,24,56,DA
2025-05-11,10,2025-05-11T02:30:00+10:00,AIDC07,26.07538421883456,40,8,32,DA
2025-05-11,10,2025-05-11T02:30:00+10:00,AIDC08,52.15076843766912,80,40,40,DA
2025-05-11,10,2025-05-11T02:30:00+10:00,AIDC09,26.07538421883456,40,16,24,DA
2025-05-11,10,2025-05-11T02:30:00+10:00,AIDC10,52.15076843766912,80,42,38,DA
2025-05-11,10,2025-05-11T02:30:00+10:00,AIDC11,26.07538421883456,40,10,30,DA
2025-05-11,10,2025-05-11T02:30:00+10:00,AIDC12,49.9598728015908,76,60,16,DA
2025-05-11,11,2025-05-11T02:45:00+10:00,AIDC01,52.15076843766912,80,17,63,DA
2025-05-11,11,2025-05-11T02:45:00+10:00,AIDC02,26.07538421883456,40,8,32,DA
2025-05-11,11,2025-05-11T02:45:00+10:00,AIDC03,52.15076843766912,80,68,12,DA
2025-05-11,11,2025-05-11T02:45:00+10:00,AIDC04,26.07538421883456,40,30,10,DA
2025-05-11,11,2025-05-11T02:45:00+10:00,AIDC05,65.1884605470864,100,40,60,DA
2025-05-11,11,2025-05-11T02:45:00+10:00,AIDC06,52.15076843766912,80,24,56,DA
2025-05-11,11,2025-05-11T02:45:00+10:00,AIDC07,26.07538421883456,40,8,32,DA
2025-05-11,11,2025-05-11T02:45:00+10:00,AIDC08,52.15076843766912,80,40,40,DA
2025-05-11,11,2025-05-11T02:45:00+10:00,AIDC09,26.07538421883456,40,16,24,DA
2025-05-11,11,2025-05-11T02:45:00+10:00,AIDC10,52.15076843766912,80,42,38,DA
2025-05-11,11,2025-05-11T02:45:00+10:00,AIDC11,26.07538421883456,40,10,30,DA
2025-05-11,11,2025-05-11T02:45:00+10:00,AIDC12,49.9598728015908,76,60,16,DA
2025-05-11,12,2025-05-11T03:00:00+10:00,AIDC01,52.15076843766912,80,17,63,DA
2025-05-11,12,2025-05-11T03:00:00+10:00,AIDC02,26.07538421883456,40,8,32,DA
2025-05-11,12,2025-05-11T03:00:00+10:00,AIDC03,52.15076843766912,80,68,12,DA
2025-05-11,12,2025-05-11T03:00:00+10:00,AIDC04,26.07538421883456,40,30,10,DA
2025-05-11,12,2025-05-11T03:00:00+10:00,AIDC05,65.1884605470864,100,40,60,DA
2025-05-11,12,2025-05-11T03:00:00+10:00,AIDC06,52.15076843766912,80,24,56,DA
2025-05-11,12,2025-05-11T03:00:00+10:00,AIDC07,26.07538421883456,40,8,32,DA
2025-05-11,12,2025-05-11T03:00:00+10:00,AIDC08,52.15076843766912,80,40,40,DA
2025-05-11,12,2025-05-11T03:00:00+10:00,AIDC09,26.07538421883456,40,16,24,DA
2025-05-11,12,2025-05-11T03:00:00+10:00,AIDC10,52.15076843766912,80,42,38,DA
2025-05-11,12,2025-05-11T03:00:00+10:00,AIDC11,26.07538421883456,40,10,30,DA
2025-05-11,12,2025-05-11T03:00:00+10:00,AIDC12,49.9598728015908,76,60,16,DA
2025-05-11,13,2025-05-11T03:15:00+10:00,AIDC01,52.15076843766912,80,17,63,DA
2025-05-11,13,2025-05-11T03:15:00+10:00,AIDC02,26.07538421883456,40,8,32,DA
2025-05-11,13,2025-05-11T03:15:00+10:00,AIDC03,52.15076843766912,80,68,12,DA
2025-05-11,13,2025-05-11T03:15:00+10:00,AIDC04,26.07538421883456,40,30,10,DA
2025-05-11,13,2025-05-11T03:15:00+10:00,AIDC05,65.1884605470864,100,40,60,DA
2025-05-11,13,2025-05-11T03:15:00+10:00,AIDC06,52.15076843766912,80,24,56,DA
2025-05-11,13,2025-05-11T03:15:00+10:00,AIDC07,26.07538421883456,40,8,32,DA
2025-05-11,13,2025-05-11T03:15:00+10:00,AIDC08,52.15076843766912,80,40,40,DA
2025-05-11,13,2025-05-11T03:15:00+10:00,AIDC09,26.07538421883456,40,16,24,DA
2025-05-11,13,2025-05-11T03:15:00+10:00,AIDC10,52.15076843766912,80,42,38,DA
2025-05-11,13,2025-05-11T03:15:00+10:00,AIDC11,26.07538421883456,40,10,30,DA
2025-05-11,13,2025-05-11T03:15:00+10:00,AIDC12,49.9598728015908,76,60,16,DA
2025-05-11,14,2025-05-11T03:30:00+10:00,AIDC01,52.15076843766912,80,17,63,DA
2025-05-11,14,2025-05-11T03:30:00+10:00,AIDC02,26.07538421883456,40,8,32,DA
2025-05-11,14,2025-05-11T03:30:00+10:00,AIDC03,52.15076843766912,80,68,12,DA
2025-05-11,14,2025-05-11T03:30:00+10:00,AIDC04,26.07538421883456,40,30,10,DA
2025-05-11,14,2025-05-11T03:30:00+10:00,AIDC05,65.1884605470864,100,42,58,DA
2025-05-11,14,2025-05-11T03:30:00+10:00,AIDC06,52.15076843766912,80,24,56,DA
2025-05-11,14,2025-05-11T03:30:00+10:00,AIDC07,26.07538421883456,40,8,32,DA
2025-05-11,14,2025-05-11T03:30:00+10:00,AIDC08,52.15076843766912,80,40,40,DA
2025-05-11,14,2025-05-11T03:30:00+10:00,AIDC09,26.07538421883456,40,16,24,DA
2025-05-11,14,2025-05-11T03:30:00+10:00,AIDC10,52.15076843766912,80,43,37,DA
2025-05-11,14,2025-05-11T03:30:00+10:00,AIDC11,26.07538421883456,40,10,30,DA
2025-05-11,14,2025-05-11T03:30:00+10:00,AIDC12,49.9598728015908,76,64,12,DA
2025-05-11,15,2025-05-11T03:45:00+10:00,AIDC01,52.15076843766912,80,17,63,DA
2025-05-11,15,2025-05-11T03:45:00+10:00,AIDC02,26.07538421883456,40,8,32,DA
2025-05-11,15,2025-05-11T03:45:00+10:00,AIDC03,52.15076843766912,80,68,12,DA
2025-05-11,15,2025-05-11T03:45:00+10:00,AIDC04,26.07538421883456,40,30,10,DA
2025-05-11,15,2025-05-11T03:45:00+10:00,AIDC05,65.1884605470864,100,46,54,DA
2025-05-11,15,2025-05-11T03:45:00+10:00,AIDC06,52.15076843766912,80,24,56,DA
2025-05-11,15,2025-05-11T03:45:00+10:00,AIDC07,26.07538421883456,40,8,32,DA
2025-05-11,15,2025-05-11T03:45:00+10:00,AIDC08,52.15076843766912,80,40,40,DA
2025-05-11,15,2025-05-11T03:45:00+10:00,AIDC09,26.07538421883456,40,16,24,DA
2025-05-11,15,2025-05-11T03:45:00+10:00,AIDC10,52.15076843766912,80,43,37,DA
2025-05-11,15,2025-05-11T03:45:00+10:00,AIDC11,26.07538421883456,40,10,30,DA
2025-05-11,15,2025-05-11T03:45:00+10:00,AIDC12,49.9598728015908,76,64,12,DA
2025-05-11,16,2025-05-11T04:00:00+10:00,AIDC01,52.15076843766912,80,17,63,DA
2025-05-11,16,2025-05-11T04:00:00+10:00,AIDC02,26.07538421883456,40,8,32,DA
2025-05-11,16,2025-05-11T04:00:00+10:00,AIDC03,52.15076843766912,80,68,12,DA
2025-05-11,16,2025-05-11T04:00:00+10:00,AIDC04,26.07538421883456,40,30,10,DA
2025-05-11,16,2025-05-11T04:00:00+10:00,AIDC05,65.1884605470864,100,46,54,DA
2025-05-11,16,2025-05-11T04:00:00+10:00,AIDC06,52.15076843766912,80,25,55,DA
2025-05-11,16,2025-05-11T04:00:00+10:00,AIDC07,26.07538421883456,40,8,32,DA
2025-05-11,16,2025-05-11T04:00:00+10:00,AIDC08,52.15076843766912,80,40,40,DA
2025-05-11,16,2025-05-11T04:00:00+10:00,AIDC09,26.07538421883456,40,16,24,DA
2025-05-11,16,2025-05-11T04:00:00+10:00,AIDC10,52.15076843766912,80,48,32,DA
2025-05-11,16,2025-05-11T04:00:00+10:00,AIDC11,26.07538421883456,40,10,30,DA
2025-05-11,16,2025-05-11T04:00:00+10:00,AIDC12,49.9598728015908,76,64,12,DA
2025-05-11,17,2025-05-11T04:15:00+10:00,AIDC01,52.15076843766912,80,17,63,DA
2025-05-11,17,2025-05-11T04:15:00+10:00,AIDC02,26.07538421883456,40,8,32,DA
2025-05-11,17,2025-05-11T04:15:00+10:00,AIDC03,52.15076843766912,80,68,12,DA
2025-05-11,17,2025-05-11T04:15:00+10:00,AIDC04,26.07538421883456,40,30,10,DA
2025-05-11,17,2025-05-11T04:15:00+10:00,AIDC05,65.1884605470864,100,46,54,DA
2025-05-11,17,2025-05-11T04:15:00+10:00,AIDC06,52.15076843766912,80,26,54,DA
2025-05-11,17,2025-05-11T04:15:00+10:00,AIDC07,26.07538421883456,40,8,32,DA
2025-05-11,17,2025-05-11T04:15:00+10:00,AIDC08,52.15076843766912,80,40,40,DA
2025-05-11,17,2025-05-11T04:15:00+10:00,AIDC09,26.07538421883456,40,16,24,DA
2025-05-11,17,2025-05-11T04:15:00+10:00,AIDC10,52.15076843766912,80,48,32,DA
2025-05-11,17,2025-05-11T04:15:00+10:00,AIDC11,26.07538421883456,40,10,30,DA
2025-05-11,17,2025-05-11T04:15:00+10:00,AIDC12,49.9598728015908,76,64,12,DA
2025-05-11,18,2025-05-11T04:30:00+10:00,AIDC01,52.15076843766912,80,17,63,DA
2025-05-11,18,2025-05-11T04:30:00+10:00,AIDC02,26.07538421883456,40,8,32,DA
2025-05-11,18,2025-05-11T04:30:00+10:00,AIDC03,52.15076843766912,80,68,12,DA
2025-05-11,18,2025-05-11T04:30:00+10:00,AIDC04,26.07538421883456,40,30,10,DA
2025-05-11,18,2025-05-11T04:30:00+10:00,AIDC05,65.1884605470864,100,46,54,DA
2025-05-11,18,2025-05-11T04:30:00+10:00,AIDC06,52.15076843766912,80,26,54,DA
2025-05-11,18,2025-05-11T04:30:00+10:00,AIDC07,26.07538421883456,40,8,32,DA
2025-05-11,18,2025-05-11T04:30:00+10:00,AIDC08,52.15076843766912,80,40,40,DA
2025-05-11,18,2025-05-11T04:30:00+10:00,AIDC09,26.07538421883456,40,16,24,DA
2025-05-11,18,2025-05-11T04:30:00+10:00,AIDC10,52.15076843766912,80,48,32,DA
2025-05-11,18,2025-05-11T04:30:00+10:00,AIDC11,26.07538421883456,40,10,30,DA
2025-05-11,18,2025-05-11T04:30:00+10:00,AIDC12,49.9598728015908,76,64,12,DA
2025-05-11,19,2025-05-11T04:45:00+10:00,AIDC01,52.15076843766912,80,17,63,DA
2025-05-11,19,2025-05-11T04:45:00+10:00,AIDC02,26.07538421883456,40,8,32,DA
2025-05-11,19,2025-05-11T04:45:00+10:00,AIDC03,52.15076843766912,80,68,12,DA
2025-05-11,19,2025-05-11T04:45:00+10:00,AIDC04,26.07538421883456,40,30,10,DA
2025-05-11,19,2025-05-11T04:45:00+10:00,AIDC05,65.1884605470864,100,46,54,DA
2025-05-11,19,2025-05-11T04:45:00+10:00,AIDC06,52.15076843766912,80,26,54,DA
2025-05-11,19,2025-05-11T04:45:00+10:00,AIDC07,26.07538421883456,40,8,32,DA
2025-05-11,19,2025-05-11T04:45:00+10:00,AIDC08,52.15076843766912,80,40,40,DA
2025-05-11,19,2025-05-11T04:45:00+10:00,AIDC09,26.07538421883456,40,16,24,DA
2025-05-11,19,2025-05-11T04:45:00+10:00,AIDC10,52.15076843766912,80,48,32,DA
2025-05-11,19,2025-05-11T04:45:00+10:00,AIDC11,26.07538421883456,40,10,30,DA
2025-05-11,19,2025-05-11T04:45:00+10:00,AIDC12,49.9598728015908,76,64,12,DA
2025-05-11,20,2025-05-11T05:00:00+10:00,AIDC01,52.15076843766912,80,17,63,DA
2025-05-11,20,2025-05-11T05:00:00+10:00,AIDC02,26.07538421883456,40,8,32,DA
2025-05-11,20,2025-05-11T05:00:00+10:00,AIDC03,52.15076843766912,80,68,12,DA
2025-05-11,20,2025-05-11T05:00:00+10:00,AIDC04,26.07538421883456,40,30,10,DA
2025-05-11,20,2025-05-11T05:00:00+10:00,AIDC05,65.1884605470864,100,46,54,DA
2025-05-11,20,2025-05-11T05:00:00+10:00,AIDC06,52.15076843766912,80,26,54,DA
2025-05-11,20,2025-05-11T05:00:00+10:00,AIDC07,26.07538421883456,40,8,32,DA
2025-05-11,20,2025-05-11T05:00:00+10:00,AIDC08,52.15076843766912,80,40,40,DA
2025-05-11,20,2025-05-11T05:00:00+10:00,AIDC09,26.07538421883456,40,16,24,DA
2025-05-11,20,2025-05-11T05:00:00+10:00,AIDC10,52.15076843766912,80,48,32,DA
2025-05-11,20,2025-05-11T05:00:00+10:00,AIDC11,26.07538421883456,40,10,30,DA
2025-05-11,20,2025-05-11T05:00:00+10:00,AIDC12,49.9598728015908,76,64,12,DA
2025-05-11,21,2025-05-11T05:15:00+10:00,AIDC01,52.15076843766912,80,17,63,DA
2025-05-11,21,2025-05-11T05:15:00+10:00,AIDC02,26.07538421883456,40,8,32,DA
2025-05-11,21,2025-05-11T05:15:00+10:00,AIDC03,52.15076843766912,80,68,12,DA
2025-05-11,21,2025-05-11T05:15:00+10:00,AIDC04,26.07538421883456,40,30,10,DA
2025-05-11,21,2025-05-11T05:15:00+10:00,AIDC05,65.1884605470864,100,46,54,DA
2025-05-11,21,2025-05-11T05:15:00+10:00,AIDC06,52.15076843766912,80,26,54,DA
2025-05-11,21,2025-05-11T05:15:00+10:00,AIDC07,26.07538421883456,40,8,32,DA
2025-05-11,21,2025-05-11T05:15:00+10:00,AIDC08,52.15076843766912,80,40,40,DA
2025-05-11,21,2025-05-11T05:15:00+10:00,AIDC09,26.07538421883456,40,16,24,DA
2025-05-11,21,2025-05-11T05:15:00+10:00,AIDC10,52.15076843766912,80,48,32,DA
2025-05-11,21,2025-05-11T05:15:00+10:00,AIDC11,26.07538421883456,40,10,30,DA
2025-05-11,21,2025-05-11T05:15:00+10:00,AIDC12,49.9598728015908,76,64,12,DA
2025-05-11,22,2025-05-11T05:30:00+10:00,AIDC01,52.15076843766912,80,17,63,DA
2025-05-11,22,2025-05-11T05:30:00+10:00,AIDC02,26.07538421883456,40,8,32,DA
2025-05-11,22,2025-05-11T05:30:00+10:00,AIDC03,52.15076843766912,80,68,12,DA
2025-05-11,22,2025-05-11T05:30:00+10:00,AIDC04,26.07538421883456,40,30,10,DA
2025-05-11,22,2025-05-11T05:30:00+10:00,AIDC05,65.1884605470864,100,46,54,DA
2025-05-11,22,2025-05-11T05:30:00+10:00,AIDC06,52.15076843766912,80,26,54,DA
2025-05-11,22,2025-05-11T05:30:00+10:00,AIDC07,26.07538421883456,40,8,32,DA
2025-05-11,22,2025-05-11T05:30:00+10:00,AIDC08,52.15076843766912,80,40,40,DA
2025-05-11,22,2025-05-11T05:30:00+10:00,AIDC09,26.07538421883456,40,16,24,DA
2025-05-11,22,2025-05-11T05:30:00+10:00,AIDC10,52.15076843766912,80,48,32,DA
2025-05-11,22,2025-05-11T05:30:00+10:00,AIDC11,26.07538421883456,40,10,30,DA
2025-05-11,22,2025-05-11T05:30:00+10:00,AIDC12,49.9598728015908,76,64,12,DA
2025-05-11,23,2025-05-11T05:45:00+10:00,AIDC01,52.15076843766912,80,17,63,DA
2025-05-11,23,2025-05-11T05:45:00+10:00,AIDC02,26.07538421883456,40,8,32,DA
2025-05-11,23,2025-05-11T05:45:00+10:00,AIDC03,52.15076843766912,80,68,12,DA
2025-05-11,23,2025-05-11T05:45:00+10:00,AIDC04,26.07538421883456,40,30,10,DA
2025-05-11,23,2025-05-11T05:45:00+10:00,AIDC05,65.1884605470864,100,46,54,DA
2025-05-11,23,2025-05-11T05:45:00+10:00,AIDC06,52.15076843766912,80,26,54,DA
2025-05-11,23,2025-05-11T05:45:00+10:00,AIDC07,26.07538421883456,40,8,32,DA
2025-05-11,23,2025-05-11T05:45:00+10:00,AIDC08,52.15076843766912,80,40,40,DA
2025-05-11,23,2025-05-11T05:45:00+10:00,AIDC09,26.07538421883456,40,16,24,DA
2025-05-11,23,2025-05-11T05:45:00+10:00,AIDC10,52.15076843766912,80,48,32,DA
2025-05-11,23,2025-05-11T05:45:00+10:00,AIDC11,26.07538421883456,40,10,30,DA
2025-05-11,23,2025-05-11T05:45:00+10:00,AIDC12,49.9598728015908,76,64,12,DA
2025-05-11,24,2025-05-11T06:00:00+10:00,AIDC01,52.15076843766912,80,17,63,DA
2025-05-11,24,2025-05-11T06:00:00+10:00,AIDC02,26.07538421883456,40,8,32,DA
2025-05-11,24,2025-05-11T06:00:00+10:00,AIDC03,52.15076843766912,80,68,12,DA
2025-05-11,24,2025-05-11T06:00:00+10:00,AIDC04,26.07538421883456,40,30,10,DA
2025-05-11,24,2025-05-11T06:00:00+10:00,AIDC05,65.1884605470864,100,46,54,DA
2025-05-11,24,2025-05-11T06:00:00+10:00,AIDC06,52.15076843766912,80,26,54,DA
2025-05-11,24,2025-05-11T06:00:00+10:00,AIDC07,26.07538421883456,40,8,32,DA
2025-05-11,24,2025-05-11T06:00:00+10:00,AIDC08,52.15076843766912,80,40,40,DA
2025-05-11,24,2025-05-11T06:00:00+10:00,AIDC09,26.07538421883456,40,16,24,DA
2025-05-11,24,2025-05-11T06:00:00+10:00,AIDC10,52.15076843766912,80,48,32,DA
2025-05-11,24,2025-05-11T06:00:00+10:00,AIDC11,26.07538421883456,40,10,30,DA
2025-05-11,24,2025-05-11T06:00:00+10:00,AIDC12,49.9598728015908,76,64,12,DA
2025-05-11,25,2025-05-11T06:15:00+10:00,AIDC01,52.15076843766912,80,17,63,DA
2025-05-11,25,2025-05-11T06:15:00+10:00,AIDC02,26.07538421883456,40,8,32,DA
2025-05-11,25,2025-05-11T06:15:00+10:00,AIDC03,52.15076843766912,80,68,12,DA
2025-05-11,25,2025-05-11T06:15:00+10:00,AIDC04,26.07538421883456,40,30,10,DA
2025-05-11,25,2025-05-11T06:15:00+10:00,AIDC05,65.1884605470864,100,46,54,DA
2025-05-11,25,2025-05-11T06:15:00+10:00,AIDC06,52.15076843766912,80,26,54,DA
2025-05-11,25,2025-05-11T06:15:00+10:00,AIDC07,26.07538421883456,40,8,32,DA
2025-05-11,25,2025-05-11T06:15:00+10:00,AIDC08,52.15076843766912,80,40,40,DA
2025-05-11,25,2025-05-11T06:15:00+10:00,AIDC09,26.07538421883456,40,16,24,DA
2025-05-11,25,2025-05-11T06:15:00+10:00,AIDC10,52.15076843766912,80,48,32,DA
2025-05-11,25,2025-05-11T06:15:00+10:00,AIDC11,26.07538421883456,40,10,30,DA
2025-05-11,25,2025-05-11T06:15:00+10:00,AIDC12,49.9598728015908,76,64,12,DA
2025-05-11,26,2025-05-11T06:30:00+10:00,AIDC01,52.15076843766912,80,17,63,DA
2025-05-11,26,2025-05-11T06:30:00+10:00,AIDC02,26.07538421883456,40,8,32,DA
2025-05-11,26,2025-05-11T06:30:00+10:00,AIDC03,52.15076843766912,80,68,12,DA
2025-05-11,26,2025-05-11T06:30:00+10:00,AIDC04,26.07538421883456,40,30,10,DA
2025-05-11,26,2025-05-11T06:30:00+10:00,AIDC05,65.1884605470864,100,46,54,DA
2025-05-11,26,2025-05-11T06:30:00+10:00,AIDC06,52.15076843766912,80,26,54,DA
2025-05-11,26,2025-05-11T06:30:00+10:00,AIDC07,26.07538421883456,40,8,32,DA
2025-05-11,26,2025-05-11T06:30:00+10:00,AIDC08,52.15076843766912,80,40,40,DA
2025-05-11,26,2025-05-11T06:30:00+10:00,AIDC09,26.07538421883456,40,16,24,DA
2025-05-11,26,2025-05-11T06:30:00+10:00,AIDC10,52.15076843766912,80,48,32,DA
2025-05-11,26,2025-05-11T06:30:00+10:00,AIDC11,26.07538421883456,40,10,30,DA
2025-05-11,26,2025-05-11T06:30:00+10:00,AIDC12,49.9598728015908,76,64,12,DA
2025-05-11,27,2025-05-11T06:45:00+10:00,AIDC01,52.15076843766912,80,17,63,DA
2025-05-11,27,2025-05-11T06:45:00+10:00,AIDC02,26.07538421883456,40,8,32,DA
2025-05-11,27,2025-05-11T06:45:00+10:00,AIDC03,52.15076843766912,80,68,12,DA
2025-05-11,27,2025-05-11T06:45:00+10:00,AIDC04,26.07538421883456,40,30,10,DA
2025-05-11,27,2025-05-11T06:45:00+10:00,AIDC05,65.1884605470864,100,46,54,DA
2025-05-11,27,2025-05-11T06:45:00+10:00,AIDC06,52.15076843766912,80,26,54,DA
2025-05-11,27,2025-05-11T06:45:00+10:00,AIDC07,26.07538421883456,40,8,32,DA
2025-05-11,27,2025-05-11T06:45:00+10:00,AIDC08,52.15076843766912,80,40,40,DA
2025-05-11,27,2025-05-11T06:45:00+10:00,AIDC09,26.07538421883456,40,16,24,DA
2025-05-11,27,2025-05-11T06:45:00+10:00,AIDC10,52.15076843766912,80,48,32,DA
2025-05-11,27,2025-05-11T06:45:00+10:00,AIDC11,26.07538421883456,40,10,30,DA
2025-05-11,27,2025-05-11T06:45:00+10:00,AIDC12,49.9598728015908,76,64,12,DA
